word1,word2,word3,n,date
covid,19,vaccine,11459,2021-02-24T00:00:00Z
covid,19,vaccines,3734,2021-02-24T00:00:00Z
covid,19,pandemic,3729,2021-02-24T00:00:00Z
covid,19,vaccination,2121,2021-02-24T00:00:00Z
covid,relief,bill,1407,2021-02-24T00:00:00Z
covid,19,relief,991,2021-02-24T00:00:00Z
single,shot,covid,750,2021-02-24T00:00:00Z
covid,19,deaths,739,2021-02-24T00:00:00Z
shot,covid,19,724,2021-02-24T00:00:00Z
blame,brexit,costs,708,2021-02-24T00:00:00Z
covid,19,restrictions,679,2021-02-24T00:00:00Z
covid,19,vaccinations,662,2021-02-24T00:00:00Z
johnson,covid,19,602,2021-02-24T00:00:00Z
covid,19,testing,589,2021-02-24T00:00:00Z
covid,19,update,584,2021-02-24T00:00:00Z
covid,19,test,580,2021-02-24T00:00:00Z
sars,cov,2,554,2021-02-24T00:00:00Z
johnsons,single,shot,524,2021-02-24T00:00:00Z
covid,19,response,513,2021-02-24T00:00:00Z
severe,covid,19,509,2021-02-24T00:00:00Z
johnsons,single,dose,494,2021-02-24T00:00:00Z
californias,coronavirus,strain,476,2021-02-24T00:00:00Z
covid,relief,package,476,2021-02-24T00:00:00Z
covid,19,outbreak,435,2021-02-24T00:00:00Z
shot,covid,vaccine,422,2021-02-24T00:00:00Z
single,dose,vaccine,415,2021-02-24T00:00:00Z
covid,19,patients,407,2021-02-24T00:00:00Z
covid,19,related,405,2021-02-24T00:00:00Z
19,trillion,covid,394,2021-02-24T00:00:00Z
19,vaccine,doses,386,2021-02-24T00:00:00Z
johnson,coronavirus,vaccine,382,2021-02-24T00:00:00Z
post,covid,19,382,2021-02-24T00:00:00Z
february,24,2021,367,2021-02-24T00:00:00Z
19,relief,bill,357,2021-02-24T00:00:00Z
gin,soaked,raisins,346,2021-02-24T00:00:00Z
single,shot,johnson,342,2021-02-24T00:00:00Z
dose,covid,19,327,2021-02-24T00:00:00Z
covid,19,crisis,319,2021-02-24T00:00:00Z
minpres,regsprecher,sebastiankurz,318,2021-02-24T00:00:00Z
regsprecher,sebastiankurz,marinsanna,318,2021-02-24T00:00:00Z
swedishpm,minpres,regsprecher,318,2021-02-24T00:00:00Z
covid19,euco,worldrecoveryplan,317,2021-02-24T00:00:00Z
defeat,covid19,euco,317,2021-02-24T00:00:00Z
prioritise,health,workers,317,2021-02-24T00:00:00Z
sebastiankurz,marinsanna,palazzochigi,317,2021-02-24T00:00:00Z
