word1,word2,word3,n,date
covid,19,vaccine,11716,2021-03-03T00:00:00Z
covid,19,pandemic,3675,2021-03-03T00:00:00Z
covid,19,vaccines,3652,2021-03-03T00:00:00Z
covid,19,vaccination,2885,2021-03-03T00:00:00Z
covid,relief,bill,2824,2021-03-03T00:00:00Z
covid,19,relief,1428,2021-03-03T00:00:00Z
covid,19,restrictions,1369,2021-03-03T00:00:00Z
illegal,immigrants,released,1032,2021-03-03T00:00:00Z
108,illegal,immigrants,1003,2021-03-03T00:00:00Z
covid,19,deaths,769,2021-03-03T00:00:00Z
texas,test,positive,665,2021-03-03T00:00:00Z
covid,19,test,651,2021-03-03T00:00:00Z
covid,19,vaccinations,628,2021-03-03T00:00:00Z
covid,19,testing,622,2021-03-03T00:00:00Z
covid,19,update,609,2021-03-03T00:00:00Z
gov,greg,abbott,591,2021-03-03T00:00:00Z
19,trillion,covid,574,2021-03-03T00:00:00Z
sars,cov,2,559,2021-03-03T00:00:00Z
president,joe,biden,553,2021-03-03T00:00:00Z
19,relief,bill,506,2021-03-03T00:00:00Z
covid,relief,package,477,2021-03-03T00:00:00Z
covid,19,mask,445,2021-03-03T00:00:00Z
brazils,covid,crisis,441,2021-03-03T00:00:00Z
covid,19,response,441,2021-03-03T00:00:00Z
lifting,covid,restrictions,440,2021-03-03T00:00:00Z
covid,19,patients,430,2021-03-03T00:00:00Z
covid,19,virus,428,2021-03-03T00:00:00Z
astrazeneca,covid,19,394,2021-03-03T00:00:00Z
covid,19,shot,389,2021-03-03T00:00:00Z
covid,19,crisis,388,2021-03-03T00:00:00Z
covid,19,related,371,2021-03-03T00:00:00Z
texas,tested,positive,367,2021-03-03T00:00:00Z
19,mask,mandate,358,2021-03-03T00:00:00Z
johnson,covid,19,355,2021-03-03T00:00:00Z
vaccine,vaccine,vaccine,352,2021-03-03T00:00:00Z
covid,19,safety,349,2021-03-03T00:00:00Z
march,3,2021,344,2021-03-03T00:00:00Z
covid,19,officials,338,2021-03-03T00:00:00Z
statewide,mask,mandate,338,2021-03-03T00:00:00Z
trillion,covid,relief,331,2021-03-03T00:00:00Z
covid,19,outbreak,326,2021-03-03T00:00:00Z
covid,19,variants,317,2021-03-03T00:00:00Z
19,trillion,relief,314,2021-03-03T00:00:00Z
post,covid,world,312,2021-03-03T00:00:00Z
lift,covid,19,311,2021-03-03T00:00:00Z
spontaneous,miscarriages,stillbirths,297,2021-03-03T00:00:00Z
19,vaccine,doses,291,2021-03-03T00:00:00Z
covid,19,infections,285,2021-03-03T00:00:00Z
miscarriages,stillbirths,occurring,285,2021-03-03T00:00:00Z
texas,gov,greg,282,2021-03-03T00:00:00Z
american,rescue,plan,280,2021-03-03T00:00:00Z
child,care,workers,279,2021-03-03T00:00:00Z
covid,19,protocols,279,2021-03-03T00:00:00Z
brazils,covid,outbreak,274,2021-03-03T00:00:00Z
covid,19,tests,274,2021-03-03T00:00:00Z
covid,19,variant,274,2021-03-03T00:00:00Z
receives,covid,19,273,2021-03-03T00:00:00Z
19,dolly,parton,265,2021-03-03T00:00:00Z
covid,19,dolly,265,2021-03-03T00:00:00Z
covid,19,rules,258,2021-03-03T00:00:00Z
dolly,parton,marks,258,2021-03-03T00:00:00Z
amid,covid,19,256,2021-03-03T00:00:00Z
15,minimum,wage,255,2021-03-03T00:00:00Z
parton,marks,vaccination,254,2021-03-03T00:00:00Z
health,care,workers,248,2021-03-03T00:00:00Z
lethal,variants,scientist,248,2021-03-03T00:00:00Z
post,covid,19,247,2021-03-03T00:00:00Z
lift,mask,mandates,246,2021-03-03T00:00:00Z
covid,19,shots,245,2021-03-03T00:00:00Z
gov,greg,abbotts,244,2021-03-03T00:00:00Z
500,asos,gift,242,2021-03-03T00:00:00Z
asos,gift,voucher,242,2021-03-03T00:00:00Z
