word1,word2,word3,n,date
covid,19,pandemic,5443,2020-09-15T00:00:00Z
covid,19,vaccine,2913,2020-09-15T00:00:00Z
covid,19,restrictions,1359,2020-09-15T00:00:00Z
covid,19,testing,1343,2020-09-15T00:00:00Z
covid,19,test,1301,2020-09-15T00:00:00Z
scientists,discover,antibody,1265,2020-09-15T00:00:00Z
pittsburgh,scientists,discover,1199,2020-09-15T00:00:00Z
covid,19,deaths,1190,2020-09-15T00:00:00Z
covid,19,response,1158,2020-09-15T00:00:00Z
covid,19,crisis,823,2020-09-15T00:00:00Z
covid,19,patients,796,2020-09-15T00:00:00Z
sars,cov,2,703,2020-09-15T00:00:00Z
19,covid,19,649,2020-09-15T00:00:00Z
covid,19,covid,647,2020-09-15T00:00:00Z
covid,19,tests,634,2020-09-15T00:00:00Z
covid,19,outbreak,624,2020-09-15T00:00:00Z
post,covid,19,618,2020-09-15T00:00:00Z
6,person,rule,611,2020-09-15T00:00:00Z
covid,19,victims,607,2020-09-15T00:00:00Z
amid,covid,19,605,2020-09-15T00:00:00Z
covid,19,update,601,2020-09-15T00:00:00Z
rule,covid,19,601,2020-09-15T00:00:00Z
person,rule,covid,600,2020-09-15T00:00:00Z
bbc,news,coronavirus,590,2020-09-15T00:00:00Z
19,restrictions,sign,564,2020-09-15T00:00:00Z
claiming,covid,19,556,2020-09-15T00:00:00Z
report,claiming,covid,526,2020-09-15T00:00:00Z
covid,19,relief,507,2020-09-15T00:00:00Z
covid,19,virus,500,2020-09-15T00:00:00Z
evidence,covid,19,471,2020-09-15T00:00:00Z
posts,report,claiming,471,2020-09-15T00:00:00Z
virologist,posts,report,465,2020-09-15T00:00:00Z
chinese,virologist,posts,464,2020-09-15T00:00:00Z
covid,19,death,438,2020-09-15T00:00:00Z
handled,coronavirus,badly,432,2020-09-15T00:00:00Z
coronavirus,covid,19,427,2020-09-15T00:00:00Z
image,plummets,internationally,424,2020-09-15T00:00:00Z
covid,19,safety,418,2020-09-15T00:00:00Z
positive,covid,19,413,2020-09-15T00:00:00Z
us,image,plummets,413,2020-09-15T00:00:00Z
covid,19,vaccines,401,2020-09-15T00:00:00Z
covid,19,lockdown,392,2020-09-15T00:00:00Z
covid,19,related,391,2020-09-15T00:00:00Z
covid,19,positive,377,2020-09-15T00:00:00Z
september,15,2020,376,2020-09-15T00:00:00Z
anti,maskers,forced,373,2020-09-15T00:00:00Z
covid,19,data,368,2020-09-15T00:00:00Z
coronavirus,vaccine,trial,367,2020-09-15T00:00:00Z
covid,19,created,343,2020-09-15T00:00:00Z
li,meng,yan,343,2020-09-15T00:00:00Z
covid,19,recovery,335,2020-09-15T00:00:00Z
michael,caputo,warns,329,2020-09-15T00:00:00Z
covid,19,rules,326,2020-09-15T00:00:00Z
smoking,gun,evidence,316,2020-09-15T00:00:00Z
dr,li,meng,315,2020-09-15T00:00:00Z
trump,health,appointee,312,2020-09-15T00:00:00Z
governorkayivey,louisianagov,tatereeves,309,2020-09-15T00:00:00Z
publishes,smoking,gun,303,2020-09-15T00:00:00Z
covid,19,situation,302,2020-09-15T00:00:00Z
gun,evidence,covid,298,2020-09-15T00:00:00Z
covid,19,guidelines,296,2020-09-15T00:00:00Z
joins,twitter,publishes,296,2020-09-15T00:00:00Z
rogue,chinese,virologist,296,2020-09-15T00:00:00Z
virologist,joins,twitter,296,2020-09-15T00:00:00Z
realdonaldtrump,governorkayivey,louisianagov,295,2020-09-15T00:00:00Z
chinese,virologist,joins,293,2020-09-15T00:00:00Z
covid,19,infections,291,2020-09-15T00:00:00Z
twitter,publishes,smoking,291,2020-09-15T00:00:00Z
top,trump,health,290,2020-09-15T00:00:00Z
spread,covid,19,286,2020-09-15T00:00:00Z
56blackcat,bogdanoffelaine,davidmweissman,281,2020-09-15T00:00:00Z
bogdanoffelaine,davidmweissman,waterdean,281,2020-09-15T00:00:00Z
