word1,word2,word3,n,date
covid,19,vaccine,8840,2021-04-06T00:00:00Z
covid,19,pandemic,3242,2021-04-06T00:00:00Z
covid,19,vaccines,2229,2021-04-06T00:00:00Z
covid,19,vaccination,2075,2021-04-06T00:00:00Z
covid,ー,19,1078,2021-04-06T00:00:00Z
covid,19,variant,880,2021-04-06T00:00:00Z
covid,19,vaccinations,697,2021-04-06T00:00:00Z
quarantine,free,travel,645,2021-04-06T00:00:00Z
covid,19,restrictions,584,2021-04-06T00:00:00Z
covid,19,infections,556,2021-04-06T00:00:00Z
covid,19,patients,543,2021-04-06T00:00:00Z
availability,kroger,king,534,2021-04-06T00:00:00Z
kroger,king,soopers,534,2021-04-06T00:00:00Z
covid,19,update,533,2021-04-06T00:00:00Z
covid,19,testing,530,2021-04-06T00:00:00Z
sars,cov,2,530,2021-04-06T00:00:00Z
covid,19,deaths,528,2021-04-06T00:00:00Z
rare,blood,clots,527,2021-04-06T00:00:00Z
covid,19,test,520,2021-04-06T00:00:00Z
covid,19,outbreak,489,2021-04-06T00:00:00Z
800,925,4733,458,2021-04-06T00:00:00Z
walgreens,duane,reade,457,2021-04-06T00:00:00Z
covid,vaccine,appointment,436,2021-04-06T00:00:00Z
covid,19,relief,420,2021-04-06T00:00:00Z
cmomaharashtra,ajitpawarspeaks,authackeray,397,2021-04-06T00:00:00Z
officeofut,cmomaharashtra,ajitpawarspeaks,396,2021-04-06T00:00:00Z
covid,19,death,395,2021-04-06T00:00:00Z
ajitpawarspeaks,authackeray,pawarspeaks,393,2021-04-06T00:00:00Z
aimraindia,officeofut,cmomaharashtra,391,2021-04-06T00:00:00Z
authackeray,pawarspeaks,nbtmumbai,391,2021-04-06T00:00:00Z
bbchindi,rautsanjay61,bbthorat,391,2021-04-06T00:00:00Z
bbthorat,sakalmedianews,pudharionline,391,2021-04-06T00:00:00Z
nbtmumbai,toimumbai,reutersbiz,391,2021-04-06T00:00:00Z
pawarspeaks,nbtmumbai,toimumbai,391,2021-04-06T00:00:00Z
rautsanjay61,bbthorat,sakalmedianews,391,2021-04-06T00:00:00Z
reutersbiz,bbchindi,rautsanjay61,391,2021-04-06T00:00:00Z
sakalmedianews,pudharionline,zee24taasnews,391,2021-04-06T00:00:00Z
toimumbai,reutersbiz,bbchindi,391,2021-04-06T00:00:00Z
double,mutant,covid,382,2021-04-06T00:00:00Z
covid,19,surge,376,2021-04-06T00:00:00Z
april,6,2021,374,2021-04-06T00:00:00Z
covid,19,response,361,2021-04-06T00:00:00Z
president,joe,biden,337,2021-04-06T00:00:00Z
covid,19,crisis,336,2021-04-06T00:00:00Z
covid,19,variants,328,2021-04-06T00:00:00Z
availability,kroger,kroger,326,2021-04-06T00:00:00Z
astrazeneca,covid,19,314,2021-04-06T00:00:00Z
covid,covid,covid,307,2021-04-06T00:00:00Z
19,vaccine,passports,298,2021-04-06T00:00:00Z
negative,covid,test,297,2021-04-06T00:00:00Z
covid,19,virus,295,2021-04-06T00:00:00Z
covid,19,related,293,2021-04-06T00:00:00Z
covid,19,positive,286,2021-04-06T00:00:00Z
global,covid,19,285,2021-04-06T00:00:00Z
