word1,word2,word3,n,date
covid,19,pandemic,7506,2020-06-05T00:00:00Z
covid,ー,19,3706,2020-06-05T00:00:00Z
covid,19,crisis,2282,2020-06-05T00:00:00Z
covid,19,patients,2063,2020-06-05T00:00:00Z
covid,19,deaths,1738,2020-06-05T00:00:00Z
black,lives,matter,1513,2020-06-05T00:00:00Z
post,covid,19,1441,2020-06-05T00:00:00Z
bbc,news,coronavirus,1325,2020-06-05T00:00:00Z
covid,19,vaccine,1294,2020-06-05T00:00:00Z
covid,19,response,1261,2020-06-05T00:00:00Z
covid,19,testing,1210,2020-06-05T00:00:00Z
covid,19,restrictions,1048,2020-06-05T00:00:00Z
covid,19,outbreak,973,2020-06-05T00:00:00Z
covid,19,update,945,2020-06-05T00:00:00Z
covid,19,lockdown,939,2020-06-05T00:00:00Z
amid,covid,19,935,2020-06-05T00:00:00Z
covid,19,death,858,2020-06-05T00:00:00Z
coronavirus,covid,19,821,2020-06-05T00:00:00Z
killing,black,people,769,2020-06-05T00:00:00Z
doctor,quits,nhs,752,2020-06-05T00:00:00Z
dominic,cummings,refusal,738,2020-06-05T00:00:00Z
covid,19,test,711,2020-06-05T00:00:00Z
stop,killing,black,708,2020-06-05T00:00:00Z
25,million,jobs,699,2020-06-05T00:00:00Z
covid,19,relief,664,2020-06-05T00:00:00Z
covid,19,positive,632,2020-06-05T00:00:00Z
reading,stop,killing,622,2020-06-05T00:00:00Z
covid,19,virus,619,2020-06-05T00:00:00Z
masks,reading,stop,618,2020-06-05T00:00:00Z
covid,19,related,605,2020-06-05T00:00:00Z
fight,covid,19,579,2020-06-05T00:00:00Z
covid,19,impact,577,2020-06-05T00:00:00Z
law,enforcement,seizes,558,2020-06-05T00:00:00Z
june,5,2020,556,2020-06-05T00:00:00Z
covid,19,situation,530,2020-06-05T00:00:00Z
covid,19,tests,506,2020-06-05T00:00:00Z
world,environment,day,477,2020-06-05T00:00:00Z
sars,cov,2,475,2020-06-05T00:00:00Z
enforcement,seizes,masks,454,2020-06-05T00:00:00Z
ー,19,coronavirus,451,2020-06-05T00:00:00Z
seizes,masks,meant,449,2020-06-05T00:00:00Z
protect,anti,racist,446,2020-06-05T00:00:00Z
anti,racist,protesters,444,2020-06-05T00:00:00Z
past,24,hours,426,2020-06-05T00:00:00Z
coronavirus,death,toll,425,2020-06-05T00:00:00Z
confirmed,covid,19,412,2020-06-05T00:00:00Z
covid,19,infections,401,2020-06-05T00:00:00Z
covid,19,data,393,2020-06-05T00:00:00Z
covid,19,recovery,387,2020-06-05T00:00:00Z
covid,19,symptoms,369,2020-06-05T00:00:00Z
covid,19,infection,360,2020-06-05T00:00:00Z
fantasticradiocouk,fantasticradiouk,homeofpossibilities,351,2020-06-05T00:00:00Z
fantasticradiouk,homeofpossibilities,believeyourpossibilities,351,2020-06-05T00:00:00Z
homeofpossibilities,believeyourpossibilities,stayhomesafelives,351,2020-06-05T00:00:00Z
coronavirus,covid,ー,346,2020-06-05T00:00:00Z
biggest,jobs,increase,341,2020-06-05T00:00:00Z
post,covid,world,336,2020-06-05T00:00:00Z
unemployment,rate,falls,329,2020-06-05T00:00:00Z
treat,covid,19,327,2020-06-05T00:00:00Z
covid,19,world,326,2020-06-05T00:00:00Z
prevent,covid,19,322,2020-06-05T00:00:00Z
surprise,job,gains,321,2020-06-05T00:00:00Z
york,times,reporter,321,2020-06-05T00:00:00Z
reporter,alex,berenson,319,2020-06-05T00:00:00Z
alex,berenson,unreported,318,2020-06-05T00:00:00Z
berenson,unreported,truths,318,2020-06-05T00:00:00Z
severe,covid,19,318,2020-06-05T00:00:00Z
times,reporter,alex,316,2020-06-05T00:00:00Z
lives,daily,talk,314,2020-06-05T00:00:00Z
0208,90,2121,308,2020-06-05T00:00:00Z
covid,19,spread,308,2020-06-05T00:00:00Z
covid,19,study,299,2020-06-05T00:00:00Z
covid,19,coronavirus,298,2020-06-05T00:00:00Z
covid,19,updates,293,2020-06-05T00:00:00Z
covid,19,research,291,2020-06-05T00:00:00Z
spreading,covid,19,290,2020-06-05T00:00:00Z
coronavirus,live,updates,287,2020-06-05T00:00:00Z
george,floyd,protests,282,2020-06-05T00:00:00Z
realdonaldtrump,jimcramer,cnbc,282,2020-06-05T00:00:00Z
covid,19,era,280,2020-06-05T00:00:00Z
covid,19,emergency,277,2020-06-05T00:00:00Z
ー,19,covid19,276,2020-06-05T00:00:00Z
lives,matter,protest,263,2020-06-05T00:00:00Z
covid,19,treatment,262,2020-06-05T00:00:00Z
pa,health,secretary,262,2020-06-05T00:00:00Z
justify,limitless,blm,259,2020-06-05T00:00:00Z
limitless,blm,protests,259,2020-06-05T00:00:00Z
free,covid,19,258,2020-06-05T00:00:00Z
health,secretary,twists,256,2020-06-05T00:00:00Z
friday,june,5,253,2020-06-05T00:00:00Z
dominic,cummingss,house,247,2020-06-05T00:00:00Z
june,05,2020,243,2020-06-05T00:00:00Z
world,health,organization,241,2020-06-05T00:00:00Z
covid,19,patient,239,2020-06-05T00:00:00Z
covid,19,free,238,2020-06-05T00:00:00Z
covid,19,safety,235,2020-06-05T00:00:00Z
current,covid,19,235,2020-06-05T00:00:00Z
19,death,toll,234,2020-06-05T00:00:00Z
contact,tracing,app,234,2020-06-05T00:00:00Z
paycheck,protection,program,234,2020-06-05T00:00:00Z
job,gains,calls,233,2020-06-05T00:00:00Z
touts,surprise,job,233,2020-06-05T00:00:00Z
trump,touts,surprise,233,2020-06-05T00:00:00Z
uk,government,releases,233,2020-06-05T00:00:00Z
positive,covid,19,231,2020-06-05T00:00:00Z
fighting,covid,19,229,2020-06-05T00:00:00Z
government,releases,nhs,228,2020-06-05T00:00:00Z
nhs,covid,data,226,2020-06-05T00:00:00Z
covid,data,deals,225,2020-06-05T00:00:00Z
pressure,uk,government,225,2020-06-05T00:00:00Z
releases,nhs,covid,223,2020-06-05T00:00:00Z
covid,19,hospitalizations,222,2020-06-05T00:00:00Z
covid,19,lockdowns,222,2020-06-05T00:00:00Z
covid,19,studies,221,2020-06-05T00:00:00Z
death,toll,passes,221,2020-06-05T00:00:00Z
covid,19,health,220,2020-06-05T00:00:00Z
analyst,matthew,harrison,218,2020-06-05T00:00:00Z
biotech,analyst,matthew,218,2020-06-05T00:00:00Z
cap,biotech,analyst,218,2020-06-05T00:00:00Z
news,sky,news,218,2020-06-05T00:00:00Z
asset,strategist,andrew,217,2020-06-05T00:00:00Z
chief,cross,asset,217,2020-06-05T00:00:00Z
coronavirus,vaccine,hurdles,217,2020-06-05T00:00:00Z
cross,asset,strategist,217,2020-06-05T00:00:00Z
matthew,harrison,talks,217,2020-06-05T00:00:00Z
strategist,andrew,sheets,217,2020-06-05T00:00:00Z
public,health,experts,214,2020-06-05T00:00:00Z
dr,bonnie,henry,212,2020-06-05T00:00:00Z
spread,covid,19,212,2020-06-05T00:00:00Z
contracting,covid,19,207,2020-06-05T00:00:00Z
pandemic,covid,19,205,2020-06-05T00:00:00Z
covid,19,read,203,2020-06-05T00:00:00Z
covid,19,scheme,203,2020-06-05T00:00:00Z
cure,covid,19,203,2020-06-05T00:00:00Z
us,unemployment,rate,202,2020-06-05T00:00:00Z
covid,19,covid19,200,2020-06-05T00:00:00Z
covid,19,drug,199,2020-06-05T00:00:00Z
covid,19,policy,198,2020-06-05T00:00:00Z
daily,covid,19,198,2020-06-05T00:00:00Z
social,distancing,rules,193,2020-06-05T00:00:00Z
halted,hydroxychloroquine,trials,192,2020-06-05T00:00:00Z
memorial,day,weekend,190,2020-06-05T00:00:00Z
combat,covid,19,187,2020-06-05T00:00:00Z
covid,19,rules,187,2020-06-05T00:00:00Z
5,june,2020,186,2020-06-05T00:00:00Z
gt,gt,gt,186,2020-06-05T00:00:00Z
public,health,officials,185,2020-06-05T00:00:00Z
2020,06,05,184,2020-06-05T00:00:00Z
june,4,2020,184,2020-06-05T00:00:00Z
lives,matter,protests,184,2020-06-05T00:00:00Z
elon,musk,tweets,183,2020-06-05T00:00:00Z
2,billion,doses,178,2020-06-05T00:00:00Z
adds,25,million,175,2020-06-05T00:00:00Z
uk,news,sky,173,2020-06-05T00:00:00Z
coronavirus,widen,rules,172,2020-06-05T00:00:00Z
coronavirus,coronavirusupdate,covid19,171,2020-06-05T00:00:00Z
coronavirusupdate,covid19,coronaviruspandemic,171,2020-06-05T00:00:00Z
covid,19,contact,171,2020-06-05T00:00:00Z
gmt,coronavirus,coronavirusupdate,171,2020-06-05T00:00:00Z
george,floyds,death,170,2020-06-05T00:00:00Z
tax,refund,sooner,170,2020-06-05T00:00:00Z
coronavirus,disease,2019,169,2020-06-05T00:00:00Z
amidst,covid,19,168,2020-06-05T00:00:00Z
covid19,covid,ー,168,2020-06-05T00:00:00Z
president,donald,trump,168,2020-06-05T00:00:00Z
2,weeks,ago,167,2020-06-05T00:00:00Z
covid,19,hit,167,2020-06-05T00:00:00Z
covid,19,risk,166,2020-06-05T00:00:00Z
