word1,word2,word3,n,date
covid,19,vaccine,9051,2021-02-16T00:00:00Z
covid,19,pandemic,4222,2021-02-16T00:00:00Z
covid,19,vaccines,2803,2021-02-16T00:00:00Z
covid,19,vaccination,1855,2021-02-16T00:00:00Z
sindh,gov,covid,907,2021-02-16T00:00:00Z
gov,covid,supporter,884,2021-02-16T00:00:00Z
covid,19,deaths,703,2021-02-16T00:00:00Z
covid,19,testing,700,2021-02-16T00:00:00Z
covid,19,relief,689,2021-02-16T00:00:00Z
global,covid,19,684,2021-02-16T00:00:00Z
covid,19,vaccinations,666,2021-02-16T00:00:00Z
covid,relief,bill,624,2021-02-16T00:00:00Z
19,pandemic,beijing,602,2021-02-16T00:00:00Z
conservatives,blamed,china,602,2021-02-16T00:00:00Z
conspiracy,theory,discrediting,602,2021-02-16T00:00:00Z
massive,disinformation,campaign,602,2021-02-16T00:00:00Z
us,conservatives,blamed,602,2021-02-16T00:00:00Z
covid,19,patients,583,2021-02-16T00:00:00Z
sars,cov,2,573,2021-02-16T00:00:00Z
covid,19,update,541,2021-02-16T00:00:00Z
covid,19,test,531,2021-02-16T00:00:00Z
19,vaccine,appointments,491,2021-02-16T00:00:00Z
covid,19,outbreak,473,2021-02-16T00:00:00Z
beijing,democratic,party,459,2021-02-16T00:00:00Z
democratic,party,msm,459,2021-02-16T00:00:00Z
pandemic,beijing,democratic,459,2021-02-16T00:00:00Z
nursing,home,deaths,457,2021-02-16T00:00:00Z
covid,19,response,451,2021-02-16T00:00:00Z
covid,19,variants,421,2021-02-16T00:00:00Z
2013,1021,2014,395,2021-02-16T00:00:00Z
1021,2014,1241,394,2021-02-16T00:00:00Z
2012,922,2013,394,2021-02-16T00:00:00Z
2020,594,lockdown,394,2021-02-16T00:00:00Z
594,lockdown,2021,394,2021-02-16T00:00:00Z
922,2013,1021,394,2021-02-16T00:00:00Z
1241,2015,606,393,2021-02-16T00:00:00Z
2011,877,2012,393,2021-02-16T00:00:00Z
2014,1241,2015,393,2021-02-16T00:00:00Z
2015,606,2016,393,2021-02-16T00:00:00Z
606,2016,584,393,2021-02-16T00:00:00Z
877,2012,922,393,2021-02-16T00:00:00Z
2019,695,2020,391,2021-02-16T00:00:00Z
695,2020,594,391,2021-02-16T00:00:00Z
lockdown,2021,719,391,2021-02-16T00:00:00Z
2016,584,2017,390,2021-02-16T00:00:00Z
2017,747,2018,390,2021-02-16T00:00:00Z
2018,609,2019,390,2021-02-16T00:00:00Z
584,2017,747,390,2021-02-16T00:00:00Z
609,2019,695,390,2021-02-16T00:00:00Z
747,2018,609,390,2021-02-16T00:00:00Z
covid,19,restrictions,389,2021-02-16T00:00:00Z
lpg,price,2011,380,2021-02-16T00:00:00Z
covid,19,variant,379,2021-02-16T00:00:00Z
price,2011,877,379,2021-02-16T00:00:00Z
covid,linked,syndrome,365,2021-02-16T00:00:00Z
lpg,gas,cylinder,349,2021-02-16T00:00:00Z
gas,cylinder,prices,348,2021-02-16T00:00:00Z
subsidised,lpg,gas,347,2021-02-16T00:00:00Z
covid,19,virus,341,2021-02-16T00:00:00Z
books,covid,19,337,2021-02-16T00:00:00Z
mistakenly,books,covid,337,2021-02-16T00:00:00Z
walmart,mistakenly,books,337,2021-02-16T00:00:00Z
covid,19,crisis,331,2021-02-16T00:00:00Z
covid,19,tests,330,2021-02-16T00:00:00Z
covid,19,protocols,324,2021-02-16T00:00:00Z
covid,19,related,317,2021-02-16T00:00:00Z
february,16,2021,313,2021-02-16T00:00:00Z
covid,supporter,whopakistan,296,2021-02-16T00:00:00Z
president,joe,biden,296,2021-02-16T00:00:00Z
world,health,organization,296,2021-02-16T00:00:00Z
supporter,whopakistan,sindhgovcovidsupporter,269,2021-02-16T00:00:00Z
paid,sick,days,264,2021-02-16T00:00:00Z
astrazeneca,covid,19,260,2021-02-16T00:00:00Z
covid,19,infections,260,2021-02-16T00:00:00Z
uk,government,people,251,2021-02-16T00:00:00Z
5,day,lockdown,249,2021-02-16T00:00:00Z
covid,19,lockdown,249,2021-02-16T00:00:00Z
gt,gt,gt,247,2021-02-16T00:00:00Z
covid,nursing,home,244,2021-02-16T00:00:00Z
covid,relief,package,244,2021-02-16T00:00:00Z
covid,19,nursing,239,2021-02-16T00:00:00Z
19,vaccine,doses,238,2021-02-16T00:00:00Z
amid,covid,19,237,2021-02-16T00:00:00Z
