word1,word2,word3,n,date
covid,19,vaccine,6155,2020-10-13T00:00:00Z
covid,19,pandemic,4633,2020-10-13T00:00:00Z
19,vaccine,trial,2594,2020-10-13T00:00:00Z
pauses,covid,19,1919,2020-10-13T00:00:00Z
johnson,pauses,covid,1877,2020-10-13T00:00:00Z
ronaldo,tests,positive,1604,2020-10-13T00:00:00Z
cristiano,ronaldo,tests,1350,2020-10-13T00:00:00Z
covid,19,deaths,1128,2020-10-13T00:00:00Z
covid,19,test,983,2020-10-13T00:00:00Z
covid,19,reinfection,954,2020-10-13T00:00:00Z
covid,19,testing,946,2020-10-13T00:00:00Z
covid,19,relief,931,2020-10-13T00:00:00Z
19,vaccine,study,906,2020-10-13T00:00:00Z
mitch,mcconnell,laughs,864,2020-10-13T00:00:00Z
covid,19,response,817,2020-10-13T00:00:00Z
positive,covid,19,805,2020-10-13T00:00:00Z
covid,19,patients,790,2020-10-13T00:00:00Z
covid,19,restrictions,754,2020-10-13T00:00:00Z
covid,19,crisis,725,2020-10-13T00:00:00Z
covid,19,outbreak,701,2020-10-13T00:00:00Z
covid,19,lockdowns,699,2020-10-13T00:00:00Z
vaccine,study,paused,677,2020-10-13T00:00:00Z
vaccine,trial,paused,676,2020-10-13T00:00:00Z
lindsey,grahams,senate,675,2020-10-13T00:00:00Z
study,paused,due,669,2020-10-13T00:00:00Z
covid,relief,bill,666,2020-10-13T00:00:00Z
sars,cov,2,663,2020-10-13T00:00:00Z
johnson,covid,19,644,2020-10-13T00:00:00Z
grahams,senate,coronavirus,633,2020-10-13T00:00:00Z
senate,coronavirus,coverup,633,2020-10-13T00:00:00Z
stop,mitch,mcconnell,632,2020-10-13T00:00:00Z
coronavirus,coverup,petition,630,2020-10-13T00:00:00Z
amy,covid,barrett,618,2020-10-13T00:00:00Z
covid,19,update,612,2020-10-13T00:00:00Z
covid,19,tests,611,2020-10-13T00:00:00Z
covid,19,virus,556,2020-10-13T00:00:00Z
amid,covid,19,553,2020-10-13T00:00:00Z
super,spreader,event,528,2020-10-13T00:00:00Z
post,covid,19,501,2020-10-13T00:00:00Z
life,saving,covid,483,2020-10-13T00:00:00Z
october,13,2020,480,2020-10-13T00:00:00Z
saving,covid,treatments,478,2020-10-13T00:00:00Z
covid,19,positive,470,2020-10-13T00:00:00Z
coronavirus,vaccine,trial,466,2020-10-13T00:00:00Z
amy,coney,barrett,464,2020-10-13T00:00:00Z
world,health,organization,457,2020-10-13T00:00:00Z
19,vaccine,trials,448,2020-10-13T00:00:00Z
scientists,confirm,nevada,448,2020-10-13T00:00:00Z
covid,19,related,447,2020-10-13T00:00:00Z
covid,vaccine,trial,441,2020-10-13T00:00:00Z
covid,19,antibody,437,2020-10-13T00:00:00Z
pre,existing,conditions,435,2020-10-13T00:00:00Z
coronavirus,covid,19,424,2020-10-13T00:00:00Z
covid,19,diagnosis,416,2020-10-13T00:00:00Z
covid,19,lockdown,406,2020-10-13T00:00:00Z
covid,19,infections,405,2020-10-13T00:00:00Z
vaccine,trial,due,396,2020-10-13T00:00:00Z
trump,tests,negative,394,2020-10-13T00:00:00Z
covid,19,infection,383,2020-10-13T00:00:00Z
fix8d2020,peatches66,martinsuz,372,2020-10-13T00:00:00Z
lanceusa70,persiflage77,wifeyspice90,369,2020-10-13T00:00:00Z
covid,19,death,368,2020-10-13T00:00:00Z
jacketrose86,missinflorida,bananashaysh,362,2020-10-13T00:00:00Z
president,donald,trump,362,2020-10-13T00:00:00Z
bbc,news,covid,361,2020-10-13T00:00:00Z
995,recovery,rate,358,2020-10-13T00:00:00Z
breaking,cristiano,ronaldo,351,2020-10-13T00:00:00Z
kelsientaggart,mitch,mcconnell,347,2020-10-13T00:00:00Z
covid,19,wont,343,2020-10-13T00:00:00Z
covid,19,surge,338,2020-10-13T00:00:00Z
persiflage77,wifeyspice90,claudiababyg,334,2020-10-13T00:00:00Z
ronaldo,tested,positive,333,2020-10-13T00:00:00Z
herd,immunity,approach,328,2020-10-13T00:00:00Z
19,lockdowns,due,326,2020-10-13T00:00:00Z
eli,lilly,pauses,323,2020-10-13T00:00:00Z
covid,19,recovery,318,2020-10-13T00:00:00Z
covid,19,vaccines,313,2020-10-13T00:00:00Z
contracting,covid,19,312,2020-10-13T00:00:00Z
africans,governments,proposal,311,2020-10-13T00:00:00Z
south,africans,governments,311,2020-10-13T00:00:00Z
missinflorida,bananashaysh,locolopeznyc,310,2020-10-13T00:00:00Z
vaccines,julianwtoun,ustraderep,310,2020-10-13T00:00:00Z
calls,herd,immunity,308,2020-10-13T00:00:00Z
covid,super,spreader,303,2020-10-13T00:00:00Z
19,vaccine,candidate,302,2020-10-13T00:00:00Z
participants,unexplained,illness,302,2020-10-13T00:00:00Z
coronavirus,antibody,treatment,301,2020-10-13T00:00:00Z
0208,090,2121,299,2020-10-13T00:00:00Z
coronavirus,wore,masks,299,2020-10-13T00:00:00Z
empower,educate,talk,299,2020-10-13T00:00:00Z
entertain,empower,educate,299,2020-10-13T00:00:00Z
blainekell6,fix8d2020,peatches66,298,2020-10-13T00:00:00Z
