word1,word2,word3,n,date
covid,19,vaccine,5336,2021-05-28T00:00:00Z
covid,19,pandemic,3171,2021-05-28T00:00:00Z
covid,19,vaccines,2280,2021-05-28T00:00:00Z
appointments,detected,provider,2262,2021-05-28T00:00:00Z
covid,19,vaccination,1904,2021-05-28T00:00:00Z
detected,provider,walgreens,1534,2021-05-28T00:00:00Z
provider,walgreens,location,1534,2021-05-28T00:00:00Z
walgreens,location,walgreens,1534,2021-05-28T00:00:00Z
covid,19,positive,1324,2021-05-28T00:00:00Z
lab,leak,theory,1290,2021-05-28T00:00:00Z
96,people,tested,1151,2021-05-28T00:00:00Z
mohs,announced,96,1140,2021-05-28T00:00:00Z
19,positive,85,1139,2021-05-28T00:00:00Z
announced,96,people,1139,2021-05-28T00:00:00Z
sports,mohs,announced,1139,2021-05-28T00:00:00Z
naypyidaw,may28coup,whatshappeninginmyanmar,1130,2021-05-28T00:00:00Z
wuhan,lab,leak,909,2021-05-28T00:00:00Z
covid,19,restrictions,753,2021-05-28T00:00:00Z
cvs,pharmacy,city,728,2021-05-28T00:00:00Z
detected,provider,cvs,728,2021-05-28T00:00:00Z
provider,cvs,pharmacy,728,2021-05-28T00:00:00Z
covid,19,patients,727,2021-05-28T00:00:00Z
memorial,day,weekend,714,2021-05-28T00:00:00Z
retainteqipstaff,retainteqipstaff,retainteqipstaff,539,2021-05-28T00:00:00Z
announced,covid,19,536,2021-05-28T00:00:00Z
cancelled,domestic,flights,534,2021-05-28T00:00:00Z
sars,cov,2,514,2021-05-28T00:00:00Z
covid,19,virus,494,2021-05-28T00:00:00Z
covid,19,testing,453,2021-05-28T00:00:00Z
military,terrorists,availed,432,2021-05-28T00:00:00Z
atrocities,whatshappeninginmyanmar,may28coup,430,2021-05-28T00:00:00Z
single,dose,covid,429,2021-05-28T00:00:00Z
cancel,board,exams,428,2021-05-28T00:00:00Z
board,exams,cancelexamssavelives,423,2021-05-28T00:00:00Z
covid,19,update,420,2021-05-28T00:00:00Z
covid,19,vaccinations,409,2021-05-28T00:00:00Z
didifightsyaas,didifightsyaas,didifightsyaas,403,2021-05-28T00:00:00Z
covid,19,deaths,401,2021-05-28T00:00:00Z
covid,19,origin,380,2021-05-28T00:00:00Z
anti,lockdown,protest,377,2021-05-28T00:00:00Z
19,vaccine,doses,376,2021-05-28T00:00:00Z
covid,lab,leak,374,2021-05-28T00:00:00Z
covid,19,origins,362,2021-05-28T00:00:00Z
jun,2,sign,359,2021-05-28T00:00:00Z
lockdown,protest,tomorrow,359,2021-05-28T00:00:00Z
dose,covid,vaccine,350,2021-05-28T00:00:00Z
janssen,single,dose,350,2021-05-28T00:00:00Z
covid,vaccine,approved,340,2021-05-28T00:00:00Z
12th,cbse,exam,338,2021-05-28T00:00:00Z
4,thousands,people,338,2021-05-28T00:00:00Z
day,4,thousands,338,2021-05-28T00:00:00Z
cbse,exam,cancelexamssavelives,330,2021-05-28T00:00:00Z
covid,19,situation,325,2021-05-28T00:00:00Z
covid,19,relief,311,2021-05-28T00:00:00Z
rite,aid,pharmacy,309,2021-05-28T00:00:00Z
finally,total,lockdown,307,2021-05-28T00:00:00Z
covid,19,crisis,299,2021-05-28T00:00:00Z
location,walgreens,houston,289,2021-05-28T00:00:00Z
3,lakh,deaths,283,2021-05-28T00:00:00Z
covid,19,related,282,2021-05-28T00:00:00Z
crossed,3,lakh,280,2021-05-28T00:00:00Z
hold,offline,examinations,278,2021-05-28T00:00:00Z
anti,vaccine,videos,274,2021-05-28T00:00:00Z
ceo,pay,rises,274,2021-05-28T00:00:00Z
posting,anti,vaccine,274,2021-05-28T00:00:00Z
vaccine,videos,dies,272,2021-05-28T00:00:00Z
post,pandemic,world,269,2021-05-28T00:00:00Z
12th,board,exams,267,2021-05-28T00:00:00Z
gt,gt,gt,267,2021-05-28T00:00:00Z
covid,19,test,259,2021-05-28T00:00:00Z
coronavirus,covid,19,247,2021-05-28T00:00:00Z
