word1,word2,word3,n,date
covid,19,vaccine,3746,2021-12-21T00:00:00Z
covid,19,pandemic,1910,2021-12-21T00:00:00Z
home,covid,tests,1591,2021-12-21T00:00:00Z
covid,19,tests,1457,2021-12-21T00:00:00Z
covid,19,booster,1430,2021-12-21T00:00:00Z
covid,19,testing,1179,2021-12-21T00:00:00Z
covid,19,vaccines,1121,2021-12-21T00:00:00Z
covid,19,vaccination,1079,2021-12-21T00:00:00Z
covid,19,test,1071,2021-12-21T00:00:00Z
covid,19,list,863,2021-12-21T00:00:00Z
home,covid,19,819,2021-12-21T00:00:00Z
free,covid,tests,756,2021-12-21T00:00:00Z
2021,12,17,709,2021-12-21T00:00:00Z
analytics,health,data,709,2021-12-21T00:00:00Z
covid,omicron,globalhealth,709,2021-12-21T00:00:00Z
covid19,publichealth,covid,709,2021-12-21T00:00:00Z
data,covid19,publichealth,709,2021-12-21T00:00:00Z
datascience,analytics,health,709,2021-12-21T00:00:00Z
datavisualization,datascience,analytics,709,2021-12-21T00:00:00Z
health,data,covid19,709,2021-12-21T00:00:00Z
publichealth,covid,omicron,709,2021-12-21T00:00:00Z
usafacts,datavisualization,datascience,709,2021-12-21T00:00:00Z
12,17,covid,703,2021-12-21T00:00:00Z
17,covid,insights,702,2021-12-21T00:00:00Z
covid,19,omicron,675,2021-12-21T00:00:00Z
sars,cov,2,641,2021-12-21T00:00:00Z
free,covid,19,634,2021-12-21T00:00:00Z
500,million,free,632,2021-12-21T00:00:00Z
covid,19,variant,619,2021-12-21T00:00:00Z
home,covid,test,617,2021-12-21T00:00:00Z
covid,19,surge,582,2021-12-21T00:00:00Z
covid,19,restrictions,548,2021-12-21T00:00:00Z
covid,19,outbreak,510,2021-12-21T00:00:00Z
president,joe,biden,503,2021-12-21T00:00:00Z
amid,covid,19,497,2021-12-21T00:00:00Z
19,booster,shot,479,2021-12-21T00:00:00Z
covid,19,update,472,2021-12-21T00:00:00Z
rapid,covid,tests,472,2021-12-21T00:00:00Z
negative,covid,test,464,2021-12-21T00:00:00Z
reserve,covid,19,463,2021-12-21T00:00:00Z
covid,19,protocols,443,2021-12-21T00:00:00Z
covid,test,kits,442,2021-12-21T00:00:00Z
covid,19,patients,412,2021-12-21T00:00:00Z
covid,covid,covid,399,2021-12-21T00:00:00Z
omicron,covid,19,396,2021-12-21T00:00:00Z
positive,covid,19,389,2021-12-21T00:00:00Z
covid,booster,shot,372,2021-12-21T00:00:00Z
positive,covid,test,363,2021-12-21T00:00:00Z
covid,19,deaths,358,2021-12-21T00:00:00Z
covid,19,infections,358,2021-12-21T00:00:00Z
health,care,system,358,2021-12-21T00:00:00Z
covid,19,concerns,346,2021-12-21T00:00:00Z
rapid,covid,19,345,2021-12-21T00:00:00Z
health,care,workers,319,2021-12-21T00:00:00Z
7,day,covid,318,2021-12-21T00:00:00Z
covid,test,results,307,2021-12-21T00:00:00Z
amid,omicron,surge,305,2021-12-21T00:00:00Z
19,vaccine,booster,303,2021-12-21T00:00:00Z
basilireton,theouroboros,davidtayloryork,302,2021-12-21T00:00:00Z
guygadboisguyg1,thisisnothappen,basilireton,302,2021-12-21T00:00:00Z
kblvi,stephen04880258,guygadboisguyg1,302,2021-12-21T00:00:00Z
stephen04880258,guygadboisguyg1,thisisnothappen,302,2021-12-21T00:00:00Z
thisisnothappen,basilireton,theouroboros,302,2021-12-21T00:00:00Z
boeing74,organicdot,oakdenwolf,300,2021-12-21T00:00:00Z
dan613,boeing74,organicdot,300,2021-12-21T00:00:00Z
distribute,500,million,300,2021-12-21T00:00:00Z
twtthisisnow,tragiicomedy,covidparent,300,2021-12-21T00:00:00Z
ejwwest,twtthisisnow,tragiicomedy,298,2021-12-21T00:00:00Z
tragiicomedy,covidparent,iandjbrown2,297,2021-12-21T00:00:00Z
aristotlemrs,kblvi,stephen04880258,296,2021-12-21T00:00:00Z
halbrow68884227,aristotlemrs,kblvi,296,2021-12-21T00:00:00Z
ericwil06256732,wildweatherdan,robhon,295,2021-12-21T00:00:00Z
500m,free,covid,294,2021-12-21T00:00:00Z
dominant,covid,19,294,2021-12-21T00:00:00Z
rapid,covid,test,293,2021-12-21T00:00:00Z
theouroboros,davidtayloryork,glenncarr6,293,2021-12-21T00:00:00Z
moderna5g666,sandcastle1975,ingersolrobert,287,2021-12-21T00:00:00Z
covid,19,infection,285,2021-12-21T00:00:00Z
keithamccluskey,l0sts0ulforever,moderna5g666,284,2021-12-21T00:00:00Z
l0sts0ulforever,moderna5g666,sandcastle1975,284,2021-12-21T00:00:00Z
plhartungrn,ponycar06,jimdtweet,282,2021-12-21T00:00:00Z
covid,19,virus,279,2021-12-21T00:00:00Z
pfizer,covid,19,277,2021-12-21T00:00:00Z
19,omicron,variant,274,2021-12-21T00:00:00Z
lateral,flow,tests,273,2021-12-21T00:00:00Z
covid,19,positive,270,2021-12-21T00:00:00Z
omicron,coronavirus,variant,268,2021-12-21T00:00:00Z
biden,tests,negative,265,2021-12-21T00:00:00Z
gt,gt,gt,261,2021-12-21T00:00:00Z
