word1,word2,word3,n,date
covid,19,vaccine,1865,2022-01-22T00:00:00Z
mohammed,al,yamani,1799,2022-01-22T00:00:00Z
nasser,mohammed,al,1799,2022-01-22T00:00:00Z
imam,nasser,mohammed,1640,2022-01-22T00:00:00Z
12,jumada,ii,1615,2022-01-22T00:00:00Z
al,yamani,12,1610,2022-01-22T00:00:00Z
jumada,ii,1443,1610,2022-01-22T00:00:00Z
yamani,12,jumada,1608,2022-01-22T00:00:00Z
ii,1443,ah,1606,2022-01-22T00:00:00Z
15,january,2022,1546,2022-01-22T00:00:00Z
january,2022,ad,1541,2022-01-22T00:00:00Z
1443,ah,15,1524,2022-01-22T00:00:00Z
ah,15,january,1519,2022-01-22T00:00:00Z
covid,19,pandemic,1298,2022-01-22T00:00:00Z
bts,ashley,park,1078,2022-01-22T00:00:00Z
owe,bts,ashley,1077,2022-01-22T00:00:00Z
billboards,actions,perpetuate,1066,2022-01-22T00:00:00Z
covid,19,vaccines,883,2022-01-22T00:00:00Z
covid,19,testing,753,2022-01-22T00:00:00Z
analytics,health,data,653,2022-01-22T00:00:00Z
covid,omicron,globalhealth,653,2022-01-22T00:00:00Z
covid19,publichealth,covid,653,2022-01-22T00:00:00Z
data,covid19,publichealth,653,2022-01-22T00:00:00Z
datascience,analytics,health,653,2022-01-22T00:00:00Z
datavisualization,datascience,analytics,653,2022-01-22T00:00:00Z
health,data,covid19,653,2022-01-22T00:00:00Z
publichealth,covid,omicron,653,2022-01-22T00:00:00Z
usafacts,datavisualization,datascience,653,2022-01-22T00:00:00Z
2022,01,18,652,2022-01-22T00:00:00Z
01,18,covid,645,2022-01-22T00:00:00Z
18,covid,insights,645,2022-01-22T00:00:00Z
allaah,imam,nasser,551,2022-01-22T00:00:00Z
covid,19,vaccination,500,2022-01-22T00:00:00Z
daily,covid,19,453,2022-01-22T00:00:00Z
jimmykimmel,billboard,racism,401,2022-01-22T00:00:00Z
covid,19,tests,385,2022-01-22T00:00:00Z
sars,cov,2,379,2022-01-22T00:00:00Z
covid,19,deaths,366,2022-01-22T00:00:00Z
free,covid,tests,356,2022-01-22T00:00:00Z
covid,19,infection,334,2022-01-22T00:00:00Z
covid,19,restrictions,333,2022-01-22T00:00:00Z
sinow,kvanvalkenburg,cdcgov,332,2022-01-22T00:00:00Z
7,day,covid,318,2022-01-22T00:00:00Z
covid,19,test,303,2022-01-22T00:00:00Z
home,covid,tests,302,2022-01-22T00:00:00Z
january,22,2022,276,2022-01-22T00:00:00Z
covid,19,infections,275,2022-01-22T00:00:00Z
covid,covid,covid,274,2022-01-22T00:00:00Z
cse,women,aspirants,274,2022-01-22T00:00:00Z
covid,vaccine,mandate,272,2022-01-22T00:00:00Z
covid,19,update,270,2022-01-22T00:00:00Z
supreme,court,justice,264,2022-01-22T00:00:00Z
bill,maher,torches,250,2022-01-22T00:00:00Z
maher,torches,sotomayor,248,2022-01-22T00:00:00Z
health,care,workers,240,2022-01-22T00:00:00Z
covid,19,booster,217,2022-01-22T00:00:00Z
arabic,titled,covid,214,2022-01-22T00:00:00Z
covid,19,hospitalizations,213,2022-01-22T00:00:00Z
covid,19,patients,212,2022-01-22T00:00:00Z
home,covid,19,207,2022-01-22T00:00:00Z
day,covid,growth,204,2022-01-22T00:00:00Z
english,titled,covid,201,2022-01-22T00:00:00Z
women,aspirants,upscextraattempt,198,2022-01-22T00:00:00Z
positive,covid,test,197,2022-01-22T00:00:00Z
deaths,12,03,192,2022-01-22T00:00:00Z
efforts,indias,position,190,2022-01-22T00:00:00Z
govts,efforts,indias,189,2022-01-22T00:00:00Z
43,billion,lost,187,2022-01-22T00:00:00Z
38,million,families,185,2022-01-22T00:00:00Z
fraud,pmqs,sunak,185,2022-01-22T00:00:00Z
modi,govts,efforts,184,2022-01-22T00:00:00Z
negative,covid,test,181,2022-01-22T00:00:00Z
4,covid,tests,180,2022-01-22T00:00:00Z
81,million,votes,179,2022-01-22T00:00:00Z
gt,gt,gt,179,2022-01-22T00:00:00Z
pmoindia,narendramodi,drjitendrasingh,177,2022-01-22T00:00:00Z
free,covid,19,174,2022-01-22T00:00:00Z
19,vaccine,mandate,167,2022-01-22T00:00:00Z
narendramodi,drjitendrasingh,amitshah,167,2022-01-22T00:00:00Z
whatsb19,music,video,167,2022-01-22T00:00:00Z
yadavakhilesh,pmoindia,narendramodi,159,2022-01-22T00:00:00Z
march,covid,declaration,155,2022-01-22T00:00:00Z
mahdi,nasser,mohammed,154,2022-01-22T00:00:00Z
washington,march,covid,154,2022-01-22T00:00:00Z
censorship,takes,shot,153,2022-01-22T00:00:00Z
covid,censorship,takes,153,2022-01-22T00:00:00Z
meat,loaf,died,151,2022-01-22T00:00:00Z
past,24,hours,150,2022-01-22T00:00:00Z
watch,whatsb19,music,150,2022-01-22T00:00:00Z
halts,covid,testing,149,2022-01-22T00:00:00Z
jan,22,2022,149,2022-01-22T00:00:00Z
nfl,halts,covid,149,2022-01-22T00:00:00Z
covid,19,virus,148,2022-01-22T00:00:00Z
aaron,rodgers,drops,147,2022-01-22T00:00:00Z
03,20pm,03,146,2022-01-22T00:00:00Z
03,30pm,03,146,2022-01-22T00:00:00Z
sb19,watch,whatsb19,145,2022-01-22T00:00:00Z
supply,chain,issues,145,2022-01-22T00:00:00Z
sb19official,sb19,watch,144,2022-01-22T00:00:00Z
02,50pm,03,143,2022-01-22T00:00:00Z
drjitendrasingh,amitshah,myogiadityanath,143,2022-01-22T00:00:00Z
pre,existing,conditions,143,2022-01-22T00:00:00Z
pedophiles,aaron,rodgers,138,2022-01-22T00:00:00Z
amitshah,myogiadityanath,jpnadda,137,2022-01-22T00:00:00Z
coronavirus,covid,19,137,2022-01-22T00:00:00Z
covid,19,outbreak,136,2022-01-22T00:00:00Z
45kerri,btothec67,bibbydebob,135,2022-01-22T00:00:00Z
fannyi5,jallen1315,45kerri,135,2022-01-22T00:00:00Z
gotantibods,idunsdaughter,alphae1978,135,2022-01-22T00:00:00Z
jallen1315,45kerri,btothec67,135,2022-01-22T00:00:00Z
losses,top,130,135,2022-01-22T00:00:00Z
top,130,billion,135,2022-01-22T00:00:00Z
03,10pm,03,134,2022-01-22T00:00:00Z
idunsdaughter,alphae1978,matthewnewell67,134,2022-01-22T00:00:00Z
covid,19,death,133,2022-01-22T00:00:00Z
covid,medical,advice,133,2022-01-22T00:00:00Z
giving,covid,medical,132,2022-01-22T00:00:00Z
jimharrahmrc,torycorruption,sirgrahambrady,132,2022-01-22T00:00:00Z
life,spending,tons,132,2022-01-22T00:00:00Z
sirgrahambrady,fraud,pmqs,132,2022-01-22T00:00:00Z
torycorruption,sirgrahambrady,fraud,132,2022-01-22T00:00:00Z
03,00pm,03,131,2022-01-22T00:00:00Z
public,health,measures,131,2022-01-22T00:00:00Z
40pm,02,50pm,130,2022-01-22T00:00:00Z
covid,test,kits,129,2022-01-22T00:00:00Z
catastrophic,moral,crime,128,2022-01-22T00:00:00Z
covid,19,omicron,128,2022-01-22T00:00:00Z
aap,ke,paap,127,2022-01-22T00:00:00Z
