word1,word2,word3,n,date
covid,19,vaccine,2583,2021-11-25T00:00:00Z
covid,19,pandemic,1826,2021-11-25T00:00:00Z
covid,19,variant,1448,2021-11-25T00:00:00Z
boeing74,organicdot,oakdenwolf,1187,2021-11-25T00:00:00Z
dan613,boeing74,organicdot,1187,2021-11-25T00:00:00Z
massimassian,davejohn0175,thedisproof,1187,2021-11-25T00:00:00Z
canadianworker2,iandjbrown2,ingersolrobert,1185,2021-11-25T00:00:00Z
covidparent,canadianworker2,iandjbrown2,1185,2021-11-25T00:00:00Z
davejohn0175,thedisproof,rvrsman,1185,2021-11-25T00:00:00Z
rockandroll432,massimassian,davejohn0175,1180,2021-11-25T00:00:00Z
narvuntien,dan613,boeing74,1179,2021-11-25T00:00:00Z
ingersolrobert,narvuntien,dan613,1178,2021-11-25T00:00:00Z
iandjbrown2,ingersolrobert,narvuntien,1176,2021-11-25T00:00:00Z
bridgetholmstro,rockandroll432,massimassian,1175,2021-11-25T00:00:00Z
thedisproof,rvrsman,shinedown1911,1107,2021-11-25T00:00:00Z
tragiicomedy,covidparent,canadianworker2,1106,2021-11-25T00:00:00Z
wildweatherdan,robhon,try2golf,1106,2021-11-25T00:00:00Z
robhon,try2golf,ejwwest,1103,2021-11-25T00:00:00Z
twtthisisnow,tragiicomedy,covidparent,1095,2021-11-25T00:00:00Z
sunsnowflowers,bridgetholmstro,rockandroll432,1088,2021-11-25T00:00:00Z
robmeekel,25cycle,sunsnowflowers,1086,2021-11-25T00:00:00Z
chimera414,twtthisisnow,tragiicomedy,1050,2021-11-25T00:00:00Z
25cycle,sunsnowflowers,bridgetholmstro,1049,2021-11-25T00:00:00Z
covid,19,vaccines,1003,2021-11-25T00:00:00Z
rvrsman,shinedown1911,priscian,964,2021-11-25T00:00:00Z
rlnnelson,gordondhg,bolzmannmichael,944,2021-11-25T00:00:00Z
organicdot,oakdenwolf,robmeekel,900,2021-11-25T00:00:00Z
oakdenwolf,robmeekel,25cycle,898,2021-11-25T00:00:00Z
shinedown1911,priscian,fillmorewhite,884,2021-11-25T00:00:00Z
100th,lockdown,day,843,2021-11-25T00:00:00Z
continuous,acc,lockdown,843,2021-11-25T00:00:00Z
day,auckland,newzealand,843,2021-11-25T00:00:00Z
happy,100th,lockdown,843,2021-11-25T00:00:00Z
lockdown,day,auckland,843,2021-11-25T00:00:00Z
gordondhg,bolzmannmichael,ericwil06256732,839,2021-11-25T00:00:00Z
covid,19,vaccination,818,2021-11-25T00:00:00Z
ericwil06256732,wildweatherdan,robhon,801,2021-11-25T00:00:00Z
priscian,fillmorewhite,robinlarder,799,2021-11-25T00:00:00Z
ejwwest,chimera414,twtthisisnow,781,2021-11-25T00:00:00Z
bolzmannmichael,ericwil06256732,wildweatherdan,754,2021-11-25T00:00:00Z
amid,covid,19,751,2021-11-25T00:00:00Z
kenneth72712993,keithamccluskey,jimdtweet,737,2021-11-25T00:00:00Z
dawntj90,4clearsky,kenneth72712993,736,2021-11-25T00:00:00Z
4clearsky,kenneth72712993,keithamccluskey,731,2021-11-25T00:00:00Z
2021,11,22,710,2021-11-25T00:00:00Z
analytics,health,data,710,2021-11-25T00:00:00Z
covid19,publichealth,covid,710,2021-11-25T00:00:00Z
data,covid19,publichealth,710,2021-11-25T00:00:00Z
datascience,analytics,health,710,2021-11-25T00:00:00Z
datavisualization,datascience,analytics,710,2021-11-25T00:00:00Z
health,data,covid19,710,2021-11-25T00:00:00Z
usafacts,datavisualization,datascience,710,2021-11-25T00:00:00Z
try2golf,ejwwest,chimera414,709,2021-11-25T00:00:00Z
