word1,word2,word3,n,date
covid,19,vaccine,5419,2021-06-01T00:00:00Z
covid,19,pandemic,3032,2021-06-01T00:00:00Z
covid,19,vaccines,2233,2021-06-01T00:00:00Z
covid,19,vaccination,1499,2021-06-01T00:00:00Z
wuhan,lab,leak,1205,2021-06-01T00:00:00Z
lab,leak,theory,1118,2021-06-01T00:00:00Z
covid,19,regulations,1104,2021-06-01T00:00:00Z
standing,june1coup,whatshappeninginmyanmar,1031,2021-06-01T00:00:00Z
covid,19,variants,1000,2021-06-01T00:00:00Z
jun,4,sign,894,2021-06-01T00:00:00Z
covid,19,restrictions,723,2021-06-01T00:00:00Z
post,covid,complications,718,2021-06-01T00:00:00Z
covid,19,deaths,568,2021-06-01T00:00:00Z
sars,cov,2,482,2021-06-01T00:00:00Z
covid,19,patients,479,2021-06-01T00:00:00Z
world,health,organization,479,2021-06-01T00:00:00Z
pm,cares,fund,433,2021-06-01T00:00:00Z
daily,deaths,announced,430,2021-06-01T00:00:00Z
fraternity,busy,sport,421,2021-06-01T00:00:00Z
induce,natural,immunity,421,2021-06-01T00:00:00Z
infection,induce,natural,421,2021-06-01T00:00:00Z
medical,fraternity,busy,421,2021-06-01T00:00:00Z
mild,infection,induce,421,2021-06-01T00:00:00Z
mild,symptomatic,people,421,2021-06-01T00:00:00Z
people,discharge,low,421,2021-06-01T00:00:00Z
symptomatic,people,discharge,421,2021-06-01T00:00:00Z
time,flu,covid,421,2021-06-01T00:00:00Z
discharge,low,virus,419,2021-06-01T00:00:00Z
covid,19,vaccinations,415,2021-06-01T00:00:00Z
lab,leak,hypothesis,388,2021-06-01T00:00:00Z
covid,19,death,376,2021-06-01T00:00:00Z
covid,19,virus,367,2021-06-01T00:00:00Z
covid,19,test,366,2021-06-01T00:00:00Z
covid,19,update,333,2021-06-01T00:00:00Z
union,education,minister,329,2021-06-01T00:00:00Z
june,1,2021,322,2021-06-01T00:00:00Z
post,pandemic,world,311,2021-06-01T00:00:00Z
covid,19,crisis,309,2021-06-01T00:00:00Z
greek,alphabet,names,308,2021-06-01T00:00:00Z
covid,19,testing,306,2021-06-01T00:00:00Z
covid,19,lockdown,300,2021-06-01T00:00:00Z
covid,19,situation,294,2021-06-01T00:00:00Z
covid,lab,leak,294,2021-06-01T00:00:00Z
dare,confront,beijing,274,2021-06-01T00:00:00Z
post,covid,19,273,2021-06-01T00:00:00Z
covid,19,related,269,2021-06-01T00:00:00Z
indian,covid,variant,267,2021-06-01T00:00:00Z
19,death,toll,260,2021-06-01T00:00:00Z
covid,19,relief,257,2021-06-01T00:00:00Z
daily,covid,deaths,249,2021-06-01T00:00:00Z
class,12,board,248,2021-06-01T00:00:00Z
moderna,covid,19,247,2021-06-01T00:00:00Z
peek,bidens,china,244,2021-06-01T00:00:00Z
liz,peek,bidens,243,2021-06-01T00:00:00Z
covid,19,infections,233,2021-06-01T00:00:00Z
sinovac,covid,19,232,2021-06-01T00:00:00Z
anti,vaxxer,hospitalized,223,2021-06-01T00:00:00Z
daily,covid,19,222,2021-06-01T00:00:00Z
memorial,day,weekend,216,2021-06-01T00:00:00Z
covid,deaths,plunge,211,2021-06-01T00:00:00Z
happy,pride,month,211,2021-06-01T00:00:00Z
pahocaribbean,whowpro,whosearo,209,2021-06-01T00:00:00Z
pahowho,pahocaribbean,whowpro,209,2021-06-01T00:00:00Z
12,board,exams,206,2021-06-01T00:00:00Z
800,925,4733,205,2021-06-01T00:00:00Z
amid,covid,19,205,2021-06-01T00:00:00Z
walgreens,duane,reade,205,2021-06-01T00:00:00Z
chinas,sinovac,covid,203,2021-06-01T00:00:00Z
covid,19,outbreak,199,2021-06-01T00:00:00Z
covid,death,toll,197,2021-06-01T00:00:00Z
covid,19,variant,192,2021-06-01T00:00:00Z
dismissing,wuhan,lab,188,2021-06-01T00:00:00Z
post,covid,world,185,2021-06-01T00:00:00Z
bbc,news,covid,184,2021-06-01T00:00:00Z
approves,chinas,sinovac,183,2021-06-01T00:00:00Z
matching,astrazeneca,pfizer,183,2021-06-01T00:00:00Z
psa,oxygen,plants,182,2021-06-01T00:00:00Z
rite,aid,pharmacy,182,2021-06-01T00:00:00Z
