word1,word2,word3,n,date
covid,19,july10coup,155966,2021-07-10T00:00:00Z
19,july10coup,whatshappeninginmyanmar,153417,2021-07-10T00:00:00Z
covid,19,whatshappeninginmyanmar,113170,2021-07-10T00:00:00Z
19,whatshappeninginmyanmar,july10coup,111620,2021-07-10T00:00:00Z
july10coup,whatshappeninginmyanmar,dreadfulcovidamidmilitarycoup,15731,2021-07-10T00:00:00Z
covid,19,dreadfulcovidamidmilitarycoup,8519,2021-07-10T00:00:00Z
anti,military,protest,6759,2021-07-10T00:00:00Z
anti,coup,strike,6749,2021-07-10T00:00:00Z
19,dreadfulcovidamidmilitarycoup,whatshappeninginmyanmar,6046,2021-07-10T00:00:00Z
dreadfulcovidamidmilitarycoup,whatshappeninginmyanmar,july10coup,6030,2021-07-10T00:00:00Z
anti,military,strike,5744,2021-07-10T00:00:00Z
township,sagaing,division,5641,2021-07-10T00:00:00Z
salingyi,township,sagaing,5623,2021-07-10T00:00:00Z
village,launglone,township,5493,2021-07-10T00:00:00Z
village,launglone,tsp,5001,2021-07-10T00:00:00Z
laung,lone,township,4984,2021-07-10T00:00:00Z
amyit,tikenal,villages,4870,2021-07-10T00:00:00Z
pro,democracy,residents,3976,2021-07-10T00:00:00Z
domestic,paper,strike,3970,2021-07-10T00:00:00Z
township,sagaing,region,3853,2021-07-10T00:00:00Z
pro,democracy,youths,3691,2021-07-10T00:00:00Z
nyinmaw,village,launglone,3608,2021-07-10T00:00:00Z
defy,military,rules,3549,2021-07-10T00:00:00Z
mandalays,sangha,union,3434,2021-07-10T00:00:00Z
village,laung,lone,3402,2021-07-10T00:00:00Z
aungpinlae,main,strike,3291,2021-07-10T00:00:00Z
village,launglon,township,3223,2021-07-10T00:00:00Z
launglon,township,rallied,3187,2021-07-10T00:00:00Z
jewelry,traders,strike,3177,2021-07-10T00:00:00Z
traders,strike,staged,3174,2021-07-10T00:00:00Z
joint,protest,demanding,3149,2021-07-10T00:00:00Z
multi,ethnic,strike,3132,2021-07-10T00:00:00Z
anti,dictatorship,protest,2893,2021-07-10T00:00:00Z
tikenal,villages,marched,2839,2021-07-10T00:00:00Z
launglone,tsp,staged,2805,2021-07-10T00:00:00Z
10,7,2021,2685,2021-07-10T00:00:00Z
aut,yebyu,village,2675,2021-07-10T00:00:00Z
launglons,wadi,village,2655,2021-07-10T00:00:00Z
7,2021,anti,2645,2021-07-10T00:00:00Z
wadi,village,launglone,2569,2021-07-10T00:00:00Z
peaceful,night,protest,2501,2021-07-10T00:00:00Z
regular,village,strike,2493,2021-07-10T00:00:00Z
military,unjustly,seized,2483,2021-07-10T00:00:00Z
anti,regime,people,2476,2021-07-10T00:00:00Z
depayin,tsp,saging,2476,2021-07-10T00:00:00Z
saging,region,calling,2476,2021-07-10T00:00:00Z
tsp,saging,region,2476,2021-07-10T00:00:00Z
covid,19,vaccine,2436,2021-07-10T00:00:00Z
19,dreadfulcovidamidmilitarycoup,july10coup,2426,2021-07-10T00:00:00Z
dreadfulcovidamidmilitarycoup,july10coup,whatshappeninginmyanmar,2426,2021-07-10T00:00:00Z
kyaw,aung,25,2259,2021-07-10T00:00:00Z
kyaw,kyaw,aung,2259,2021-07-10T00:00:00Z
village,gwa,tsp,2257,2021-07-10T00:00:00Z
chanmyatharsi,township,mandalay,2224,2021-07-10T00:00:00Z
kadetgyi,village,launglon,2147,2021-07-10T00:00:00Z
terrorist,military,council,2141,2021-07-10T00:00:00Z
village,launglon,marched,2132,2021-07-10T00:00:00Z
anti,junta,domestic,2084,2021-07-10T00:00:00Z
junta,domestic,paper,2084,2021-07-10T00:00:00Z
sagaing,region,marched,2040,2021-07-10T00:00:00Z
pro,democracy,monks,2033,2021-07-10T00:00:00Z
tikenal,villages,chaung,2031,2021-07-10T00:00:00Z
buddhist,monks,recited,2007,2021-07-10T00:00:00Z
recited,metta,sutta,2007,2021-07-10T00:00:00Z
monks,recited,metta,2006,2021-07-10T00:00:00Z
chanting,revolutionary,slogans,2004,2021-07-10T00:00:00Z
coalition,villages,strike,1972,2021-07-10T00:00:00Z
salingyi,township,yinmarbin,1971,2021-07-10T00:00:00Z
township,yinmarbin,district,1971,2021-07-10T00:00:00Z
damaged,public,property,1964,2021-07-10T00:00:00Z
rural,villagers,marching,1963,2021-07-10T00:00:00Z
attacked,laykay,village,1962,2021-07-10T00:00:00Z
demolishing,numerous,homes,1961,2021-07-10T00:00:00Z
thaton,district,demolishing,1961,2021-07-10T00:00:00Z
district,demolishing,numerous,1960,2021-07-10T00:00:00Z
sac,attacked,laykay,1959,2021-07-10T00:00:00Z
aung,myay,thar,1956,2021-07-10T00:00:00Z
dawei,main,strike,1956,2021-07-10T00:00:00Z
pro,democracy,protesters,1927,2021-07-10T00:00:00Z
aungpinle,strike,calling,1920,2021-07-10T00:00:00Z
ayardaw,tsp,sagaing,1917,2021-07-10T00:00:00Z
myaing,township,staged,1898,2021-07-10T00:00:00Z
military,terrorists,council,1891,2021-07-10T00:00:00Z
hninmaw,village,laung,1889,2021-07-10T00:00:00Z
staged,motorcycle,strike,1874,2021-07-10T00:00:00Z
township,staged,motorcycle,1870,2021-07-10T00:00:00Z
anti,sac,mototcycle,1836,2021-07-10T00:00:00Z
mototcycle,march,rally,1836,2021-07-10T00:00:00Z
sac,mototcycle,march,1836,2021-07-10T00:00:00Z
students,strike,marched,1834,2021-07-10T00:00:00Z
daweis,coalition,strike,1828,2021-07-10T00:00:00Z
dawei,youths,staged,1825,2021-07-10T00:00:00Z
staged,guerilla,strike,1825,2021-07-10T00:00:00Z
youths,staged,guerilla,1823,2021-07-10T00:00:00Z
aungpinle,main,strike,1816,2021-07-10T00:00:00Z
famous,myataung,strike,1814,2021-07-10T00:00:00Z
township,magway,division,1808,2021-07-10T00:00:00Z
main,strike,continued,1799,2021-07-10T00:00:00Z
mandalay,aungpinle,main,1799,2021-07-10T00:00:00Z
nat,mauk,township,1779,2021-07-10T00:00:00Z
mauk,township,magway,1778,2021-07-10T00:00:00Z
myanmars,military,regime,1777,2021-07-10T00:00:00Z
sangha,union,demonstrated,1777,2021-07-10T00:00:00Z
anti,military,domestic,1775,2021-07-10T00:00:00Z
military,domestic,paper,1775,2021-07-10T00:00:00Z
mandalays,famous,myataung,1774,2021-07-10T00:00:00Z
myataung,strike,marched,1774,2021-07-10T00:00:00Z
anti,coup,slogans,1773,2021-07-10T00:00:00Z
sagaing,division,marched,1773,2021-07-10T00:00:00Z
cans,ironclad,strike,1769,2021-07-10T00:00:00Z
tin,cans,ironclad,1769,2021-07-10T00:00:00Z
terrorists,military,regime,1768,2021-07-10T00:00:00Z
shouting,anti,coup,1767,2021-07-10T00:00:00Z
strike,marched,slagons,1767,2021-07-10T00:00:00Z
letpadaungtaung,salingyi,township,1766,2021-07-10T00:00:00Z
democracy,youths,launglone,1758,2021-07-10T00:00:00Z
youths,launglone,township,1758,2021-07-10T00:00:00Z
guerrilla,strike,protest,1757,2021-07-10T00:00:00Z
aron,oo,boycott,1750,2021-07-10T00:00:00Z
sagaing,division,held,1743,2021-07-10T00:00:00Z
division,held,anti,1742,2021-07-10T00:00:00Z
held,anti,dictatorship,1742,2021-07-10T00:00:00Z
letpadaung,district,marched,1739,2021-07-10T00:00:00Z
phaungkar,village,letpadaung,1739,2021-07-10T00:00:00Z
village,letpadaung,district,1739,2021-07-10T00:00:00Z
student,strike,brigade,1728,2021-07-10T00:00:00Z
strike,brigade,marched,1725,2021-07-10T00:00:00Z
hledan,6th,road,1691,2021-07-10T00:00:00Z
ward,3,kamaryut,1689,2021-07-10T00:00:00Z
anti,coup,protesters,1688,2021-07-10T00:00:00Z
6th,road,ward,1685,2021-07-10T00:00:00Z
road,ward,3,1685,2021-07-10T00:00:00Z
3,kamaryut,tsp,1683,2021-07-10T00:00:00Z
sac,terrorists,ransacked,1682,2021-07-10T00:00:00Z
saturday,july,10,1674,2021-07-10T00:00:00Z
myanmars,military,junta,1673,2021-07-10T00:00:00Z
anti,regime,protesters,1671,2021-07-10T00:00:00Z
home,paper,strike,1671,2021-07-10T00:00:00Z
yayphyu,tsp,dawei,1668,2021-07-10T00:00:00Z
region,10,7,1662,2021-07-10T00:00:00Z
revolutionize,military,coup,1658,2021-07-10T00:00:00Z
mandalay,phayargyi,strike,1657,2021-07-10T00:00:00Z
yebyu,village,launglon,1657,2021-07-10T00:00:00Z
ankaye,village,named,1645,2021-07-10T00:00:00Z
malaka,bridge,yesterday,1645,2021-07-10T00:00:00Z
named,pwint,thazin,1645,2021-07-10T00:00:00Z
sabeguhuanglan,malaka,bridge,1645,2021-07-10T00:00:00Z
village,named,pwint,1645,2021-07-10T00:00:00Z
afternoon,jul,10,1644,2021-07-10T00:00:00Z
bago,region,protested,1630,2021-07-10T00:00:00Z
htantapin,tsp,bago,1630,2021-07-10T00:00:00Z
tsp,bago,region,1630,2021-07-10T00:00:00Z
overthrow,genocidal,dictatorship,1629,2021-07-10T00:00:00Z
aung,zeye,bridge,1624,2021-07-10T00:00:00Z
zeye,bridge,located,1624,2021-07-10T00:00:00Z
students,continued,marching,1616,2021-07-10T00:00:00Z
aungkhantkyin,died,yesterday,1615,2021-07-10T00:00:00Z
mg,aungkhantkyin,died,1615,2021-07-10T00:00:00Z
hpakant,township,kachin,1607,2021-07-10T00:00:00Z
bo,thura,road,1590,2021-07-10T00:00:00Z
kyaung,gyi,road,1589,2021-07-10T00:00:00Z
gold,production,fields,1587,2021-07-10T00:00:00Z
region,set,fire,1586,2021-07-10T00:00:00Z
sagaing,region,set,1586,2021-07-10T00:00:00Z
homalin,sagaing,region,1585,2021-07-10T00:00:00Z
terrorists,brutally,beat,1585,2021-07-10T00:00:00Z
sac,terrorists,brutally,1584,2021-07-10T00:00:00Z
township,dawei,held,1571,2021-07-10T00:00:00Z
10,evening,villagers,1570,2021-07-10T00:00:00Z
july,10,evening,1570,2021-07-10T00:00:00Z
myaing,township,protest,1569,2021-07-10T00:00:00Z
lone,township,dawei,1568,2021-07-10T00:00:00Z
evening,july,10,1567,2021-07-10T00:00:00Z
guerrilla,style,strike,1566,2021-07-10T00:00:00Z
massive,coalition,strike,1566,2021-07-10T00:00:00Z
staged,guerrilla,style,1564,2021-07-10T00:00:00Z
dawei,staged,guerrilla,1561,2021-07-10T00:00:00Z
township,dawei,district,1555,2021-07-10T00:00:00Z
yephyu,township,dawei,1554,2021-07-10T00:00:00Z
juntas,tight,security,1540,2021-07-10T00:00:00Z
anti,military,protests,1526,2021-07-10T00:00:00Z
hpakant,tsp,kachin,1524,2021-07-10T00:00:00Z
coalition,village,strike,1512,2021-07-10T00:00:00Z
lonekhin,hpakant,staged,1509,2021-07-10T00:00:00Z
ko,kyaw,kyaw,1508,2021-07-10T00:00:00Z
sagaing,region,staged,1508,2021-07-10T00:00:00Z
hpakant,staged,protest,1507,2021-07-10T00:00:00Z
amyint,tukenal,villages,1506,2021-07-10T00:00:00Z
daung,chaung,village,1505,2021-07-10T00:00:00Z
education,coalition,strike,1505,2021-07-10T00:00:00Z
tukenal,villages,chaung,1505,2021-07-10T00:00:00Z
