word1,word2,word3,n,date
covid,19,vaccine,6189,2021-09-28T00:00:00Z
covid,19,pandemic,2311,2021-09-28T00:00:00Z
covid,19,vaccines,1646,2021-09-28T00:00:00Z
cking,covid,vaccine,1466,2021-09-28T00:00:00Z
covid,19,vaccination,1269,2021-09-28T00:00:00Z
johnson,kids,shouldnt,1139,2021-09-28T00:00:00Z
medics,provide,covid,928,2021-09-28T00:00:00Z
provide,covid,vaccines,928,2021-09-28T00:00:00Z
monekoe,northern,shan,927,2021-09-28T00:00:00Z
nss,providing,vaccines,927,2021-09-28T00:00:00Z
heavy,clashes,broke,925,2021-09-28T00:00:00Z
vaccinated,791,people,925,2021-09-28T00:00:00Z
providing,vaccines,sep28coup,923,2021-09-28T00:00:00Z
vaccines,sep28coup,whatshappeninginmyanmar,923,2021-09-28T00:00:00Z
mndaa,medics,provide,922,2021-09-28T00:00:00Z
covid,19,booster,909,2021-09-28T00:00:00Z
kokang,army,mndaa,886,2021-09-28T00:00:00Z
health,care,workers,882,2021-09-28T00:00:00Z
hopit,village,aid,882,2021-09-28T00:00:00Z
village,aid,workers,882,2021-09-28T00:00:00Z
mongkong,sep28coup,whatshappeninginmyanmar,879,2021-09-28T00:00:00Z
2021,09,24,716,2021-09-28T00:00:00Z
covid19,coronavirus,covid19,715,2021-09-28T00:00:00Z
coviddata,smcanalytics,covid19,715,2021-09-28T00:00:00Z
covidvislualizations,coviddata,smcanalytics,715,2021-09-28T00:00:00Z
smcanalytics,covid19,coronavirus,715,2021-09-28T00:00:00Z
usafacts,covidvislualizations,coviddata,715,2021-09-28T00:00:00Z
09,24,covid,709,2021-09-28T00:00:00Z
24,covid,visualizations,708,2021-09-28T00:00:00Z
covid,19,deaths,590,2021-09-28T00:00:00Z
sars,cov,2,527,2021-09-28T00:00:00Z
fellow,hurting,humans,517,2021-09-28T00:00:00Z
longcovid,survivors,financially,517,2021-09-28T00:00:00Z
negative,covid,test,513,2021-09-28T00:00:00Z
amazon,elonmusk,tesla,499,2021-09-28T00:00:00Z
jeffbezos,amazon,elonmusk,499,2021-09-28T00:00:00Z
pandemic,jeffbezos,amazon,496,2021-09-28T00:00:00Z
covid,vaccine,mandate,485,2021-09-28T00:00:00Z
children,ages,5,449,2021-09-28T00:00:00Z
covid,19,patients,447,2021-09-28T00:00:00Z
vaccinated,michigan,couple,441,2021-09-28T00:00:00Z
covid,19,vaccinations,420,2021-09-28T00:00:00Z
covid,19,test,410,2021-09-28T00:00:00Z
covid,19,testing,390,2021-09-28T00:00:00Z
pfizer,submits,data,388,2021-09-28T00:00:00Z
covid,19,update,384,2021-09-28T00:00:00Z
19,booster,shot,369,2021-09-28T00:00:00Z
covid,19,outbreak,364,2021-09-28T00:00:00Z
pfizer,covid,19,361,2021-09-28T00:00:00Z
19,vaccine,booster,336,2021-09-28T00:00:00Z
covid,booster,shot,334,2021-09-28T00:00:00Z
7,day,covid,318,2021-09-28T00:00:00Z
covid,19,infections,310,2021-09-28T00:00:00Z
covid,19,restrictions,269,2021-09-28T00:00:00Z
19,booster,shots,264,2021-09-28T00:00:00Z
19,vaccine,mandate,261,2021-09-28T00:00:00Z
covid,19,tests,258,2021-09-28T00:00:00Z
10,12,age,253,2021-09-28T00:00:00Z
idaho,covid,insanity,251,2021-09-28T00:00:00Z
covid,19,related,241,2021-09-28T00:00:00Z
michigan,couple,die,236,2021-09-28T00:00:00Z
september,28,2021,234,2021-09-28T00:00:00Z
covid,19,infection,232,2021-09-28T00:00:00Z
harvard,business,school,228,2021-09-28T00:00:00Z
covid,misinformation,created,221,2021-09-28T00:00:00Z
north,carolina,hospital,221,2021-09-28T00:00:00Z
covid,19,delta,218,2021-09-28T00:00:00Z
severe,covid,19,218,2021-09-28T00:00:00Z
covid,19,response,213,2021-09-28T00:00:00Z
28,09,2021,210,2021-09-28T00:00:00Z
unvaccinated,covid,patients,208,2021-09-28T00:00:00Z
day,covid,growth,204,2021-09-28T00:00:00Z
vaccine,booster,shot,195,2021-09-28T00:00:00Z
covid,19,surge,194,2021-09-28T00:00:00Z
covid,19,death,191,2021-09-28T00:00:00Z
scientists,sign,declaration,188,2021-09-28T00:00:00Z
health,care,system,185,2021-09-28T00:00:00Z
president,joe,biden,184,2021-09-28T00:00:00Z
1,crore,mark,183,2021-09-28T00:00:00Z
covid,relief,funds,183,2021-09-28T00:00:00Z
covid,19,virus,182,2021-09-28T00:00:00Z
ages,5,11,178,2021-09-28T00:00:00Z
covid,19,misinformation,176,2021-09-28T00:00:00Z
michigan,couple,dies,176,2021-09-28T00:00:00Z
cross,1,crore,174,2021-09-28T00:00:00Z
carolina,hospital,system,173,2021-09-28T00:00:00Z
india,cross,1,173,2021-09-28T00:00:00Z
mrna,covid,19,173,2021-09-28T00:00:00Z
project,veritas,johnson,173,2021-09-28T00:00:00Z
covid,booster,shots,172,2021-09-28T00:00:00Z
daily,covid,19,170,2021-09-28T00:00:00Z
emergency,steps,nationwide,169,2021-09-28T00:00:00Z
post,pandemic,world,168,2021-09-28T00:00:00Z
treat,covid,19,168,2021-09-28T00:00:00Z
covid,19,treatment,167,2021-09-28T00:00:00Z
positive,covid,19,166,2021-09-28T00:00:00Z
coronavirus,emergency,steps,164,2021-09-28T00:00:00Z
public,health,officials,164,2021-09-28T00:00:00Z
covid,19,protocols,163,2021-09-28T00:00:00Z
covid,vaccine,unknown,160,2021-09-28T00:00:00Z
vaccine,unknown,repercussions,160,2021-09-28T00:00:00Z
covidinfo,info,covid19,159,2021-09-28T00:00:00Z
test,propaganda,techniques,159,2021-09-28T00:00:00Z
breaking,project,veritas,157,2021-09-28T00:00:00Z
gt,gt,gt,157,2021-09-28T00:00:00Z
holding,hands,report,157,2021-09-28T00:00:00Z
unknown,repercussions,video,154,2021-09-28T00:00:00Z
covid,19,crisis,152,2021-09-28T00:00:00Z
19,vaccine,mandates,151,2021-09-28T00:00:00Z
coronavirus,covid,19,151,2021-09-28T00:00:00Z
covid,19,lockdown,149,2021-09-28T00:00:00Z
covid19,28,09,148,2021-09-28T00:00:00Z
info,covid19,28,148,2021-09-28T00:00:00Z
sep,28,2021,147,2021-09-28T00:00:00Z
19,vaccine,trial,146,2021-09-28T00:00:00Z
19,vaccine,data,145,2021-09-28T00:00:00Z
amid,covid,19,145,2021-09-28T00:00:00Z
covid,19,jab,144,2021-09-28T00:00:00Z
vaccine,mandate,union,144,2021-09-28T00:00:00Z
bc,covid,19,143,2021-09-28T00:00:00Z
covid,19,relief,141,2021-09-28T00:00:00Z
coronavirus,coronavirusupdate,covid19,138,2021-09-28T00:00:00Z
coronavirusupdate,covid19,coronaviruspandemic,138,2021-09-28T00:00:00Z
gmt,coronavirus,coronavirusupdate,138,2021-09-28T00:00:00Z
post,covid,19,138,2021-09-28T00:00:00Z
covid,resilience,ranking,136,2021-09-28T00:00:00Z
covid,19,data,135,2021-09-28T00:00:00Z
spreading,covid,19,135,2021-09-28T00:00:00Z
covid,19,shot,133,2021-09-28T00:00:00Z
free,covid,19,132,2021-09-28T00:00:00Z
red,covid,phase,132,2021-09-28T00:00:00Z
past,24,hours,131,2021-09-28T00:00:00Z
school,aged,children,131,2021-09-28T00:00:00Z
covid,19,pill,130,2021-09-28T00:00:00Z
college,student,dies,129,2021-09-28T00:00:00Z
covid,19,complications,126,2021-09-28T00:00:00Z
kids,5,11,125,2021-09-28T00:00:00Z
children,aged,5,124,2021-09-28T00:00:00Z
proves,covid,vaccines,124,2021-09-28T00:00:00Z
refuse,covid,vaccine,124,2021-09-28T00:00:00Z
hospital,system,novant,123,2021-09-28T00:00:00Z
local,covid,19,123,2021-09-28T00:00:00Z
ableg,abpoli,alberta,121,2021-09-28T00:00:00Z
covid19ab,covid19,covid,121,2021-09-28T00:00:00Z
johnson,children,dont,121,2021-09-28T00:00:00Z
kante,tests,positive,121,2021-09-28T00:00:00Z
system,novant,health,121,2021-09-28T00:00:00Z
abpoli,alberta,cndpoli,120,2021-09-28T00:00:00Z
covid,19,hospitalizations,120,2021-09-28T00:00:00Z
alberta,cndpoli,canada,119,2021-09-28T00:00:00Z
canada,covid19ab,covid19,119,2021-09-28T00:00:00Z
cndpoli,canada,covid19ab,119,2021-09-28T00:00:00Z
false,positive,covid,119,2021-09-28T00:00:00Z
public,health,measures,119,2021-09-28T00:00:00Z
vaccine,booster,shots,119,2021-09-28T00:00:00Z
covid,19,boosters,118,2021-09-28T00:00:00Z
covid,vaccine,dies,118,2021-09-28T00:00:00Z
mom,encouraged,threatened,118,2021-09-28T00:00:00Z
19,delta,variant,117,2021-09-28T00:00:00Z
kids,ages,5,116,2021-09-28T00:00:00Z
dies,nc,mom,115,2021-09-28T00:00:00Z
positive,covid,test,115,2021-09-28T00:00:00Z
vaccine,dies,nc,115,2021-09-28T00:00:00Z
covid,death,rate,114,2021-09-28T00:00:00Z
covid,policy,makers,114,2021-09-28T00:00:00Z
negative,covid,19,113,2021-09-28T00:00:00Z
past,18,months,113,2021-09-28T00:00:00Z
ontario,doctor,accused,110,2021-09-28T00:00:00Z
tue,sep,28,110,2021-09-28T00:00:00Z
active,covid,19,109,2021-09-28T00:00:00Z
akananda,imaathmika,nsuthay,109,2021-09-28T00:00:00Z
cartoonist,ben,garrison,109,2021-09-28T00:00:00Z
confirmed,covid,deaths,109,2021-09-28T00:00:00Z
vijayantony,akananda,imaathmika,109,2021-09-28T00:00:00Z
accusing,covid,policy,108,2021-09-28T00:00:00Z
booster,shots,proves,108,2021-09-28T00:00:00Z
chendurfilm,fvinfiniti,saregamasouth,108,2021-09-28T00:00:00Z
day,covid,deaths,108,2021-09-28T00:00:00Z
declaration,accusing,covid,107,2021-09-28T00:00:00Z
imaathmika,nsuthay,nivaskprasanna,107,2021-09-28T00:00:00Z
navy,seals,told,107,2021-09-28T00:00:00Z
nivaskprasanna,chendurfilm,fvinfiniti,107,2021-09-28T00:00:00Z
nsuthay,nivaskprasanna,chendurfilm,107,2021-09-28T00:00:00Z
submitted,covid,19,107,2021-09-28T00:00:00Z
biontech,submit,initial,106,2021-09-28T00:00:00Z
covid,19,situation,106,2021-09-28T00:00:00Z
covid,19,symptoms,106,2021-09-28T00:00:00Z
lockdown,vijayantony,akananda,106,2021-09-28T00:00:00Z
nrl,grand,final,106,2021-09-28T00:00:00Z
shots,proves,covid,106,2021-09-28T00:00:00Z
submit,initial,data,106,2021-09-28T00:00:00Z
2nd,lockdown,vijayantony,105,2021-09-28T00:00:00Z
covid,19,current,105,2021-09-28T00:00:00Z
covid,19,outbreaks,105,2021-09-28T00:00:00Z
covid,vaccine,mandates,105,2021-09-28T00:00:00Z
fvinfiniti,saregamasouth,riaztheboss,105,2021-09-28T00:00:00Z
sign,declaration,accusing,105,2021-09-28T00:00:00Z
