word1,word2,word3,n,date
covid,19,pandemic,3867,2020-09-07T00:00:00Z
cisco,zoom,bluejeans,2446,2020-09-07T00:00:00Z
translate,webex,cisco,2446,2020-09-07T00:00:00Z
webex,cisco,zoom,2446,2020-09-07T00:00:00Z
covid,19,vaccine,2366,2020-09-07T00:00:00Z
covid,ー,19,1491,2020-09-07T00:00:00Z
covid,19,test,1020,2020-09-07T00:00:00Z
covid,19,deaths,1012,2020-09-07T00:00:00Z
angiekeathly,lindyli,resistersis20,781,2020-09-07T00:00:00Z
dhershiser,angiekeathly,lindyli,781,2020-09-07T00:00:00Z
lindyli,resistersis20,esnacks,778,2020-09-07T00:00:00Z
timbosroses1,doxie53,therealandrew,759,2020-09-07T00:00:00Z
doxie53,therealandrew,confedoflunches,749,2020-09-07T00:00:00Z
mattincincy513,dadilicious2,flowerandiris1,732,2020-09-07T00:00:00Z
therealandrew,confedoflunches,blainekell6,727,2020-09-07T00:00:00Z
1strongrobin,arlene21286,912nosirrah,716,2020-09-07T00:00:00Z
book960,dhershiser,angiekeathly,712,2020-09-07T00:00:00Z
darklordslush,judgeyourself99,tony323g,710,2020-09-07T00:00:00Z
garym27,essentialpo,thepollingqueen,704,2020-09-07T00:00:00Z
covid,19,testing,703,2020-09-07T00:00:00Z
dragonlady51,maxamaxim,ricksalas10,703,2020-09-07T00:00:00Z
mcguigandanny,1strongrobin,arlene21286,703,2020-09-07T00:00:00Z
judgeyourself99,tony323g,mcguigandanny,697,2020-09-07T00:00:00Z
tony323g,mcguigandanny,1strongrobin,697,2020-09-07T00:00:00Z
912nosirrah,resisterchic,dragonlady51,678,2020-09-07T00:00:00Z
arlene21286,912nosirrah,resisterchic,678,2020-09-07T00:00:00Z
resisterchic,dragonlady51,maxamaxim,678,2020-09-07T00:00:00Z
zarcasticmark,derekguberney,garym27,671,2020-09-07T00:00:00Z
janicezamora,zarcasticmark,derekguberney,670,2020-09-07T00:00:00Z
happy,labor,day,661,2020-09-07T00:00:00Z
derekguberney,garym27,essentialpo,660,2020-09-07T00:00:00Z
sueisstaying,janicezamora,zarcasticmark,650,2020-09-07T00:00:00Z
bbc,news,coronavirus,645,2020-09-07T00:00:00Z
fix8d2020,sueisstaying,janicezamora,643,2020-09-07T00:00:00Z
covid,19,patients,641,2020-09-07T00:00:00Z
rosiewearamask,timbosroses1,doxie53,638,2020-09-07T00:00:00Z
maxamaxim,ricksalas10,gshelia1951,632,2020-09-07T00:00:00Z
amid,covid,19,625,2020-09-07T00:00:00Z
covid,19,crisis,619,2020-09-07T00:00:00Z
tcrg2012,fix8d2020,sueisstaying,614,2020-09-07T00:00:00Z
ricksalas10,gshelia1951,rosiewearamask,605,2020-09-07T00:00:00Z
nightowl2110,darklordslush,judgeyourself99,578,2020-09-07T00:00:00Z
thepollingqueen,nightowl2110,darklordslush,577,2020-09-07T00:00:00Z
post,covid,19,570,2020-09-07T00:00:00Z
essentialpo,thepollingqueen,nightowl2110,568,2020-09-07T00:00:00Z
india,overtakes,brazil,568,2020-09-07T00:00:00Z
covid,19,tests,536,2020-09-07T00:00:00Z
claudiachopra,tcrg2012,fix8d2020,480,2020-09-07T00:00:00Z
mamahipster,tamresist,claudiachopra,479,2020-09-07T00:00:00Z
realtiffycat,mattincincy513,dadilicious2,472,2020-09-07T00:00:00Z
tamresist,claudiachopra,tcrg2012,470,2020-09-07T00:00:00Z
blainekell6,book960,dhershiser,461,2020-09-07T00:00:00Z
confedoflunches,blainekell6,book960,461,2020-09-07T00:00:00Z
covid,19,death,457,2020-09-07T00:00:00Z
gshelia1951,rosiewearamask,catherineresist,449,2020-09-07T00:00:00Z
sars,cov,2,449,2020-09-07T00:00:00Z
wordsdawn,rosiewearamask,timbosroses1,437,2020-09-07T00:00:00Z
covid,19,outbreak,436,2020-09-07T00:00:00Z
notjustmylife,empathgapp,bluewavesaveus,431,2020-09-07T00:00:00Z
covid,death,rate,426,2020-09-07T00:00:00Z
dohdohburrd,mamahipster,tamresist,423,2020-09-07T00:00:00Z
v3ritas,dohdohburrd,mamahipster,420,2020-09-07T00:00:00Z
catherineresist,notjustmylife,empathgapp,409,2020-09-07T00:00:00Z
covid,19,vaccines,407,2020-09-07T00:00:00Z
tappypaws,v3ritas,dohdohburrd,407,2020-09-07T00:00:00Z
labor,day,weekend,406,2020-09-07T00:00:00Z
positive,covid,19,397,2020-09-07T00:00:00Z
coronavirus,covid,19,391,2020-09-07T00:00:00Z
covid,19,response,391,2020-09-07T00:00:00Z
rosiewearamask,catherineresist,notjustmylife,391,2020-09-07T00:00:00Z
empathgapp,bluewavesaveus,fakebiden,389,2020-09-07T00:00:00Z
covid,19,positive,388,2020-09-07T00:00:00Z
covid,19,update,377,2020-09-07T00:00:00Z
dadilicious2,flowerandiris1,seacreaturemama,375,2020-09-07T00:00:00Z
resistersis20,esnacks,maurarolls,369,2020-09-07T00:00:00Z
indieagitator,realtiffycat,mattincincy513,361,2020-09-07T00:00:00Z
covid,19,restrictions,354,2020-09-07T00:00:00Z
covid,19,related,349,2020-09-07T00:00:00Z
covid,19,virus,348,2020-09-07T00:00:00Z
worst,hit,country,336,2020-09-07T00:00:00Z
esnacks,maurarolls,djangomydog,328,2020-09-07T00:00:00Z
19,test,kits,319,2020-09-07T00:00:00Z
butterskatz,indieagitator,realtiffycat,317,2020-09-07T00:00:00Z
covid,19,infections,316,2020-09-07T00:00:00Z
post,covid,world,313,2020-09-07T00:00:00Z
nancynoco24,ginausablue,hlstockenstrom,312,2020-09-07T00:00:00Z
covid,19,symptoms,311,2020-09-07T00:00:00Z
customcore7,dragonflywing22,claudiababyg,311,2020-09-07T00:00:00Z
smackeycracks,customcore7,dragonflywing22,311,2020-09-07T00:00:00Z
covid,19,lockdown,309,2020-09-07T00:00:00Z
dadilicious2,flowerandiris1,reesusp,309,2020-09-07T00:00:00Z
dragonflywing22,claudiababyg,wifeyspice90,308,2020-09-07T00:00:00Z
56blackcat,bogdanoffelaine,davidmweissman,306,2020-09-07T00:00:00Z
bogdanoffelaine,davidmweissman,waterdean,306,2020-09-07T00:00:00Z
claudiababyg,wifeyspice90,stoptheshitnado,306,2020-09-07T00:00:00Z
confedoflunches,starscream35,idgric,306,2020-09-07T00:00:00Z
crisn3wy,freemeyes,papaporter1,306,2020-09-07T00:00:00Z
davidmweissman,waterdean,orlandokb1,306,2020-09-07T00:00:00Z
effygotbanned,confedoflunches,starscream35,306,2020-09-07T00:00:00Z
orlandokb1,effygotbanned,confedoflunches,306,2020-09-07T00:00:00Z
starscream35,idgric,aprylsmithts,306,2020-09-07T00:00:00Z
sueisstaying,plumptytrumpty,katibug817,306,2020-09-07T00:00:00Z
waterdean,orlandokb1,effygotbanned,306,2020-09-07T00:00:00Z
xtraferocity,doxie53,peatches66,306,2020-09-07T00:00:00Z
zelda229,56blackcat,bogdanoffelaine,306,2020-09-07T00:00:00Z
amlongjudyann,nancynoco24,ginausablue,303,2020-09-07T00:00:00Z
stoptheshitnado,amlongjudyann,nancynoco24,303,2020-09-07T00:00:00Z
disiplinlakukan3m,awas,covid,302,2020-09-07T00:00:00Z
1802kimmi,raninggalek,disiplinlakukan3m,301,2020-09-07T00:00:00Z
1trenggalek,thearieair,tjhinfar21,301,2020-09-07T00:00:00Z
raninggalek,disiplinlakukan3m,awas,301,2020-09-07T00:00:00Z
thearieair,tjhinfar21,1802kimmi,301,2020-09-07T00:00:00Z
tjhinfar21,1802kimmi,raninggalek,301,2020-09-07T00:00:00Z
pattycross2160,crisn3wy,freemeyes,296,2020-09-07T00:00:00Z
wordsdawn,pattycross2160,crisn3wy,296,2020-09-07T00:00:00Z
coronavirus,ten,times,295,2020-09-07T00:00:00Z
freemeyes,papaporter1,suzyq8825,295,2020-09-07T00:00:00Z
papaporter1,suzyq8825,xtraferocity,295,2020-09-07T00:00:00Z
suzyq8825,xtraferocity,doxie53,295,2020-09-07T00:00:00Z
wifeyspice90,stoptheshitnado,amlongjudyann,295,2020-09-07T00:00:00Z
idgric,aprylsmithts,trudygonzales,294,2020-09-07T00:00:00Z
covid,19,rules,293,2020-09-07T00:00:00Z
covid,19,situation,293,2020-09-07T00:00:00Z
aprylsmithts,trudygonzales,bright1950start,291,2020-09-07T00:00:00Z
fight,covid,19,286,2020-09-07T00:00:00Z
djangomydog,butterskatz,indieagitator,285,2020-09-07T00:00:00Z
customcore7,locolopeznyc,wordsdawn,284,2020-09-07T00:00:00Z
plumptytrumpty,katibug817,brensumner,284,2020-09-07T00:00:00Z
concern,van,tam,280,2020-09-07T00:00:00Z
covid,19,infection,279,2020-09-07T00:00:00Z
india,surpasses,brazil,276,2020-09-07T00:00:00Z
locolopeznyc,wordsdawn,rosiewearamask,262,2020-09-07T00:00:00Z
plumptytrumpty,customcore7,locolopeznyc,262,2020-09-07T00:00:00Z
maurarolls,djangomydog,butterskatz,261,2020-09-07T00:00:00Z
flowerandiris1,seacreaturemama,reesusp,259,2020-09-07T00:00:00Z
seacreaturemama,reesusp,smackeycracks,257,2020-09-07T00:00:00Z
covid,19,impact,251,2020-09-07T00:00:00Z
daily,covid,19,251,2020-09-07T00:00:00Z
trudygonzales,bright1950start,janna1104day,251,2020-09-07T00:00:00Z
lmakowski3,glennkirschner2,hibawants,249,2020-09-07T00:00:00Z
djangomydog,lmakowski3,glennkirschner2,248,2020-09-07T00:00:00Z
confirmed,covid,19,246,2020-09-07T00:00:00Z
fears,uk,government,242,2020-09-07T00:00:00Z
furiousdefender,tappypaws,v3ritas,242,2020-09-07T00:00:00Z
enlightenedpat1,furiousdefender,tappypaws,239,2020-09-07T00:00:00Z
breaking,rules,risk,235,2020-09-07T00:00:00Z
people,breaking,rules,235,2020-09-07T00:00:00Z
covid,19,protocols,234,2020-09-07T00:00:00Z
parentsdemandpostponeneet,parentsdemandpostponeneet,parentsdemandpostponeneet,233,2020-09-07T00:00:00Z
coronavirus,fears,uk,230,2020-09-07T00:00:00Z
confedoflunches,blainekell6,katibug817,229,2020-09-07T00:00:00Z
blainekell6,katibug817,book960,227,2020-09-07T00:00:00Z
tg22110,enlightenedpat1,furiousdefender,227,2020-09-07T00:00:00Z
book960,wordsdawn,pattycross2160,226,2020-09-07T00:00:00Z
katibug817,book960,dhershiser,226,2020-09-07T00:00:00Z
coronavirus,covid19,protests,222,2020-09-07T00:00:00Z
global,pandemic,news,222,2020-09-07T00:00:00Z
news,coronavirus,covid19,222,2020-09-07T00:00:00Z
pandemic,news,coronavirus,222,2020-09-07T00:00:00Z
reesusp,smackeycracks,ronlebow,221,2020-09-07T00:00:00Z
doxie53,peatches66,pixiegates,220,2020-09-07T00:00:00Z
peatches66,pixiegates,zelda229,220,2020-09-07T00:00:00Z
pixiegates,zelda229,56blackcat,220,2020-09-07T00:00:00Z
glennkirschner2,hibawants,hlstockenstrom,218,2020-09-07T00:00:00Z
hibawants,hlstockenstrom,sueisstaying,218,2020-09-07T00:00:00Z
hlstockenstrom,sueisstaying,plumptytrumpty,218,2020-09-07T00:00:00Z
resiststc,olivierpatti,jillybeanzaz,217,2020-09-07T00:00:00Z
resistwithellen,djangomydog,lmakowski3,217,2020-09-07T00:00:00Z
ioc,vice,president,216,2020-09-07T00:00:00Z
0208,090,2121,215,2020-09-07T00:00:00Z
empower,educate,talk,214,2020-09-07T00:00:00Z
entertain,empower,educate,214,2020-09-07T00:00:00Z
bluewavesaveus,fakebiden,merciless365,208,2020-09-07T00:00:00Z
brindlepooch,arasaroyan,joliapati,208,2020-09-07T00:00:00Z
fakebiden,merciless365,phinandme,208,2020-09-07T00:00:00Z
olivierpatti,jillybeanzaz,cajunblueaz1,207,2020-09-07T00:00:00Z
covid,19,safety,206,2020-09-07T00:00:00Z
kellabel,kooliegirl,brensumner,206,2020-09-07T00:00:00Z
greek,islands,added,205,2020-09-07T00:00:00Z
covid,19,guidelines,204,2020-09-07T00:00:00Z
awas,covid,hati2,201,2020-09-07T00:00:00Z
merciless365,phinandme,doxie53,201,2020-09-07T00:00:00Z
phinandme,doxie53,hensnthehood,201,2020-09-07T00:00:00Z
bruce,williamson,dies,194,2020-09-07T00:00:00Z
covid,19,data,192,2020-09-07T00:00:00Z
covid,19,relief,190,2020-09-07T00:00:00Z
indieagitator,mattincincy513,dadilicious2,190,2020-09-07T00:00:00Z
eliz2vargas,resistwithellen,djangomydog,188,2020-09-07T00:00:00Z
leonresists,eliz2vargas,resistwithellen,188,2020-09-07T00:00:00Z
resistersis20,esnacks,indieagitator,187,2020-09-07T00:00:00Z
pre,existing,conditions,186,2020-09-07T00:00:00Z
ronlebow,kellabel,kooliegirl,186,2020-09-07T00:00:00Z
coronavirus,business,interruption,185,2020-09-07T00:00:00Z
smackeycracks,ronlebow,kellabel,185,2020-09-07T00:00:00Z
covid,19,coronavirus,184,2020-09-07T00:00:00Z
doxie53,hensnthehood,blksantax,184,2020-09-07T00:00:00Z
business,interruption,loan,183,2020-09-07T00:00:00Z
coronavirus,coronavirusupdate,covid19,182,2020-09-07T00:00:00Z
coronavirusupdate,covid19,coronaviruspandemic,182,2020-09-07T00:00:00Z
gmt,coronavirus,coronavirusupdate,182,2020-09-07T00:00:00Z
interruption,loan,scheme,181,2020-09-07T00:00:00Z
post,covid,syndrome,181,2020-09-07T00:00:00Z
september,7,2020,178,2020-09-07T00:00:00Z
drodvik52,plumptytrumpty,customcore7,177,2020-09-07T00:00:00Z
linzieblair,danielcrawfish,rickresisted,176,2020-09-07T00:00:00Z
esnacks,indieagitator,mattincincy513,175,2020-09-07T00:00:00Z
englands,quarantine,list,174,2020-09-07T00:00:00Z
ginausablue,hlstockenstrom,resiststc,174,2020-09-07T00:00:00Z
flowerandiris1,reesusp,smackeycracks,173,2020-09-07T00:00:00Z
hlstockenstrom,resiststc,olivierpatti,173,2020-09-07T00:00:00Z
cajunblueaz1,melaniespell,spydoggie,172,2020-09-07T00:00:00Z
covid,19,transmission,172,2020-09-07T00:00:00Z
jillybeanzaz,cajunblueaz1,melaniespell,172,2020-09-07T00:00:00Z
laporte,test,positive,172,2020-09-07T00:00:00Z
danielcrawfish,rickresisted,mikelastort,171,2020-09-07T00:00:00Z
hensnthehood,blksantax,willbrentp56,171,2020-09-07T00:00:00Z
indias,covid,19,171,2020-09-07T00:00:00Z
melaniespell,spydoggie,raelisavitt,171,2020-09-07T00:00:00Z
spydoggie,raelisavitt,galousin,171,2020-09-07T00:00:00Z
30th,september,bounce,170,2020-09-07T00:00:00Z
cynrl1,azsunshinemama,fairlynicelady,170,2020-09-07T00:00:00Z
covid,19,era,169,2020-09-07T00:00:00Z
grandmashark18,cynrl1,azsunshinemama,169,2020-09-07T00:00:00Z
covid,19,experts,168,2020-09-07T00:00:00Z
covid,19,takes,168,2020-09-07T00:00:00Z
rickresisted,mikelastort,larrymark,167,2020-09-07T00:00:00Z
ablueus,izzardlover,darcymad,164,2020-09-07T00:00:00Z
raelisavitt,galousin,repcummings,164,2020-09-07T00:00:00Z
butterskatz,drodvik52,plumptytrumpty,163,2020-09-07T00:00:00Z
stefunny76,ablueus,izzardlover,163,2020-09-07T00:00:00Z
ー,19,coronavirus,162,2020-09-07T00:00:00Z
blksantax,willbrentp56,janesworld2,161,2020-09-07T00:00:00Z
workers,reveal,disney,161,2020-09-07T00:00:00Z
breaking,covid,19,159,2020-09-07T00:00:00Z
local,housing,allowance,158,2020-09-07T00:00:00Z
singer,bruce,williamson,158,2020-09-07T00:00:00Z
covid,19,patient,156,2020-09-07T00:00:00Z
wales,report,outbreaks,155,2020-09-07T00:00:00Z
willbrentp56,janesworld2,kwehsner,154,2020-09-07T00:00:00Z
brensumner,book960,wordsdawn,151,2020-09-07T00:00:00Z
covid,19,recovery,151,2020-09-07T00:00:00Z
covid,recovery,rate,151,2020-09-07T00:00:00Z
katibug817,brensumner,book960,151,2020-09-07T00:00:00Z
black,lives,matter,149,2020-09-07T00:00:00Z
fairlynicelady,joliapati,katibug817,149,2020-09-07T00:00:00Z
galousin,repcummings,repjohnlewis,149,2020-09-07T00:00:00Z
reesusp,smackeycracks,customcore7,149,2020-09-07T00:00:00Z
coronavirus,death,toll,147,2020-09-07T00:00:00Z
deereilly19,stefunny76,ablueus,147,2020-09-07T00:00:00Z
showmeayactor,dan51240891,uflo5,146,2020-09-07T00:00:00Z
maurarolls,butterskatz,drodvik52,145,2020-09-07T00:00:00Z
past,24,hours,145,2020-09-07T00:00:00Z
total,covid,19,144,2020-09-07T00:00:00Z
haulers,covid,19,143,2020-09-07T00:00:00Z
lowest,globally,drops,143,2020-09-07T00:00:00Z
recovery,rate,rises,143,2020-09-07T00:00:00Z
patbojanglez,karen3678,decreevy,142,2020-09-07T00:00:00Z
arkeagle4,linzieblair,danielcrawfish,141,2020-09-07T00:00:00Z
potential,covid,19,141,2020-09-07T00:00:00Z
desireern76,arkeagle4,linzieblair,140,2020-09-07T00:00:00Z
locolopeznyc,rosiewearamask,robthefrosty,140,2020-09-07T00:00:00Z
aged,care,deaths,139,2020-09-07T00:00:00Z
fatal,math,mistake,139,2020-09-07T00:00:00Z
news,coronavirus,rise,139,2020-09-07T00:00:00Z
thepollingqueen,darklordslush,judgeyourself99,138,2020-09-07T00:00:00Z
world,health,organization,138,2020-09-07T00:00:00Z
djangomydog,maurarolls,butterskatz,137,2020-09-07T00:00:00Z
karen3678,decreevy,ronilj261,137,2020-09-07T00:00:00Z
tralimt,showmeayactor,dan51240891,137,2020-09-07T00:00:00Z
19,experts,caused,136,2020-09-07T00:00:00Z
essentialpo,thepollingqueen,darklordslush,136,2020-09-07T00:00:00Z
plumptytrumpty,wordsdawn,rosiewearamask,136,2020-09-07T00:00:00Z
virtual,class,amid,136,2020-09-07T00:00:00Z
arizonastation,lorilorisuew,tralimt,135,2020-09-07T00:00:00Z
lorilorisuew,tralimt,showmeayactor,135,2020-09-07T00:00:00Z
ー,19,covid19,134,2020-09-07T00:00:00Z
19,death,toll,134,2020-09-07T00:00:00Z
claudiababyg,rosiewearamask,reesusp,134,2020-09-07T00:00:00Z
rosiewearamask,reesusp,silenced777,134,2020-09-07T00:00:00Z
tokyo,olympics,games,134,2020-09-07T00:00:00Z
ginausablue,hlstockenstrom,cynrl1,132,2020-09-07T00:00:00Z
hlstockenstrom,cynrl1,resiststc,132,2020-09-07T00:00:00Z
lunisguy,wordsdawn,timbosroses1,132,2020-09-07T00:00:00Z
mikelastort,larrymark,exodustwentyon1,132,2020-09-07T00:00:00Z
resistersis20,esnacks,djangomydog,132,2020-09-07T00:00:00Z
covid,donkiss,donkissfam,131,2020-09-07T00:00:00Z
speakup,speakup4alpjoining,speakup4alptraining,131,2020-09-07T00:00:00Z
covid,covid,covid,130,2020-09-07T00:00:00Z
fresh,clean,air,130,2020-09-07T00:00:00Z
million,vaccine,doses,130,2020-09-07T00:00:00Z
spread,covid,19,130,2020-09-07T00:00:00Z
covid,19,antibody,129,2020-09-07T00:00:00Z
covid,safe,app,129,2020-09-07T00:00:00Z
enviroklenz,uvc,light,129,2020-09-07T00:00:00Z
light,technology,kills,129,2020-09-07T00:00:00Z
locolopeznyc,plumptytrumpty,wordsdawn,129,2020-09-07T00:00:00Z
rosiewearamask,patbojanglez,karen3678,129,2020-09-07T00:00:00Z
tomruss68018646,rosiewearamask,patbojanglez,129,2020-09-07T00:00:00Z
uvc,light,technology,129,2020-09-07T00:00:00Z
1,573,746,128,2020-09-07T00:00:00Z
19,pandemic,cashapp,128,2020-09-07T00:00:00Z
573,746,2146,128,2020-09-07T00:00:00Z
financial,support,dm,128,2020-09-07T00:00:00Z
katibug817,djangomydog,maurarolls,128,2020-09-07T00:00:00Z
temptations,bruce,williamson,128,2020-09-07T00:00:00Z
bruce,williamson,dead,127,2020-09-07T00:00:00Z
class,amid,covid,127,2020-09-07T00:00:00Z
robthefrosty,amlongjudyann,brindlepooch,127,2020-09-07T00:00:00Z
amlongjudyann,brindlepooch,arasaroyan,126,2020-09-07T00:00:00Z
covid19,covid,ー,126,2020-09-07T00:00:00Z
fighting,covid,19,126,2020-09-07T00:00:00Z
flowerandiris1,reesusp,kooliegirl,126,2020-09-07T00:00:00Z
katibug817,brensumner,indieagitator,126,2020-09-07T00:00:00Z
locolopeznyc,grandmashark18,cynrl1,126,2020-09-07T00:00:00Z
reesusp,kooliegirl,brensumner,125,2020-09-07T00:00:00Z
control,covid,19,124,2020-09-07T00:00:00Z
coronavirus,live,news,124,2020-09-07T00:00:00Z
seacreaturemama,leonresists,eliz2vargas,124,2020-09-07T00:00:00Z
24,hours,temperature,123,2020-09-07T00:00:00Z
85,million,vaccine,123,2020-09-07T00:00:00Z
reesusp,locolopeznyc,grandmashark18,123,2020-09-07T00:00:00Z
reported,covid,19,123,2020-09-07T00:00:00Z
temptations,lead,singer,123,2020-09-07T00:00:00Z
hours,temperature,checks,122,2020-09-07T00:00:00Z
success,test,results,122,2020-09-07T00:00:00Z
catch,covid,19,121,2020-09-07T00:00:00Z
coronavirus,live,updates,121,2020-09-07T00:00:00Z
covid,related,deaths,121,2020-09-07T00:00:00Z
quiet,covid,success,121,2020-09-07T00:00:00Z
senegals,quiet,covid,121,2020-09-07T00:00:00Z
coronavirus,aged,care,120,2020-09-07T00:00:00Z
coronavirus,disease,2019,120,2020-09-07T00:00:00Z
spreading,covid,19,120,2020-09-07T00:00:00Z
called,covid,19,119,2020-09-07T00:00:00Z
covid,success,test,119,2020-09-07T00:00:00Z
janesworld2,kwehsner,mdomino07,119,2020-09-07T00:00:00Z
kwehsner,mdomino07,beachaholic823,119,2020-09-07T00:00:00Z
larrymark,exodustwentyon1,deereilly19,119,2020-09-07T00:00:00Z
mbappe,tests,positive,119,2020-09-07T00:00:00Z
teachers,test,positive,118,2020-09-07T00:00:00Z
victorian,coronavirus,aged,118,2020-09-07T00:00:00Z
covid,19,world,117,2020-09-07T00:00:00Z
enlightenedpat1,tappypaws,v3ritas,117,2020-09-07T00:00:00Z
covid,19,hit,116,2020-09-07T00:00:00Z
covid,19,spread,116,2020-09-07T00:00:00Z
gshelia1951,rosiewearamask,desireern76,116,2020-09-07T00:00:00Z
rosiewearamask,desireern76,arkeagle4,116,2020-09-07T00:00:00Z
wwgtablet,seacreaturemama,katibug817,116,2020-09-07T00:00:00Z
coronavirus,india,overtakes,115,2020-09-07T00:00:00Z
covid,19,updates,115,2020-09-07T00:00:00Z
gt,gt,gt,115,2020-09-07T00:00:00Z
covid,19,news,114,2020-09-07T00:00:00Z
covid,19,outbreaks,114,2020-09-07T00:00:00Z
nightowl2110,tralimt,gayleasher1,114,2020-09-07T00:00:00Z
breaking,covid,rules,113,2020-09-07T00:00:00Z
covid,australia,hopes,113,2020-09-07T00:00:00Z
dr,carrie,madej,112,2020-09-07T00:00:00Z
flowerandiris1,tg22110,enlightenedpat1,112,2020-09-07T00:00:00Z
2020,09,07,111,2020-09-07T00:00:00Z
combat,covid,19,111,2020-09-07T00:00:00Z
free,covid,19,111,2020-09-07T00:00:00Z
azsunshinemama,fairlynicelady,joliapati,110,2020-09-07T00:00:00Z
lead,singer,bruce,110,2020-09-07T00:00:00Z
uk,covid,19,110,2020-09-07T00:00:00Z
07,09,2020,109,2020-09-07T00:00:00Z
medical,test,kits,109,2020-09-07T00:00:00Z
corona,spread,death,108,2020-09-07T00:00:00Z
joliapati,leonresists,eliz2vargas,108,2020-09-07T00:00:00Z
leonresists,eliz2vargas,rubicon1313,108,2020-09-07T00:00:00Z
pattycross2160,bananashaysh,fakebiden,108,2020-09-07T00:00:00Z
single,day,spike,108,2020-09-07T00:00:00Z
contracted,covid,19,107,2020-09-07T00:00:00Z
exodustwentyon1,deereilly19,stefunny76,107,2020-09-07T00:00:00Z
boris,johnson,visited,106,2020-09-07T00:00:00Z
tralimt,gayleasher1,flowerandiris1,106,2020-09-07T00:00:00Z
zapier,app,checkout,106,2020-09-07T00:00:00Z
2019,covid,19,105,2020-09-07T00:00:00Z
cateyezgreen,claudiababyg,rosiewearamask,105,2020-09-07T00:00:00Z
coronavirus,covid,ー,105,2020-09-07T00:00:00Z
crisn3wy,pattycross2160,bananashaysh,105,2020-09-07T00:00:00Z
realdonaldtrump,djohnsonpga,pga,105,2020-09-07T00:00:00Z
arasaroyan,joliapati,leonresists,104,2020-09-07T00:00:00Z
arasaroyan,joliapati,seacreaturemama,104,2020-09-07T00:00:00Z
contracting,covid,19,104,2020-09-07T00:00:00Z
covid,19,risk,104,2020-09-07T00:00:00Z
djangomydog,dadilicious2,crisn3wy,104,2020-09-07T00:00:00Z
joliapati,seacreaturemama,leonresists,104,2020-09-07T00:00:00Z
wales,caerphilly,county,104,2020-09-07T00:00:00Z
beachaholic823,vegix,badbradrsr,103,2020-09-07T00:00:00Z
covid,19,concerns,103,2020-09-07T00:00:00Z
dan51240891,uflo5,rhholt,103,2020-09-07T00:00:00Z
flowerandiris1,seacreaturemama,smackeycracks,103,2020-09-07T00:00:00Z
mdomino07,beachaholic823,vegix,103,2020-09-07T00:00:00Z
mishversion2,schaffnerck,dobieblue,103,2020-09-07T00:00:00Z
positive,covid,tests,103,2020-09-07T00:00:00Z
schaffnerck,dobieblue,warriorvet,103,2020-09-07T00:00:00Z
uflo5,rhholt,iamjohnales,103,2020-09-07T00:00:00Z
6,months,ago,102,2020-09-07T00:00:00Z
7,september,2020,102,2020-09-07T00:00:00Z
covid,19,battle,102,2020-09-07T00:00:00Z
gayleasher1,flowerandiris1,tg22110,102,2020-09-07T00:00:00Z
