word1,word2,word3,n,date
covid,19,pandemic,5667,2020-08-03T00:00:00Z
covid,19,vaccine,2156,2020-08-03T00:00:00Z
covid,19,deaths,1674,2020-08-03T00:00:00Z
covid,19,test,1643,2020-08-03T00:00:00Z
covid,19,patients,1555,2020-08-03T00:00:00Z
covid,19,crisis,1527,2020-08-03T00:00:00Z
covid,19,testing,1489,2020-08-03T00:00:00Z
bbc,news,coronavirus,963,2020-08-03T00:00:00Z
amid,covid,19,851,2020-08-03T00:00:00Z
covid,19,relief,847,2020-08-03T00:00:00Z
covid,19,outbreak,834,2020-08-03T00:00:00Z
covid,19,response,796,2020-08-03T00:00:00Z
covid,19,tests,787,2020-08-03T00:00:00Z
sars,cov,2,778,2020-08-03T00:00:00Z
joenbc,foxandfriends,cnn,723,2020-08-03T00:00:00Z
realdonaldtrump,joenbc,foxandfriends,722,2020-08-03T00:00:00Z
covid,19,update,694,2020-08-03T00:00:00Z
post,covid,19,675,2020-08-03T00:00:00Z
covid,19,death,667,2020-08-03T00:00:00Z
coach,doug,pederson,652,2020-08-03T00:00:00Z
90,minute,tests,643,2020-08-03T00:00:00Z
covid,19,positive,616,2020-08-03T00:00:00Z
largest,school,district,615,2020-08-03T00:00:00Z
positive,covid,19,612,2020-08-03T00:00:00Z
covid,19,virus,611,2020-08-03T00:00:00Z
coronavirus,iran,cover,573,2020-08-03T00:00:00Z
covid,19,lockdown,557,2020-08-03T00:00:00Z
coronavirus,covid,19,556,2020-08-03T00:00:00Z
coronavirus,relief,bill,535,2020-08-03T00:00:00Z
covid,19,related,527,2020-08-03T00:00:00Z
georgias,largest,school,523,2020-08-03T00:00:00Z
coronavirus,vaccine,project,496,2020-08-03T00:00:00Z
pederson,tests,positive,491,2020-08-03T00:00:00Z
covid,19,contract,486,2020-08-03T00:00:00Z
covid,19,vaccines,483,2020-08-03T00:00:00Z
coronavirus,task,force,480,2020-08-03T00:00:00Z
trump,criticizes,birx,475,2020-08-03T00:00:00Z
advantages,immense,resources,472,2020-08-03T00:00:00Z
considerable,advantages,immense,472,2020-08-03T00:00:00Z
immense,resources,biomedical,472,2020-08-03T00:00:00Z
linked,pr,firm,468,2020-08-03T00:00:00Z
tory,linked,pr,466,2020-08-03T00:00:00Z
august,3,2020,463,2020-08-03T00:00:00Z
doug,pederson,tests,461,2020-08-03T00:00:00Z
covid,19,treatment,459,2020-08-03T00:00:00Z
dr,deborah,birx,459,2020-08-03T00:00:00Z
3m,covid,19,453,2020-08-03T00:00:00Z
firm,granted,3m,448,2020-08-03T00:00:00Z
pr,firm,granted,448,2020-08-03T00:00:00Z
granted,3m,covid,445,2020-08-03T00:00:00Z
coronavirus,edyong209,writes,429,2020-08-03T00:00:00Z
white,house,coronavirus,428,2020-08-03T00:00:00Z
covid,19,restrictions,425,2020-08-03T00:00:00Z
flu,hugely,beneficial,423,2020-08-03T00:00:00Z
covid,19,infections,409,2020-08-03T00:00:00Z
health,care,workers,394,2020-08-03T00:00:00Z
fight,covid,19,381,2020-08-03T00:00:00Z
georgia,school,district,381,2020-08-03T00:00:00Z
norwegian,cruise,ship,374,2020-08-03T00:00:00Z
covid,19,infection,365,2020-08-03T00:00:00Z
eagles,head,coach,361,2020-08-03T00:00:00Z
georgia,teenager,loses,350,2020-08-03T00:00:00Z
spread,covid,19,347,2020-08-03T00:00:00Z
covid,19,situation,342,2020-08-03T00:00:00Z
coronavirus,live,updates,339,2020-08-03T00:00:00Z
st,louis,cardinals,337,2020-08-03T00:00:00Z
covid,19,list,332,2020-08-03T00:00:00Z
head,coach,doug,331,2020-08-03T00:00:00Z
eagles,coach,doug,323,2020-08-03T00:00:00Z
critically,ill,covid,316,2020-08-03T00:00:00Z
covid,19,data,312,2020-08-03T00:00:00Z
covid,19,impact,307,2020-08-03T00:00:00Z
confirmed,covid,19,304,2020-08-03T00:00:00Z
gt,gt,gt,299,2020-08-03T00:00:00Z
world,health,organization,297,2020-08-03T00:00:00Z
post,covid,world,296,2020-08-03T00:00:00Z
covid,19,symptoms,293,2020-08-03T00:00:00Z
randpaul,govrondesantis,nygovcuomo,292,2020-08-03T00:00:00Z
covid,positive,patients,288,2020-08-03T00:00:00Z
cruise,ships,hit,287,2020-08-03T00:00:00Z
public,health,crisis,284,2020-08-03T00:00:00Z
florida,nurse,died,282,2020-08-03T00:00:00Z
issues,coronavirus,warnings,282,2020-08-03T00:00:00Z
ill,covid,19,273,2020-08-03T00:00:00Z
covid,19,outbreaks,272,2020-08-03T00:00:00Z
safely,reopening,schools,272,2020-08-03T00:00:00Z
stop,stabbing,bulls,270,2020-08-03T00:00:00Z
covid,19,spread,265,2020-08-03T00:00:00Z
treatment,rlf,100,265,2020-08-03T00:00:00Z
dr,anthony,fauci,255,2020-08-03T00:00:00Z
vaccine,wont,change,255,2020-08-03T00:00:00Z
coronavirus,vaccine,wont,252,2020-08-03T00:00:00Z
covid,19,recovery,252,2020-08-03T00:00:00Z
covid,relief,bill,251,2020-08-03T00:00:00Z
covid,19,dead,250,2020-08-03T00:00:00Z
covid,19,coronavirus,248,2020-08-03T00:00:00Z
indias,covid,19,248,2020-08-03T00:00:00Z
news,coronavirus,iran,247,2020-08-03T00:00:00Z
amid,coronavirus,surge,246,2020-08-03T00:00:00Z
sign,stop,stabbing,243,2020-08-03T00:00:00Z
covid,ー,19,242,2020-08-03T00:00:00Z
president,donald,trump,242,2020-08-03T00:00:00Z
uk,governments,response,241,2020-08-03T00:00:00Z
coronavirus,death,toll,239,2020-08-03T00:00:00Z
covid,test,results,239,2020-08-03T00:00:00Z
harmed,uk,governments,235,2020-08-03T00:00:00Z
covid,19,era,232,2020-08-03T00:00:00Z
schools,reopen,amid,229,2020-08-03T00:00:00Z
treating,covid,19,229,2020-08-03T00:00:00Z
reserve,covid,19,227,2020-08-03T00:00:00Z
double,lung,transplant,224,2020-08-03T00:00:00Z
free,covid,19,223,2020-08-03T00:00:00Z
called,covid,19,222,2020-08-03T00:00:00Z
covid,19,patient,221,2020-08-03T00:00:00Z
detect,covid,19,219,2020-08-03T00:00:00Z
covid,19,concerns,218,2020-08-03T00:00:00Z
fighting,covid,19,217,2020-08-03T00:00:00Z
4,6,week,216,2020-08-03T00:00:00Z
reopen,amid,coronavirus,216,2020-08-03T00:00:00Z
feds,kashkari,suggests,214,2020-08-03T00:00:00Z
monday,august,3,211,2020-08-03T00:00:00Z
covid,19,safety,210,2020-08-03T00:00:00Z
louie,gohmerts,daughter,208,2020-08-03T00:00:00Z
6,week,shutdown,206,2020-08-03T00:00:00Z
jeff,gregorich,superintendent,206,2020-08-03T00:00:00Z
suggests,4,6,205,2020-08-03T00:00:00Z
fantasy,jeff,gregorich,203,2020-08-03T00:00:00Z
kashkari,suggests,4,203,2020-08-03T00:00:00Z
rep,louie,gohmerts,203,2020-08-03T00:00:00Z
19,relief,bill,201,2020-08-03T00:00:00Z
treat,covid,19,200,2020-08-03T00:00:00Z
covid,19,transmission,198,2020-08-03T00:00:00Z
contracted,covid,19,197,2020-08-03T00:00:00Z
tropical,storm,isaias,197,2020-08-03T00:00:00Z
philadelphia,eagles,head,193,2020-08-03T00:00:00Z
recoveries,cross,50000,193,2020-08-03T00:00:00Z
stop,covid,19,192,2020-08-03T00:00:00Z
coronavirus,recoveries,cross,191,2020-08-03T00:00:00Z
