word1,word2,word3,n,date
covid,19,pandemic,5289,2020-10-15T00:00:00Z
covid,19,vaccine,1512,2020-10-15T00:00:00Z
briefings,fueled,sell,1341,2020-10-15T00:00:00Z
covid,19,test,1233,2020-10-15T00:00:00Z
covid,19,guidelines,973,2020-10-15T00:00:00Z
private,briefings,fueled,970,2020-10-15T00:00:00Z
campaign,test,positive,962,2020-10-15T00:00:00Z
administrations,private,briefings,952,2020-10-15T00:00:00Z
trump,administrations,private,945,2020-10-15T00:00:00Z
harris,suspends,travel,933,2020-10-15T00:00:00Z
covid,19,restrictions,871,2020-10-15T00:00:00Z
covid,19,covid,868,2020-10-15T00:00:00Z
positive,covid,19,868,2020-10-15T00:00:00Z
19,covid,19,866,2020-10-15T00:00:00Z
tier,2,lockdown,862,2020-10-15T00:00:00Z
covid,19,testing,858,2020-10-15T00:00:00Z
uk,regions,forced,826,2020-10-15T00:00:00Z
covid,19,positive,825,2020-10-15T00:00:00Z
industry,90k,jobs,824,2020-10-15T00:00:00Z
covid,19,patients,822,2020-10-15T00:00:00Z
lost,savetravel,savefuturetravel,816,2020-10-15T00:00:00Z
covid,19,infection,813,2020-10-15T00:00:00Z
savetravel,savefuturetravel,test4travel,794,2020-10-15T00:00:00Z
covid,19,response,761,2020-10-15T00:00:00Z
covid,19,relief,752,2020-10-15T00:00:00Z
administration,briefings,fueled,747,2020-10-15T00:00:00Z
trump,administration,briefings,746,2020-10-15T00:00:00Z
covid,19,crisis,738,2020-10-15T00:00:00Z
covid,19,deaths,727,2020-10-15T00:00:00Z
global,handwashing,day,657,2020-10-15T00:00:00Z
covid,19,rules,643,2020-10-15T00:00:00Z
covid,19,outbreak,626,2020-10-15T00:00:00Z
covid,19,tests,615,2020-10-15T00:00:00Z
tier,3,lockdown,600,2020-10-15T00:00:00Z
virus,spread,reports,589,2020-10-15T00:00:00Z
covid,19,update,584,2020-10-15T00:00:00Z
kamala,harris,suspends,572,2020-10-15T00:00:00Z
covid,19,virus,566,2020-10-15T00:00:00Z
circuit,breaker,lockdown,555,2020-10-15T00:00:00Z
covid,relief,bill,523,2020-10-15T00:00:00Z
harris,halts,travel,512,2020-10-15T00:00:00Z
covid,ー,19,496,2020-10-15T00:00:00Z
prevent,gyms,closing,493,2020-10-15T00:00:00Z
sars,cov,2,493,2020-10-15T00:00:00Z
gyms,closing,due,491,2020-10-15T00:00:00Z
october,15,2020,487,2020-10-15T00:00:00Z
petition,prevent,gyms,481,2020-10-15T00:00:00Z
covid,alert,level,479,2020-10-15T00:00:00Z
tests,covid,19,475,2020-10-15T00:00:00Z
staffer,tests,covid,467,2020-10-15T00:00:00Z
covid,19,infections,465,2020-10-15T00:00:00Z
post,covid,19,464,2020-10-15T00:00:00Z
campaign,tested,positive,456,2020-10-15T00:00:00Z
kamala,harris,halts,456,2020-10-15T00:00:00Z
kamala,harris,travel,448,2020-10-15T00:00:00Z
covid,19,protocols,438,2020-10-15T00:00:00Z
amid,covid,19,429,2020-10-15T00:00:00Z
kamala,harris,cancels,425,2020-10-15T00:00:00Z
classicalricky,martinhberlin,kristyshl,397,2020-10-15T00:00:00Z
coach,nick,saban,396,2020-10-15T00:00:00Z
martinhberlin,kristyshl,intotheshitter,396,2020-10-15T00:00:00Z
scott5d,claudiababyg,rosiewearamask,396,2020-10-15T00:00:00Z
kingrezizt,smackeycracks,crisn3wy,393,2020-10-15T00:00:00Z
smackeycracks,crisn3wy,plumptytrumpty,393,2020-10-15T00:00:00Z
covid,19,vaccines,392,2020-10-15T00:00:00Z
super,spreader,event,389,2020-10-15T00:00:00Z
arianadmichaels,peatches66,oddworld2020,380,2020-10-15T00:00:00Z
briefings,fueled,stock,374,2020-10-15T00:00:00Z
vice,presidential,nominee,372,2020-10-15T00:00:00Z
fueled,stock,sell,371,2020-10-15T00:00:00Z
senjudiciary,twitter,jack,369,2020-10-15T00:00:00Z
marshablackburn,senjudiciary,twitter,367,2020-10-15T00:00:00Z
coronavirus,spread,reports,364,2020-10-15T00:00:00Z
minute,covid,19,362,2020-10-15T00:00:00Z
pre,existing,conditions,360,2020-10-15T00:00:00Z
coronavirus,covid,19,358,2020-10-15T00:00:00Z
harris,cancels,travel,355,2020-10-15T00:00:00Z
herd,immunity,strategy,343,2020-10-15T00:00:00Z
covid,19,recovery,342,2020-10-15T00:00:00Z
covid,relief,package,341,2020-10-15T00:00:00Z
orbit,test,positive,341,2020-10-15T00:00:00Z
intotheshitter,butterskatz,kingrezizt,334,2020-10-15T00:00:00Z
covid,19,related,333,2020-10-15T00:00:00Z
kristyshl,intotheshitter,butterskatz,332,2020-10-15T00:00:00Z
violating,covid,19,332,2020-10-15T00:00:00Z
butterskatz,kingrezizt,smackeycracks,329,2020-10-15T00:00:00Z
campaigns,orbit,test,329,2020-10-15T00:00:00Z
biden,campaign,halts,328,2020-10-15T00:00:00Z
rosiewearamask,sddnp,arianadmichaels,328,2020-10-15T00:00:00Z
claudiababyg,rosiewearamask,sddnp,327,2020-10-15T00:00:00Z
nominee,kamala,harris,327,2020-10-15T00:00:00Z
sddnp,arianadmichaels,peatches66,325,2020-10-15T00:00:00Z
995,recovery,rate,320,2020-10-15T00:00:00Z
gt,gt,gt,317,2020-10-15T00:00:00Z
crisn3wy,plumptytrumpty,bentcat,314,2020-10-15T00:00:00Z
barron,tested,positive,312,2020-10-15T00:00:00Z
sen,kamala,harris,312,2020-10-15T00:00:00Z
covid,19,lockdown,310,2020-10-15T00:00:00Z
amy,covid,barrett,303,2020-10-15T00:00:00Z
0208,090,2121,298,2020-10-15T00:00:00Z
asx,oll,stockhead,298,2020-10-15T00:00:00Z
empower,educate,talk,298,2020-10-15T00:00:00Z
entertain,empower,educate,298,2020-10-15T00:00:00Z
oll,stockhead,growth,298,2020-10-15T00:00:00Z
openlearning,asx,oll,298,2020-10-15T00:00:00Z
14,day,quarantine,297,2020-10-15T00:00:00Z
lady,melania,trump,297,2020-10-15T00:00:00Z
presidential,nominee,kamala,297,2020-10-15T00:00:00Z
staffers,test,positive,295,2020-10-15T00:00:00Z
aide,tests,positive,294,2020-10-15T00:00:00Z
covid,19,death,293,2020-10-15T00:00:00Z
positive,covid,test,291,2020-10-15T00:00:00Z
son,barron,tested,288,2020-10-15T00:00:00Z
welshsprout,classicalricky,martinhberlin,287,2020-10-15T00:00:00Z
trumps,covid,19,286,2020-10-15T00:00:00Z
zimraniaxy,welshsprout,classicalricky,281,2020-10-15T00:00:00Z
labetehumaine,scott5d,claudiababyg,277,2020-10-15T00:00:00Z
wealthy,party,donors,277,2020-10-15T00:00:00Z
bentcat,labetehumaine,scott5d,276,2020-10-15T00:00:00Z
spreading,covid,19,276,2020-10-15T00:00:00Z
covid,19,data,275,2020-10-15T00:00:00Z
covid,19,risk,275,2020-10-15T00:00:00Z
covid,super,spreader,275,2020-10-15T00:00:00Z
daily,covid,19,275,2020-10-15T00:00:00Z
amy,coney,barrett,274,2020-10-15T00:00:00Z
