word1,word2,word3,n,date
covid,19,vaccine,5793,2021-03-14T00:00:00Z
covid,relief,bill,2215,2021-03-14T00:00:00Z
covid,19,pandemic,2109,2021-03-14T00:00:00Z
covid,19,vaccines,1484,2021-03-14T00:00:00Z
covid,19,vaccination,955,2021-03-14T00:00:00Z
sbagov,hsbcgop,housesmallbiz,822,2021-03-14T00:00:00Z
repmariasalazar,sbagov,hsbcgop,808,2021-03-14T00:00:00Z
covid,19,relief,770,2021-03-14T00:00:00Z
anti,lockdown,protests,722,2021-03-14T00:00:00Z
yo,yo,ma,689,2021-03-14T00:00:00Z
covid,19,restrictions,542,2021-03-14T00:00:00Z
happy,mothers,day,535,2021-03-14T00:00:00Z
astrazeneca,covid,19,510,2021-03-14T00:00:00Z
covid,19,deaths,415,2021-03-14T00:00:00Z
covid,19,patients,411,2021-03-14T00:00:00Z
breaking,lockdown,rules,404,2021-03-14T00:00:00Z
anti,lockdown,protest,386,2021-03-14T00:00:00Z
anti,lockdown,protesters,379,2021-03-14T00:00:00Z
covid,relief,package,360,2021-03-14T00:00:00Z
19,relief,bill,354,2021-03-14T00:00:00Z
march,14,2021,353,2021-03-14T00:00:00Z
astrazeneca,covid,vaccine,348,2021-03-14T00:00:00Z
gt,gt,gt,336,2021-03-14T00:00:00Z
covid,19,vaccinations,335,2021-03-14T00:00:00Z
breaking,covid,rules,333,2021-03-14T00:00:00Z
sars,cov,2,321,2021-03-14T00:00:00Z
ireland,suspends,astrazeneca,297,2021-03-14T00:00:00Z
covid,19,surge,284,2021-03-14T00:00:00Z
covid,19,lockdown,266,2021-03-14T00:00:00Z
duke,university,undergrads,264,2021-03-14T00:00:00Z
american,rescue,plan,263,2021-03-14T00:00:00Z
covid,19,test,262,2021-03-14T00:00:00Z
st,patricks,day,255,2021-03-14T00:00:00Z
covid,19,infections,254,2021-03-14T00:00:00Z
suspends,astrazeneca,covid,242,2021-03-14T00:00:00Z
covid,19,update,241,2021-03-14T00:00:00Z
health,care,workers,238,2021-03-14T00:00:00Z
blood,clot,concerns,234,2021-03-14T00:00:00Z
19,trillion,covid,226,2021-03-14T00:00:00Z
covid,19,ireland,224,2021-03-14T00:00:00Z
surge,urges,trump,220,2021-03-14T00:00:00Z
covid,19,testing,218,2021-03-14T00:00:00Z
covid,19,virus,217,2021-03-14T00:00:00Z
covid,19,outbreak,213,2021-03-14T00:00:00Z
dr,anthony,fauci,213,2021-03-14T00:00:00Z
covid,19,death,210,2021-03-14T00:00:00Z
19,surge,urges,207,2021-03-14T00:00:00Z
anti,lockdown,protestors,206,2021-03-14T00:00:00Z
worker,tests,positive,205,2021-03-14T00:00:00Z
19,vaccine,rollout,203,2021-03-14T00:00:00Z
coronavirus,relief,bill,203,2021-03-14T00:00:00Z
19,ireland,suspends,193,2021-03-14T00:00:00Z
post,covid,19,193,2021-03-14T00:00:00Z
coronavirus,covid,19,187,2021-03-14T00:00:00Z
sunday,march,14,187,2021-03-14T00:00:00Z
oxford,astrazeneca,vaccine,185,2021-03-14T00:00:00Z
covid,19,crisis,182,2021-03-14T00:00:00Z
covid,19,shot,180,2021-03-14T00:00:00Z
hotel,quarantine,worker,180,2021-03-14T00:00:00Z
bipartisan,covid,relief,176,2021-03-14T00:00:00Z
pandemic,words,cant,176,2021-03-14T00:00:00Z
words,cant,express,176,2021-03-14T00:00:00Z
covid,wave,sweeps,170,2021-03-14T00:00:00Z
march,13,2021,167,2021-03-14T00:00:00Z
covid,19,infection,166,2021-03-14T00:00:00Z
operation,warp,speed,166,2021-03-14T00:00:00Z
coronavirus,coronavirusupdate,covid19,164,2021-03-14T00:00:00Z
coronavirusupdate,covid19,coronaviruspandemic,164,2021-03-14T00:00:00Z
gmt,coronavirus,coronavirusupdate,164,2021-03-14T00:00:00Z
covid,19,related,163,2021-03-14T00:00:00Z
58,million,doses,162,2021-03-14T00:00:00Z
fight,conspiracy,theories,162,2021-03-14T00:00:00Z
nurses,fight,conspiracy,162,2021-03-14T00:00:00Z
covid,19,guidelines,161,2021-03-14T00:00:00Z
gov,gavin,newsom,161,2021-03-14T00:00:00Z
indias,vaccine,diplomacy,159,2021-03-14T00:00:00Z
world,health,organization,159,2021-03-14T00:00:00Z
71,countries,58,158,2021-03-14T00:00:00Z
countries,58,million,158,2021-03-14T00:00:00Z
million,doses,indias,158,2021-03-14T00:00:00Z
doses,indias,vaccine,156,2021-03-14T00:00:00Z
covid,vaccine,doses,154,2021-03-14T00:00:00Z
gavin,newsom,acknowledged,154,2021-03-14T00:00:00Z
19,vaccine,astrazeneca,151,2021-03-14T00:00:00Z
pharmacy,technician,covid,150,2021-03-14T00:00:00Z
plans,app,based,149,2021-03-14T00:00:00Z
covid,19,data,148,2021-03-14T00:00:00Z
bidenomics,beats,reaganomics,145,2021-03-14T00:00:00Z
covid,19,positive,143,2021-03-14T00:00:00Z
19,vaccine,support,142,2021-03-14T00:00:00Z
app,based,travel,142,2021-03-14T00:00:00Z
based,travel,pass,142,2021-03-14T00:00:00Z
british,airways,plans,142,2021-03-14T00:00:00Z
airways,plans,app,141,2021-03-14T00:00:00Z
broke,lockdown,rules,141,2021-03-14T00:00:00Z
covid,relief,money,141,2021-03-14T00:00:00Z
19,british,airways,139,2021-03-14T00:00:00Z
astrazenecas,covid,19,139,2021-03-14T00:00:00Z
covid,19,british,139,2021-03-14T00:00:00Z
covid,19,variants,139,2021-03-14T00:00:00Z
sen,john,barrasso,139,2021-03-14T00:00:00Z
geert,vanden,bossche,138,2021-03-14T00:00:00Z
cellist,yo,yo,137,2021-03-14T00:00:00Z
jack,flash,juan,137,2021-03-14T00:00:00Z
jumpin,jack,flash,137,2021-03-14T00:00:00Z
rolling,stones,tune,137,2021-03-14T00:00:00Z
scheduled,gigs,technology,137,2021-03-14T00:00:00Z
stones,tune,jumpin,137,2021-03-14T00:00:00Z
tune,jumpin,jack,137,2021-03-14T00:00:00Z
bidens,covid,relief,136,2021-03-14T00:00:00Z
benefits,versus,risks,135,2021-03-14T00:00:00Z
evict,deadbeat,tenant,135,2021-03-14T00:00:00Z
landlord,homeless,unable,135,2021-03-14T00:00:00Z
pandemic,benefits,versus,135,2021-03-14T00:00:00Z
post,pandemic,world,135,2021-03-14T00:00:00Z
covid,19,response,133,2021-03-14T00:00:00Z
19,vaccine,doses,131,2021-03-14T00:00:00Z
covid,19,coronavirus,131,2021-03-14T00:00:00Z
covid,ー,19,130,2021-03-14T00:00:00Z
break,lockdown,rules,129,2021-03-14T00:00:00Z
public,health,measures,128,2021-03-14T00:00:00Z
advertising,sen,john,127,2021-03-14T00:00:00Z
covid,19,protocols,127,2021-03-14T00:00:00Z
false,advertising,sen,127,2021-03-14T00:00:00Z
president,donald,trump,127,2021-03-14T00:00:00Z
thesundaytimes,kategarraway,deccajourno,127,2021-03-14T00:00:00Z
versus,risks,interview,127,2021-03-14T00:00:00Z
crime,syndicate,agenda,126,2021-03-14T00:00:00Z
ethiopia,unityforethiopia,secblinken,126,2021-03-14T00:00:00Z
greedy,crime,syndicate,126,2021-03-14T00:00:00Z
unityforethiopia,secblinken,repkarenbass,126,2021-03-14T00:00:00Z
bidens,covid,plan,124,2021-03-14T00:00:00Z
confirmed,covid,19,124,2021-03-14T00:00:00Z
covid,taiwan,thrives,124,2021-03-14T00:00:00Z
crime,syndicate,eucommission,124,2021-03-14T00:00:00Z
eucommission,statedept,unityforethiopia,124,2021-03-14T00:00:00Z
fake,tplf,economy,124,2021-03-14T00:00:00Z
syndicate,eucommission,statedept,124,2021-03-14T00:00:00Z
quarantine,worker,tests,123,2021-03-14T00:00:00Z
national,mask,mandate,122,2021-03-14T00:00:00Z
covid,19,tests,121,2021-03-14T00:00:00Z
covid,relief,plan,121,2021-03-14T00:00:00Z
sarah,everard,vigil,121,2021-03-14T00:00:00Z
bidens,covid,19,120,2021-03-14T00:00:00Z
giffords,law,center,120,2021-03-14T00:00:00Z
gun,safety,laws,120,2021-03-14T00:00:00Z
participating,cvs,pharmacy,120,2021-03-14T00:00:00Z
prevent,gun,violence,120,2021-03-14T00:00:00Z
yo,ma,performs,120,2021-03-14T00:00:00Z
solve,covid,mystery,119,2021-03-14T00:00:00Z
