word1,word2,word3,n,date
covid,19,vaccine,5909,2021-04-24T00:00:00Z
appointments,detected,provider,4815,2021-04-24T00:00:00Z
detected,provider,walgreens,4248,2021-04-24T00:00:00Z
provider,walgreens,location,4248,2021-04-24T00:00:00Z
walgreens,location,walgreens,4248,2021-04-24T00:00:00Z
walgreen,drug,store,3289,2021-04-24T00:00:00Z
availability,walgreens,walgreen,2226,2021-04-24T00:00:00Z
walgreens,walgreen,drug,2213,2021-04-24T00:00:00Z
covid,19,vaccines,2130,2021-04-24T00:00:00Z
covid,19,pandemic,2098,2021-04-24T00:00:00Z
covid,19,patients,1403,2021-04-24T00:00:00Z
covid,19,vaccination,1136,2021-04-24T00:00:00Z
apr,29,sign,1105,2021-04-24T00:00:00Z
drug,store,washington,1010,2021-04-24T00:00:00Z
covid,19,crisis,944,2021-04-24T00:00:00Z
location,walgreens,houston,864,2021-04-24T00:00:00Z
anti,lockdown,protest,789,2021-04-24T00:00:00Z
apr,28,sign,784,2021-04-24T00:00:00Z
johnson,covid,19,631,2021-04-24T00:00:00Z
location,walgreens,san,612,2021-04-24T00:00:00Z
walgreens,san,antonio,588,2021-04-24T00:00:00Z
daily,covid,19,580,2021-04-24T00:00:00Z
covid,19,deaths,555,2021-04-24T00:00:00Z
cvs,pharmacy,city,555,2021-04-24T00:00:00Z
detected,provider,cvs,555,2021-04-24T00:00:00Z
provider,cvs,pharmacy,555,2021-04-24T00:00:00Z
covid,19,vaccinations,537,2021-04-24T00:00:00Z
covid,19,situation,514,2021-04-24T00:00:00Z
covid,19,surge,469,2021-04-24T00:00:00Z
availabilities,walgreens,cities,453,2021-04-24T00:00:00Z
rite,aid,pharmacy,426,2021-04-24T00:00:00Z
covid,19,virus,422,2021-04-24T00:00:00Z
gt,gt,gt,389,2021-04-24T00:00:00Z
indias,covid,19,387,2021-04-24T00:00:00Z
郭,文,贵,379,2021-04-24T00:00:00Z
闫,丽,梦,369,2021-04-24T00:00:00Z
covid,19,test,368,2021-04-24T00:00:00Z
sars,cov,2,367,2021-04-24T00:00:00Z
covid,19,infections,362,2021-04-24T00:00:00Z
stop,asian,hate,356,2021-04-24T00:00:00Z
丽,梦,郭,347,2021-04-24T00:00:00Z
梦,郭,文,347,2021-04-24T00:00:00Z
stopasianhate,stopaapihate,bannon,346,2021-04-24T00:00:00Z
stopasianhate,stopasianhatecrimes,stopasianhate,345,2021-04-24T00:00:00Z
stopasianhatecrimes,stopasianhate,stopaapihate,343,2021-04-24T00:00:00Z
vaccine,raw,materials,343,2021-04-24T00:00:00Z
location,walgreens,dallas,340,2021-04-24T00:00:00Z
stopaapihate,bannon,drlimengyan1,340,2021-04-24T00:00:00Z
covid,19,positive,337,2021-04-24T00:00:00Z
