word1,word2,word3,n,date
treasure,mama,lockdown,5180,2021-11-20T00:00:00Z
lockdown,mamavote,treasure,5146,2021-11-20T00:00:00Z
mamavote,treasure,treasuremembers,5135,2021-11-20T00:00:00Z
mama,lockdown,mamavote,5121,2021-11-20T00:00:00Z
covid,19,vaccine,2639,2021-11-20T00:00:00Z
covid,19,pandemic,1012,2021-11-20T00:00:00Z
covid,19,vaccines,779,2021-11-20T00:00:00Z
covid,19,booster,764,2021-11-20T00:00:00Z
treasuremembers,treasure,mama,715,2021-11-20T00:00:00Z
covid,19,vaccination,681,2021-11-20T00:00:00Z
covid,19,deaths,579,2021-11-20T00:00:00Z
rvrsman,shinedown1911,priscian,486,2021-11-20T00:00:00Z
davejohn0175,thedisproof,rvrsman,474,2021-11-20T00:00:00Z
thedisproof,rvrsman,shinedown1911,474,2021-11-20T00:00:00Z
jaisans,extinct55021670,medbennett,426,2021-11-20T00:00:00Z
robinlarder,realbeeologist,dawntj90,424,2021-11-20T00:00:00Z
fillmorewhite,robinlarder,realbeeologist,393,2021-11-20T00:00:00Z
rockandroll432,massimassian,davejohn0175,392,2021-11-20T00:00:00Z
boeing74,organicdot,oakdenwolf,390,2021-11-20T00:00:00Z
ericwil06256732,narvuntien,dan613,390,2021-11-20T00:00:00Z
organicdot,oakdenwolf,bubbasranch,387,2021-11-20T00:00:00Z
priscian,fillmorewhite,robinlarder,387,2021-11-20T00:00:00Z
shinedown1911,priscian,fillmorewhite,387,2021-11-20T00:00:00Z
bubbasranch,keithamccluskey,wildweatherdan,385,2021-11-20T00:00:00Z
oakdenwolf,bubbasranch,keithamccluskey,384,2021-11-20T00:00:00Z
covid,19,restrictions,381,2021-11-20T00:00:00Z
massimassian,davejohn0175,thedisproof,377,2021-11-20T00:00:00Z
barbaragirouard,rlnnelson,jaisans,369,2021-11-20T00:00:00Z
sniemn,barbaragirouard,rlnnelson,369,2021-11-20T00:00:00Z
rlnnelson,jaisans,extinct55021670,361,2021-11-20T00:00:00Z
wildweatherdan,robmeekel,25cycle,361,2021-11-20T00:00:00Z
keithamccluskey,wildweatherdan,robmeekel,358,2021-11-20T00:00:00Z
iandjbrown2,ingersolrobert,glenncarr6,348,2021-11-20T00:00:00Z
dawntj90,ejwwest,sniemn,347,2021-11-20T00:00:00Z
ejwwest,sniemn,barbaragirouard,347,2021-11-20T00:00:00Z
realbeeologist,dawntj90,ejwwest,347,2021-11-20T00:00:00Z
