word1,word2,word3,n,date
covid,19,vaccine,10600,2021-03-17T00:00:00Z
covid,19,pandemic,3851,2021-03-17T00:00:00Z
st,patricks,day,3170,2021-03-17T00:00:00Z
covid,19,vaccines,2847,2021-03-17T00:00:00Z
covid,19,vaccination,2279,2021-03-17T00:00:00Z
happy,st,patricks,984,2021-03-17T00:00:00Z
covid,relief,bill,883,2021-03-17T00:00:00Z
covid,19,relief,781,2021-03-17T00:00:00Z
covid,19,testing,727,2021-03-17T00:00:00Z
covid,19,vaccinations,621,2021-03-17T00:00:00Z
astrazeneca,covid,19,620,2021-03-17T00:00:00Z
covid,19,update,560,2021-03-17T00:00:00Z
anti,asian,hate,555,2021-03-17T00:00:00Z
super,junior,sjofficial,541,2021-03-17T00:00:00Z
covid,19,deaths,525,2021-03-17T00:00:00Z
called,house,party,522,2021-03-17T00:00:00Z
song,called,house,521,2021-03-17T00:00:00Z
march,17,2021,509,2021-03-17T00:00:00Z
asian,hate,crimes,508,2021-03-17T00:00:00Z
covid,19,patients,504,2021-03-17T00:00:00Z
covid,19,restrictions,499,2021-03-17T00:00:00Z
sars,cov,2,498,2021-03-17T00:00:00Z
covid,19,test,478,2021-03-17T00:00:00Z
mental,health,issues,467,2021-03-17T00:00:00Z
gt,gt,gt,453,2021-03-17T00:00:00Z
covid,19,related,445,2021-03-17T00:00:00Z
anti,asian,racism,430,2021-03-17T00:00:00Z
covid,19,virus,414,2021-03-17T00:00:00Z
american,rescue,plan,411,2021-03-17T00:00:00Z
covid,19,outbreak,399,2021-03-17T00:00:00Z
covid,19,antibodies,393,2021-03-17T00:00:00Z
covid,19,crisis,369,2021-03-17T00:00:00Z
covid,19,response,365,2021-03-17T00:00:00Z
covid,19,situation,353,2021-03-17T00:00:00Z
covid,19,infections,351,2021-03-17T00:00:00Z
covid,19,variant,344,2021-03-17T00:00:00Z
amid,covid,19,340,2021-03-17T00:00:00Z
post,covid,19,324,2021-03-17T00:00:00Z
covid,19,tests,313,2021-03-17T00:00:00Z
president,john,magufuli,312,2021-03-17T00:00:00Z
wednesday,march,17,307,2021-03-17T00:00:00Z
bad,day,previously,306,2021-03-17T00:00:00Z
day,previously,posted,304,2021-03-17T00:00:00Z
shirt,blaming,china,303,2021-03-17T00:00:00Z
racist,shirt,blaming,302,2021-03-17T00:00:00Z
covid,19,eu,297,2021-03-17T00:00:00Z
anti,asian,violence,294,2021-03-17T00:00:00Z
calling,covid,19,280,2021-03-17T00:00:00Z
covid,19,protocols,264,2021-03-17T00:00:00Z
19,trillion,covid,263,2021-03-17T00:00:00Z
coronavirus,covid,19,258,2021-03-17T00:00:00Z
covid,19,lockdown,257,2021-03-17T00:00:00Z
denounce,racist,attacks,255,2021-03-17T00:00:00Z
president,donald,trump,253,2021-03-17T00:00:00Z
asian,australians,unityoverfear,252,2021-03-17T00:00:00Z
post,pandemic,world,252,2021-03-17T00:00:00Z
peteradamsmith,nicolasturgeon,itvnews,249,2021-03-17T00:00:00Z
von,der,leyen,247,2021-03-17T00:00:00Z
astrazenecas,covid,19,242,2021-03-17T00:00:00Z
st,paddys,day,234,2021-03-17T00:00:00Z
covid,19,sign,227,2021-03-17T00:00:00Z
covid,vaccine,exports,225,2021-03-17T00:00:00Z
asian,american,community,224,2021-03-17T00:00:00Z
covid,19,surge,223,2021-03-17T00:00:00Z
19,vaccine,rollout,222,2021-03-17T00:00:00Z
trump,urges,americans,218,2021-03-17T00:00:00Z
covid,relief,package,217,2021-03-17T00:00:00Z
positive,covid,19,214,2021-03-17T00:00:00Z
republican,gov,desantis,214,2021-03-17T00:00:00Z
posted,racist,covid,210,2021-03-17T00:00:00Z
covid,19,shot,209,2021-03-17T00:00:00Z
apparent,covid,violation,207,2021-03-17T00:00:00Z
flight,american,airlines,207,2021-03-17T00:00:00Z
kerry,caught,maskless,205,2021-03-17T00:00:00Z
post,covid,world,204,2021-03-17T00:00:00Z
oxford,astrazeneca,covid,202,2021-03-17T00:00:00Z
19,relief,bill,201,2021-03-17T00:00:00Z
astrazeneca,covid,vaccine,201,2021-03-17T00:00:00Z
covid,125000,deaths,201,2021-03-17T00:00:00Z
john,kerry,caught,201,2021-03-17T00:00:00Z
