word1,word2,word3,n,date
world,health,organization,7637,2020-03-11T00:00:00Z
coronavirus,covid,19,5785,2020-03-11T00:00:00Z
covid,19,outbreak,5031,2020-03-11T00:00:00Z
covid,19,coronavirus,2820,2020-03-11T00:00:00Z
paid,sick,leave,2663,2020-03-11T00:00:00Z
health,organization,declares,2532,2020-03-11T00:00:00Z
covid,19,virus,2393,2020-03-11T00:00:00Z
bbc,news,coronavirus,2318,2020-03-11T00:00:00Z
health,minister,nadine,2262,2020-03-11T00:00:00Z
minister,nadine,dorries,2238,2020-03-11T00:00:00Z
federal,health,agency,2208,2020-03-11T00:00:00Z
white,house,told,2208,2020-03-11T00:00:00Z
covid,ー,19,2205,2020-03-11T00:00:00Z
told,federal,health,2204,2020-03-11T00:00:00Z
coronavirus,live,updates,2187,2020-03-11T00:00:00Z
house,told,federal,2164,2020-03-11T00:00:00Z
amid,coronavirus,outbreak,2114,2020-03-11T00:00:00Z
us,coronavirus,response,1842,2020-03-11T00:00:00Z
uk,health,minister,1768,2020-03-11T00:00:00Z
exclusive,white,house,1733,2020-03-11T00:00:00Z
classify,coronavirus,deliberations,1696,2020-03-11T00:00:00Z
dorries,tests,positive,1604,2020-03-11T00:00:00Z
declares,covid,19,1596,2020-03-11T00:00:00Z
nadine,dorries,tests,1581,2020-03-11T00:00:00Z
amid,coronavirus,concerns,1553,2020-03-11T00:00:00Z
amid,coronavirus,fears,1466,2020-03-11T00:00:00Z
coronavirus,deliberations,sources,1394,2020-03-11T00:00:00Z
covid,19,pandemic,1355,2020-03-11T00:00:00Z
covid,19,concerns,1282,2020-03-11T00:00:00Z
infectious,disease,expert,1240,2020-03-11T00:00:00Z
st,patricks,day,1208,2020-03-11T00:00:00Z
classifies,covid,19,1153,2020-03-11T00:00:00Z
world,health,organisation,1136,2020-03-11T00:00:00Z
covid,19,sign,1041,2020-03-11T00:00:00Z
19,covid,19,1035,2020-03-11T00:00:00Z
covid,19,covid,1024,2020-03-11T00:00:00Z
declares,coronavirus,outbreak,1019,2020-03-11T00:00:00Z
covid,19,testing,1007,2020-03-11T00:00:00Z
disease,expert,michael,999,2020-03-11T00:00:00Z
minister,tests,positive,996,2020-03-11T00:00:00Z
covid,19,test,985,2020-03-11T00:00:00Z
coronavirus,health,minister,970,2020-03-11T00:00:00Z
covid,19,response,965,2020-03-11T00:00:00Z
coronavirus,infectious,disease,957,2020-03-11T00:00:00Z
organization,declares,coronavirus,951,2020-03-11T00:00:00Z
amid,covid,19,949,2020-03-11T00:00:00Z
covid,19,situation,939,2020-03-11T00:00:00Z
sars,cov,2,917,2020-03-11T00:00:00Z
health,minister,tests,916,2020-03-11T00:00:00Z
coronavirus,task,force,910,2020-03-11T00:00:00Z
st,patrick’s,day,894,2020-03-11T00:00:00Z
patricks,day,parade,850,2020-03-11T00:00:00Z
health,care,system,849,2020-03-11T00:00:00Z
gt,gt,gt,848,2020-03-11T00:00:00Z
expert,michael,osterh,816,2020-03-11T00:00:00Z
covid,19,update,815,2020-03-11T00:00:00Z
payroll,tax,cut,767,2020-03-11T00:00:00Z
coronavirus,disease,2019,758,2020-03-11T00:00:00Z
march,11,2020,741,2020-03-11T00:00:00Z
news,coronavirus,confirmed,735,2020-03-11T00:00:00Z
sick,leave,bill,735,2020-03-11T00:00:00Z
quarantines,save,lives,718,2020-03-11T00:00:00Z
emergency,paid,sick,703,2020-03-11T00:00:00Z
organization,declares,covid,667,2020-03-11T00:00:00Z
disease,covid,19,664,2020-03-11T00:00:00Z
covid,19,patients,662,2020-03-11T00:00:00Z
public,health,emergency,652,2020-03-11T00:00:00Z
coronavirus,death,toll,639,2020-03-11T00:00:00Z
confirmed,covid,19,628,2020-03-11T00:00:00Z
covid,19,crisis,628,2020-03-11T00:00:00Z
declared,covid,19,617,2020-03-11T00:00:00Z
2019,covid,19,576,2020-03-11T00:00:00Z
coronavirus,disease,covid,566,2020-03-11T00:00:00Z
patrick’s,day,parade,563,2020-03-11T00:00:00Z
16,nations,close,561,2020-03-11T00:00:00Z
dr,anthony,fauci,560,2020-03-11T00:00:00Z
statutory,sick,pay,558,2020-03-11T00:00:00Z
british,health,minister,546,2020-03-11T00:00:00Z
disease,2019,covid,544,2020-03-11T00:00:00Z
us,coronavirus,testing,544,2020-03-11T00:00:00Z
coronavirus,16,nations,542,2020-03-11T00:00:00Z
covid,19,spread,535,2020-03-11T00:00:00Z
coronavirus,test,kits,524,2020-03-11T00:00:00Z
top,level,coronavirus,514,2020-03-11T00:00:00Z
federal,health,officials,502,2020-03-11T00:00:00Z
level,coronavirus,meetings,496,2020-03-11T00:00:00Z
critical,lab,materials,494,2020-03-11T00:00:00Z
coronavirus,testing,threatened,487,2020-03-11T00:00:00Z
coronavirus,declared,pandemic,476,2020-03-11T00:00:00Z
covid,19,tests,468,2020-03-11T00:00:00Z
virus,covid,19,466,2020-03-11T00:00:00Z
treat,top,level,463,2020-03-11T00:00:00Z
womens,basketball,tournaments,450,2020-03-11T00:00:00Z
covid,19,patient,444,2020-03-11T00:00:00Z
mysteriously,sparing,kids,441,2020-03-11T00:00:00Z
coronavirus,outbreak,worsens,438,2020-03-11T00:00:00Z
covid,19,fears,431,2020-03-11T00:00:00Z
death,toll,rises,427,2020-03-11T00:00:00Z
covid,19,epidemic,425,2020-03-11T00:00:00Z
mikepence,realdonaldtrump,whitehouse,421,2020-03-11T00:00:00Z
health,care,workers,416,2020-03-11T00:00:00Z
public,health,officials,408,2020-03-11T00:00:00Z
public,health,crisis,407,2020-03-11T00:00:00Z
chief,medical,officer,403,2020-03-11T00:00:00Z
deliberations,sources,article,403,2020-03-11T00:00:00Z
fight,covid,19,402,2020-03-11T00:00:00Z
exclusive,us,coronavirus,400,2020-03-11T00:00:00Z
limited,family,attendance,398,2020-03-11T00:00:00Z
budget,2020,chancellor,397,2020-03-11T00:00:00Z
coronavirus,conference,canceled,397,2020-03-11T00:00:00Z
johns,hopkins,university,395,2020-03-11T00:00:00Z
covid19,coronavirus,coronavirusupdate,392,2020-03-11T00:00:00Z
tomas,pueyo,medium,389,2020-03-11T00:00:00Z
news,coronavirus,health,385,2020-03-11T00:00:00Z
called,covid,19,377,2020-03-11T00:00:00Z
coronavirus,covid,ー,375,2020-03-11T00:00:00Z
coronavirus,conference,cancelled,368,2020-03-11T00:00:00Z
president,donald,trump,365,2020-03-11T00:00:00Z
coronavirus,wuhan,doctor,364,2020-03-11T00:00:00Z
covid,19,symptoms,353,2020-03-11T00:00:00Z
positive,covid,19,350,2020-03-11T00:00:00Z
amid,coronavirus,pandemic,349,2020-03-11T00:00:00Z
wuhan,doctor,speaks,349,2020-03-11T00:00:00Z
coronavirus,global,pandemic,347,2020-03-11T00:00:00Z
employees,paid,sick,346,2020-03-11T00:00:00Z
prevent,coronavirus,spread,345,2020-03-11T00:00:00Z
health,organization,declared,342,2020-03-11T00:00:00Z
covid,19,infection,333,2020-03-11T00:00:00Z
owner,evangelos,marinakis,330,2020-03-11T00:00:00Z
19,test,kits,326,2020-03-11T00:00:00Z
life,care,center,325,2020-03-11T00:00:00Z
sick,leave,sign,325,2020-03-11T00:00:00Z
corona,virus,covid,324,2020-03-11T00:00:00Z
covid,19,confirmed,324,2020-03-11T00:00:00Z
fears,emergency,declaration,323,2020-03-11T00:00:00Z
san,jose,airport,323,2020-03-11T00:00:00Z
breaking,foxnews,alert,321,2020-03-11T00:00:00Z
covid,19,spreads,321,2020-03-11T00:00:00Z
trump,fears,emergency,320,2020-03-11T00:00:00Z
16,countries,shut,319,2020-03-11T00:00:00Z
chancellor,angela,merkel,319,2020-03-11T00:00:00Z
contradict,coronavirus,message,315,2020-03-11T00:00:00Z
breaking,world,health,312,2020-03-11T00:00:00Z
amid,coronavirus,scare,311,2020-03-11T00:00:00Z
covid,19,threat,311,2020-03-11T00:00:00Z
north,america,employees,310,2020-03-11T00:00:00Z
person,classes,due,310,2020-03-11T00:00:00Z
australian,grand,prix,308,2020-03-11T00:00:00Z
defender,daniele,rugani,308,2020-03-11T00:00:00Z
coronavirus,16,countries,305,2020-03-11T00:00:00Z
tax,filing,deadline,305,2020-03-11T00:00:00Z
coronavirus,covid19,coronavirusoutbreak,304,2020-03-11T00:00:00Z
covid,19,news,302,2020-03-11T00:00:00Z
coronavirus,covid19,coronavirusupdate,297,2020-03-11T00:00:00Z
chancellor,rishi,sunak,296,2020-03-11T00:00:00Z
prevent,covid,19,296,2020-03-11T00:00:00Z
conference,cancelled,due,295,2020-03-11T00:00:00Z
princess,cruise,ship,295,2020-03-11T00:00:00Z
spreading,covid,19,294,2020-03-11T00:00:00Z
declares,coronavirus,global,293,2020-03-11T00:00:00Z
postponed,amid,coronavirus,292,2020-03-11T00:00:00Z
move,classes,online,291,2020-03-11T00:00:00Z
grand,princess,cruise,285,2020-03-11T00:00:00Z
ncaa,tournament,games,284,2020-03-11T00:00:00Z
april,15,tax,283,2020-03-11T00:00:00Z
covid,19,related,283,2020-03-11T00:00:00Z
north,american,employees,282,2020-03-11T00:00:00Z
tedros,adhanom,ghebreyesus,281,2020-03-11T00:00:00Z
covid,19,scare,276,2020-03-11T00:00:00Z
covid,19,updates,276,2020-03-11T00:00:00Z
covid,19,vaccine,274,2020-03-11T00:00:00Z
oil,price,war,274,2020-03-11T00:00:00Z
buying,toilet,paper,272,2020-03-11T00:00:00Z
amid,coronavirus,crisis,271,2020-03-11T00:00:00Z
contract,covid,19,269,2020-03-11T00:00:00Z
march,10,2020,269,2020-03-11T00:00:00Z
amid,coronavirus,spread,267,2020-03-11T00:00:00Z
cheap,coronavirus,flights,266,2020-03-11T00:00:00Z
covid,19,death,265,2020-03-11T00:00:00Z
potentially,exposing,trump,265,2020-03-11T00:00:00Z
us,government’s,response,265,2020-03-11T00:00:00Z
seattle,lab,uncovered,264,2020-03-11T00:00:00Z
walmart,parking,lot,264,2020-03-11T00:00:00Z
global,coronavirus,crisis,263,2020-03-11T00:00:00Z
catch,covid,19,262,2020-03-11T00:00:00Z
nadine,dorries,diagnosed,262,2020-03-11T00:00:00Z
defying,federal,regulators,260,2020-03-11T00:00:00Z
seattle,public,schools,260,2020-03-11T00:00:00Z
underlying,health,conditions,260,2020-03-11T00:00:00Z
covid19,covid,ー,259,2020-03-11T00:00:00Z
wednesday,march,11,259,2020-03-11T00:00:00Z
lab,uncovered,washingtons,257,2020-03-11T00:00:00Z
hunter,biden,cites,255,2020-03-11T00:00:00Z
uncovered,washingtons,coronavirus,255,2020-03-11T00:00:00Z
washingtons,coronavirus,outbreak,255,2020-03-11T00:00:00Z
biden,cites,coronavirus,254,2020-03-11T00:00:00Z
coronavirus,coronavirusupdate,coronavirusoutbreak,254,2020-03-11T00:00:00Z
employee,tests,positive,254,2020-03-11T00:00:00Z
11,march,2020,252,2020-03-11T00:00:00Z
covid,19,corona,251,2020-03-11T00:00:00Z
ー,19,coronavirus,250,2020-03-11T00:00:00Z
moving,classes,online,250,2020-03-11T00:00:00Z
canceled,amid,coronavirus,248,2020-03-11T00:00:00Z
coronavirus,testing,kits,248,2020-03-11T00:00:00Z
outbreak,declared,pandemic,248,2020-03-11T00:00:00Z
day,parade,canceled,247,2020-03-11T00:00:00Z
contracting,covid,19,245,2020-03-11T00:00:00Z
cites,coronavirus,wifes,241,2020-03-11T00:00:00Z
coronavirus,wifes,pregnancy,241,2020-03-11T00:00:00Z
loo,roll,boss,240,2020-03-11T00:00:00Z
