hashtags,n,date
COVID19,9364,2021-12-15
Covid,4650,2021-12-15
Covid_19,4393,2021-12-15
Omicron,4233,2021-12-15
coronavirus,4148,2021-12-15
covid,3835,2021-12-15
COVID,2988,2021-12-15
Coronavirus,2070,2021-12-15
Covid19,1836,2021-12-15
covid19,1460,2021-12-15
WearAMask,1435,2021-12-15
pandemic,1354,2021-12-15
omicron,963,2021-12-15
lockdown,879,2021-12-15
15Dic,872,2021-12-15
OmicronVariant,785,2021-12-15
CubaVive,712,2021-12-15
Corona,694,2021-12-15
vaccine,684,2021-12-15
news,666,2021-12-15
Browns,636,2021-12-15
GetVaccinated,593,2021-12-15
workfromhome,558,2021-12-15
CubaPorLaVida,553,2021-12-15
MásQueUnaVacunaUnPaís,552,2021-12-15
OmicronVirus,532,2021-12-15
vaccination,529,2021-12-15
MMedicaCubanaTachira,490,2021-12-15
NFL,490,2021-12-15
22AñosConstituciónBolivariana,428,2021-12-15
GetVaccinatedNow,427,2021-12-15
health,421,2021-12-15
auspol,418,2021-12-15
Pfizer,416,2021-12-15
PuebloDePaz,384,2021-12-15
Fidel,375,2021-12-15
cdnpoli,374,2021-12-15
WorkFromHome,371,2021-12-15
NoMore,366,2021-12-15
COVID_19,340,2021-12-15
UK,331,2021-12-15
News,318,2021-12-15
SARSCoV2,315,2021-12-15
LongCovid,304,2021-12-15
GetBoosted,302,2021-12-15
onpoli,302,2021-12-15
BREAKING,301,2021-12-15
Lockdown,289,2021-12-15
Covid19UK,286,2021-12-15
SmartNews,284,2021-12-15
corona,280,2021-12-15
vaccines,278,2021-12-15
CoronaVirus,276,2021-12-15
NHS,268,2021-12-15
Pandemic,268,2021-12-15
Booster,267,2021-12-15
covid_19,264,2021-12-15
covidvariant,262,2021-12-15
Dec15Coup,250,2021-12-15
WhatsHappeningInMyanmar,250,2021-12-15
TakeAction_NoMoreWords,247,2021-12-15
CovidVaccine,246,2021-12-15
jobs,245,2021-12-15
DearVenmo,241,2021-12-15
PMQs,239,2021-12-15
Salud,239,2021-12-15
OmicronVarient,236,2021-12-15
China,235,2021-12-15
Christmas,234,2021-12-15
publichealth,232,2021-12-15
COVIDPassports,231,2021-12-15
USA,229,2021-12-15
Omikron,226,2021-12-15
pandemia,224,2021-12-15
NHL,223,2021-12-15
vaccinated,222,2021-12-15
NBA,221,2021-12-15
data,218,2021-12-15
healthcare,218,2021-12-15
WHO,215,2021-12-15
VaccinePassports,214,2021-12-15
India,213,2021-12-15
ReplenishRRF,203,2021-12-15
DowningStreetBriefing,201,2021-12-15
FundtheRest,201,2021-12-15
Delta,197,2021-12-15
travel,197,2021-12-15
