hashtags,n,date
coronavirus,28898,2020-07-22
COVID19,24140,2020-07-22
Covid_19,15735,2020-07-22
Coronavirus,10162,2020-07-22
COVID,8299,2020-07-22
covid19,4850,2020-07-22
Covid19,4641,2020-07-22
WearAMask,4486,2020-07-22
covid,3633,2020-07-22
Covid,3265,2020-07-22
CoronaVirus,1865,2020-07-22
pandemic,1786,2020-07-22
COVIDー19,1642,2020-07-22
TrumpVirus,1630,2020-07-22
22Jul,1518,2020-07-22
COVID_19,1393,2020-07-22
COVID__19,1323,2020-07-22
Corona,1192,2020-07-22
Trump,1157,2020-07-22
news,971,2020-07-22
QuedateEnCasa,965,2020-07-22
wearamask,944,2020-07-22
covid_19,895,2020-07-22
SmartNews,881,2020-07-22
pandemia,846,2020-07-22
EnCasaVencesAlCovid19,793,2020-07-22
lockdown,780,2020-07-22
China,779,2020-07-22
WearADamnMask,777,2020-07-22
corona,761,2020-07-22
India,718,2020-07-22
wednesdaymorning,706,2020-07-22
vaccine,697,2020-07-22
FoxNews,635,2020-07-22
USA,596,2020-07-22
BREAKING,590,2020-07-22
Venezuela,583,2020-07-22
CoronavirusPandemic,582,2020-07-22
health,565,2020-07-22
MaskUp,533,2020-07-22
QuédateEnCasa,523,2020-07-22
StaySafe,516,2020-07-22
Salud,514,2020-07-22
virus,504,2020-07-22
StayHome,481,2020-07-22
SocialDistancing,479,2020-07-22
Cuba,464,2020-07-22
CoronaVirusUpdate,454,2020-07-22
VaksinCoronaBUMN,453,2020-07-22
business,452,2020-07-22
trump,447,2020-07-22
COVID19India,446,2020-07-22
News,420,2020-07-22
21Jul,414,2020-07-22
CORONAVIRUS,413,2020-07-22
staysafe,404,2020-07-22
auspol,399,2020-07-22
healthcare,396,2020-07-22
IndiaFightsCorona,392,2020-07-22
QuitoContraElCovid19,390,2020-07-22
México,389,2020-07-22
mask,386,2020-07-22
CoronaVirusUpdates,384,2020-07-22
CovidVaccineRace,383,2020-07-22
US,381,2020-07-22
Covid_19mx,376,2020-07-22
22Julio,374,2020-07-22
250NotJustANumber,372,2020-07-22
Pandemic,372,2020-07-22
Brasil,368,2020-07-22
