word1,word2,n,date
covid,19,142024,2020-05-24T00:00:00Z
100,000,7653,2020-05-24T00:00:00Z
coronavirus,pandemic,6624,2020-05-24T00:00:00Z
nursing,homes,6525,2020-05-24T00:00:00Z
19,pandemic,5638,2020-05-24T00:00:00Z
social,distancing,4475,2020-05-24T00:00:00Z
covid,patients,4103,2020-05-24T00:00:00Z
death,toll,3870,2020-05-24T00:00:00Z
covid,deaths,3830,2020-05-24T00:00:00Z
front,page,3618,2020-05-24T00:00:00Z
york,times,3533,2020-05-24T00:00:00Z
memorial,day,3439,2020-05-24T00:00:00Z
covid,ー,2952,2020-05-24T00:00:00Z
ー,19,2949,2020-05-24T00:00:00Z
dominic,cummings,2791,2020-05-24T00:00:00Z
19,deaths,2646,2020-05-24T00:00:00Z
nursing,home,2578,2020-05-24T00:00:00Z
19,patients,2570,2020-05-24T00:00:00Z
post,covid,2514,2020-05-24T00:00:00Z
tested,positive,2482,2020-05-24T00:00:00Z
lives,lost,2353,2020-05-24T00:00:00Z
coronavirus,deaths,2035,2020-05-24T00:00:00Z
coronavirus,covid19,1996,2020-05-24T00:00:00Z
covid19,coronavirus,1987,2020-05-24T00:00:00Z
eid,mubarak,1921,2020-05-24T00:00:00Z
white,house,1912,2020-05-24T00:00:00Z
coronavirus,lockdown,1869,2020-05-24T00:00:00Z
test,positive,1828,2020-05-24T00:00:00Z
19,crisis,1827,2020-05-24T00:00:00Z
stay,home,1739,2020-05-24T00:00:00Z
coronavirus,outbreak,1706,2020-05-24T00:00:00Z
wuhan,virus,1697,2020-05-24T00:00:00Z
covid,death,1644,2020-05-24T00:00:00Z
1,000,1633,2020-05-24T00:00:00Z
day,weekend,1613,2020-05-24T00:00:00Z
hong,kong,1608,2020-05-24T00:00:00Z
coronavirus,covid,1598,2020-05-24T00:00:00Z
coronavirus,death,1586,2020-05-24T00:00:00Z
death,rate,1546,2020-05-24T00:00:00Z
public,health,1534,2020-05-24T00:00:00Z
coronavirus,crisis,1533,2020-05-24T00:00:00Z
wuhan,lab,1526,2020-05-24T00:00:00Z
19,death,1495,2020-05-24T00:00:00Z
maxbaker,15,1487,2020-05-24T00:00:00Z
stay,safe,1477,2020-05-24T00:00:00Z
bbc,news,1465,2020-05-24T00:00:00Z
boris,johnson,1444,2020-05-24T00:00:00Z
19,vaccine,1426,2020-05-24T00:00:00Z
covid,positive,1423,2020-05-24T00:00:00Z
coronavirus,vaccine,1401,2020-05-24T00:00:00Z
covid,symptoms,1395,2020-05-24T00:00:00Z
donald,trump,1385,2020-05-24T00:00:00Z
alyssa,milano,1336,2020-05-24T00:00:00Z
president,trump,1292,2020-05-24T00:00:00Z
amid,coronavirus,1199,2020-05-24T00:00:00Z
coronavirus,patients,1192,2020-05-24T00:00:00Z
mental,health,1166,2020-05-24T00:00:00Z
news,coronavirus,1094,2020-05-24T00:00:00Z
tests,positive,1082,2020-05-24T00:00:00Z
live,updates,1064,2020-05-24T00:00:00Z
health,care,1057,2020-05-24T00:00:00Z
covid,related,1022,2020-05-24T00:00:00Z
nears,100,996,2020-05-24T00:00:00Z
contact,tracing,995,2020-05-24T00:00:00Z
bill,gates,993,2020-05-24T00:00:00Z
24,hours,985,2020-05-24T00:00:00Z
19,virus,966,2020-05-24T00:00:00Z
covid,crisis,930,2020-05-24T00:00:00Z
prime,minister,912,2020-05-24T00:00:00Z
herd,immunity,908,2020-05-24T00:00:00Z
14,days,873,2020-05-24T00:00:00Z
19,coronavirus,853,2020-05-24T00:00:00Z
24,2020,851,2020-05-24T00:00:00Z
260,miles,850,2020-05-24T00:00:00Z
amid,covid,848,2020-05-24T00:00:00Z
19,lockdown,847,2020-05-24T00:00:00Z
coronavirus,live,839,2020-05-24T00:00:00Z
lockdown,rules,838,2020-05-24T00:00:00Z
1,2,817,2020-05-24T00:00:00Z
coronavirus,symptoms,813,2020-05-24T00:00:00Z
19,outbreak,800,2020-05-24T00:00:00Z
wearing,masks,799,2020-05-24T00:00:00Z
care,homes,796,2020-05-24T00:00:00Z
coronavirus,response,787,2020-05-24T00:00:00Z
missouri,hairstylists,783,2020-05-24T00:00:00Z
coronavirus,restrictions,777,2020-05-24T00:00:00Z
corona,virus,774,2020-05-24T00:00:00Z
wear,masks,771,2020-05-24T00:00:00Z
19,symptoms,770,2020-05-24T00:00:00Z
2,months,766,2020-05-24T00:00:00Z
toll,nears,766,2020-05-24T00:00:00Z
south,africa,759,2020-05-24T00:00:00Z
19,positive,742,2020-05-24T00:00:00Z
2,weeks,733,2020-05-24T00:00:00Z
eid,al,732,2020-05-24T00:00:00Z
19,response,731,2020-05-24T00:00:00Z
19,relief,729,2020-05-24T00:00:00Z
covid,test,728,2020-05-24T00:00:00Z
al,fitr,724,2020-05-24T00:00:00Z
playing,golf,721,2020-05-24T00:00:00Z
3,months,720,2020-05-24T00:00:00Z
250,miles,717,2020-05-24T00:00:00Z
top,story,717,2020-05-24T00:00:00Z
fight,covid,712,2020-05-24T00:00:00Z
plays,golf,712,2020-05-24T00:00:00Z
coronavirus,update,710,2020-05-24T00:00:00Z
fake,news,705,2020-05-24T00:00:00Z
keir,starmer,705,2020-05-24T00:00:00Z
19,testing,704,2020-05-24T00:00:00Z
covid,pandemic,693,2020-05-24T00:00:00Z
incalculable,loss,687,2020-05-24T00:00:00Z
people,die,682,2020-05-24T00:00:00Z
total,deaths,669,2020-05-24T00:00:00Z
social,media,661,2020-05-24T00:00:00Z
premier,league,660,2020-05-24T00:00:00Z
covid,free,658,2020-05-24T00:00:00Z
fatality,rate,658,2020-05-24T00:00:00Z
people,died,658,2020-05-24T00:00:00Z
sars,cov,632,2020-05-24T00:00:00Z
fox,news,626,2020-05-24T00:00:00Z
fighting,covid,623,2020-05-24T00:00:00Z
positive,patients,623,2020-05-24T00:00:00Z
trump,administration,620,2020-05-24T00:00:00Z
mortality,rate,615,2020-05-24T00:00:00Z
washington,post,611,2020-05-24T00:00:00Z
panic,porn,609,2020-05-24T00:00:00Z
weeks,ago,609,2020-05-24T00:00:00Z
coronavirus,victims,608,2020-05-24T00:00:00Z
front,line,608,2020-05-24T00:00:00Z
social,distance,607,2020-05-24T00:00:00Z
covid,lockdown,602,2020-05-24T00:00:00Z
common,sense,601,2020-05-24T00:00:00Z
catch,covid,600,2020-05-24T00:00:00Z
coronavirus,lockdowns,596,2020-05-24T00:00:00Z
health,officials,593,2020-05-24T00:00:00Z
plane,crash,592,2020-05-24T00:00:00Z
los,angeles,591,2020-05-24T00:00:00Z
cov,2,589,2020-05-24T00:00:00Z
customers,exposed,588,2020-05-24T00:00:00Z
cbs,caught,586,2020-05-24T00:00:00Z
covid19,covid,585,2020-05-24T00:00:00Z
whitehouse,realdonaldtrump,578,2020-05-24T00:00:00Z
hairstylists,test,575,2020-05-24T00:00:00Z
19,test,559,2020-05-24T00:00:00Z
coronavirus,spread,556,2020-05-24T00:00:00Z
19,update,552,2020-05-24T00:00:00Z
91,people,548,2020-05-24T00:00:00Z
happy,eid,547,2020-05-24T00:00:00Z
tear,gas,545,2020-05-24T00:00:00Z
covid,vaccine,540,2020-05-24T00:00:00Z
care,home,536,2020-05-24T00:00:00Z
covid,response,535,2020-05-24T00:00:00Z
gt,gt,535,2020-05-24T00:00:00Z
pre,covid,534,2020-05-24T00:00:00Z
trump,plays,534,2020-05-24T00:00:00Z
national,security,531,2020-05-24T00:00:00Z
north,carolina,527,2020-05-24T00:00:00Z
confirmed,covid,524,2020-05-24T00:00:00Z
covid,situation,523,2020-05-24T00:00:00Z
climate,change,520,2020-05-24T00:00:00Z
single,day,518,2020-05-24T00:00:00Z
million,people,512,2020-05-24T00:00:00Z
19,related,510,2020-05-24T00:00:00Z
potentially,exposed,510,2020-05-24T00:00:00Z
conspiracy,theories,509,2020-05-24T00:00:00Z
spread,covid,506,2020-05-24T00:00:00Z
covid,virus,505,2020-05-24T00:00:00Z
immune,system,505,2020-05-24T00:00:00Z
positive,covid,505,2020-05-24T00:00:00Z
post,coronavirus,505,2020-05-24T00:00:00Z
50,chance,499,2020-05-24T00:00:00Z
lake,party,499,2020-05-24T00:00:00Z
emerges,amid,494,2020-05-24T00:00:00Z
travel,ban,490,2020-05-24T00:00:00Z
covid19,pandemic,489,2020-05-24T00:00:00Z
covid,soup,488,2020-05-24T00:00:00Z
task,force,488,2020-05-24T00:00:00Z
celebrate,eid,487,2020-05-24T00:00:00Z
swim,party,487,2020-05-24T00:00:00Z
save,lives,481,2020-05-24T00:00:00Z
holiday,weekend,478,2020-05-24T00:00:00Z
coronavirus,testing,476,2020-05-24T00:00:00Z
spreading,covid,476,2020-05-24T00:00:00Z
coronavirus,concerns,475,2020-05-24T00:00:00Z
asharamji,bapu,473,2020-05-24T00:00:00Z
sant,shri,473,2020-05-24T00:00:00Z
shri,asharamji,473,2020-05-24T00:00:00Z
death,count,465,2020-05-24T00:00:00Z
covid,testing,463,2020-05-24T00:00:00Z
19,spread,457,2020-05-24T00:00:00Z
19,victims,455,2020-05-24T00:00:00Z
church,service,451,2020-05-24T00:00:00Z
coronavirus,news,450,2020-05-24T00:00:00Z
killing,people,449,2020-05-24T00:00:00Z
covid,infected,446,2020-05-24T00:00:00Z
healthcare,workers,446,2020-05-24T00:00:00Z
19,situation,443,2020-05-24T00:00:00Z
coronavirus,relief,443,2020-05-24T00:00:00Z
2nd,wave,442,2020-05-24T00:00:00Z
citizens,traveling,442,2020-05-24T00:00:00Z
joe,biden,440,2020-05-24T00:00:00Z
kong,police,431,2020-05-24T00:00:00Z
19,tests,429,2020-05-24T00:00:00Z
coronavirus,related,428,2020-05-24T00:00:00Z
days,ago,428,2020-05-24T00:00:00Z
people,don,428,2020-05-24T00:00:00Z
pool,party,428,2020-05-24T00:00:00Z
sending,covid,428,2020-05-24T00:00:00Z
death,notices,427,2020-05-24T00:00:00Z
covid,19india,426,2020-05-24T00:00:00Z
coronavirus,disease,425,2020-05-24T00:00:00Z
covid,relief,425,2020-05-24T00:00:00Z
vaccine,trial,423,2020-05-24T00:00:00Z
migrant,workers,418,2020-05-24T00:00:00Z
elderly,parents,417,2020-05-24T00:00:00Z
related,deaths,413,2020-05-24T00:00:00Z
andrew,cuomo,408,2020-05-24T00:00:00Z
citing,coronavirus,408,2020-05-24T00:00:00Z
1,3,406,2020-05-24T00:00:00Z
19,data,405,2020-05-24T00:00:00Z
eid,ul,405,2020-05-24T00:00:00Z
11,days,404,2020-05-24T00:00:00Z
months,ago,403,2020-05-24T00:00:00Z
