word1,word2,n,date
covid,19,177191,2020-07-15T00:00:00Z
19,pandemic,8327,2020-07-15T00:00:00Z
19,vaccine,7528,2020-07-15T00:00:00Z
tested,positive,6869,2020-07-15T00:00:00Z
trump,administration,6647,2020-07-15T00:00:00Z
coronavirus,pandemic,5591,2020-07-15T00:00:00Z
white,house,5158,2020-07-15T00:00:00Z
coronavirus,data,4739,2020-07-15T00:00:00Z
covid,deaths,4473,2020-07-15T00:00:00Z
post,covid,3962,2020-07-15T00:00:00Z
covid,patients,3842,2020-07-15T00:00:00Z
nursing,homes,3725,2020-07-15T00:00:00Z
vaccine,tested,3712,2020-07-15T00:00:00Z
covid,test,3634,2020-07-15T00:00:00Z
immune,response,3618,2020-07-15T00:00:00Z
public,health,3205,2020-07-15T00:00:00Z
coronavirus,vaccine,3160,2020-07-15T00:00:00Z
social,distancing,3094,2020-07-15T00:00:00Z
wear,masks,3042,2020-07-15T00:00:00Z
covid,data,2986,2020-07-15T00:00:00Z
19,data,2852,2020-07-15T00:00:00Z
tests,positive,2752,2020-07-15T00:00:00Z
promising,immune,2714,2020-07-15T00:00:00Z
response,ahead,2650,2020-07-15T00:00:00Z
hospital,data,2572,2020-07-15T00:00:00Z
covid19,coronavirus,2309,2020-07-15T00:00:00Z
test,positive,2227,2020-07-15T00:00:00Z
wearing,masks,2115,2020-07-15T00:00:00Z
death,rate,2091,2020-07-15T00:00:00Z
coronavirus,covid19,2088,2020-07-15T00:00:00Z
dr,fauci,2080,2020-07-15T00:00:00Z
covid,death,2073,2020-07-15T00:00:00Z
19,deaths,2071,2020-07-15T00:00:00Z
19,patients,2040,2020-07-15T00:00:00Z
covid,positive,1926,2020-07-15T00:00:00Z
test,results,1911,2020-07-15T00:00:00Z
covid,vaccine,1906,2020-07-15T00:00:00Z
covid,testing,1852,2020-07-15T00:00:00Z
coronavirus,hospital,1840,2020-07-15T00:00:00Z
kevin,stitt,1784,2020-07-15T00:00:00Z
administration,strips,1776,2020-07-15T00:00:00Z
july,15,1767,2020-07-15T00:00:00Z
positive,covid,1764,2020-07-15T00:00:00Z
19,crisis,1663,2020-07-15T00:00:00Z
19,testing,1623,2020-07-15T00:00:00Z
donald,trump,1616,2020-07-15T00:00:00Z
19,test,1599,2020-07-15T00:00:00Z
1,000,1573,2020-07-15T00:00:00Z
anthony,fauci,1561,2020-07-15T00:00:00Z
oklahoma,governor,1534,2020-07-15T00:00:00Z
bbc,news,1530,2020-07-15T00:00:00Z
death,toll,1511,2020-07-15T00:00:00Z
covid,related,1467,2020-07-15T00:00:00Z
stay,home,1466,2020-07-15T00:00:00Z
coronavirus,contracts,1462,2020-07-15T00:00:00Z
coronavirus,crisis,1455,2020-07-15T00:00:00Z
secret,coronavirus,1452,2020-07-15T00:00:00Z
armed,forces,1433,2020-07-15T00:00:00Z
news,coronavirus,1374,2020-07-15T00:00:00Z
health,care,1341,2020-07-15T00:00:00Z
covid,free,1338,2020-07-15T00:00:00Z
whitehouse,realdonaldtrump,1335,2020-07-15T00:00:00Z
herd,immunity,1329,2020-07-15T00:00:00Z
internationally,recognized,1328,2020-07-15T00:00:00Z
amid,covid,1325,2020-07-15T00:00:00Z
covid,response,1319,2020-07-15T00:00:00Z
mental,health,1319,2020-07-15T00:00:00Z
july,armed,1308,2020-07-15T00:00:00Z
azerbaijan,territory,1307,2020-07-15T00:00:00Z
territory,tovuz,1307,2020-07-15T00:00:00Z
recognized,azerbaijan,1305,2020-07-15T00:00:00Z
invade,internationally,1303,2020-07-15T00:00:00Z
coronavirus,deaths,1271,2020-07-15T00:00:00Z
coronavirus,covid,1259,2020-07-15T00:00:00Z
coronavirus,outbreak,1254,2020-07-15T00:00:00Z
nursing,home,1248,2020-07-15T00:00:00Z
york,times,1246,2020-07-15T00:00:00Z
live,updates,1224,2020-07-15T00:00:00Z
boris,johnson,1210,2020-07-15T00:00:00Z
stay,safe,1210,2020-07-15T00:00:00Z
bypass,cdc,1200,2020-07-15T00:00:00Z
positivity,rate,1195,2020-07-15T00:00:00Z
1,2,1172,2020-07-15T00:00:00Z
30,minutes,1172,2020-07-15T00:00:00Z
covid,tests,1169,2020-07-15T00:00:00Z
covid,crisis,1164,2020-07-15T00:00:00Z
covid,pandemic,1161,2020-07-15T00:00:00Z
south,africa,1144,2020-07-15T00:00:00Z
community,due,1118,2020-07-15T00:00:00Z
24,hours,1112,2020-07-15T00:00:00Z
trump,admin,1057,2020-07-15T00:00:00Z
armenia,attacked,1056,2020-07-15T00:00:00Z
mask,wearing,1050,2020-07-15T00:00:00Z
