word1,word2,n,date
covid,19,86207,2021-01-08T00:00:00Z
covid,vaccine,9584,2021-01-08T00:00:00Z
19,vaccine,9434,2021-01-08T00:00:00Z
covid,test,5379,2021-01-08T00:00:00Z
covid,deaths,5043,2021-01-08T00:00:00Z
tested,positive,3676,2021-01-08T00:00:00Z
global,pandemic,3425,2021-01-08T00:00:00Z
19,pandemic,3165,2021-01-08T00:00:00Z
4,000,2792,2021-01-08T00:00:00Z
19,vaccines,2524,2021-01-08T00:00:00Z
covid,patients,2512,2021-01-08T00:00:00Z
public,health,2482,2021-01-08T00:00:00Z
mental,health,2301,2021-01-08T00:00:00Z
major,incident,2074,2021-01-08T00:00:00Z
stay,safe,2057,2021-01-08T00:00:00Z
national,lockdown,1959,2021-01-08T00:00:00Z
stay,home,1904,2021-01-08T00:00:00Z
coronavirus,vaccine,1886,2021-01-08T00:00:00Z
19,vaccination,1856,2021-01-08T00:00:00Z
post,covid,1845,2021-01-08T00:00:00Z
day,lockdown,1770,2021-01-08T00:00:00Z
health,care,1708,2021-01-08T00:00:00Z
lockdown,3,1637,2021-01-08T00:00:00Z
social,distancing,1634,2021-01-08T00:00:00Z
negative,covid,1619,2021-01-08T00:00:00Z
19,deaths,1586,2021-01-08T00:00:00Z
people,died,1584,2021-01-08T00:00:00Z
covid,vaccines,1583,2021-01-08T00:00:00Z
covid,relief,1500,2021-01-08T00:00:00Z
south,africa,1472,2021-01-08T00:00:00Z
coronavirus,pandemic,1467,2021-01-08T00:00:00Z
2,weeks,1447,2021-01-08T00:00:00Z
covid,death,1434,2021-01-08T00:00:00Z
covid,related,1415,2021-01-08T00:00:00Z
covid,tests,1389,2021-01-08T00:00:00Z
vaccine,rollout,1347,2021-01-08T00:00:00Z
covid,restrictions,1337,2021-01-08T00:00:00Z
lockdown,rules,1326,2021-01-08T00:00:00Z
3,days,1321,2021-01-08T00:00:00Z
death,toll,1311,2021-01-08T00:00:00Z
1,325,1261,2021-01-08T00:00:00Z
24,hours,1244,2021-01-08T00:00:00Z
14,days,1241,2021-01-08T00:00:00Z
covid,testing,1241,2021-01-08T00:00:00Z
covid19,pandemic,1240,2021-01-08T00:00:00Z
3,day,1207,2021-01-08T00:00:00Z
19,test,1202,2021-01-08T00:00:00Z
positive,covid,1179,2021-01-08T00:00:00Z
covid,vaccination,1177,2021-01-08T00:00:00Z
social,media,1174,2021-01-08T00:00:00Z
covid,positive,1155,2021-01-08T00:00:00Z
covid,rules,1143,2021-01-08T00:00:00Z
1,2,1097,2021-01-08T00:00:00Z
single,day,1094,2021-01-08T00:00:00Z
28,days,1084,2021-01-08T00:00:00Z
10,months,1070,2021-01-08T00:00:00Z
bbc,news,1068,2021-01-08T00:00:00Z
covid,pandemic,1063,2021-01-08T00:00:00Z
lockdown,1,1031,2021-01-08T00:00:00Z
wear,masks,1006,2021-01-08T00:00:00Z
covid,response,996,2021-01-08T00:00:00Z
covid,deniers,991,2021-01-08T00:00:00Z
wearing,masks,971,2021-01-08T00:00:00Z
covid,free,953,2021-01-08T00:00:00Z
vaccine,doses,948,2021-01-08T00:00:00Z
incident,declared,944,2021-01-08T00:00:00Z
gt,gt,943,2021-01-08T00:00:00Z
19,testing,936,2021-01-08T00:00:00Z
post,pandemic,934,2021-01-08T00:00:00Z
covid,outbreak,931,2021-01-08T00:00:00Z
test,positive,923,2021-01-08T00:00:00Z
negative,test,921,2021-01-08T00:00:00Z
pfizer,biontech,916,2021-01-08T00:00:00Z
white,house,903,2021-01-08T00:00:00Z
save,lives,877,2021-01-08T00:00:00Z
months,ago,870,2021-01-08T00:00:00Z
19,patients,867,2021-01-08T00:00:00Z
catch,covid,856,2021-01-08T00:00:00Z
rosie,wearamask,837,2021-01-08T00:00:00Z
covid19,vaccine,835,2021-01-08T00:00:00Z
coronavirus,vaccines,820,2021-01-08T00:00:00Z
donald,trump,819,2021-01-08T00:00:00Z
aston,villa,817,2021-01-08T00:00:00Z
positive,test,807,2021-01-08T00:00:00Z
joe,biden,799,2021-01-08T00:00:00Z
covid,crisis,795,2021-01-08T00:00:00Z
million,people,795,2021-01-08T00:00:00Z
vaccine,distribution,789,2021-01-08T00:00:00Z
pfizer,vaccine,781,2021-01-08T00:00:00Z
pcr,test,779,2021-01-08T00:00:00Z
fa,cup,772,2021-01-08T00:00:00Z
test,result,771,2021-01-08T00:00:00Z
hotel,quarantine,770,2021-01-08T00:00:00Z
coronavirus,deaths,760,2021-01-08T00:00:00Z
lepapillonblu,crzyfkinworld,755,2021-01-08T00:00:00Z
timbosroses1,marisoltorresrs,755,2021-01-08T00:00:00Z
kooliegirl,timbosroses1,753,2021-01-08T00:00:00Z
wokeanimal,kooliegirl,753,2021-01-08T00:00:00Z
doxie53,lunaticopresid1,749,2021-01-08T00:00:00Z
resisterchic,wordsdawn,747,2021-01-08T00:00:00Z
january,2021,746,2021-01-08T00:00:00Z
samoneillsa,lisaracer2,746,2021-01-08T00:00:00Z
pre,covid,743,2021-01-08T00:00:00Z
task,force,743,2021-01-08T00:00:00Z
brahmagreg,vegix,742,2021-01-08T00:00:00Z
june,heinz,742,2021-01-08T00:00:00Z
vegix,bluer00n,742,2021-01-08T00:00:00Z
pandemic,started,741,2021-01-08T00:00:00Z
pandemic,response,739,2021-01-08T00:00:00Z
anti,lockdown,738,2021-01-08T00:00:00Z
vaccine,appears,738,2021-01-08T00:00:00Z
healthcare,workers,737,2021-01-08T00:00:00Z
sars,cov,737,2021-01-08T00:00:00Z
lanceusa70,rosie,731,2021-01-08T00:00:00Z
19,vaccinations,730,2021-01-08T00:00:00Z
sddnp,lanceusa70,730,2021-01-08T00:00:00Z
spiritdance33,locolopeznyc,727,2021-01-08T00:00:00Z
10,days,726,2021-01-08T00:00:00Z
covid19,coronavirus,723,2021-01-08T00:00:00Z
sadiq,khan,720,2021-01-08T00:00:00Z
pfizer,covid,717,2021-01-08T00:00:00Z
covid,lockdown,716,2021-01-08T00:00:00Z
bhight3,spiritdance33,714,2021-01-08T00:00:00Z
cov,2,713,2021-01-08T00:00:00Z
covid,situation,713,2021-01-08T00:00:00Z
katibug817,sergeivote,713,2021-01-08T00:00:00Z
test,results,713,2021-01-08T00:00:00Z
lisaracer2,draknok666,711,2021-01-08T00:00:00Z
bluer00n,katibug817,709,2021-01-08T00:00:00Z
death,rate,702,2021-01-08T00:00:00Z
deadly,pandemic,700,2021-01-08T00:00:00Z
350,000,699,2021-01-08T00:00:00Z
3,weeks,694,2021-01-08T00:00:00Z
health,officials,692,2021-01-08T00:00:00Z
19,update,691,2021-01-08T00:00:00Z
100,000,685,2021-01-08T00:00:00Z
7,days,684,2021-01-08T00:00:00Z
sergeivote,wifeyspice90,676,2021-01-08T00:00:00Z
caught,covid,674,2021-01-08T00:00:00Z
daily,covid,670,2021-01-08T00:00:00Z
butterskatz,wokeanimal,669,2021-01-08T00:00:00Z
super,spreader,669,2021-01-08T00:00:00Z
boris,johnson,668,2021-01-08T00:00:00Z
care,workers,666,2021-01-08T00:00:00Z
testing,positive,665,2021-01-08T00:00:00Z
wifeyspice90,doxie53,664,2021-01-08T00:00:00Z
americans,died,662,2021-01-08T00:00:00Z
frontline,workers,662,2021-01-08T00:00:00Z
140,000,657,2021-01-08T00:00:00Z
president,elect,649,2021-01-08T00:00:00Z
uk,covid,649,2021-01-08T00:00:00Z
contact,tracing,639,2021-01-08T00:00:00Z
6,months,637,2021-01-08T00:00:00Z
los,angeles,635,2021-01-08T00:00:00Z
covid,symptoms,634,2021-01-08T00:00:00Z
lmakowski3,ptwantsjustice,633,2021-01-08T00:00:00Z
30,londoners,632,2021-01-08T00:00:00Z
people,die,632,2021-01-08T00:00:00Z
erin,hartigan4,626,2021-01-08T00:00:00Z
spread,covid,625,2021-01-08T00:00:00Z
spreading,covid,625,2021-01-08T00:00:00Z
catching,covid,617,2021-01-08T00:00:00Z
lunaticopresid1,lepapillonblu,614,2021-01-08T00:00:00Z
tests,positive,613,2021-01-08T00:00:00Z
draknok666,butterskatz,607,2021-01-08T00:00:00Z
jan,8,599,2021-01-08T00:00:00Z
1,000,597,2021-01-08T00:00:00Z
people,dying,597,2021-01-08T00:00:00Z
3,0,596,2021-01-08T00:00:00Z
9,11,596,2021-01-08T00:00:00Z
coronavirus,covid19,596,2021-01-08T00:00:00Z
covid,safe,595,2021-01-08T00:00:00Z
keir,starmer,595,2021-01-08T00:00:00Z
people,don,593,2021-01-08T00:00:00Z
covid,variant,589,2021-01-08T00:00:00Z
south,african,579,2021-01-08T00:00:00Z
