word1,word2,n,date
covid,19,58859,2021-06-01T00:00:00Z
19,vaccine,5476,2021-06-01T00:00:00Z
covid,vaccine,5165,2021-06-01T00:00:00Z
post,covid,3575,2021-06-01T00:00:00Z
covid,deaths,3111,2021-06-01T00:00:00Z
19,pandemic,3073,2021-06-01T00:00:00Z
wuhan,lab,2963,2021-06-01T00:00:00Z
post,pandemic,2441,2021-06-01T00:00:00Z
lab,leak,2226,2021-06-01T00:00:00Z
19,vaccines,2188,2021-06-01T00:00:00Z
mental,health,1896,2021-06-01T00:00:00Z
global,pandemic,1855,2021-06-01T00:00:00Z
covid,restrictions,1822,2021-06-01T00:00:00Z
covid,test,1585,2021-06-01T00:00:00Z
covid,vaccines,1577,2021-06-01T00:00:00Z
19,vaccination,1500,2021-06-01T00:00:00Z
public,health,1355,2021-06-01T00:00:00Z
wear,masks,1318,2021-06-01T00:00:00Z
aged,care,1317,2021-06-01T00:00:00Z
hotel,quarantine,1294,2021-06-01T00:00:00Z
covid,patients,1261,2021-06-01T00:00:00Z
june,1,1235,2021-06-01T00:00:00Z
vaccine,appointments,1224,2021-06-01T00:00:00Z
covid19,pandemic,1157,2021-06-01T00:00:00Z
death,toll,1147,2021-06-01T00:00:00Z
leak,theory,1135,2021-06-01T00:00:00Z
covid,pandemic,1107,2021-06-01T00:00:00Z
19,regulations,1104,2021-06-01T00:00:00Z
covid,vaccination,1081,2021-06-01T00:00:00Z
indian,variant,1073,2021-06-01T00:00:00Z
women,sit,1048,2021-06-01T00:00:00Z
june1coup,whatshappeninginmyanmar,1047,2021-06-01T00:00:00Z
sac,charged,1034,2021-06-01T00:00:00Z
vert,misogynistic,1032,2021-06-01T00:00:00Z
standing,june1coup,1031,2021-06-01T00:00:00Z
greek,alphabet,1022,2021-06-01T00:00:00Z
19,variants,1003,2021-06-01T00:00:00Z
total,lockdown,1000,2021-06-01T00:00:00Z
coronavirus,pandemic,992,2021-06-01T00:00:00Z
zip,code,908,2021-06-01T00:00:00Z
board,exams,904,2021-06-01T00:00:00Z
jun,4,899,2021-06-01T00:00:00Z
4,sign,894,2021-06-01T00:00:00Z
education,minister,891,2021-06-01T00:00:00Z
social,distancing,883,2021-06-01T00:00:00Z
covid,variants,874,2021-06-01T00:00:00Z
boris,johnson,844,2021-06-01T00:00:00Z
1,2,837,2021-06-01T00:00:00Z
covid,complications,826,2021-06-01T00:00:00Z
tested,positive,810,2021-06-01T00:00:00Z
jun,1,807,2021-06-01T00:00:00Z
covid,shot,797,2021-06-01T00:00:00Z
memorial,day,792,2021-06-01T00:00:00Z
covid,death,771,2021-06-01T00:00:00Z
covid,positive,757,2021-06-01T00:00:00Z
covid,situation,752,2021-06-01T00:00:00Z
pandemic,situation,741,2021-06-01T00:00:00Z
covid,crisis,739,2021-06-01T00:00:00Z
march,2020,737,2021-06-01T00:00:00Z
pre,covid,730,2021-06-01T00:00:00Z
covid,variant,728,2021-06-01T00:00:00Z
24,hours,727,2021-06-01T00:00:00Z
19,restrictions,724,2021-06-01T00:00:00Z
covid,related,719,2021-06-01T00:00:00Z
stay,safe,702,2021-06-01T00:00:00Z
covid,relief,678,2021-06-01T00:00:00Z
pandemic,started,677,2021-06-01T00:00:00Z
covid,lockdown,673,2021-06-01T00:00:00Z
world,health,657,2021-06-01T00:00:00Z
june,2021,644,2021-06-01T00:00:00Z
natural,immunity,644,2021-06-01T00:00:00Z
social,media,631,2021-06-01T00:00:00Z
coronavirus,variants,625,2021-06-01T00:00:00Z
daily,covid,625,2021-06-01T00:00:00Z
wuhan,virus,625,2021-06-01T00:00:00Z
walgreens,chicago,624,2021-06-01T00:00:00Z
health,care,615,2021-06-01T00:00:00Z
pride,month,596,2021-06-01T00:00:00Z
mohfw,india,592,2021-06-01T00:00:00Z
2,weeks,591,2021-06-01T00:00:00Z
bbc,news,586,2021-06-01T00:00:00Z
fda,approval,586,2021-06-01T00:00:00Z
covid,jab,584,2021-06-01T00:00:00Z
deaths,announced,583,2021-06-01T00:00:00Z
19,deaths,582,2021-06-01T00:00:00Z
thankiversary,contest,554,2021-06-01T00:00:00Z
bird,flu,550,2021-06-01T00:00:00Z
vaccine,rollout,543,2021-06-01T00:00:00Z
modi,government,542,2021-06-01T00:00:00Z
namo,app,541,2021-06-01T00:00:00Z
pre,pandemic,537,2021-06-01T00:00:00Z
fight,covid,536,2021-06-01T00:00:00Z
daily,deaths,533,2021-06-01T00:00:00Z
june,21,524,2021-06-01T00:00:00Z
sars,cov,523,2021-06-01T00:00:00Z
positivity,rate,519,2021-06-01T00:00:00Z
health,officials,518,2021-06-01T00:00:00Z
3rd,wave,515,2021-06-01T00:00:00Z
health,organization,513,2021-06-01T00:00:00Z
aiims,due,510,2021-06-01T00:00:00Z
death,rate,510,2021-06-01T00:00:00Z
class,12,507,2021-06-01T00:00:00Z
prime,minister,500,2021-06-01T00:00:00Z
federal,government,490,2021-06-01T00:00:00Z
cov,2,487,2021-06-01T00:00:00Z
pm,cares,485,2021-06-01T00:00:00Z
south,africa,483,2021-06-01T00:00:00Z
19,patients,479,2021-06-01T00:00:00Z
medical,fraternity,478,2021-06-01T00:00:00Z
covid,care,476,2021-06-01T00:00:00Z
greek,letters,474,2021-06-01T00:00:00Z
14,days,473,2021-06-01T00:00:00Z
gt,gt,471,2021-06-01T00:00:00Z
flu,covid,462,2021-06-01T00:00:00Z
1,2021,457,2021-06-01T00:00:00Z
red,list,454,2021-06-01T00:00:00Z
vaccination,drive,449,2021-06-01T00:00:00Z
covid,free,443,2021-06-01T00:00:00Z
quarantine,facilities,443,2021-06-01T00:00:00Z
covid,origins,442,2021-06-01T00:00:00Z
months,ago,442,2021-06-01T00:00:00Z
pandemic,hit,442,2021-06-01T00:00:00Z
sinovac,covid,442,2021-06-01T00:00:00Z
covid19,coronavirus,441,2021-06-01T00:00:00Z
anti,vaxxer,440,2021-06-01T00:00:00Z
stay,home,439,2021-06-01T00:00:00Z
york,times,439,2021-06-01T00:00:00Z
spike,protein,437,2021-06-01T00:00:00Z
cares,fund,435,2021-06-01T00:00:00Z
modi,govt,432,2021-06-01T00:00:00Z
immune,system,430,2021-06-01T00:00:00Z
related,deaths,430,2021-06-01T00:00:00Z
symptomatic,people,428,2021-06-01T00:00:00Z
lockdown,restrictions,425,2021-06-01T00:00:00Z
mild,infection,423,2021-06-01T00:00:00Z
mild,symptomatic,423,2021-06-01T00:00:00Z
million,people,423,2021-06-01T00:00:00Z
time,flu,422,2021-06-01T00:00:00Z
administrators,asymptomatic,421,2021-06-01T00:00:00Z
busy,sport,421,2021-06-01T00:00:00Z
discharge,low,421,2021-06-01T00:00:00Z
fraternity,busy,421,2021-06-01T00:00:00Z
induce,natural,421,2021-06-01T00:00:00Z
infection,induce,421,2021-06-01T00:00:00Z
people,discharge,421,2021-06-01T00:00:00Z
coronavirus,vaccine,419,2021-06-01T00:00:00Z
low,virus,419,2021-06-01T00:00:00Z
19,vaccinations,415,2021-06-01T00:00:00Z
covid,rules,410,2021-06-01T00:00:00Z
uk,reports,410,2021-06-01T00:00:00Z
6,months,408,2021-06-01T00:00:00Z
board,exam,408,2021-06-01T00:00:00Z
indiafightscorona,pm,402,2021-06-01T00:00:00Z
covid,hit,401,2021-06-01T00:00:00Z
