word1,word2,n,date
covid,19,122254,2020-05-31T00:00:00Z
social,distancing,5567,2020-05-31T00:00:00Z
coronavirus,pandemic,4338,2020-05-31T00:00:00Z
19,pandemic,4163,2020-05-31T00:00:00Z
george,floyd,3643,2020-05-31T00:00:00Z
black,people,2504,2020-05-31T00:00:00Z
covid,deaths,2425,2020-05-31T00:00:00Z
covid,hospital,2394,2020-05-31T00:00:00Z
100,000,2285,2020-05-31T00:00:00Z
achyuta,samanta,2133,2020-05-31T00:00:00Z
stay,safe,2113,2020-05-31T00:00:00Z
post,covid,1989,2020-05-31T00:00:00Z
death,toll,1934,2020-05-31T00:00:00Z
tested,positive,1712,2020-05-31T00:00:00Z
black,lives,1663,2020-05-31T00:00:00Z
trump,presidency,1642,2020-05-31T00:00:00Z
police,brutality,1639,2020-05-31T00:00:00Z
kiitkissfightscovid19,achyuta,1629,2020-05-31T00:00:00Z
fire,pestilence,1597,2020-05-31T00:00:00Z
19,deaths,1573,2020-05-31T00:00:00Z
covid,patients,1544,2020-05-31T00:00:00Z
coronavirus,covid19,1524,2020-05-31T00:00:00Z
bbc,news,1514,2020-05-31T00:00:00Z
nursing,homes,1423,2020-05-31T00:00:00Z
19,crisis,1397,2020-05-31T00:00:00Z
coronavirus,lockdown,1385,2020-05-31T00:00:00Z
covid19,coronavirus,1357,2020-05-31T00:00:00Z
public,health,1347,2020-05-31T00:00:00Z
news,coronavirus,1304,2020-05-31T00:00:00Z
stay,home,1297,2020-05-31T00:00:00Z
covid,testing,1209,2020-05-31T00:00:00Z
critical,care,1200,2020-05-31T00:00:00Z
standalone,covid,1189,2020-05-31T00:00:00Z
500,beds,1180,2020-05-31T00:00:00Z
50,critical,1168,2020-05-31T00:00:00Z
rgpv,spreading,1164,2020-05-31T00:00:00Z
coronavirus,covid,1148,2020-05-31T00:00:00Z
24,hours,1139,2020-05-31T00:00:00Z
wuhan,virus,1123,2020-05-31T00:00:00Z
robert,reich,1116,2020-05-31T00:00:00Z
covid,hospitals,1096,2020-05-31T00:00:00Z
coronavirus,crisis,1093,2020-05-31T00:00:00Z
death,rate,1083,2020-05-31T00:00:00Z
19,patients,1080,2020-05-31T00:00:00Z
2,weeks,1066,2020-05-31T00:00:00Z
4,covid,1065,2020-05-31T00:00:00Z
kalinga,institute,1054,2020-05-31T00:00:00Z
medical,science,1044,2020-05-31T00:00:00Z
coronavirus,deaths,1042,2020-05-31T00:00:00Z
science,kims,1035,2020-05-31T00:00:00Z
wearing,masks,1023,2020-05-31T00:00:00Z
covid,test,1018,2020-05-31T00:00:00Z
coronavirus,outbreak,1017,2020-05-31T00:00:00Z
social,service,1011,2020-05-31T00:00:00Z
educational,institution,983,2020-05-31T00:00:00Z
corona,virus,977,2020-05-31T00:00:00Z
lives,matter,957,2020-05-31T00:00:00Z
blood,vessel,947,2020-05-31T00:00:00Z
tests,positive,929,2020-05-31T00:00:00Z
vessel,disease,924,2020-05-31T00:00:00Z
covid,crisis,905,2020-05-31T00:00:00Z
covid,lockdown,903,2020-05-31T00:00:00Z
dominic,cummings,894,2020-05-31T00:00:00Z
wear,masks,894,2020-05-31T00:00:00Z
donald,trump,893,2020-05-31T00:00:00Z
coronavirus,lockdowns,892,2020-05-31T00:00:00Z
19,lockdown,890,2020-05-31T00:00:00Z
covid,death,875,2020-05-31T00:00:00Z
contact,tracing,867,2020-05-31T00:00:00Z
covid,pandemic,857,2020-05-31T00:00:00Z
mental,health,855,2020-05-31T00:00:00Z
social,media,853,2020-05-31T00:00:00Z
spreading,covid,845,2020-05-31T00:00:00Z
president,trump,843,2020-05-31T00:00:00Z
care,units,831,2020-05-31T00:00:00Z
19,testing,827,2020-05-31T00:00:00Z
white,people,818,2020-05-31T00:00:00Z
kiituniversity,kissfoundation,803,2020-05-31T00:00:00Z
test,positive,788,2020-05-31T00:00:00Z
treated,kiitkissfightscovid19,786,2020-05-31T00:00:00Z
1,2,750,2020-05-31T00:00:00Z
weeks,ago,746,2020-05-31T00:00:00Z
national,guard,740,2020-05-31T00:00:00Z
single,day,734,2020-05-31T00:00:00Z
19,outbreak,724,2020-05-31T00:00:00Z
40,million,712,2020-05-31T00:00:00Z
31,2020,710,2020-05-31T00:00:00Z
health,care,708,2020-05-31T00:00:00Z
health,workers,703,2020-05-31T00:00:00Z
coronavirus,death,702,2020-05-31T00:00:00Z
care,homes,690,2020-05-31T00:00:00Z
fight,covid,688,2020-05-31T00:00:00Z
cuts,exposed,685,2020-05-31T00:00:00Z
exposed,england,684,2020-05-31T00:00:00Z
3,months,679,2020-05-31T00:00:00Z
live,updates,669,2020-05-31T00:00:00Z
social,distance,665,2020-05-31T00:00:00Z
14,days,659,2020-05-31T00:00:00Z
amid,covid,655,2020-05-31T00:00:00Z
covid,related,649,2020-05-31T00:00:00Z
2,months,647,2020-05-31T00:00:00Z
tear,gas,646,2020-05-31T00:00:00Z
19,death,644,2020-05-31T00:00:00Z
coronavirus,vaccine,642,2020-05-31T00:00:00Z
spread,covid,642,2020-05-31T00:00:00Z
covid,positive,635,2020-05-31T00:00:00Z
19,test,634,2020-05-31T00:00:00Z
catch,covid,625,2020-05-31T00:00:00Z
coronavirus,update,625,2020-05-31T00:00:00Z
white,house,625,2020-05-31T00:00:00Z
strict,coronavirus,621,2020-05-31T00:00:00Z
imposed,strict,616,2020-05-31T00:00:00Z
flout,rules,611,2020-05-31T00:00:00Z
lockdown,rules,609,2020-05-31T00:00:00Z
race,war,609,2020-05-31T00:00:00Z
testing,centers,608,2020-05-31T00:00:00Z
floyd,rioters,607,2020-05-31T00:00:00Z
rioters,flout,607,2020-05-31T00:00:00Z
city,dems,598,2020-05-31T00:00:00Z
total,deaths,597,2020-05-31T00:00:00Z
2nd,wave,594,2020-05-31T00:00:00Z
pm,modi,591,2020-05-31T00:00:00Z
19,virus,585,2020-05-31T00:00:00Z
covid,response,584,2020-05-31T00:00:00Z
19,vaccine,571,2020-05-31T00:00:00Z
covid,ー,570,2020-05-31T00:00:00Z
ー,19,565,2020-05-31T00:00:00Z
fighting,covid,557,2020-05-31T00:00:00Z
covid,free,554,2020-05-31T00:00:00Z
6,million,551,2020-05-31T00:00:00Z
hong,kong,543,2020-05-31T00:00:00Z
covid,warriors,542,2020-05-31T00:00:00Z
nursing,home,540,2020-05-31T00:00:00Z
pneumonia,deaths,540,2020-05-31T00:00:00Z
herd,immunity,538,2020-05-31T00:00:00Z
19,positive,535,2020-05-31T00:00:00Z
million,people,524,2020-05-31T00:00:00Z
19,response,518,2020-05-31T00:00:00Z
business,owners,507,2020-05-31T00:00:00Z
fake,news,502,2020-05-31T00:00:00Z
coronavirus,live,500,2020-05-31T00:00:00Z
civil,unrest,499,2020-05-31T00:00:00Z
boris,johnson,495,2020-05-31T00:00:00Z
prime,minister,492,2020-05-31T00:00:00Z
19,update,489,2020-05-31T00:00:00Z
19,restrictions,484,2020-05-31T00:00:00Z
amid,coronavirus,483,2020-05-31T00:00:00Z
days,ago,483,2020-05-31T00:00:00Z
105,000,482,2020-05-31T00:00:00Z
covid,virus,477,2020-05-31T00:00:00Z
south,africa,473,2020-05-31T00:00:00Z
19,situation,466,2020-05-31T00:00:00Z
gt,gt,460,2020-05-31T00:00:00Z
coronavirus,testing,458,2020-05-31T00:00:00Z
global,pandemic,457,2020-05-31T00:00:00Z
covid,situation,456,2020-05-31T00:00:00Z
june,1,452,2020-05-31T00:00:00Z
martial,law,452,2020-05-31T00:00:00Z
19,relief,449,2020-05-31T00:00:00Z
months,ago,449,2020-05-31T00:00:00Z
york,times,449,2020-05-31T00:00:00Z
19,tests,439,2020-05-31T00:00:00Z
silent,spreaders,436,2020-05-31T00:00:00Z
05,2020,435,2020-05-31T00:00:00Z
collective,fight,429,2020-05-31T00:00:00Z
namo,app,429,2020-05-31T00:00:00Z
200,000,428,2020-05-31T00:00:00Z
teamtrump,realdonaldtrump,426,2020-05-31T00:00:00Z
million,unemployed,425,2020-05-31T00:00:00Z
civil,war,424,2020-05-31T00:00:00Z
common,sense,422,2020-05-31T00:00:00Z
care,home,420,2020-05-31T00:00:00Z
19,hospital,419,2020-05-31T00:00:00Z
covid,symptoms,412,2020-05-31T00:00:00Z
market,news,410,2020-05-31T00:00:00Z
police,violence,410,2020-05-31T00:00:00Z
coronavirus,response,409,2020-05-31T00:00:00Z
covid,isn,403,2020-05-31T00:00:00Z
murder,hornets,403,2020-05-31T00:00:00Z
19,related,401,2020-05-31T00:00:00Z
covid19,covid,401,2020-05-31T00:00:00Z
coronavirus,patients,400,2020-05-31T00:00:00Z
police,officers,398,2020-05-31T00:00:00Z
south,korea,396,2020-05-31T00:00:00Z
covid,restrictions,393,2020-05-31T00:00:00Z
total,confirmed,393,2020-05-31T00:00:00Z
people,die,385,2020-05-31T00:00:00Z
people,protesting,383,2020-05-31T00:00:00Z
deaths,due,380,2020-05-31T00:00:00Z
black,community,377,2020-05-31T00:00:00Z
bill,gates,373,2020-05-31T00:00:00Z
health,officials,373,2020-05-31T00:00:00Z
coronavirus,test,372,2020-05-31T00:00:00Z
immune,system,372,2020-05-31T00:00:00Z
biden,leads,370,2020-05-31T00:00:00Z
supreme,court,369,2020-05-31T00:00:00Z
washington,post,369,2020-05-31T00:00:00Z
covid,doesn,367,2020-05-31T00:00:00Z
coronavirus,infections,366,2020-05-31T00:00:00Z
pre,covid,366,2020-05-31T00:00:00Z
top,scientists,363,2020-05-31T00:00:00Z
covid19,pandemic,362,2020-05-31T00:00:00Z
deaths,reported,362,2020-05-31T00:00:00Z
19,policy,359,2020-05-31T00:00:00Z
uk,government,358,2020-05-31T00:00:00Z
1,000,356,2020-05-31T00:00:00Z
kissfoundation,achyuta,355,2020-05-31T00:00:00Z
people,don,355,2020-05-31T00:00:00Z
19,coronavirus,354,2020-05-31T00:00:00Z
front,line,354,2020-05-31T00:00:00Z
peaceful,protests,354,2020-05-31T00:00:00Z
bedded,covid,353,2020-05-31T00:00:00Z
leads,trump,353,2020-05-31T00:00:00Z
covid,didn,352,2020-05-31T00:00:00Z
confirmed,covid,351,2020-05-31T00:00:00Z
los,angeles,351,2020-05-31T00:00:00Z
provided,ppe,351,2020-05-31T00:00:00Z
200,bedded,350,2020-05-31T00:00:00Z
people,died,350,2020-05-31T00:00:00Z
workers,kiitkissfightscovid19,350,2020-05-31T00:00:00Z
kandhamal,district,349,2020-05-31T00:00:00Z
covid,australia,348,2020-05-31T00:00:00Z
district,managed,348,2020-05-31T00:00:00Z
kissfoundation,kiitkissfightscovid19,348,2020-05-31T00:00:00Z
health,ministry,347,2020-05-31T00:00:00Z
covid,tests,346,2020-05-31T00:00:00Z
government,1000,346,2020-05-31T00:00:00Z
undp,india,346,2020-05-31T00:00:00Z
world,health,345,2020-05-31T00:00:00Z
lives,daily,344,2020-05-31T00:00:00Z
sir,set,344,2020-05-31T00:00:00Z
coronavirus,didn,343,2020-05-31T00:00:00Z
mike,pence,343,2020-05-31T00:00:00Z
quarantine,centre,342,2020-05-31T00:00:00Z
2,3,341,2020-05-31T00:00:00Z
coronavirus,rating,341,2020-05-31T00:00:00Z
memorial,day,341,2020-05-31T00:00:00Z
policy,trust,341,2020-05-31T00:00:00Z
broken,covid,340,2020-05-31T00:00:00Z
covid,hopistals,340,2020-05-31T00:00:00Z
covid,spread,340,2020-05-31T00:00:00Z
people,dying,340,2020-05-31T00:00:00Z
rating,slips,340,2020-05-31T00:00:00Z
0208,90,339,2020-05-31T00:00:00Z
90,2121,339,2020-05-31T00:00:00Z
believeyourpossibilities,stayhomesafelives,339,2020-05-31T00:00:00Z
black,protesters,339,2020-05-31T00:00:00Z
daily,talk,339,2020-05-31T00:00:00Z
fantasticradiouk,homeofpossibilities,339,2020-05-31T00:00:00Z
homeofpossibilities,believeyourpossibilities,339,2020-05-31T00:00:00Z
kims,kiitkissfightscovid19,338,2020-05-31T00:00:00Z
provide,research,338,2020-05-31T00:00:00Z
research,assistance,338,2020-05-31T00:00:00Z
migrants,kiitkissfightscovid19,336,2020-05-31T00:00:00Z
fatality,rate,335,2020-05-31T00:00:00Z
nail,salons,335,2020-05-31T00:00:00Z
post,abc,335,2020-05-31T00:00:00Z
abc,poll,334,2020-05-31T00:00:00Z
234,days,332,2020-05-31T00:00:00Z
covid,relief,332,2020-05-31T00:00:00Z
quarantine,facilities,331,2020-05-31T00:00:00Z
sars,cov,331,2020-05-31T00:00:00Z
3,weeks,330,2020-05-31T00:00:00Z
chinese,virus,330,2020-05-31T00:00:00Z
mortality,rate,330,2020-05-31T00:00:00Z
healthcare,workers,328,2020-05-31T00:00:00Z
catching,covid,327,2020-05-31T00:00:00Z
climate,change,327,2020-05-31T00:00:00Z
law,enforcement,327,2020-05-31T00:00:00Z
remember,covid,326,2020-05-31T00:00:00Z
task,force,325,2020-05-31T00:00:00Z
positive,covid,324,2020-05-31T00:00:00Z
excess,deaths,322,2020-05-31T00:00:00Z
coronavirus,disease,321,2020-05-31T00:00:00Z
10,000,320,2020-05-31T00:00:00Z
coronavirus,restrictions,318,2020-05-31T00:00:00Z
testing,sites,318,2020-05-31T00:00:00Z
innocent,people,316,2020-05-31T00:00:00Z
kims,kiituniversity,316,2020-05-31T00:00:00Z
people,pushed,316,2020-05-31T00:00:00Z
stock,market,316,2020-05-31T00:00:00Z
systemic,racism,316,2020-05-31T00:00:00Z
satellite,schools,315,2020-05-31T00:00:00Z
kissfoundation,satellite,314,2020-05-31T00:00:00Z
3,days,313,2020-05-31T00:00:00Z
odisha,functioning,312,2020-05-31T00:00:00Z
belgian,prince,311,2020-05-31T00:00:00Z
people,shielding,310,2020-05-31T00:00:00Z
hygiene,products,308,2020-05-31T00:00:00Z
race,riots,303,2020-05-31T00:00:00Z
health,crisis,302,2020-05-31T00:00:00Z
dedicate,covid,301,2020-05-31T00:00:00Z
guess,covid,301,2020-05-31T00:00:00Z
girls,iec,300,2020-05-31T00:00:00Z
pandemic,covid,300,2020-05-31T00:00:00Z
covid19,coronavirusoutbreak,299,2020-05-31T00:00:00Z
existing,infrastructure,299,2020-05-31T00:00:00Z
iec,material,299,2020-05-31T00:00:00Z
wider,dissemination,299,2020-05-31T00:00:00Z
dissemination,set,298,2020-05-31T00:00:00Z
distribute,hygiene,298,2020-05-31T00:00:00Z
human,rights,297,2020-05-31T00:00:00Z
killing,people,296,2020-05-31T00:00:00Z
migrant,workers,294,2020-05-31T00:00:00Z
white,supremacy,294,2020-05-31T00:00:00Z
massive,protests,292,2020-05-31T00:00:00Z
save,lives,292,2020-05-31T00:00:00Z
african,americans,291,2020-05-31T00:00:00Z
coronavirus,people,291,2020-05-31T00:00:00Z
fuck,covid,290,2020-05-31T00:00:00Z
peaceful,protest,288,2020-05-31T00:00:00Z
19,infections,287,2020-05-31T00:00:00Z
covid,spike,287,2020-05-31T00:00:00Z
day,spike,286,2020-05-31T00:00:00Z
death,rates,286,2020-05-31T00:00:00Z
infrastructure,kiitkissfightscovid19,286,2020-05-31T00:00:00Z
statistically,significant,286,2020-05-31T00:00:00Z
cov,2,285,2020-05-31T00:00:00Z
19,05,284,2020-05-31T00:00:00Z
bringing,total,284,2020-05-31T00:00:00Z
covid,outbreak,284,2020-05-31T00:00:00Z
covid,shit,284,2020-05-31T00:00:00Z
19,infection,281,2020-05-31T00:00:00Z
coronavirus,impact,281,2020-05-31T00:00:00Z
italian,doctor,281,2020-05-31T00:00:00Z
19,spread,279,2020-05-31T00:00:00Z
