word1,word2,n,date
covid,19,58937,2020-03-07T00:00:00Z
coronavirus,outbreak,11435,2020-03-07T00:00:00Z
covid,ー,8567,2020-03-07T00:00:00Z
ー,19,8563,2020-03-07T00:00:00Z
cruise,ship,5643,2020-03-07T00:00:00Z
toilet,paper,4732,2020-03-07T00:00:00Z
amid,coronavirus,4570,2020-03-07T00:00:00Z
coronavirus,covid19,4475,2020-03-07T00:00:00Z
tested,positive,4410,2020-03-07T00:00:00Z
coronavirus,covid,4379,2020-03-07T00:00:00Z
coronavirus,fears,3581,2020-03-07T00:00:00Z
coronavirus,concerns,3222,2020-03-07T00:00:00Z
death,toll,3156,2020-03-07T00:00:00Z
covid19,coronavirus,2915,2020-03-07T00:00:00Z
public,health,2893,2020-03-07T00:00:00Z
19,coronavirus,2621,2020-03-07T00:00:00Z
test,positive,2472,2020-03-07T00:00:00Z
hand,sanitizer,2420,2020-03-07T00:00:00Z
tests,positive,2358,2020-03-07T00:00:00Z
coronavirus,testing,2295,2020-03-07T00:00:00Z
coronavirus,quarantine,2243,2020-03-07T00:00:00Z
corona,virus,2224,2020-03-07T00:00:00Z
grand,princess,2198,2020-03-07T00:00:00Z
white,house,2168,2020-03-07T00:00:00Z
test,kits,2113,2020-03-07T00:00:00Z
coronavirus,panic,2048,2020-03-07T00:00:00Z
south,korea,2025,2020-03-07T00:00:00Z
coronavirus,response,2022,2020-03-07T00:00:00Z
live,updates,1996,2020-03-07T00:00:00Z
coronavirus,crisis,1966,2020-03-07T00:00:00Z
panic,buying,1729,2020-03-07T00:00:00Z
mortality,rate,1720,2020-03-07T00:00:00Z
100,000,1704,2020-03-07T00:00:00Z
death,rate,1703,2020-03-07T00:00:00Z
coronavirus,test,1692,2020-03-07T00:00:00Z
coronavirus,spreads,1671,2020-03-07T00:00:00Z
princess,cruise,1645,2020-03-07T00:00:00Z
coronavirus,tests,1622,2020-03-07T00:00:00Z
health,officials,1619,2020-03-07T00:00:00Z
stay,home,1619,2020-03-07T00:00:00Z
donald,trump,1599,2020-03-07T00:00:00Z
mike,pence,1581,2020-03-07T00:00:00Z
quarantine,hotel,1560,2020-03-07T00:00:00Z
trump,administration,1533,2020-03-07T00:00:00Z
19,outbreak,1521,2020-03-07T00:00:00Z
coronavirus,death,1494,2020-03-07T00:00:00Z
coronavirus,deaths,1461,2020-03-07T00:00:00Z
coronavirus,patients,1426,2020-03-07T00:00:00Z
news,coronavirus,1384,2020-03-07T00:00:00Z
bbc,news,1351,2020-03-07T00:00:00Z
coronavirus,patient,1348,2020-03-07T00:00:00Z
coronavirus,infection,1323,2020-03-07T00:00:00Z
coronavirus,epidemic,1310,2020-03-07T00:00:00Z
hotel,collapses,1308,2020-03-07T00:00:00Z
coronavirus,italy,1293,2020-03-07T00:00:00Z
coronavirus,pandemic,1290,2020-03-07T00:00:00Z
health,care,1229,2020-03-07T00:00:00Z
york,declares,1210,2020-03-07T00:00:00Z
coronavirus,update,1180,2020-03-07T00:00:00Z
coronavirus,live,1179,2020-03-07T00:00:00Z
coronavirus,scare,1161,2020-03-07T00:00:00Z
san,francisco,1150,2020-03-07T00:00:00Z
president,trump,1149,2020-03-07T00:00:00Z
fox,news,1110,2020-03-07T00:00:00Z
coronavirus,spread,1096,2020-03-07T00:00:00Z
70,people,1055,2020-03-07T00:00:00Z
stock,market,1051,2020-03-07T00:00:00Z
coronavirus,doesn,1049,2020-03-07T00:00:00Z
toll,rises,1033,2020-03-07T00:00:00Z
immune,system,1025,2020-03-07T00:00:00Z
fight,coronavirus,1024,2020-03-07T00:00:00Z
coronavirus,threat,990,2020-03-07T00:00:00Z
cpac,attendee,960,2020-03-07T00:00:00Z
quarantine,collapses,923,2020-03-07T00:00:00Z
covid19,covid,920,2020-03-07T00:00:00Z
coronavirus,vaccine,919,2020-03-07T00:00:00Z
coronavirus,disease,909,2020-03-07T00:00:00Z
toilet,roll,905,2020-03-07T00:00:00Z
coronavirus,trump,903,2020-03-07T00:00:00Z
stay,safe,900,2020-03-07T00:00:00Z
world,health,880,2020-03-07T00:00:00Z
cuomo,declares,879,2020-03-07T00:00:00Z
york,times,876,2020-03-07T00:00:00Z
confirmed,coronavirus,875,2020-03-07T00:00:00Z
19,virus,873,2020-03-07T00:00:00Z
flotus,whitehouse,870,2020-03-07T00:00:00Z
fake,news,852,2020-03-07T00:00:00Z
washington,post,847,2020-03-07T00:00:00Z
east,coast,844,2020-03-07T00:00:00Z
21,people,841,2020-03-07T00:00:00Z
million,people,834,2020-03-07T00:00:00Z
canceled,due,826,2020-03-07T00:00:00Z
people,die,804,2020-03-07T00:00:00Z
3,4,797,2020-03-07T00:00:00Z
