word1,word2,n,date
covid,19,113686,2020-07-04T00:00:00Z
tests,positive,6712,2020-07-04T00:00:00Z
kimberly,guilfoyle,6005,2020-07-04T00:00:00Z
tested,positive,5971,2020-07-04T00:00:00Z
donald,trump,5732,2020-07-04T00:00:00Z
trump,jr,4900,2020-07-04T00:00:00Z
19,pandemic,3764,2020-07-04T00:00:00Z
trump,campaign,3635,2020-07-04T00:00:00Z
social,distancing,3589,2020-07-04T00:00:00Z
coronavirus,pandemic,3353,2020-07-04T00:00:00Z
covid,patients,2804,2020-07-04T00:00:00Z
test,positive,2784,2020-07-04T00:00:00Z
mount,rushmore,2651,2020-07-04T00:00:00Z
white,house,2593,2020-07-04T00:00:00Z
covid,deaths,2372,2020-07-04T00:00:00Z
campaign,official,2219,2020-07-04T00:00:00Z
death,rate,2143,2020-07-04T00:00:00Z
guilfoyle,donald,2123,2020-07-04T00:00:00Z
post,covid,2040,2020-07-04T00:00:00Z
covid,test,2012,2020-07-04T00:00:00Z
independence,day,1708,2020-07-04T00:00:00Z
nursing,homes,1681,2020-07-04T00:00:00Z
public,health,1570,2020-07-04T00:00:00Z
bbc,news,1522,2020-07-04T00:00:00Z
19,patients,1498,2020-07-04T00:00:00Z
ー,19,1489,2020-07-04T00:00:00Z
covid,ー,1489,2020-07-04T00:00:00Z
wearing,masks,1489,2020-07-04T00:00:00Z
stay,safe,1484,2020-07-04T00:00:00Z
stay,home,1475,2020-07-04T00:00:00Z
wear,masks,1474,2020-07-04T00:00:00Z
top,trump,1468,2020-07-04T00:00:00Z
girlfriend,tests,1464,2020-07-04T00:00:00Z
july,4th,1443,2020-07-04T00:00:00Z
coronavirus,covid19,1374,2020-07-04T00:00:00Z
news,coronavirus,1368,2020-07-04T00:00:00Z
single,day,1324,2020-07-04T00:00:00Z
july,4,1311,2020-07-04T00:00:00Z
covid,positive,1309,2020-07-04T00:00:00Z
house,readies,1281,2020-07-04T00:00:00Z
south,dakota,1277,2020-07-04T00:00:00Z
positive,covid,1275,2020-07-04T00:00:00Z
mt,rushmore,1272,2020-07-04T00:00:00Z
don,jr,1250,2020-07-04T00:00:00Z
president,trump,1246,2020-07-04T00:00:00Z
official,tests,1240,2020-07-04T00:00:00Z
happy,4th,1217,2020-07-04T00:00:00Z
19,deaths,1199,2020-07-04T00:00:00Z
death,toll,1195,2020-07-04T00:00:00Z
covid19,coronavirus,1192,2020-07-04T00:00:00Z
catch,covid,1188,2020-07-04T00:00:00Z
19,vaccine,1174,2020-07-04T00:00:00Z
whitehouse,realdonaldtrump,1172,2020-07-04T00:00:00Z
covid,death,1148,2020-07-04T00:00:00Z
130,000,1140,2020-07-04T00:00:00Z
covid,australia,1137,2020-07-04T00:00:00Z
coronavirus,patients,1132,2020-07-04T00:00:00Z
culture,war,1125,2020-07-04T00:00:00Z
spreading,covid,1117,2020-07-04T00:00:00Z
coronavirus,covid,1076,2020-07-04T00:00:00Z
24,hours,1073,2020-07-04T00:00:00Z
secret,service,1073,2020-07-04T00:00:00Z
spread,covid,1033,2020-07-04T00:00:00Z
testing,positive,1026,2020-07-04T00:00:00Z
realdonaldtrump,flotus,1013,2020-07-04T00:00:00Z
19,test,1008,2020-07-04T00:00:00Z
coronavirus,outbreak,1006,2020-07-04T00:00:00Z
covid,free,978,2020-07-04T00:00:00Z
rushmore,speech,976,2020-07-04T00:00:00Z
2,weeks,888,2020-07-04T00:00:00Z
top,story,888,2020-07-04T00:00:00Z
nigel,farage,881,2020-07-04T00:00:00Z
peter,navarro,868,2020-07-04T00:00:00Z
communist,party,867,2020-07-04T00:00:00Z
divisive,culture,866,2020-07-04T00:00:00Z
war,message,863,2020-07-04T00:00:00Z
19,crisis,856,2020-07-04T00:00:00Z
chinese,communist,830,2020-07-04T00:00:00Z
fake,news,829,2020-07-04T00:00:00Z
amid,covid,803,2020-07-04T00:00:00Z
14,days,793,2020-07-04T00:00:00Z
coronavirus,crisis,781,2020-07-04T00:00:00Z
coronavirus,vaccine,779,2020-07-04T00:00:00Z
guilfoyle,trump,775,2020-07-04T00:00:00Z
york,times,774,2020-07-04T00:00:00Z
deliver,divisive,773,2020-07-04T00:00:00Z
wuhan,virus,769,2020-07-04T00:00:00Z
navarro,chinese,755,2020-07-04T00:00:00Z
health,care,752,2020-07-04T00:00:00Z
jr,tests,750,2020-07-04T00:00:00Z
jimmie,johnson,738,2020-07-04T00:00:00Z
social,distance,735,2020-07-04T00:00:00Z
11,000,722,2020-07-04T00:00:00Z
fund,raising,720,2020-07-04T00:00:00Z
19,virus,719,2020-07-04T00:00:00Z
top,fund,717,2020-07-04T00:00:00Z
raising,official,716,2020-07-04T00:00:00Z
common,cold,715,2020-07-04T00:00:00Z
herd,immunity,715,2020-07-04T00:00:00Z
tested,negative,714,2020-07-04T00:00:00Z
guilfoyle,tests,713,2020-07-04T00:00:00Z
july,2020,713,2020-07-04T00:00:00Z
