word1,word2,n,date
covid,19,148955,2020-10-08T00:00:00Z
mike,pence,16489,2020-10-08T00:00:00Z
white,house,16484,2020-10-08T00:00:00Z
pink,eye,14813,2020-10-08T00:00:00Z
covid,test,7859,2020-10-08T00:00:00Z
task,force,7318,2020-10-08T00:00:00Z
tested,positive,6757,2020-10-08T00:00:00Z
donald,trump,6286,2020-10-08T00:00:00Z
19,pandemic,5407,2020-10-08T00:00:00Z
swine,flu,5283,2020-10-08T00:00:00Z
president,trump,4820,2020-10-08T00:00:00Z
covid,deaths,4794,2020-10-08T00:00:00Z
covid,eye,4786,2020-10-08T00:00:00Z
american,people,4358,2020-10-08T00:00:00Z
coronavirus,pandemic,3928,2020-10-08T00:00:00Z
210,000,3812,2020-10-08T00:00:00Z
coronavirus,task,3750,2020-10-08T00:00:00Z
trump,administration,3731,2020-10-08T00:00:00Z
gold,star,3652,2020-10-08T00:00:00Z
covid,positive,3567,2020-10-08T00:00:00Z
kamala,harris,3499,2020-10-08T00:00:00Z
covid,response,3408,2020-10-08T00:00:00Z
presidential,debate,3266,2020-10-08T00:00:00Z
star,families,3167,2020-10-08T00:00:00Z
virtual,debate,3153,2020-10-08T00:00:00Z
joe,biden,3075,2020-10-08T00:00:00Z
covid,patients,2836,2020-10-08T00:00:00Z
social,distancing,2686,2020-10-08T00:00:00Z
super,spreader,2654,2020-10-08T00:00:00Z
public,health,2643,2020-10-08T00:00:00Z
covid,symptom,2629,2020-10-08T00:00:00Z
covid,eyes,2521,2020-10-08T00:00:00Z
post,covid,2456,2020-10-08T00:00:00Z
covid,relief,2343,2020-10-08T00:00:00Z
england,journal,2308,2020-10-08T00:00:00Z
test,positive,2283,2020-10-08T00:00:00Z
positive,covid,2278,2020-10-08T00:00:00Z
vp,mike,2263,2020-10-08T00:00:00Z
covid,task,2199,2020-10-08T00:00:00Z
vice,president,2157,2020-10-08T00:00:00Z
tests,positive,2148,2020-10-08T00:00:00Z
34,people,2147,2020-10-08T00:00:00Z
200,000,2139,2020-10-08T00:00:00Z
pro,life,2108,2020-10-08T00:00:00Z
19,vaccine,2063,2020-10-08T00:00:00Z
covid,vaccine,1982,2020-10-08T00:00:00Z
covid,death,1888,2020-10-08T00:00:00Z
people,connected,1814,2020-10-08T00:00:00Z
rosie,wearamask,1802,2020-10-08T00:00:00Z
mental,health,1787,2020-10-08T00:00:00Z
covid,pink,1720,2020-10-08T00:00:00Z
catch,covid,1677,2020-10-08T00:00:00Z
nursing,homes,1677,2020-10-08T00:00:00Z
health,care,1667,2020-10-08T00:00:00Z
19,test,1666,2020-10-08T00:00:00Z
climate,change,1654,2020-10-08T00:00:00Z
covid,related,1634,2020-10-08T00:00:00Z
tested,negative,1609,2020-10-08T00:00:00Z
spreading,covid,1605,2020-10-08T00:00:00Z
caught,covid,1592,2020-10-08T00:00:00Z
covid,tests,1580,2020-10-08T00:00:00Z
pre,existing,1534,2020-10-08T00:00:00Z
rose,garden,1514,2020-10-08T00:00:00Z
covid,restrictions,1512,2020-10-08T00:00:00Z
negative,covid,1496,2020-10-08T00:00:00Z
catching,covid,1495,2020-10-08T00:00:00Z
fema,memo,1495,2020-10-08T00:00:00Z
internal,fema,1474,2020-10-08T00:00:00Z
covid,trump,1460,2020-10-08T00:00:00Z
herd,immunity,1456,2020-10-08T00:00:00Z
marty,obst,1453,2020-10-08T00:00:00Z
marcshort45,marty,1445,2020-10-08T00:00:00Z
19,response,1440,2020-10-08T00:00:00Z
scottwalker,vp,1436,2020-10-08T00:00:00Z
medical,journal,1433,2020-10-08T00:00:00Z
death,rate,1432,2020-10-08T00:00:00Z
covid,vpdebate,1422,2020-10-08T00:00:00Z
vice,presidential,1410,2020-10-08T00:00:00Z
spread,covid,1407,2020-10-08T00:00:00Z
vp,debate,1406,2020-10-08T00:00:00Z
covid,free,1405,2020-10-08T00:00:00Z
left,eye,1393,2020-10-08T00:00:00Z
fetal,tissue,1388,2020-10-08T00:00:00Z
house,security,1365,2020-10-08T00:00:00Z
coronavirus,internal,1364,2020-10-08T00:00:00Z
death,toll,1341,2020-10-08T00:00:00Z
contracted,covid,1319,2020-10-08T00:00:00Z
trump,covid,1317,2020-10-08T00:00:00Z
trump,pence,1303,2020-10-08T00:00:00Z
contact,tracing,1297,2020-10-08T00:00:00Z
covid,testing,1288,2020-10-08T00:00:00Z
president,donald,1280,2020-10-08T00:00:00Z
supreme,court,1274,2020-10-08T00:00:00Z
covid,infected,1264,2020-10-08T00:00:00Z
therickwilson,covid,1262,2020-10-08T00:00:00Z
vp,pence,1262,2020-10-08T00:00:00Z
coronavirus,outbreak,1261,2020-10-08T00:00:00Z
million,people,1255,2020-10-08T00:00:00Z
testing,positive,1242,2020-10-08T00:00:00Z
abc,news,1240,2020-10-08T00:00:00Z
19,diagnosis,1226,2020-10-08T00:00:00Z
joebiden,kamalaharris,1225,2020-10-08T00:00:00Z
wear,masks,1219,2020-10-08T00:00:00Z
coronavirus,response,1215,2020-10-08T00:00:00Z
bakari,sellers,1213,2020-10-08T00:00:00Z
stem,cells,1157,2020-10-08T00:00:00Z
covid,infection,1150,2020-10-08T00:00:00Z
coronavirus,covid19,1146,2020-10-08T00:00:00Z
wearing,masks,1144,2020-10-08T00:00:00Z
19,testing,1141,2020-10-08T00:00:00Z
pre,covid,1138,2020-10-08T00:00:00Z
bbc,news,1137,2020-10-08T00:00:00Z
covid,diagnosis,1131,2020-10-08T00:00:00Z
covid,pandemic,1124,2020-10-08T00:00:00Z
19,deaths,1121,2020-10-08T00:00:00Z
gravely,ill,1113,2020-10-08T00:00:00Z
24,hours,1107,2020-10-08T00:00:00Z
covid,symptoms,1106,2020-10-08T00:00:00Z
red,eyes,1083,2020-10-08T00:00:00Z
test,results,1082,2020-10-08T00:00:00Z
kayleighmcenany,mike,1079,2020-10-08T00:00:00Z
covid,treatment,1077,2020-10-08T00:00:00Z
trump,calls,1061,2020-10-08T00:00:00Z
19,outbreak,1039,2020-10-08T00:00:00Z
people,died,1036,2020-10-08T00:00:00Z
covid19,coronavirus,1033,2020-10-08T00:00:00Z
25th,amendment,1027,2020-10-08T00:00:00Z
biden,harris,998,2020-10-08T00:00:00Z
covid,crisis,992,2020-10-08T00:00:00Z
19,patients,982,2020-10-08T00:00:00Z
covid,outbreak,957,2020-10-08T00:00:00Z
covid,rules,956,2020-10-08T00:00:00Z
security,official,950,2020-10-08T00:00:00Z
playing,politics,948,2020-10-08T00:00:00Z
14,days,947,2020-10-08T00:00:00Z
covid,isn,943,2020-10-08T00:00:00Z
realdonaldtrump,trump,936,2020-10-08T00:00:00Z
19,relief,928,2020-10-08T00:00:00Z
211,000,926,2020-10-08T00:00:00Z
jan,andolan,925,2020-10-08T00:00:00Z
covid,plan,923,2020-10-08T00:00:00Z
trump,admin,911,2020-10-08T00:00:00Z
covid,covid,906,2020-10-08T00:00:00Z
covid,virus,905,2020-10-08T00:00:00Z
eye,covid,892,2020-10-08T00:00:00Z
realdonaldtrump,covid,885,2020-10-08T00:00:00Z
1,2,881,2020-10-08T00:00:00Z
people,die,879,2020-10-08T00:00:00Z
19,failure,876,2020-10-08T00:00:00Z
contracting,covid,875,2020-10-08T00:00:00Z
oval,office,875,2020-10-08T00:00:00Z
walter,reed,872,2020-10-08T00:00:00Z
memo,abc,866,2020-10-08T00:00:00Z
positive,test,849,2020-10-08T00:00:00Z
2,weeks,838,2020-10-08T00:00:00Z
6,months,830,2020-10-08T00:00:00Z
beat,covid,828,2020-10-08T00:00:00Z
cells,derived,825,2020-10-08T00:00:00Z
19,restrictions,822,2020-10-08T00:00:00Z
fake,news,821,2020-10-08T00:00:00Z
19,crisis,818,2020-10-08T00:00:00Z
red,eye,817,2020-10-08T00:00:00Z
100,000,809,2020-10-08T00:00:00Z
relief,bill,800,2020-10-08T00:00:00Z
covid,safe,799,2020-10-08T00:00:00Z
coronavirus,vaccine,797,2020-10-08T00:00:00Z
town,hall,794,2020-10-08T00:00:00Z
3,days,790,2020-10-08T00:00:00Z
amid,covid,789,2020-10-08T00:00:00Z
prestigious,medical,785,2020-10-08T00:00:00Z
stay,safe,785,2020-10-08T00:00:00Z
1,000,780,2020-10-08T00:00:00Z
existing,conditions,774,2020-10-08T00:00:00Z
stop,playing,766,2020-10-08T00:00:00Z
house,coronavirus,755,2020-10-08T00:00:00Z
journal,calls,747,2020-10-08T00:00:00Z
breaking,news,743,2020-10-08T00:00:00Z
called,covid,743,2020-10-08T00:00:00Z
19,tests,738,2020-10-08T00:00:00Z
