word1,word2,n,date
covid,19,92192,2020-10-01T00:00:00Z
19,pandemic,4823,2020-10-01T00:00:00Z
covid,test,3511,2020-10-01T00:00:00Z
coronavirus,pandemic,3025,2020-10-01T00:00:00Z
covid,deaths,2985,2020-10-01T00:00:00Z
tested,positive,2913,2020-10-01T00:00:00Z
largest,driver,2714,2020-10-01T00:00:00Z
jeffreestar,cashapp,2670,2020-10-01T00:00:00Z
post,covid,2258,2020-10-01T00:00:00Z
single,largest,2140,2020-10-01T00:00:00Z
coronavirus,misinformation,2081,2020-10-01T00:00:00Z
19,vaccine,1873,2020-10-01T00:00:00Z
white,house,1869,2020-10-01T00:00:00Z
nursing,homes,1841,2020-10-01T00:00:00Z
covid,patients,1776,2020-10-01T00:00:00Z
positive,covid,1729,2020-10-01T00:00:00Z
public,health,1644,2020-10-01T00:00:00Z
social,distancing,1623,2020-10-01T00:00:00Z
coronavirus,vaccine,1567,2020-10-01T00:00:00Z
covid,vaccine,1504,2020-10-01T00:00:00Z
misinformation,trump,1489,2020-10-01T00:00:00Z
200,000,1466,2020-10-01T00:00:00Z
covid,positive,1432,2020-10-01T00:00:00Z
covid,relief,1412,2020-10-01T00:00:00Z
donald,trump,1321,2020-10-01T00:00:00Z
margaret,ferrier,1311,2020-10-01T00:00:00Z
mental,health,1296,2020-10-01T00:00:00Z
covid,restrictions,1255,2020-10-01T00:00:00Z
covid,related,1242,2020-10-01T00:00:00Z
health,care,1226,2020-10-01T00:00:00Z
bbc,news,1192,2020-10-01T00:00:00Z
covid,rules,1192,2020-10-01T00:00:00Z
covid,testing,1177,2020-10-01T00:00:00Z
coronavirus,covid19,1168,2020-10-01T00:00:00Z
covid,response,1155,2020-10-01T00:00:00Z
19,testing,1144,2020-10-01T00:00:00Z
19,test,1094,2020-10-01T00:00:00Z
president,trump,1053,2020-10-01T00:00:00Z
contact,tracing,1026,2020-10-01T00:00:00Z
pre,existing,1018,2020-10-01T00:00:00Z
public,transport,1010,2020-10-01T00:00:00Z
19,deaths,1007,2020-10-01T00:00:00Z
pre,covid,981,2020-10-01T00:00:00Z
covid,alert,980,2020-10-01T00:00:00Z
