word1,word2,n,date
covid,19,50565,2021-11-30T00:00:00Z
omicron,variant,9709,2021-11-30T00:00:00Z
covid,variant,5725,2021-11-30T00:00:00Z
covid,vaccine,4165,2021-11-30T00:00:00Z
19,vaccine,3999,2021-11-30T00:00:00Z
omicron,covid,3492,2021-11-30T00:00:00Z
south,africa,2918,2021-11-30T00:00:00Z
19,variant,2534,2021-11-30T00:00:00Z
covid,test,2367,2021-11-30T00:00:00Z
covid,deaths,2302,2021-11-30T00:00:00Z
19,pandemic,2192,2021-11-30T00:00:00Z
covid,vaccines,2137,2021-11-30T00:00:00Z
public,health,2057,2021-11-30T00:00:00Z
coronavirus,variant,1959,2021-11-30T00:00:00Z
covid,booster,1916,2021-11-30T00:00:00Z
global,pandemic,1610,2021-11-30T00:00:00Z
19,vaccines,1602,2021-11-30T00:00:00Z
tested,positive,1560,2021-11-30T00:00:00Z
covid,parent,1526,2021-11-30T00:00:00Z
natural,immunity,1329,2021-11-30T00:00:00Z
variant,omicron,1316,2021-11-30T00:00:00Z
post,covid,1233,2021-11-30T00:00:00Z
vaccine,mandate,1198,2021-11-30T00:00:00Z
health,care,1196,2021-11-30T00:00:00Z
basil,ireton,1160,2021-11-30T00:00:00Z
covid,variants,1160,2021-11-30T00:00:00Z
25,cycle,1140,2021-11-30T00:00:00Z
bridgetholmstro,rockandroll432,1138,2021-11-30T00:00:00Z
covid,patients,1138,2021-11-30T00:00:00Z
oakden,wolf,1138,2021-11-30T00:00:00Z
omicron,coronavirus,1138,2021-11-30T00:00:00Z
sunsnowflowers,bridgetholmstro,1138,2021-11-30T00:00:00Z
boeing74,organicdot,1135,2021-11-30T00:00:00Z
ericwil06256732,wildweatherdan,1135,2021-11-30T00:00:00Z
guygadboisguyg1,thisisnothappen,1135,2021-11-30T00:00:00Z
moderna5g,666,1135,2021-11-30T00:00:00Z
organicdot,oakden,1135,2021-11-30T00:00:00Z
thisisnothappen,basil,1135,2021-11-30T00:00:00Z
rln,nelson,1134,2021-11-30T00:00:00Z
dan613,boeing74,1131,2021-11-30T00:00:00Z
gordon,dhg,1129,2021-11-30T00:00:00Z
stephen04880258,guygadboisguyg1,1127,2021-11-30T00:00:00Z
covid,restrictions,1111,2021-11-30T00:00:00Z
tragiicomedy,covid,1109,2021-11-30T00:00:00Z
ejwwest,twtthisisnow,1088,2021-11-30T00:00:00Z
keithamccluskey,gordon,1085,2021-11-30T00:00:00Z
bolzmannmichael,rln,1084,2021-11-30T00:00:00Z
vaccinated,people,1080,2021-11-30T00:00:00Z
19,vaccination,1078,2021-11-30T00:00:00Z
mental,health,1069,2021-11-30T00:00:00Z
twtthisisnow,tragiicomedy,1064,2021-11-30T00:00:00Z
wildweatherdan,robhon,1063,2021-11-30T00:00:00Z
booster,shot,1032,2021-11-30T00:00:00Z
try2golf,ejwwest,1025,2021-11-30T00:00:00Z
south,african,1007,2021-11-30T00:00:00Z
iandjbrown2,narvuntien,992,2021-11-30T00:00:00Z
narvuntien,dan613,989,2021-11-30T00:00:00Z
covid,omicron,969,2021-11-30T00:00:00Z
joe,biden,960,2021-11-30T00:00:00Z
covid,related,958,2021-11-30T00:00:00Z
robhon,try2golf,958,2021-11-30T00:00:00Z
dawntj90,keithamccluskey,955,2021-11-30T00:00:00Z
robmeekel,25,952,2021-11-30T00:00:00Z
19,booster,950,2021-11-30T00:00:00Z
pcr,test,922,2021-11-30T00:00:00Z
19,omicron,921,2021-11-30T00:00:00Z
moderna,ceo,894,2021-11-30T00:00:00Z
halbrow68884227,aristotlemrs,883,2021-11-30T00:00:00Z
davidtayloryork,glenncarr6,852,2021-11-30T00:00:00Z
post,pandemic,835,2021-11-30T00:00:00Z
rockandroll432,massimassian,835,2021-11-30T00:00:00Z
massimassian,davejohn0175,815,2021-11-30T00:00:00Z
catch,covid,805,2021-11-30T00:00:00Z
canadianworker2,iandjbrown2,798,2021-11-30T00:00:00Z
spread,covid,796,2021-11-30T00:00:00Z
wear,masks,795,2021-11-30T00:00:00Z
booster,shots,794,2021-11-30T00:00:00Z
mask,wearing,790,2021-11-30T00:00:00Z
immune,system,779,2021-11-30T00:00:00Z
covid,pandemic,776,2021-11-30T00:00:00Z
boris,johnson,771,2021-11-30T00:00:00Z
covid,testing,769,2021-11-30T00:00:00Z
wearing,masks,759,2021-11-30T00:00:00Z
supply,chain,758,2021-11-30T00:00:00Z
covid,death,747,2021-11-30T00:00:00Z
travel,bans,739,2021-11-30T00:00:00Z
covid,tests,735,2021-11-30T00:00:00Z
covid,rules,721,2021-11-30T00:00:00Z
covid,vaccination,720,2021-11-30T00:00:00Z
covid,shot,718,2021-11-30T00:00:00Z
vaccine,mandates,707,2021-11-30T00:00:00Z
health,officials,706,2021-11-30T00:00:00Z
19,pill,704,2021-11-30T00:00:00Z
glenncarr6,dawntj90,697,2021-11-30T00:00:00Z
travel,restrictions,678,2021-11-30T00:00:00Z
public,transport,674,2021-11-30T00:00:00Z
2,weeks,667,2021-11-30T00:00:00Z
6,months,664,2021-11-30T00:00:00Z
caught,covid,660,2021-11-30T00:00:00Z
1,2,629,2021-11-30T00:00:00Z
anti,vaxxers,624,2021-11-30T00:00:00Z
bubbasranch,moderna5g,622,2021-11-30T00:00:00Z
dr,fauci,618,2021-11-30T00:00:00Z
white,house,613,2021-11-30T00:00:00Z
covid,virus,609,2021-11-30T00:00:00Z
sars,cov,607,2021-11-30T00:00:00Z
care,workers,603,2021-11-30T00:00:00Z
10,days,595,2021-11-30T00:00:00Z
johndublin10,kenneth72712993,593,2021-11-30T00:00:00Z
john,eyers,586,2021-11-30T00:00:00Z
fox,news,582,2021-11-30T00:00:00Z
cov,2,580,2021-11-30T00:00:00Z
covid,positive,579,2021-11-30T00:00:00Z
fitness,fanatic,579,2021-11-30T00:00:00Z
covid19,pandemic,576,2021-11-30T00:00:00Z
pre,covid,576,2021-11-30T00:00:00Z
negative,covid,575,2021-11-30T00:00:00Z
world,health,574,2021-11-30T00:00:00Z
covid,relief,572,2021-11-30T00:00:00Z
social,distancing,571,2021-11-30T00:00:00Z
covid,strain,566,2021-11-30T00:00:00Z
catching,covid,565,2021-11-30T00:00:00Z
spreading,covid,563,2021-11-30T00:00:00Z
tragic,death,563,2021-11-30T00:00:00Z
flu,shot,561,2021-11-30T00:00:00Z
anti,vax,554,2021-11-30T00:00:00Z
death,rate,552,2021-11-30T00:00:00Z
covid,response,549,2021-11-30T00:00:00Z
bigrakadoc,chimera414,547,2021-11-30T00:00:00Z
healthcare,workers,545,2021-11-30T00:00:00Z
aristotlemrs,bigrakadoc,535,2021-11-30T00:00:00Z
climate,change,531,2021-11-30T00:00:00Z
travel,ban,527,2021-11-30T00:00:00Z
stay,safe,526,2021-11-30T00:00:00Z
pre,pandemic,519,2021-11-30T00:00:00Z
amid,omicron,514,2021-11-30T00:00:00Z
covid,pass,514,2021-11-30T00:00:00Z
delta,variant,514,2021-11-30T00:00:00Z
davejohn0175,thedisproof,513,2021-11-30T00:00:00Z
covid,jab,511,2021-11-30T00:00:00Z
oscarswild1,bolzmannmichael,505,2021-11-30T00:00:00Z
2021,11,504,2021-11-30T00:00:00Z
ingersolrobert,oscarswild1,499,2021-11-30T00:00:00Z
unvaccinated,people,498,2021-11-30T00:00:00Z
social,media,497,2021-11-30T00:00:00Z
health,minister,491,2021-11-30T00:00:00Z
100,000,487,2021-11-30T00:00:00Z
anti,covid,486,2021-11-30T00:00:00Z
