word1,word2,n,date
covid,19,128011,2020-09-22T00:00:00Z
200,000,17311,2020-09-22T00:00:00Z
covid,deaths,6286,2020-09-22T00:00:00Z
19,pandemic,5638,2020-09-22T00:00:00Z
death,toll,5132,2020-09-22T00:00:00Z
boris,johnson,4464,2020-09-22T00:00:00Z
coronavirus,pandemic,3977,2020-09-22T00:00:00Z
covid,test,3534,2020-09-22T00:00:00Z
tested,positive,3439,2020-09-22T00:00:00Z
19,deaths,3051,2020-09-22T00:00:00Z
affects,virtually,2958,2020-09-22T00:00:00Z
post,covid,2534,2020-09-22T00:00:00Z
public,health,2500,2020-09-22T00:00:00Z
6,months,2312,2020-09-22T00:00:00Z
social,distancing,2203,2020-09-22T00:00:00Z
covid,restrictions,2120,2020-09-22T00:00:00Z
covid,death,2099,2020-09-22T00:00:00Z
covid,patients,2080,2020-09-22T00:00:00Z
19,vaccine,2009,2020-09-22T00:00:00Z
coronavirus,deaths,1992,2020-09-22T00:00:00Z
nursing,homes,1891,2020-09-22T00:00:00Z
body,armor,1889,2020-09-22T00:00:00Z
pre,existing,1865,2020-09-22T00:00:00Z
covid,relief,1806,2020-09-22T00:00:00Z
donald,trump,1721,2020-09-22T00:00:00Z
jet,engine,1710,2020-09-22T00:00:00Z
covid,response,1669,2020-09-22T00:00:00Z
taxpayer,money,1655,2020-09-22T00:00:00Z
supreme,court,1639,2020-09-22T00:00:00Z
mental,health,1604,2020-09-22T00:00:00Z
covid,vaccine,1586,2020-09-22T00:00:00Z
defense,contractors,1544,2020-09-22T00:00:00Z
coronavirus,vaccine,1507,2020-09-22T00:00:00Z
bbc,news,1473,2020-09-22T00:00:00Z
money,meant,1468,2020-09-22T00:00:00Z
covid,related,1457,2020-09-22T00:00:00Z
prime,minister,1456,2020-09-22T00:00:00Z
washington,post,1454,2020-09-22T00:00:00Z
rosie,wearamask,1424,2020-09-22T00:00:00Z
health,care,1298,2020-09-22T00:00:00Z
herd,immunity,1281,2020-09-22T00:00:00Z
coronavirus,covid19,1278,2020-09-22T00:00:00Z
covid,tests,1253,2020-09-22T00:00:00Z
covid,rules,1250,2020-09-22T00:00:00Z
wearing,masks,1243,2020-09-22T00:00:00Z
million,people,1228,2020-09-22T00:00:00Z
coronavirus,death,1225,2020-09-22T00:00:00Z
death,rate,1213,2020-09-22T00:00:00Z
covid,testing,1209,2020-09-22T00:00:00Z
task,force,1202,2020-09-22T00:00:00Z
test,positive,1179,2020-09-22T00:00:00Z
positive,covid,1172,2020-09-22T00:00:00Z
19,restrictions,1153,2020-09-22T00:00:00Z
president,trump,1141,2020-09-22T00:00:00Z
covid,secure,1103,2020-09-22T00:00:00Z
wear,masks,1102,2020-09-22T00:00:00Z
19,response,1096,2020-09-22T00:00:00Z
coronavirus,restrictions,1095,2020-09-22T00:00:00Z
covid19,coronavirus,1093,2020-09-22T00:00:00Z
covid,positive,1079,2020-09-22T00:00:00Z
covidbriefing,covid,1079,2020-09-22T00:00:00Z
climate,change,1078,2020-09-22T00:00:00Z
people,died,1075,2020-09-22T00:00:00Z
joe,biden,1057,2020-09-22T00:00:00Z
flu,shot,1035,2020-09-22T00:00:00Z
