word1,word2,n,date
covid,19,79148,2020-08-29T00:00:00Z
covid,deaths,3501,2020-08-29T00:00:00Z
19,pandemic,2992,2020-08-29T00:00:00Z
tested,positive,2741,2020-08-29T00:00:00Z
social,distancing,2478,2020-08-29T00:00:00Z
coronavirus,pandemic,2230,2020-08-29T00:00:00Z
180,000,2132,2020-08-29T00:00:00Z
rosie,wearamask,2019,2020-08-29T00:00:00Z
covid,test,1845,2020-08-29T00:00:00Z
post,covid,1784,2020-08-29T00:00:00Z
covid,patients,1648,2020-08-29T00:00:00Z
white,house,1599,2020-08-29T00:00:00Z
19,deaths,1568,2020-08-29T00:00:00Z
covid,ー,1566,2020-08-29T00:00:00Z
ー,19,1563,2020-08-29T00:00:00Z
nursing,homes,1475,2020-08-29T00:00:00Z
covid,positive,1396,2020-08-29T00:00:00Z
test,positive,1286,2020-08-29T00:00:00Z
public,health,1224,2020-08-29T00:00:00Z
covid,death,1196,2020-08-29T00:00:00Z
19,patients,1112,2020-08-29T00:00:00Z
1,000,1068,2020-08-29T00:00:00Z
cris,n3wy,1063,2020-08-29T00:00:00Z
bbc,news,1022,2020-08-29T00:00:00Z
donald,trump,967,2020-08-29T00:00:00Z
death,toll,966,2020-08-29T00:00:00Z
19,vaccine,939,2020-08-29T00:00:00Z
covid,vaccine,928,2020-08-29T00:00:00Z
secret,service,916,2020-08-29T00:00:00Z
19,testing,912,2020-08-29T00:00:00Z
covid,tests,905,2020-08-29T00:00:00Z
covid,response,893,2020-08-29T00:00:00Z
coronavirus,covid19,873,2020-08-29T00:00:00Z
death,rate,857,2020-08-29T00:00:00Z
news,coronavirus,842,2020-08-29T00:00:00Z
covid,testing,818,2020-08-29T00:00:00Z
catch,covid,814,2020-08-29T00:00:00Z
covid,pandemic,813,2020-08-29T00:00:00Z
wear,masks,810,2020-08-29T00:00:00Z
wearing,masks,800,2020-08-29T00:00:00Z
24,hours,797,2020-08-29T00:00:00Z
pre,covid,784,2020-08-29T00:00:00Z
6,months,768,2020-08-29T00:00:00Z
covid,related,761,2020-08-29T00:00:00Z
people,died,748,2020-08-29T00:00:00Z
months,ago,738,2020-08-29T00:00:00Z
herd,immunity,725,2020-08-29T00:00:00Z
19,restrictions,704,2020-08-29T00:00:00Z
19,test,692,2020-08-29T00:00:00Z
super,spreader,691,2020-08-29T00:00:00Z
spread,covid,690,2020-08-29T00:00:00Z
mental,health,689,2020-08-29T00:00:00Z
covid,restrictions,684,2020-08-29T00:00:00Z
stay,safe,675,2020-08-29T00:00:00Z
president,trump,673,2020-08-29T00:00:00Z
chadwick,boseman,671,2020-08-29T00:00:00Z
spreading,covid,665,2020-08-29T00:00:00Z
mike,pence,660,2020-08-29T00:00:00Z
positive,covid,637,2020-08-29T00:00:00Z
19,reinfection,617,2020-08-29T00:00:00Z
covid19,coronavirus,605,2020-08-29T00:00:00Z
amid,covid,604,2020-08-29T00:00:00Z
1,2,603,2020-08-29T00:00:00Z
fuck,covid,601,2020-08-29T00:00:00Z
coronavirus,covid,597,2020-08-29T00:00:00Z
19,outbreak,581,2020-08-29T00:00:00Z
health,care,580,2020-08-29T00:00:00Z
covid,crisis,579,2020-08-29T00:00:00Z
jee,neet,576,2020-08-29T00:00:00Z
coronavirus,vaccine,569,2020-08-29T00:00:00Z
testing,positive,567,2020-08-29T00:00:00Z
coronavirus,test,564,2020-08-29T00:00:00Z
joe,biden,564,2020-08-29T00:00:00Z
covid,situation,556,2020-08-29T00:00:00Z
