word1,word2,n,date
covid,19,72618,2021-02-26T00:00:00Z
covid,relief,10642,2021-02-26T00:00:00Z
19,vaccine,10484,2021-02-26T00:00:00Z
covid,vaccine,10088,2021-02-26T00:00:00Z
minimum,wage,6656,2021-02-26T00:00:00Z
relief,bill,5707,2021-02-26T00:00:00Z
19,pandemic,3526,2021-02-26T00:00:00Z
19,vaccines,2815,2021-02-26T00:00:00Z
covid,test,2558,2021-02-26T00:00:00Z
global,pandemic,2430,2021-02-26T00:00:00Z
post,covid,2351,2021-02-26T00:00:00Z
quarantine,art,2348,2021-02-26T00:00:00Z
covid,bill,2296,2021-02-26T00:00:00Z
art,progress,2293,2021-02-26T00:00:00Z
19,vaccination,2290,2021-02-26T00:00:00Z
mental,health,2058,2021-02-26T00:00:00Z
1,9,2036,2021-02-26T00:00:00Z
public,health,2016,2021-02-26T00:00:00Z
covid,deaths,2003,2021-02-26T00:00:00Z
15,minimum,1953,2021-02-26T00:00:00Z
covid,vaccines,1826,2021-02-26T00:00:00Z
19,relief,1741,2021-02-26T00:00:00Z
coronavirus,vaccine,1707,2021-02-26T00:00:00Z
post,pandemic,1677,2021-02-26T00:00:00Z
relief,package,1595,2021-02-26T00:00:00Z
bayern3racist,rassismusbeibayern3,1567,2021-02-26T00:00:00Z
coronavirus,pandemic,1352,2021-02-26T00:00:00Z
covid,vaccination,1342,2021-02-26T00:00:00Z
joe,biden,1342,2021-02-26T00:00:00Z
500,000,1315,2021-02-26T00:00:00Z
senate,parliamentarian,1262,2021-02-26T00:00:00Z
wage,increase,1254,2021-02-26T00:00:00Z
social,distancing,1226,2021-02-26T00:00:00Z
covid,restrictions,1205,2021-02-26T00:00:00Z
vaccine,rollout,1181,2021-02-26T00:00:00Z
covid19,pandemic,1148,2021-02-26T00:00:00Z
covid,jab,1139,2021-02-26T00:00:00Z
north,korea,1099,2021-02-26T00:00:00Z
february,2021,1094,2021-02-26T00:00:00Z
min,wage,1087,2021-02-26T00:00:00Z
feb,2021,1079,2021-02-26T00:00:00Z
health,care,1056,2021-02-26T00:00:00Z
tested,positive,1048,2021-02-26T00:00:00Z
difficult,times,1031,2021-02-26T00:00:00Z
covid,shot,1028,2021-02-26T00:00:00Z
bts,brings,980,2021-02-26T00:00:00Z
wage,hike,976,2021-02-26T00:00:00Z
public,figure,957,2021-02-26T00:00:00Z
racial,discrimination,950,2021-02-26T00:00:00Z
respected,racial,941,2021-02-26T00:00:00Z
pre,covid,937,2021-02-26T00:00:00Z
trillion,covid,936,2021-02-26T00:00:00Z
talk,casually,934,2021-02-26T00:00:00Z
jim,jordan,927,2021-02-26T00:00:00Z
covid,related,909,2021-02-26T00:00:00Z
casually,bayern3racist,906,2021-02-26T00:00:00Z
march,2020,900,2021-02-26T00:00:00Z
covid,tests,890,2021-02-26T00:00:00Z
2,weeks,863,2021-02-26T00:00:00Z
vaccine,doses,854,2021-02-26T00:00:00Z
covid,pandemic,822,2021-02-26T00:00:00Z
covid,patients,821,2021-02-26T00:00:00Z
nursing,home,817,2021-02-26T00:00:00Z
covid,testing,808,2021-02-26T00:00:00Z
pandemic,started,793,2021-02-26T00:00:00Z
1,2,790,2021-02-26T00:00:00Z
covid19,vaccine,777,2021-02-26T00:00:00Z
nursing,homes,766,2021-02-26T00:00:00Z
white,house,766,2021-02-26T00:00:00Z
hotel,quarantine,732,2021-02-26T00:00:00Z
stay,home,708,2021-02-26T00:00:00Z
gt,gt,704,2021-02-26T00:00:00Z
19,restrictions,688,2021-02-26T00:00:00Z
19,testing,673,2021-02-26T00:00:00Z
