word1,word2,n,date
covid,19,81846,2021-08-05T00:00:00Z
covid,vaccine,8299,2021-08-05T00:00:00Z
delta,variant,8114,2021-08-05T00:00:00Z
19,vaccine,6270,2021-08-05T00:00:00Z
aug5coup,whatshappeninginmyanmar,5267,2021-08-05T00:00:00Z
whatshappeninginmyanmar,aug5coup,4096,2021-08-05T00:00:00Z
covid,positive,3610,2021-08-05T00:00:00Z
covid,test,3391,2021-08-05T00:00:00Z
nug,aug5coup,3227,2021-08-05T00:00:00Z
covid,deaths,3112,2021-08-05T00:00:00Z
tested,positive,2980,2021-08-05T00:00:00Z
covid,patients,2695,2021-08-05T00:00:00Z
covid,vaccines,2610,2021-08-05T00:00:00Z
vaccinated,people,2593,2021-08-05T00:00:00Z
public,health,2511,2021-08-05T00:00:00Z
weapons,sacwantscoviduncontrollable,2490,2021-08-05T00:00:00Z
sacwantscoviduncontrollable,myanmarcovidsos,2488,2021-08-05T00:00:00Z
19,pandemic,2367,2021-08-05T00:00:00Z
19,vaccines,2275,2021-08-05T00:00:00Z
fight,covid,2241,2021-08-05T00:00:00Z
nug,whatshappeninginmyanmar,2121,2021-08-05T00:00:00Z
global,pandemic,2081,2021-08-05T00:00:00Z
lockdown,6,1964,2021-08-05T00:00:00Z
covid,variant,1810,2021-08-05T00:00:00Z
mask,mandates,1797,2021-08-05T00:00:00Z
ron,desantis,1751,2021-08-05T00:00:00Z
myanmarcovidsos,whatshappeninginmyanmar,1690,2021-08-05T00:00:00Z
covid,restrictions,1688,2021-08-05T00:00:00Z
myanmarcovidsos,aug5coup,1678,2021-08-05T00:00:00Z
19,vaccination,1676,2021-08-05T00:00:00Z
post,covid,1611,2021-08-05T00:00:00Z
idp,camp,1610,2021-08-05T00:00:00Z
mental,health,1596,2021-08-05T00:00:00Z
wear,masks,1539,2021-08-05T00:00:00Z
texas,gop,1528,2021-08-05T00:00:00Z
people,die,1522,2021-08-05T00:00:00Z
spreading,covid,1485,2021-08-05T00:00:00Z
spread,covid,1370,2021-08-05T00:00:00Z
death,toll,1360,2021-08-05T00:00:00Z
mask,mandate,1354,2021-08-05T00:00:00Z
catch,covid,1329,2021-08-05T00:00:00Z
covid,vaccination,1324,2021-08-05T00:00:00Z
post,pandemic,1295,2021-08-05T00:00:00Z
gop,official,1249,2021-08-05T00:00:00Z
covid,death,1231,2021-08-05T00:00:00Z
southern,border,1210,2021-08-05T00:00:00Z
stay,safe,1190,2021-08-05T00:00:00Z
health,care,1184,2021-08-05T00:00:00Z
6,months,1183,2021-08-05T00:00:00Z
anti,vaxxers,1170,2021-08-05T00:00:00Z
social,distancing,1165,2021-08-05T00:00:00Z
illegal,immigrants,1153,2021-08-05T00:00:00Z
natural,immunity,1137,2021-08-05T00:00:00Z
covid,related,1131,2021-08-05T00:00:00Z
rising,covid,1129,2021-08-05T00:00:00Z
unvaccinated,people,1124,2021-08-05T00:00:00Z
wearing,masks,1082,2021-08-05T00:00:00Z
2,weeks,1080,2021-08-05T00:00:00Z
covid,delta,1073,2021-08-05T00:00:00Z
contribution,counts,1043,2021-08-05T00:00:00Z
organisations,fight,1043,2021-08-05T00:00:00Z
covid,tests,1033,2021-08-05T00:00:00Z
joe,biden,1032,2021-08-05T00:00:00Z
covid,testing,1027,2021-08-05T00:00:00Z
gregabbott,tx,1024,2021-08-05T00:00:00Z
covid,shot,1015,2021-08-05T00:00:00Z
india,covid19indiahelp,1014,2021-08-05T00:00:00Z
test,positive,1007,2021-08-05T00:00:00Z
white,house,1007,2021-08-05T00:00:00Z
anti,vax,1000,2021-08-05T00:00:00Z
booster,shots,996,2021-08-05T00:00:00Z
18,months,995,2021-08-05T00:00:00Z
immune,system,994,2021-08-05T00:00:00Z
stay,home,993,2021-08-05T00:00:00Z
hotel,quarantine,992,2021-08-05T00:00:00Z
social,media,976,2021-08-05T00:00:00Z
covid,surge,971,2021-08-05T00:00:00Z
covid,pandemic,968,2021-08-05T00:00:00Z
catching,covid,962,2021-08-05T00:00:00Z
medical,supplies,950,2021-08-05T00:00:00Z
1,2,944,2021-08-05T00:00:00Z
caught,covid,936,2021-08-05T00:00:00Z
covid,variants,909,2021-08-05T00:00:00Z
day,lockdown,902,2021-08-05T00:00:00Z
5,8,893,2021-08-05T00:00:00Z
7,day,886,2021-08-05T00:00:00Z
weapons,myanmarcovidsos,883,2021-08-05T00:00:00Z
covid,outbreak,881,2021-08-05T00:00:00Z
covid,isn,879,2021-08-05T00:00:00Z
mocked,covid,878,2021-08-05T00:00:00Z
florida,governor,875,2021-08-05T00:00:00Z
