word1,word2,n,date
covid,19,102673,2020-12-01T00:00:00Z
19,vaccine,5680,2020-12-01T00:00:00Z
covid,vaccine,5338,2020-12-01T00:00:00Z
19,pandemic,5219,2020-12-01T00:00:00Z
scott,atlas,4777,2020-12-01T00:00:00Z
tested,positive,4669,2020-12-01T00:00:00Z
covid,test,4497,2020-12-01T00:00:00Z
covid,relief,4425,2020-12-01T00:00:00Z
global,pandemic,4046,2020-12-01T00:00:00Z
covid,deaths,3334,2020-12-01T00:00:00Z
public,health,2903,2020-12-01T00:00:00Z
health,care,2685,2020-12-01T00:00:00Z
atlas,resigns,2594,2020-12-01T00:00:00Z
post,covid,2594,2020-12-01T00:00:00Z
coronavirus,pandemic,2491,2020-12-01T00:00:00Z
covid,patients,2345,2020-12-01T00:00:00Z
coronavirus,vaccine,2335,2020-12-01T00:00:00Z
white,house,2285,2020-12-01T00:00:00Z
mental,health,2237,2020-12-01T00:00:00Z
dr,scott,2170,2020-12-01T00:00:00Z
lewis,hamilton,2119,2020-12-01T00:00:00Z
social,distancing,2107,2020-12-01T00:00:00Z
19,relief,2085,2020-12-01T00:00:00Z
covid,restrictions,1989,2020-12-01T00:00:00Z
covid19,pandemic,1804,2020-12-01T00:00:00Z
covid,testing,1782,2020-12-01T00:00:00Z
stay,home,1754,2020-12-01T00:00:00Z
joanna,louise0,1752,2020-12-01T00:00:00Z
19,vaccines,1516,2020-12-01T00:00:00Z
hiv,aids,1499,2020-12-01T00:00:00Z
relief,bill,1467,2020-12-01T00:00:00Z
2,weeks,1461,2020-12-01T00:00:00Z
aids,day,1435,2020-12-01T00:00:00Z
stay,safe,1428,2020-12-01T00:00:00Z
covid,related,1408,2020-12-01T00:00:00Z
world,aids,1398,2020-12-01T00:00:00Z
task,force,1337,2020-12-01T00:00:00Z
positive,covid,1334,2020-12-01T00:00:00Z
tests,positive,1326,2020-12-01T00:00:00Z
post,pandemic,1302,2020-12-01T00:00:00Z
care,workers,1296,2020-12-01T00:00:00Z
coronavirus,adviser,1284,2020-12-01T00:00:00Z
coronavirus,restrictions,1231,2020-12-01T00:00:00Z
covid,free,1226,2020-12-01T00:00:00Z
months,ago,1210,2020-12-01T00:00:00Z
19,testing,1204,2020-12-01T00:00:00Z
covid,death,1204,2020-12-01T00:00:00Z
14,days,1198,2020-12-01T00:00:00Z
wear,masks,1190,2020-12-01T00:00:00Z
death,toll,1182,2020-12-01T00:00:00Z
health,officials,1166,2020-12-01T00:00:00Z
keir,starmer,1159,2020-12-01T00:00:00Z
covid,pandemic,1158,2020-12-01T00:00:00Z
covid,vaccines,1147,2020-12-01T00:00:00Z
covid,tests,1143,2020-12-01T00:00:00Z
1,2,1138,2020-12-01T00:00:00Z
tier,3,1135,2020-12-01T00:00:00Z
trump,administration,1118,2020-12-01T00:00:00Z
testing,positive,1108,2020-12-01T00:00:00Z
healthcare,workers,1091,2020-12-01T00:00:00Z
nursing,home,1083,2020-12-01T00:00:00Z
19,deaths,1079,2020-12-01T00:00:00Z
tested,negative,1068,2020-12-01T00:00:00Z
wearing,masks,1051,2020-12-01T00:00:00Z
test,positive,1050,2020-12-01T00:00:00Z
coronavirus,covid19,1045,2020-12-01T00:00:00Z
million,people,1034,2020-12-01T00:00:00Z
boris,johnson,1033,2020-12-01T00:00:00Z
holiday,season,1033,2020-12-01T00:00:00Z
19,test,1028,2020-12-01T00:00:00Z
social,media,1027,2020-12-01T00:00:00Z
covid,positive,1017,2020-12-01T00:00:00Z
19,patients,1015,2020-12-01T00:00:00Z
19,restrictions,991,2020-12-01T00:00:00Z
december,2019,987,2020-12-01T00:00:00Z
term,care,980,2020-12-01T00:00:00Z
covid,response,968,2020-12-01T00:00:00Z
american,people,965,2020-12-01T00:00:00Z
nursing,homes,941,2020-12-01T00:00:00Z
pre,covid,935,2020-12-01T00:00:00Z
lockdown,2,933,2020-12-01T00:00:00Z
pandemic,response,910,2020-12-01T00:00:00Z
rosie,wearamask,904,2020-12-01T00:00:00Z
covid,rules,901,2020-12-01T00:00:00Z
herd,immunity,896,2020-12-01T00:00:00Z
lockdown,rules,894,2020-12-01T00:00:00Z
donald,trump,890,2020-12-01T00:00:00Z
catch,covid,887,2020-12-01T00:00:00Z
9,months,886,2020-12-01T00:00:00Z
giving,tuesday,875,2020-12-01T00:00:00Z
1,million,865,2020-12-01T00:00:00Z
president,trump,864,2020-12-01T00:00:00Z
joe,biden,860,2020-12-01T00:00:00Z
grand,prix,856,2020-12-01T00:00:00Z
national,lockdown,855,2020-12-01T00:00:00Z
gt,gt,847,2020-12-01T00:00:00Z
december,1,845,2020-12-01T00:00:00Z
death,rate,842,2020-12-01T00:00:00Z
mid,december,821,2020-12-01T00:00:00Z
covid19,coronavirus,818,2020-12-01T00:00:00Z
covid,covid,817,2020-12-01T00:00:00Z
covid,crisis,808,2020-12-01T00:00:00Z
coronavirus,relief,796,2020-12-01T00:00:00Z
pandemic,started,794,2020-12-01T00:00:00Z
save,lives,794,2020-12-01T00:00:00Z
19,outbreak,793,2020-12-01T00:00:00Z
leaked,documents,792,2020-12-01T00:00:00Z
special,adviser,791,2020-12-01T00:00:00Z
tier,system,787,2020-12-01T00:00:00Z
amid,covid,786,2020-12-01T00:00:00Z
908,billion,782,2020-12-01T00:00:00Z
8,months,769,2020-12-01T00:00:00Z
24,hours,754,2020-12-01T00:00:00Z
covid,ー,747,2020-12-01T00:00:00Z
ー,19,745,2020-12-01T00:00:00Z
anti,lockdown,743,2020-12-01T00:00:00Z
19,response,739,2020-12-01T00:00:00Z
relief,package,738,2020-12-01T00:00:00Z
people,die,733,2020-12-01T00:00:00Z
realdonaldtrump,oann,731,2020-12-01T00:00:00Z
mask,wearing,727,2020-12-01T00:00:00Z
spread,covid,725,2020-12-01T00:00:00Z
test,results,715,2020-12-01T00:00:00Z
6,months,710,2020-12-01T00:00:00Z
sakhir,grand,709,2020-12-01T00:00:00Z
caught,covid,698,2020-12-01T00:00:00Z
19,crisis,695,2020-12-01T00:00:00Z
covid,isn,690,2020-12-01T00:00:00Z
sars,cov,689,2020-12-01T00:00:00Z
hamilton,tests,685,2020-12-01T00:00:00Z
people,don,682,2020-12-01T00:00:00Z
covid,safe,679,2020-12-01T00:00:00Z
contact,tracing,674,2020-12-01T00:00:00Z
dec,1,673,2020-12-01T00:00:00Z
lozzafox,nhs,669,2020-12-01T00:00:00Z
york,times,668,2020-12-01T00:00:00Z
mitch,mcconnell,666,2020-12-01T00:00:00Z
dr,fauci,664,2020-12-01T00:00:00Z
covid,symptoms,658,2020-12-01T00:00:00Z
coronavirus,outbreak,651,2020-12-01T00:00:00Z
people,died,648,2020-12-01T00:00:00Z
19,update,644,2020-12-01T00:00:00Z
cov,2,642,2020-12-01T00:00:00Z
covid,outbreak,639,2020-12-01T00:00:00Z
excess,deaths,636,2020-12-01T00:00:00Z
social,distance,635,2020-12-01T00:00:00Z
survival,rate,635,2020-12-01T00:00:00Z
pcr,test,634,2020-12-01T00:00:00Z
front,line,633,2020-12-01T00:00:00Z
tier,2,632,2020-12-01T00:00:00Z
1,000,626,2020-12-01T00:00:00Z
catching,covid,619,2020-12-01T00:00:00Z
god,bless,619,2020-12-01T00:00:00Z
weeks,ago,612,2020-12-01T00:00:00Z
covid,hit,608,2020-12-01T00:00:00Z
covid,times,606,2020-12-01T00:00:00Z
fox,news,602,2020-12-01T00:00:00Z
covid,shit,596,2020-12-01T00:00:00Z
covid,situation,596,2020-12-01T00:00:00Z
testing,site,596,2020-12-01T00:00:00Z
scottwatlas,realdonaldtrump,594,2020-12-01T00:00:00Z
mask,mandate,592,2020-12-01T00:00:00Z
aids,pandemic,590,2020-12-01T00:00:00Z
immune,system,590,2020-12-01T00:00:00Z
coronavirus,stimulus,587,2020-12-01T00:00:00Z
president,elect,584,2020-12-01T00:00:00Z
fake,news,583,2020-12-01T00:00:00Z
climate,change,575,2020-12-01T00:00:00Z
health,workers,572,2020-12-01T00:00:00Z
supreme,court,572,2020-12-01T00:00:00Z
covid,deniers,567,2020-12-01T00:00:00Z
recovery,rate,565,2020-12-01T00:00:00Z
coronavirus,covid,564,2020-12-01T00:00:00Z
covid,lockdown,563,2020-12-01T00:00:00Z
positive,test,557,2020-12-01T00:00:00Z
coronavirus,task,552,2020-12-01T00:00:00Z
fuck,covid,551,2020-12-01T00:00:00Z
3,months,550,2020-12-01T00:00:00Z
10,days,547,2020-12-01T00:00:00Z
2,3,547,2020-12-01T00:00:00Z
stimulus,checks,547,2020-12-01T00:00:00Z
deadly,pandemic,546,2020-12-01T00:00:00Z
1,2020,540,2020-12-01T00:00:00Z
common,sense,540,2020-12-01T00:00:00Z
bbc,news,539,2020-12-01T00:00:00Z
100,000,538,2020-12-01T00:00:00Z
3,weeks,537,2020-12-01T00:00:00Z
people,dying,537,2020-12-01T00:00:00Z
spreading,covid,537,2020-12-01T00:00:00Z
coronavirus,crisis,518,2020-12-01T00:00:00Z
pandemic,hit,518,2020-12-01T00:00:00Z
care,homes,515,2020-12-01T00:00:00Z
adviser,scott,514,2020-12-01T00:00:00Z
covid,doesn,514,2020-12-01T00:00:00Z
human,rights,512,2020-12-01T00:00:00Z
vaccine,distribution,512,2020-12-01T00:00:00Z
los,angeles,509,2020-12-01T00:00:00Z
10,000,505,2020-12-01T00:00:00Z
covid19,covid,502,2020-12-01T00:00:00Z
december,2020,502,2020-12-01T00:00:00Z
miss,sakhir,496,2020-12-01T00:00:00Z
fight,covid,495,2020-12-01T00:00:00Z
december,1st,493,2020-12-01T00:00:00Z
pandemic,relief,493,2020-12-01T00:00:00Z
19,tests,492,2020-12-01T00:00:00Z
covid,list,490,2020-12-01T00:00:00Z
people,living,485,2020-12-01T00:00:00Z
