word1,word2,n,date
covid,19,79337,2021-01-07T00:00:00Z
covid,vaccine,8194,2021-01-07T00:00:00Z
19,vaccine,8084,2021-01-07T00:00:00Z
covid,test,4382,2021-01-07T00:00:00Z
global,pandemic,4246,2021-01-07T00:00:00Z
covid,deaths,3887,2021-01-07T00:00:00Z
tested,positive,3197,2021-01-07T00:00:00Z
19,pandemic,3046,2021-01-07T00:00:00Z
mental,health,2417,2021-01-07T00:00:00Z
covid,patients,2344,2021-01-07T00:00:00Z
national,lockdown,2211,2021-01-07T00:00:00Z
stay,safe,2125,2021-01-07T00:00:00Z
19,vaccines,2071,2021-01-07T00:00:00Z
public,health,1976,2021-01-07T00:00:00Z
lockdown,3,1754,2021-01-07T00:00:00Z
post,covid,1669,2021-01-07T00:00:00Z
coronavirus,vaccine,1609,2021-01-07T00:00:00Z
people,died,1608,2021-01-07T00:00:00Z
stay,home,1588,2021-01-07T00:00:00Z
social,distancing,1508,2021-01-07T00:00:00Z
trump,supporters,1498,2021-01-07T00:00:00Z
19,vaccination,1488,2021-01-07T00:00:00Z
wearing,masks,1446,2021-01-07T00:00:00Z
covid,relief,1439,2021-01-07T00:00:00Z
2,weeks,1334,2021-01-07T00:00:00Z
coronavirus,pandemic,1326,2021-01-07T00:00:00Z
health,care,1307,2021-01-07T00:00:00Z
covid,vaccines,1285,2021-01-07T00:00:00Z
covid,restrictions,1269,2021-01-07T00:00:00Z
social,media,1246,2021-01-07T00:00:00Z
covid,related,1242,2021-01-07T00:00:00Z
death,toll,1234,2021-01-07T00:00:00Z
south,africa,1208,2021-01-07T00:00:00Z
24,hours,1201,2021-01-07T00:00:00Z
covid,death,1185,2021-01-07T00:00:00Z
capitol,building,1155,2021-01-07T00:00:00Z
vaccine,rollout,1128,2021-01-07T00:00:00Z
wear,masks,1117,2021-01-07T00:00:00Z
covid19,pandemic,1102,2021-01-07T00:00:00Z
19,deaths,1087,2021-01-07T00:00:00Z
covid,vaccination,1024,2021-01-07T00:00:00Z
gt,gt,1022,2021-01-07T00:00:00Z
covid,testing,1017,2021-01-07T00:00:00Z
lockdown,rules,1009,2021-01-07T00:00:00Z
