word1,word2,n,date
covid,19,112719,2020-12-10T00:00:00Z
19,vaccine,15320,2020-12-10T00:00:00Z
covid,vaccine,11452,2020-12-10T00:00:00Z
covid,deaths,5927,2020-12-10T00:00:00Z
covid,relief,5811,2020-12-10T00:00:00Z
3,000,5574,2020-12-10T00:00:00Z
19,pandemic,4841,2020-12-10T00:00:00Z
tested,positive,4664,2020-12-10T00:00:00Z
covid,test,4208,2020-12-10T00:00:00Z
9,11,4163,2020-12-10T00:00:00Z
global,pandemic,3919,2020-12-10T00:00:00Z
coronavirus,vaccine,3591,2020-12-10T00:00:00Z
human,rights,3533,2020-12-10T00:00:00Z
public,health,2694,2020-12-10T00:00:00Z
people,died,2571,2020-12-10T00:00:00Z
single,day,2505,2020-12-10T00:00:00Z
post,covid,2448,2020-12-10T00:00:00Z
19,vaccines,2432,2020-12-10T00:00:00Z
mental,health,2363,2020-12-10T00:00:00Z
pfizer,covid,2335,2020-12-10T00:00:00Z
19,deaths,2317,2020-12-10T00:00:00Z
health,care,2190,2020-12-10T00:00:00Z
covid,patients,2167,2020-12-10T00:00:00Z
social,distancing,2167,2020-12-10T00:00:00Z
covid19,pandemic,2138,2020-12-10T00:00:00Z
coronavirus,pandemic,2131,2020-12-10T00:00:00Z
taylor,swift,2063,2020-12-10T00:00:00Z
covid,restrictions,2018,2020-12-10T00:00:00Z
pfizer,biontech,1971,2020-12-10T00:00:00Z
death,toll,1964,2020-12-10T00:00:00Z
americans,died,1881,2020-12-10T00:00:00Z
covid,rules,1829,2020-12-10T00:00:00Z
stay,home,1670,2020-12-10T00:00:00Z
pfizer,vaccine,1610,2020-12-10T00:00:00Z
covid,death,1573,2020-12-10T00:00:00Z
relief,bill,1555,2020-12-10T00:00:00Z
covid,vaccines,1534,2020-12-10T00:00:00Z
white,house,1507,2020-12-10T00:00:00Z
ellen,degeneres,1498,2020-12-10T00:00:00Z
advisory,panel,1496,2020-12-10T00:00:00Z
south,korea,1476,2020-12-10T00:00:00Z
covid,related,1424,2020-12-10T00:00:00Z
rosie,wearamask,1370,2020-12-10T00:00:00Z
post,pandemic,1357,2020-12-10T00:00:00Z
stay,safe,1357,2020-12-10T00:00:00Z
wear,masks,1341,2020-12-10T00:00:00Z
fda,panel,1324,2020-12-10T00:00:00Z
19,relief,1274,2020-12-10T00:00:00Z
gt,gt,1266,2020-12-10T00:00:00Z
tier,3,1265,2020-12-10T00:00:00Z
covid,pandemic,1230,2020-12-10T00:00:00Z
covid,testing,1229,2020-12-10T00:00:00Z
2,weeks,1227,2020-12-10T00:00:00Z
wearing,masks,1225,2020-12-10T00:00:00Z
nypost,tuckercarlson,1162,2020-12-10T00:00:00Z
300,000,1160,2020-12-10T00:00:00Z
realdonaldtrump,nypost,1160,2020-12-10T00:00:00Z
healthcare,workers,1148,2020-12-10T00:00:00Z
donald,trump,1147,2020-12-10T00:00:00Z
9,months,1122,2020-12-10T00:00:00Z
mitch,mcconnell,1104,2020-12-10T00:00:00Z
19,test,1094,2020-12-10T00:00:00Z
positive,covid,1078,2020-12-10T00:00:00Z
jim,jordan,1077,2020-12-10T00:00:00Z
tests,positive,1071,2020-12-10T00:00:00Z
24,hours,1050,2020-12-10T00:00:00Z
covid,free,1045,2020-12-10T00:00:00Z
covid,tests,1038,2020-12-10T00:00:00Z
1,2,1019,2020-12-10T00:00:00Z
nursing,homes,1015,2020-12-10T00:00:00Z
19,testing,1013,2020-12-10T00:00:00Z
people,die,1011,2020-12-10T00:00:00Z
american,people,1010,2020-12-10T00:00:00Z
covid,positive,975,2020-12-10T00:00:00Z
months,ago,973,2020-12-10T00:00:00Z
death,rate,972,2020-12-10T00:00:00Z
biontech,covid,965,2020-12-10T00:00:00Z
19,patients,943,2020-12-10T00:00:00Z
korea,study,943,2020-12-10T00:00:00Z
coronavirus,covid19,940,2020-12-10T00:00:00Z
covid,response,938,2020-12-10T00:00:00Z
pre,covid,924,2020-12-10T00:00:00Z
panel,recommends,921,2020-12-10T00:00:00Z
catch,covid,915,2020-12-10T00:00:00Z
coronavirus,restrictions,912,2020-12-10T00:00:00Z
test,positive,895,2020-12-10T00:00:00Z
pandemic,response,894,2020-12-10T00:00:00Z
mask,wearing,890,2020-12-10T00:00:00Z
allergic,reactions,888,2020-12-10T00:00:00Z
care,workers,885,2020-12-10T00:00:00Z
live,updates,883,2020-12-10T00:00:00Z
holiday,season,882,2020-12-10T00:00:00Z
290,000,881,2020-12-10T00:00:00Z
million,people,872,2020-12-10T00:00:00Z
social,media,868,2020-12-10T00:00:00Z
kay,burley,863,2020-12-10T00:00:00Z
coronavirus,deaths,859,2020-12-10T00:00:00Z
amid,covid,848,2020-12-10T00:00:00Z
19,restrictions,846,2020-12-10T00:00:00Z
6,months,844,2020-12-10T00:00:00Z
rights,day,835,2020-12-10T00:00:00Z
save,lives,835,2020-12-10T00:00:00Z
covid19,vaccine,832,2020-12-10T00:00:00Z
caught,covid,794,2020-12-10T00:00:00Z
mike,pence,793,2020-12-10T00:00:00Z
5,minutes,789,2020-12-10T00:00:00Z
joe,biden,786,2020-12-10T00:00:00Z
10,2020,778,2020-12-10T00:00:00Z
coronavirus,care,777,2020-12-10T00:00:00Z
19,vaccination,776,2020-12-10T00:00:00Z
dr,fauci,771,2020-12-10T00:00:00Z
covid,crisis,768,2020-12-10T00:00:00Z
covid19,coronavirus,768,2020-12-10T00:00:00Z
trump,administration,763,2020-12-10T00:00:00Z
relief,package,762,2020-12-10T00:00:00Z
20,feet,760,2020-12-10T00:00:00Z
stimulus,checks,760,2020-12-10T00:00:00Z
14,days,759,2020-12-10T00:00:00Z
covid,yesterday,741,2020-12-10T00:00:00Z
nursing,home,739,2020-12-10T00:00:00Z
people,don,739,2020-12-10T00:00:00Z
panel,endorses,734,2020-12-10T00:00:00Z
people,dying,731,2020-12-10T00:00:00Z
social,distance,730,2020-12-10T00:00:00Z
climate,change,720,2020-12-10T00:00:00Z
died,yesterday,718,2020-12-10T00:00:00Z
covid,covid,717,2020-12-10T00:00:00Z
covid,safe,716,2020-12-10T00:00:00Z
pandemic,started,716,2020-12-10T00:00:00Z
sky,news,710,2020-12-10T00:00:00Z
