word1,word2,n,date
covid,19,62241,2021-07-31T00:00:00Z
delta,variant,8656,2021-07-31T00:00:00Z
whatshappeninginmyanmar,july31coup,6298,2021-07-31T00:00:00Z
combat,covid,6235,2021-07-31T00:00:00Z
covid,vaccine,5845,2021-07-31T00:00:00Z
vaccinated,people,4790,2021-07-31T00:00:00Z
july31coup,whatshappeninginmyanmar,4586,2021-07-31T00:00:00Z
supportpdfformyanmar,july31coup,4458,2021-07-31T00:00:00Z
19,vaccine,3283,2021-07-31T00:00:00Z
covid,deaths,2980,2021-07-31T00:00:00Z
covid,test,2726,2021-07-31T00:00:00Z
covid,patients,2268,2021-07-31T00:00:00Z
tested,positive,2219,2021-07-31T00:00:00Z
public,health,2080,2021-07-31T00:00:00Z
supportpdfformyanmar,whatshappeninginmyanmar,1992,2021-07-31T00:00:00Z
covid,vaccines,1988,2021-07-31T00:00:00Z
july31coup,supportpdfformyanmar,1707,2021-07-31T00:00:00Z
19,pandemic,1698,2021-07-31T00:00:00Z
distributed,covid,1675,2021-07-31T00:00:00Z
testing,positive,1662,2021-07-31T00:00:00Z
unvaccinated,people,1640,2021-07-31T00:00:00Z
global,pandemic,1583,2021-07-31T00:00:00Z
wear,masks,1527,2021-07-31T00:00:00Z
19,patients,1509,2021-07-31T00:00:00Z
catch,covid,1489,2021-07-31T00:00:00Z
spread,covid,1478,2021-07-31T00:00:00Z
fight,covid,1458,2021-07-31T00:00:00Z
covid,restrictions,1439,2021-07-31T00:00:00Z
covid,outbreak,1434,2021-07-31T00:00:00Z
covid,positive,1432,2021-07-31T00:00:00Z
killing,people,1403,2021-07-31T00:00:00Z
people,testing,1336,2021-07-31T00:00:00Z
food,supplies,1321,2021-07-31T00:00:00Z
entire,village,1316,2021-07-31T00:00:00Z
40,people,1302,2021-07-31T00:00:00Z
19,vaccines,1300,2021-07-31T00:00:00Z
supplies,supportpdfformyanmar,1291,2021-07-31T00:00:00Z
19,infection,1247,2021-07-31T00:00:00Z
military,dictatorship,1207,2021-07-31T00:00:00Z
spreading,covid,1188,2021-07-31T00:00:00Z
19,awareness,1179,2021-07-31T00:00:00Z
mask,mandates,1150,2021-07-31T00:00:00Z
post,covid,1148,2021-07-31T00:00:00Z
july,30,1143,2021-07-31T00:00:00Z
covid,vaccination,1130,2021-07-31T00:00:00Z
19,vaccination,1124,2021-07-31T00:00:00Z
contribution,counts,1123,2021-07-31T00:00:00Z
organisations,fight,1123,2021-07-31T00:00:00Z
awareness,leaflets,1103,2021-07-31T00:00:00Z
india,covid19indiahelp,1095,2021-07-31T00:00:00Z
covid,variant,1092,2021-07-31T00:00:00Z
kutkhine,tsp,1092,2021-07-31T00:00:00Z
northernshanstate,distributed,1084,2021-07-31T00:00:00Z
covid,crisis,1083,2021-07-31T00:00:00Z
tsp,northernshanstate,1082,2021-07-31T00:00:00Z
covid,delta,1074,2021-07-31T00:00:00Z
covid,related,1069,2021-07-31T00:00:00Z
people,couldn,1054,2021-07-31T00:00:00Z
maw,village,1048,2021-07-31T00:00:00Z
wearing,masks,1045,2021-07-31T00:00:00Z
cdc,study,1035,2021-07-31T00:00:00Z
people,lining,1035,2021-07-31T00:00:00Z
people,intentionally,1025,2021-07-31T00:00:00Z
4am,people,1021,2021-07-31T00:00:00Z
weapons,myanmarcovidsos,1021,2021-07-31T00:00:00Z
dispersed,people,1016,2021-07-31T00:00:00Z
hotel,quarantine,1016,2021-07-31T00:00:00Z
magyun,maw,1016,2021-07-31T00:00:00Z
intentionally,supportpdfformyanmar,1015,2021-07-31T00:00:00Z
sac,dispersed,1012,2021-07-31T00:00:00Z
spread,information,1003,2021-07-31T00:00:00Z
launglon,township,999,2021-07-31T00:00:00Z
village,launglon,999,2021-07-31T00:00:00Z
19,supportpdfformyanmar,990,2021-07-31T00:00:00Z
distributed,food,981,2021-07-31T00:00:00Z
township,distributed,980,2021-07-31T00:00:00Z
stay,safe,976,2021-07-31T00:00:00Z
mental,health,975,2021-07-31T00:00:00Z
anti,lockdown,969,2021-07-31T00:00:00Z
immune,system,964,2021-07-31T00:00:00Z
covid,tests,946,2021-07-31T00:00:00Z
caught,covid,945,2021-07-31T00:00:00Z
mask,mandate,945,2021-07-31T00:00:00Z
anti,vaxxers,932,2021-07-31T00:00:00Z
massachusetts,covid,923,2021-07-31T00:00:00Z
amid,covid,921,2021-07-31T00:00:00Z
gregabbott,tx,917,2021-07-31T00:00:00Z
2,weeks,914,2021-07-31T00:00:00Z
dying,everyday,912,2021-07-31T00:00:00Z
idp,camps,911,2021-07-31T00:00:00Z
mineyiulay,village,907,2021-07-31T00:00:00Z
rice,porridge,907,2021-07-31T00:00:00Z
village,khutkai,906,2021-07-31T00:00:00Z
khutkai,tsp,905,2021-07-31T00:00:00Z
people,infected,899,2021-07-31T00:00:00Z
humanitarian,aids,898,2021-07-31T00:00:00Z
everyday,killed,889,2021-07-31T00:00:00Z
aids,supportpdfformyanmar,888,2021-07-31T00:00:00Z
military,killed,888,2021-07-31T00:00:00Z
weapons,people,888,2021-07-31T00:00:00Z
medical,supplies,873,2021-07-31T00:00:00Z
white,house,864,2021-07-31T00:00:00Z
july31coup,sacwantscoviduncontrollable,848,2021-07-31T00:00:00Z
baptist,orphanage,847,2021-07-31T00:00:00Z
robert,baptist,847,2021-07-31T00:00:00Z
myanmarcovidsos,july31coup,843,2021-07-31T00:00:00Z
covid,death,841,2021-07-31T00:00:00Z
vaccinated,americans,841,2021-07-31T00:00:00Z
60,orphans,834,2021-07-31T00:00:00Z
junta,terrorists,833,2021-07-31T00:00:00Z
supplies,whatshappeninginmyanmar,831,2021-07-31T00:00:00Z
covid,shot,829,2021-07-31T00:00:00Z
stay,home,829,2021-07-31T00:00:00Z
social,distancing,826,2021-07-31T00:00:00Z
weapons,supportpdfformyanmar,820,2021-07-31T00:00:00Z
test,positive,814,2021-07-31T00:00:00Z
catching,covid,809,2021-07-31T00:00:00Z
pandemic,spread,807,2021-07-31T00:00:00Z
19,delta,803,2021-07-31T00:00:00Z
herd,immunity,803,2021-07-31T00:00:00Z
post,pandemic,803,2021-07-31T00:00:00Z
myanmar,citizens,798,2021-07-31T00:00:00Z
death,rate,793,2021-07-31T00:00:00Z
common,cold,789,2021-07-31T00:00:00Z
health,care,787,2021-07-31T00:00:00Z
19,outbreak,781,2021-07-31T00:00:00Z
1,2,771,2021-07-31T00:00:00Z
eviction,moratorium,762,2021-07-31T00:00:00Z
natural,immunity,761,2021-07-31T00:00:00Z
covid,pandemic,751,2021-07-31T00:00:00Z
