word1,word2,n,date
covid,19,77385,2021-02-23T00:00:00Z
500,000,10147,2021-02-23T00:00:00Z
19,vaccine,8158,2021-02-23T00:00:00Z
covid,vaccine,7898,2021-02-23T00:00:00Z
covid,deaths,4922,2021-02-23T00:00:00Z
covid,relief,4207,2021-02-23T00:00:00Z
19,pandemic,3768,2021-02-23T00:00:00Z
19,vaccines,2799,2021-02-23T00:00:00Z
post,covid,2736,2021-02-23T00:00:00Z
global,pandemic,2665,2021-02-23T00:00:00Z
mental,health,2641,2021-02-23T00:00:00Z
covid,test,2543,2021-02-23T00:00:00Z
death,toll,2482,2021-02-23T00:00:00Z
public,health,2309,2021-02-23T00:00:00Z
19,deaths,2030,2021-02-23T00:00:00Z
covid,vaccines,1982,2021-02-23T00:00:00Z
19,vaccination,1916,2021-02-23T00:00:00Z
boris,johnson,1849,2021-02-23T00:00:00Z
post,pandemic,1785,2021-02-23T00:00:00Z
relief,bill,1760,2021-02-23T00:00:00Z
coronavirus,pandemic,1545,2021-02-23T00:00:00Z
covid,restrictions,1532,2021-02-23T00:00:00Z
lives,lost,1525,2021-02-23T00:00:00Z
social,distancing,1439,2021-02-23T00:00:00Z
mask,covid,1390,2021-02-23T00:00:00Z
covid,death,1382,2021-02-23T00:00:00Z
joe,biden,1309,2021-02-23T00:00:00Z
covid19,pandemic,1289,2021-02-23T00:00:00Z
president,biden,1282,2021-02-23T00:00:00Z
covid,related,1210,2021-02-23T00:00:00Z
tested,positive,1187,2021-02-23T00:00:00Z
dr,fauci,1176,2021-02-23T00:00:00Z
covid,vaccination,1168,2021-02-23T00:00:00Z
lockdown,restrictions,1145,2021-02-23T00:00:00Z
coronavirus,vaccine,1110,2021-02-23T00:00:00Z
1,9,1108,2021-02-23T00:00:00Z
vaccine,rollout,1082,2021-02-23T00:00:00Z
19,relief,1052,2021-02-23T00:00:00Z
health,care,1031,2021-02-23T00:00:00Z
wear,masks,1021,2021-02-23T00:00:00Z
white,house,1018,2021-02-23T00:00:00Z
covid,bill,1016,2021-02-23T00:00:00Z
1,2,1001,2021-02-23T00:00:00Z
pre,covid,999,2021-02-23T00:00:00Z
covid,patients,997,2021-02-23T00:00:00Z
million,people,989,2021-02-23T00:00:00Z
nursing,homes,973,2021-02-23T00:00:00Z
prime,minister,962,2021-02-23T00:00:00Z
2,weeks,902,2021-02-23T00:00:00Z
stay,home,898,2021-02-23T00:00:00Z
relief,package,878,2021-02-23T00:00:00Z
june,21st,872,2021-02-23T00:00:00Z
covid,pandemic,871,2021-02-23T00:00:00Z
matt,hancock,863,2021-02-23T00:00:00Z
death,rate,858,2021-02-23T00:00:00Z
nursing,home,853,2021-02-23T00:00:00Z
100,000,840,2021-02-23T00:00:00Z
post,lockdown,833,2021-02-23T00:00:00Z
social,media,828,2021-02-23T00:00:00Z
half,staff,826,2021-02-23T00:00:00Z
herd,immunity,805,2021-02-23T00:00:00Z
19,death,788,2021-02-23T00:00:00Z
wearing,masks,787,2021-02-23T00:00:00Z
vaccine,doses,775,2021-02-23T00:00:00Z
covid,lockdown,774,2021-02-23T00:00:00Z
hotel,quarantine,774,2021-02-23T00:00:00Z
vaccine,passports,773,2021-02-23T00:00:00Z
gt,gt,766,2021-02-23T00:00:00Z
minimum,wage,723,2021-02-23T00:00:00Z
covid,tests,721,2021-02-23T00:00:00Z
covid,ー,716,2021-02-23T00:00:00Z
stay,safe,716,2021-02-23T00:00:00Z
covid,response,712,2021-02-23T00:00:00Z
ー,19,711,2021-02-23T00:00:00Z
pandemic,response,708,2021-02-23T00:00:00Z
pandemic,started,704,2021-02-23T00:00:00Z
19,testing,694,2021-02-23T00:00:00Z
road,map,693,2021-02-23T00:00:00Z
nicola,sturgeon,689,2021-02-23T00:00:00Z
donald,trump,683,2021-02-23T00:00:00Z
climate,change,670,2021-02-23T00:00:00Z
covid,testing,662,2021-02-23T00:00:00Z
covid,free,656,2021-02-23T00:00:00Z
covid,jab,646,2021-02-23T00:00:00Z
catch,covid,633,2021-02-23T00:00:00Z
covid19,vaccine,633,2021-02-23T00:00:00Z
19,vaccinations,630,2021-02-23T00:00:00Z
19,update,626,2021-02-23T00:00:00Z
save,lives,615,2021-02-23T00:00:00Z
3,days,607,2021-02-23T00:00:00Z
coronavirus,deaths,604,2021-02-23T00:00:00Z
24,hours,602,2021-02-23T00:00:00Z
sars,cov,594,2021-02-23T00:00:00Z
people,died,593,2021-02-23T00:00:00Z
lockdown,exit,592,2021-02-23T00:00:00Z
covid,plan,591,2021-02-23T00:00:00Z
york,times,589,2021-02-23T00:00:00Z
covid,hit,585,2021-02-23T00:00:00Z
feb,23,585,2021-02-23T00:00:00Z
21st,june,577,2021-02-23T00:00:00Z
health,workers,566,2021-02-23T00:00:00Z
bbc,news,565,2021-02-23T00:00:00Z
cov,2,564,2021-02-23T00:00:00Z
19,test,561,2021-02-23T00:00:00Z
healthcare,workers,553,2021-02-23T00:00:00Z
lockdown,rules,552,2021-02-23T00:00:00Z
12,months,551,2021-02-23T00:00:00Z
world,war,551,2021-02-23T00:00:00Z
covid,shot,547,2021-02-23T00:00:00Z
lockdown,easing,545,2021-02-23T00:00:00Z
fight,covid,542,2021-02-23T00:00:00Z
2,months,541,2021-02-23T00:00:00Z
coronavirus,strain,540,2021-02-23T00:00:00Z
covid,safe,538,2021-02-23T00:00:00Z
health,officials,534,2021-02-23T00:00:00Z
months,ago,533,2021-02-23T00:00:00Z
23,2021,530,2021-02-23T00:00:00Z
covid,rules,526,2021-02-23T00:00:00Z
february,23,526,2021-02-23T00:00:00Z
million,covid,523,2021-02-23T00:00:00Z
south,africa,518,2021-02-23T00:00:00Z
3,weeks,517,2021-02-23T00:00:00Z
lockdown,4,514,2021-02-23T00:00:00Z
march,2020,506,2021-02-23T00:00:00Z
amid,covid,505,2021-02-23T00:00:00Z
lockdown,roadmap,505,2021-02-23T00:00:00Z
easing,lockdown,503,2021-02-23T00:00:00Z
immune,system,497,2021-02-23T00:00:00Z
essential,workers,494,2021-02-23T00:00:00Z
increasingly,dangerous,494,2021-02-23T00:00:00Z
19,restrictions,492,2021-02-23T00:00:00Z
6,months,490,2021-02-23T00:00:00Z
half,million,490,2021-02-23T00:00:00Z
caught,covid,489,2021-02-23T00:00:00Z
covid19,covid,487,2021-02-23T00:00:00Z
president,joe,482,2021-02-23T00:00:00Z
covid19,coronavirus,480,2021-02-23T00:00:00Z
mask,wearing,479,2021-02-23T00:00:00Z
people,don,479,2021-02-23T00:00:00Z
anti,lockdown,474,2021-02-23T00:00:00Z
19,patients,472,2021-02-23T00:00:00Z
meghan,mccain,471,2021-02-23T00:00:00Z
pre,pandemic,470,2021-02-23T00:00:00Z
trump,administration,465,2021-02-23T00:00:00Z
related,deaths,464,2021-02-23T00:00:00Z
million,doses,461,2021-02-23T00:00:00Z
ياريس,ارجوك,460,2021-02-23T00:00:00Z
beat,covid,459,2021-02-23T00:00:00Z
million,americans,459,2021-02-23T00:00:00Z
19,response,457,2021-02-23T00:00:00Z
human,rights,456,2021-02-23T00:00:00Z
gin,soaked,453,2021-02-23T00:00:00Z
vaccine,distribution,453,2021-02-23T00:00:00Z
3,months,452,2021-02-23T00:00:00Z
covid,crisis,452,2021-02-23T00:00:00Z
covid,positive,452,2021-02-23T00:00:00Z
february,2021,452,2021-02-23T00:00:00Z
stimulus,checks,451,2021-02-23T00:00:00Z
weeks,ago,450,2021-02-23T00:00:00Z
potus,joebiden,449,2021-02-23T00:00:00Z
people,die,447,2021-02-23T00:00:00Z
uk,government,446,2021-02-23T00:00:00Z
trillion,covid,445,2021-02-23T00:00:00Z
covid,times,443,2021-02-23T00:00:00Z
