word1,word2,n,date
covid,19,57341,2021-06-28T00:00:00Z
delta,variant,4955,2021-06-28T00:00:00Z
covid,vaccine,4285,2021-06-28T00:00:00Z
recognizenug,june28coup,4235,2021-06-28T00:00:00Z
19,pandemic,3870,2021-06-28T00:00:00Z
19,vaccine,3657,2021-06-28T00:00:00Z
military,junta,2941,2021-06-28T00:00:00Z
illegitimate,military,2934,2021-06-28T00:00:00Z
successfully,managing,2910,2021-06-28T00:00:00Z
whatshappeninginmyanmar,june28coup,2799,2021-06-28T00:00:00Z
june28coup,recognizenug,2622,2021-06-28T00:00:00Z
online,learning,2377,2021-06-28T00:00:00Z
private,schools,2348,2021-06-28T00:00:00Z
june28coup,whatshappeninginmyanmar,2337,2021-06-28T00:00:00Z
education,department,2329,2021-06-28T00:00:00Z
sac,education,2306,2021-06-28T00:00:00Z
post,pandemic,2238,2021-06-28T00:00:00Z
forcing,students,2216,2021-06-28T00:00:00Z
attend,sessions,2213,2021-06-28T00:00:00Z
learning,forcing,2212,2021-06-28T00:00:00Z
employ,online,2210,2021-06-28T00:00:00Z
person,recognizenug,2201,2021-06-28T00:00:00Z
public,trust,2044,2021-06-28T00:00:00Z
medical,doctors,2040,2021-06-28T00:00:00Z
covid,test,1980,2021-06-28T00:00:00Z
19,loans,1975,2021-06-28T00:00:00Z
sac,terrorists,1975,2021-06-28T00:00:00Z
irrigation,department,1970,2021-06-28T00:00:00Z
agriculture,livestock,1969,2021-06-28T00:00:00Z
cdm,government,1969,2021-06-28T00:00:00Z
government,servants,1967,2021-06-28T00:00:00Z
covid,restrictions,1950,2021-06-28T00:00:00Z
june27coup,whatshappeninginmyanmar,1935,2021-06-28T00:00:00Z
june28coup,whatshappeninginmyanmarg,1935,2021-06-28T00:00:00Z
nug,june27coup,1933,2021-06-28T00:00:00Z
post,covid,1887,2021-06-28T00:00:00Z
19,vaccines,1881,2021-06-28T00:00:00Z
covid,vaccines,1865,2021-06-28T00:00:00Z
covid,deaths,1825,2021-06-28T00:00:00Z
wuhan,lab,1647,2021-06-28T00:00:00Z
military,coup,1404,2021-06-28T00:00:00Z
public,health,1389,2021-06-28T00:00:00Z
atrocious,military,1387,2021-06-28T00:00:00Z
inhumane,atrocious,1387,2021-06-28T00:00:00Z
myanmar,whatshappeninginmyanmar,1383,2021-06-28T00:00:00Z
recognizenug,milkteaalliance,1374,2021-06-28T00:00:00Z
south,africa,1365,2021-06-28T00:00:00Z
19,vaccination,1319,2021-06-28T00:00:00Z
global,pandemic,1299,2021-06-28T00:00:00Z
sajid,javid,1297,2021-06-28T00:00:00Z
mental,health,1260,2021-06-28T00:00:00Z
tested,positive,1230,2021-06-28T00:00:00Z
vaccinated,people,1220,2021-06-28T00:00:00Z
social,distancing,1196,2021-06-28T00:00:00Z
vaccine,appointments,1194,2021-06-28T00:00:00Z
level,4,1137,2021-06-28T00:00:00Z
jun,28,1108,2021-06-28T00:00:00Z
zip,code,1094,2021-06-28T00:00:00Z
covid,vaccination,1034,2021-06-28T00:00:00Z
covid19,pandemic,1012,2021-06-28T00:00:00Z
health,secretary,1011,2021-06-28T00:00:00Z
covid,rules,1006,2021-06-28T00:00:00Z
14,days,954,2021-06-28T00:00:00Z
june,28,947,2021-06-28T00:00:00Z
june,2021,938,2021-06-28T00:00:00Z
government,managed,916,2021-06-28T00:00:00Z
civilians,government,915,2021-06-28T00:00:00Z
managed,whatshappeninginmyanmar,905,2021-06-28T00:00:00Z
hotel,quarantine,877,2021-06-28T00:00:00Z
delta,covid,837,2021-06-28T00:00:00Z
moderna,vaccines,836,2021-06-28T00:00:00Z
19,restrictions,828,2021-06-28T00:00:00Z
covid,pandemic,773,2021-06-28T00:00:00Z
covid,patients,768,2021-06-28T00:00:00Z
covid,variant,733,2021-06-28T00:00:00Z
2,weeks,732,2021-06-28T00:00:00Z
stay,safe,705,2021-06-28T00:00:00Z
covid,related,700,2021-06-28T00:00:00Z
walgreens,chicago,699,2021-06-28T00:00:00Z
1,2,695,2021-06-28T00:00:00Z
covid,relief,689,2021-06-28T00:00:00Z
coronavirus,pandemic,688,2021-06-28T00:00:00Z
