word1,word2,n,date
covid,19,291482,2020-04-22T00:00:00Z
coronavirus,pandemic,19178,2020-04-22T00:00:00Z
19,pandemic,14425,2020-04-22T00:00:00Z
coronavirus,crisis,8090,2020-04-22T00:00:00Z
covid,ー,7784,2020-04-22T00:00:00Z
ー,19,7767,2020-04-22T00:00:00Z
social,distancing,6757,2020-04-22T00:00:00Z
coronavirus,outbreak,6372,2020-04-22T00:00:00Z
19,crisis,6334,2020-04-22T00:00:00Z
covid19,coronavirus,6099,2020-04-22T00:00:00Z
coronavirus,covid19,5660,2020-04-22T00:00:00Z
earth,day,5366,2020-04-22T00:00:00Z
coronavirus,lockdown,5183,2020-04-22T00:00:00Z
amid,coronavirus,5046,2020-04-22T00:00:00Z
death,toll,4615,2020-04-22T00:00:00Z
tested,positive,4496,2020-04-22T00:00:00Z
test,positive,4327,2020-04-22T00:00:00Z
coronavirus,deaths,4220,2020-04-22T00:00:00Z
coronavirus,death,4066,2020-04-22T00:00:00Z
coronavirus,patients,4050,2020-04-22T00:00:00Z
19,patients,4002,2020-04-22T00:00:00Z
coronavirus,covid,3938,2020-04-22T00:00:00Z
post,covid,3805,2020-04-22T00:00:00Z
public,health,3787,2020-04-22T00:00:00Z
bbc,news,3668,2020-04-22T00:00:00Z
task,force,3553,2020-04-22T00:00:00Z
news,coronavirus,3478,2020-04-22T00:00:00Z
stay,home,3446,2020-04-22T00:00:00Z
coronavirus,response,3424,2020-04-22T00:00:00Z
white,house,3245,2020-04-22T00:00:00Z
19,deaths,3234,2020-04-22T00:00:00Z
president,trump,3195,2020-04-22T00:00:00Z
cdc,director,3180,2020-04-22T00:00:00Z
health,care,3178,2020-04-22T00:00:00Z
fox,news,3151,2020-04-22T00:00:00Z
coronavirus,relief,3030,2020-04-22T00:00:00Z
coronavirus,vaccine,2919,2020-04-22T00:00:00Z
covid,patients,2913,2020-04-22T00:00:00Z
19,outbreak,2854,2020-04-22T00:00:00Z
april,22,2814,2020-04-22T00:00:00Z
19,lockdown,2763,2020-04-22T00:00:00Z
covid,deaths,2664,2020-04-22T00:00:00Z
wuhan,virus,2640,2020-04-22T00:00:00Z
fight,covid,2617,2020-04-22T00:00:00Z
coronavirus,testing,2607,2020-04-22T00:00:00Z
mental,health,2606,2020-04-22T00:00:00Z
death,rate,2535,2020-04-22T00:00:00Z
19,testing,2498,2020-04-22T00:00:00Z
19,vaccine,2472,2020-04-22T00:00:00Z
stay,safe,2469,2020-04-22T00:00:00Z
amid,covid,2425,2020-04-22T00:00:00Z
climate,change,2423,2020-04-22T00:00:00Z
donald,trump,2386,2020-04-22T00:00:00Z
19,response,2236,2020-04-22T00:00:00Z
pet,cats,2223,2020-04-22T00:00:00Z
bill,gates,2158,2020-04-22T00:00:00Z
york,times,2132,2020-04-22T00:00:00Z
live,updates,2099,2020-04-22T00:00:00Z
19,relief,2078,2020-04-22T00:00:00Z
wuhan,lab,2009,2020-04-22T00:00:00Z
19,coronavirus,1952,2020-04-22T00:00:00Z
director,warns,1926,2020-04-22T00:00:00Z
contact,tracing,1867,2020-04-22T00:00:00Z
healthcare,workers,1864,2020-04-22T00:00:00Z
coronavirus,task,1859,2020-04-22T00:00:00Z
nursing,homes,1790,2020-04-22T00:00:00Z
covid19,pandemic,1780,2020-04-22T00:00:00Z
