word1,word2,n,date
covid,19,62561,2021-07-08T00:00:00Z
delta,variant,7102,2021-07-08T00:00:00Z
19,vaccine,5163,2021-07-08T00:00:00Z
covid,vaccine,5004,2021-07-08T00:00:00Z
july8coup,whatshappeninginmyanmar,2775,2021-07-08T00:00:00Z
covid,deaths,2608,2021-07-08T00:00:00Z
19,pandemic,2585,2021-07-08T00:00:00Z
4,million,2583,2021-07-08T00:00:00Z
post,pandemic,2130,2021-07-08T00:00:00Z
whatshappeninginmyanmar,july8coup,2070,2021-07-08T00:00:00Z
post,covid,1984,2021-07-08T00:00:00Z
death,toll,1957,2021-07-08T00:00:00Z
19,vaccines,1918,2021-07-08T00:00:00Z
covid,test,1851,2021-07-08T00:00:00Z
covid,vaccines,1773,2021-07-08T00:00:00Z
stoptorture,july8coup,1729,2021-07-08T00:00:00Z
tokyo,olympics,1710,2021-07-08T00:00:00Z
military,coup,1697,2021-07-08T00:00:00Z
covid,restrictions,1689,2021-07-08T00:00:00Z
daily,deaths,1672,2021-07-08T00:00:00Z
3,947,1637,2021-07-08T00:00:00Z
partial,lockdowns,1637,2021-07-08T00:00:00Z
wave,amid,1636,2021-07-08T00:00:00Z
amid,military,1635,2021-07-08T00:00:00Z
57,stoptorture,1623,2021-07-08T00:00:00Z
public,health,1568,2021-07-08T00:00:00Z
global,pandemic,1470,2021-07-08T00:00:00Z
vaccinated,people,1447,2021-07-08T00:00:00Z
amber,list,1349,2021-07-08T00:00:00Z
covid,patient,1327,2021-07-08T00:00:00Z
19,vaccination,1284,2021-07-08T00:00:00Z
covid19,pandemic,1251,2021-07-08T00:00:00Z
global,covid,1227,2021-07-08T00:00:00Z
covid,patients,1201,2021-07-08T00:00:00Z
mental,health,1183,2021-07-08T00:00:00Z
19,deaths,1172,2021-07-08T00:00:00Z
oxygen,cylinder,1166,2021-07-08T00:00:00Z
tested,positive,1121,2021-07-08T00:00:00Z
hospital,whatshappeninginmyanmar,1116,2021-07-08T00:00:00Z
boris,johnson,999,2021-07-08T00:00:00Z
covid,management,996,2021-07-08T00:00:00Z
19,infections,990,2021-07-08T00:00:00Z
covid,death,962,2021-07-08T00:00:00Z
social,distancing,942,2021-07-08T00:00:00Z
prime,minister,941,2021-07-08T00:00:00Z
increasing,covid,926,2021-07-08T00:00:00Z
merdekamelawancovid,tunjukkan,908,2021-07-08T00:00:00Z
tunjukkan,peranmu,908,2021-07-08T00:00:00Z
covid,outbreak,897,2021-07-08T00:00:00Z
health,care,890,2021-07-08T00:00:00Z
terrorist,council,889,2021-07-08T00:00:00Z
military,regime,887,2021-07-08T00:00:00Z
double,jabbed,863,2021-07-08T00:00:00Z
july8coup,dreadfulcovidamidmilitarycoup,863,2021-07-08T00:00:00Z
covid,vaccination,861,2021-07-08T00:00:00Z
medical,university,847,2021-07-08T00:00:00Z
ailed,covid,844,2021-07-08T00:00:00Z
turmoil,whatshappeninginmyanmar,844,2021-07-08T00:00:00Z
