word1,word2,n,date
covid,19,47789,2021-12-27T00:00:00Z
covid,test,7680,2021-12-27T00:00:00Z
tested,positive,4851,2021-12-27T00:00:00Z
covid,testing,3645,2021-12-27T00:00:00Z
covid,tests,3364,2021-12-27T00:00:00Z
covid,vaccine,3340,2021-12-27T00:00:00Z
omicron,variant,2876,2021-12-27T00:00:00Z
covid,deaths,2558,2021-12-27T00:00:00Z
covid,restrictions,2415,2021-12-27T00:00:00Z
5,days,2343,2021-12-27T00:00:00Z
19,vaccine,2303,2021-12-27T00:00:00Z
covid,patients,2217,2021-12-27T00:00:00Z
test,positive,2140,2021-12-27T00:00:00Z
public,health,2109,2021-12-27T00:00:00Z
covid,parent,1842,2021-12-27T00:00:00Z
10,days,1837,2021-12-27T00:00:00Z
basil,ireton,1826,2021-12-27T00:00:00Z
rln,nelson,1825,2021-12-27T00:00:00Z
gordon,dhg,1823,2021-12-27T00:00:00Z
thisisnothappen,basil,1823,2021-12-27T00:00:00Z
tragiicomedy,covid,1823,2021-12-27T00:00:00Z
moderna5g,666,1822,2021-12-27T00:00:00Z
guygadboisguyg1,thisisnothappen,1820,2021-12-27T00:00:00Z
stephen04880258,guygadboisguyg1,1820,2021-12-27T00:00:00Z
ericwil06256732,wildweatherdan,1819,2021-12-27T00:00:00Z
ejwwest,tragiicomedy,1817,2021-12-27T00:00:00Z
covid,vaccines,1775,2021-12-27T00:00:00Z
catch,covid,1760,2021-12-27T00:00:00Z
covid,positive,1730,2021-12-27T00:00:00Z
bolzmannmichael,crispycx,1701,2021-12-27T00:00:00Z
davidtayloryork,gordon,1701,2021-12-27T00:00:00Z
l0sts0ulforever,moderna5g,1700,2021-12-27T00:00:00Z
scienceblog3,rln,1698,2021-12-27T00:00:00Z
ponycar06,dawntj90,1695,2021-12-27T00:00:00Z
91996340e81d45a,ponycar06,1692,2021-12-27T00:00:00Z
bigrakadoc,organicdot,1691,2021-12-27T00:00:00Z
organicdot,ingersolrobert,1691,2021-12-27T00:00:00Z
canadianworker2,scienceblog3,1690,2021-12-27T00:00:00Z
sandcastle1975,halbrow68884227,1685,2021-12-27T00:00:00Z
dawntj90,bluepittie,1664,2021-12-27T00:00:00Z
crispycx,chimera414,1663,2021-12-27T00:00:00Z
chimera414,91996340e81d45a,1662,2021-12-27T00:00:00Z
twtthisisnow,canadianworker2,1641,2021-12-27T00:00:00Z
caught,covid,1634,2021-12-27T00:00:00Z
covid,list,1570,2021-12-27T00:00:00Z
covid,protocols,1555,2021-12-27T00:00:00Z
home,covid,1535,2021-12-27T00:00:00Z
mental,health,1530,2021-12-27T00:00:00Z
19,pandemic,1489,2021-12-27T00:00:00Z
positive,covid,1477,2021-12-27T00:00:00Z
covid,rules,1472,2021-12-27T00:00:00Z
covid,related,1418,2021-12-27T00:00:00Z
halbrow68884227,aristotlemrs,1402,2021-12-27T00:00:00Z
global,pandemic,1392,2021-12-27T00:00:00Z
oscarswild1,bolzmannmichael,1357,2021-12-27T00:00:00Z
stay,home,1342,2021-12-27T00:00:00Z
catching,covid,1332,2021-12-27T00:00:00Z
bluepittie,l0sts0ulforever,1313,2021-12-27T00:00:00Z
robmeekel,iandjbrown2,1304,2021-12-27T00:00:00Z
joe,biden,1291,2021-12-27T00:00:00Z
climate,change,1284,2021-12-27T00:00:00Z
health,care,1275,2021-12-27T00:00:00Z
natural,immunity,1270,2021-12-27T00:00:00Z
covid,omicron,1233,2021-12-27T00:00:00Z
ingersolrobert,oscarswild1,1233,2021-12-27T00:00:00Z
covid,protocol,1220,2021-12-27T00:00:00Z
boris,johnson,1219,2021-12-27T00:00:00Z
try2golf,twtthisisnow,1214,2021-12-27T00:00:00Z
covid,outbreak,1196,2021-12-27T00:00:00Z
covid,death,1186,2021-12-27T00:00:00Z
federal,solution,1184,2021-12-27T00:00:00Z
covid,booster,1169,2021-12-27T00:00:00Z
testing,positive,1157,2021-12-27T00:00:00Z
pcr,test,1141,2021-12-27T00:00:00Z
covid,symptoms,1129,2021-12-27T00:00:00Z
19,testing,1107,2021-12-27T00:00:00Z
robhon,ejwwest,1102,2021-12-27T00:00:00Z
wildweatherdan,robhon,1102,2021-12-27T00:00:00Z
covid,isolation,1088,2021-12-27T00:00:00Z
covid,surge,1079,2021-12-27T00:00:00Z
common,cold,1069,2021-12-27T00:00:00Z
immune,system,1059,2021-12-27T00:00:00Z
vaccinated,people,1059,2021-12-27T00:00:00Z
2,weeks,1049,2021-12-27T00:00:00Z
stay,safe,1044,2021-12-27T00:00:00Z
dan613,boeing74,1023,2021-12-27T00:00:00Z
post,covid,1020,2021-12-27T00:00:00Z
19,list,993,2021-12-27T00:00:00Z
iandjbrown2,try2golf,987,2021-12-27T00:00:00Z
booster,shot,974,2021-12-27T00:00:00Z
covid,free,954,2021-12-27T00:00:00Z
glenncarr6,robmeekel,947,2021-12-27T00:00:00Z
covid,pandemic,910,2021-12-27T00:00:00Z
spread,covid,887,2021-12-27T00:00:00Z
covid,shit,881,2021-12-27T00:00:00Z
christmas,day,871,2021-12-27T00:00:00Z
boeing74,oakden,864,2021-12-27T00:00:00Z
covid,isn,862,2021-12-27T00:00:00Z
oakden,wolf,861,2021-12-27T00:00:00Z
free,covid,847,2021-12-27T00:00:00Z
anti,vax,839,2021-12-27T00:00:00Z
tested,negative,838,2021-12-27T00:00:00Z
3,days,836,2021-12-27T00:00:00Z
covid,response,834,2021-12-27T00:00:00Z
negative,covid,825,2021-12-27T00:00:00Z
healthcare,workers,819,2021-12-27T00:00:00Z
boxing,day,808,2021-12-27T00:00:00Z
1,2,805,2021-12-27T00:00:00Z
spreading,covid,788,2021-12-27T00:00:00Z
test,results,787,2021-12-27T00:00:00Z
