word1,word2,n,date
covid,19,124974,2020-12-08T00:00:00Z
19,vaccine,20478,2020-12-08T00:00:00Z
covid,vaccine,16588,2020-12-08T00:00:00Z
coronavirus,vaccine,5202,2020-12-08T00:00:00Z
19,pandemic,4742,2020-12-08T00:00:00Z
covid,relief,4418,2020-12-08T00:00:00Z
covid,test,4293,2020-12-08T00:00:00Z
global,pandemic,4268,2020-12-08T00:00:00Z
pfizer,covid,4116,2020-12-08T00:00:00Z
tested,positive,3955,2020-12-08T00:00:00Z
data,scientist,3923,2020-12-08T00:00:00Z
raid,home,3892,2020-12-08T00:00:00Z
covid,deaths,3784,2020-12-08T00:00:00Z
white,house,3615,2020-12-08T00:00:00Z
police,raid,3246,2020-12-08T00:00:00Z
public,health,2885,2020-12-08T00:00:00Z
19,vaccines,2842,2020-12-08T00:00:00Z
trump,administration,2796,2020-12-08T00:00:00Z
post,covid,2650,2020-12-08T00:00:00Z
jenna,ellis,2582,2020-12-08T00:00:00Z
social,distancing,2485,2020-12-08T00:00:00Z
covid,restrictions,2472,2020-12-08T00:00:00Z
vaccine,doses,2360,2020-12-08T00:00:00Z
rebekah,jones,2253,2020-12-08T00:00:00Z
coronavirus,pandemic,2246,2020-12-08T00:00:00Z
pfizer,vaccine,2161,2020-12-08T00:00:00Z
covid,vaccines,2157,2020-12-08T00:00:00Z
mental,health,2144,2020-12-08T00:00:00Z
health,care,2093,2020-12-08T00:00:00Z
stay,home,2085,2020-12-08T00:00:00Z
william,shakespeare,2076,2020-12-08T00:00:00Z
covid,patients,2047,2020-12-08T00:00:00Z
pfizer,biontech,2025,2020-12-08T00:00:00Z
19,data,2021,2020-12-08T00:00:00Z
margaret,keenan,1967,2020-12-08T00:00:00Z
covid19,pandemic,1781,2020-12-08T00:00:00Z
wear,masks,1779,2020-12-08T00:00:00Z
covid,data,1753,2020-12-08T00:00:00Z
florida,police,1700,2020-12-08T00:00:00Z
wearing,masks,1629,2020-12-08T00:00:00Z
relief,bill,1617,2020-12-08T00:00:00Z
covid,rules,1553,2020-12-08T00:00:00Z
donald,trump,1504,2020-12-08T00:00:00Z
covid,related,1496,2020-12-08T00:00:00Z
receives,pfizer,1480,2020-12-08T00:00:00Z
rudy,giuliani,1474,2020-12-08T00:00:00Z
clinical,trial,1442,2020-12-08T00:00:00Z
months,ago,1416,2020-12-08T00:00:00Z
stay,safe,1391,2020-12-08T00:00:00Z
covid,death,1382,2020-12-08T00:00:00Z
