word1,word2,n,date
covid,19,168664,2020-07-06T00:00:00Z
nick,cordero,7693,2020-07-06T00:00:00Z
19,pandemic,6329,2020-07-06T00:00:00Z
tested,positive,6117,2020-07-06T00:00:00Z
coronavirus,pandemic,5244,2020-07-06T00:00:00Z
covid,deaths,4510,2020-07-06T00:00:00Z
post,covid,3554,2020-07-06T00:00:00Z
covid,patients,3416,2020-07-06T00:00:00Z
social,distancing,3249,2020-07-06T00:00:00Z
130,000,3082,2020-07-06T00:00:00Z
nursing,homes,3026,2020-07-06T00:00:00Z
broadway,actor,2817,2020-07-06T00:00:00Z
covid,test,2662,2020-07-06T00:00:00Z
death,toll,2659,2020-07-06T00:00:00Z
cordero,dies,2652,2020-07-06T00:00:00Z
death,rate,2568,2020-07-06T00:00:00Z
herd,immunity,2520,2020-07-06T00:00:00Z
covid,ー,2504,2020-07-06T00:00:00Z
ー,19,2500,2020-07-06T00:00:00Z
19,deaths,2457,2020-07-06T00:00:00Z
broadway,star,2385,2020-07-06T00:00:00Z
bubonic,plague,2230,2020-07-06T00:00:00Z
realdonaldtrump,bubbawallace,2226,2020-07-06T00:00:00Z
white,house,2139,2020-07-06T00:00:00Z
19,patients,2072,2020-07-06T00:00:00Z
public,health,2044,2020-07-06T00:00:00Z
ashokgehlot51,raghusharmainc,2009,2020-07-06T00:00:00Z
nsui,rajasthan,1958,2020-07-06T00:00:00Z
nsui,ru,1957,2020-07-06T00:00:00Z
drsbhandari,ashokgehlot51,1949,2020-07-06T00:00:00Z
test,positive,1949,2020-07-06T00:00:00Z
govinddotasra,nsui,1942,2020-07-06T00:00:00Z
kalrajmishra,drsbhandari,1942,2020-07-06T00:00:00Z
donald,trump,1901,2020-07-06T00:00:00Z
npareek5,kalrajmishra,1896,2020-07-06T00:00:00Z
star,nick,1846,2020-07-06T00:00:00Z
actor,nick,1839,2020-07-06T00:00:00Z
coronavirus,deaths,1806,2020-07-06T00:00:00Z
wear,masks,1784,2020-07-06T00:00:00Z
coronavirus,covid19,1774,2020-07-06T00:00:00Z
covid19,coronavirus,1740,2020-07-06T00:00:00Z
19,crisis,1697,2020-07-06T00:00:00Z
medical,students,1656,2020-07-06T00:00:00Z
19,complications,1614,2020-07-06T00:00:00Z
raghusharmainc,sachinpilot,1613,2020-07-06T00:00:00Z
care,homes,1609,2020-07-06T00:00:00Z
covid,death,1602,2020-07-06T00:00:00Z
bbc,news,1516,2020-07-06T00:00:00Z
covid,party,1516,2020-07-06T00:00:00Z
wearing,masks,1512,2020-07-06T00:00:00Z
covid,testing,1501,2020-07-06T00:00:00Z
coronavirus,covid,1499,2020-07-06T00:00:00Z
july,6,1488,2020-07-06T00:00:00Z
news,coronavirus,1470,2020-07-06T00:00:00Z
tests,positive,1426,2020-07-06T00:00:00Z
covid,positive,1422,2020-07-06T00:00:00Z
realdonaldtrump,covid,1384,2020-07-06T00:00:00Z
19,testing,1376,2020-07-06T00:00:00Z
stay,home,1342,2020-07-06T00:00:00Z
coronavirus,outbreak,1340,2020-07-06T00:00:00Z
boris,johnson,1331,2020-07-06T00:00:00Z
china,virus,1324,2020-07-06T00:00:00Z
19,death,1281,2020-07-06T00:00:00Z
mortality,rate,1266,2020-07-06T00:00:00Z
stay,safe,1259,2020-07-06T00:00:00Z
worst,hit,1252,2020-07-06T00:00:00Z
ruhspromotestudents,govinddotasra,1242,2020-07-06T00:00:00Z
19,test,1225,2020-07-06T00:00:00Z
covid,related,1224,2020-07-06T00:00:00Z
coronavirus,crisis,1190,2020-07-06T00:00:00Z
19,vaccine,1185,2020-07-06T00:00:00Z
positive,covid,1115,2020-07-06T00:00:00Z
mental,health,1111,2020-07-06T00:00:00Z
coronavirus,complications,1109,2020-07-06T00:00:00Z
fake,news,1109,2020-07-06T00:00:00Z
24,hours,1087,2020-07-06T00:00:00Z
wuhan,virus,1087,2020-07-06T00:00:00Z
