word1,n,date
covid,137097,2021-06-04T00:00:00Z
pandemic,74202,2021-06-04T00:00:00Z
covid19,62211,2021-06-04T00:00:00Z
,47293,2021-06-04T00:00:00Z
people,34973,2021-06-04T00:00:00Z
lockdown,30501,2021-06-04T00:00:00Z
vaccine,27658,2021-06-04T00:00:00Z
dont,16442,2021-06-04T00:00:00Z
time,15813,2021-06-04T00:00:00Z
coronavirus,15373,2021-06-04T00:00:00Z
im,14796,2021-06-04T00:00:00Z
quarantine,12767,2021-06-04T00:00:00Z
due,11753,2021-06-04T00:00:00Z
health,11588,2021-06-04T00:00:00Z
wuhan,10522,2021-06-04T00:00:00Z
deaths,10269,2021-06-04T00:00:00Z
vaccines,10105,2021-06-04T00:00:00Z
virus,9665,2021-06-04T00:00:00Z
world,9580,2021-06-04T00:00:00Z
government,9564,2021-06-04T00:00:00Z
vaccinated,9538,2021-06-04T00:00:00Z
lab,9485,2021-06-04T00:00:00Z
fauci,8599,2021-06-04T00:00:00Z
june,8564,2021-06-04T00:00:00Z
day,8517,2021-06-04T00:00:00Z
india,8404,2021-06-04T00:00:00Z
china,8216,2021-06-04T00:00:00Z
trump,8185,2021-06-04T00:00:00Z
2,8026,2021-06-04T00:00:00Z
uk,7553,2021-06-04T00:00:00Z
news,7463,2021-06-04T00:00:00Z
vaccination,7407,2021-06-04T00:00:00Z
postponeinicetsavedoctors,7388,2021-06-04T00:00:00Z
country,7318,2021-06-04T00:00:00Z
days,7258,2021-06-04T00:00:00Z
1,6684,2021-06-04T00:00:00Z
home,6642,2021-06-04T00:00:00Z
doctors,6419,2021-06-04T00:00:00Z
life,6277,2021-06-04T00:00:00Z
didnt,6262,2021-06-04T00:00:00Z
months,5942,2021-06-04T00:00:00Z
19,5808,2021-06-04T00:00:00Z
variant,5795,2021-06-04T00:00:00Z
week,5709,2021-06-04T00:00:00Z
care,5682,2021-06-04T00:00:00Z
test,5546,2021-06-04T00:00:00Z
4,5523,2021-06-04T00:00:00Z
2021,5422,2021-06-04T00:00:00Z
govt,5403,2021-06-04T00:00:00Z
free,5330,2021-06-04T00:00:00Z
public,5328,2021-06-04T00:00:00Z
death,5265,2021-06-04T00:00:00Z
3,5263,2021-06-04T00:00:00Z
children,5193,2021-06-04T00:00:00Z
support,5155,2021-06-04T00:00:00Z
read,5134,2021-06-04T00:00:00Z
dr,5118,2021-06-04T00:00:00Z
restrictions,5109,2021-06-04T00:00:00Z
risk,5058,2021-06-04T00:00:00Z
global,5004,2021-06-04T00:00:00Z
million,4987,2021-06-04T00:00:00Z
positive,4910,2021-06-04T00:00:00Z
2020,4908,2021-06-04T00:00:00Z
data,4848,2021-06-04T00:00:00Z
money,4833,2021-06-04T00:00:00Z
lost,4801,2021-06-04T00:00:00Z
travel,4746,2021-06-04T00:00:00Z
students,4740,2021-06-04T00:00:00Z
ive,4738,2021-06-04T00:00:00Z
family,4686,2021-06-04T00:00:00Z
stop,4684,2021-06-04T00:00:00Z
doesnt,4596,2021-06-04T00:00:00Z
lives,4556,2021-06-04T00:00:00Z
live,4479,2021-06-04T00:00:00Z
exam,4417,2021-06-04T00:00:00Z
died,4414,2021-06-04T00:00:00Z
exams,4385,2021-06-04T00:00:00Z
job,4371,2021-06-04T00:00:00Z
youre,4369,2021-06-04T00:00:00Z
times,4358,2021-06-04T00:00:00Z
medical,4307,2021-06-04T00:00:00Z
wave,4242,2021-06-04T00:00:00Z
spread,4227,2021-06-04T00:00:00Z
lot,4220,2021-06-04T00:00:00Z
jobs,4067,2021-06-04T00:00:00Z
hope,4027,2021-06-04T00:00:00Z
workers,4020,2021-06-04T00:00:00Z
mask,4015,2021-06-04T00:00:00Z
sir,3998,2021-06-04T00:00:00Z
patients,3995,2021-06-04T00:00:00Z
10,3926,2021-06-04T00:00:00Z
response,3917,2021-06-04T00:00:00Z
school,3879,2021-06-04T00:00:00Z
safe,3851,2021-06-04T00:00:00Z
hospital,3838,2021-06-04T00:00:00Z
5,3829,2021-06-04T00:00:00Z
month,3829,2021-06-04T00:00:00Z
start,3816,2021-06-04T00:00:00Z
kids,3815,2021-06-04T00:00:00Z
isnt,3783,2021-06-04T00:00:00Z
crisis,3759,2021-06-04T00:00:00Z
research,3725,2021-06-04T00:00:00Z
masks,3724,2021-06-04T00:00:00Z
media,3630,2021-06-04T00:00:00Z
real,3621,2021-06-04T00:00:00Z
situation,3609,2021-06-04T00:00:00Z
stay,3602,2021-06-04T00:00:00Z
dose,3597,2021-06-04T00:00:00Z
study,3596,2021-06-04T00:00:00Z
feel,3594,2021-06-04T00:00:00Z
rate,3577,2021-06-04T00:00:00Z
12,3574,2021-06-04T00:00:00Z
business,3556,2021-06-04T00:00:00Z
countries,3501,2021-06-04T00:00:00Z
post,3480,2021-06-04T00:00:00Z
started,3446,2021-06-04T00:00:00Z
coming,3408,2021-06-04T00:00:00Z
report,3371,2021-06-04T00:00:00Z
weeks,3353,2021-06-04T00:00:00Z
economy,3308,2021-06-04T00:00:00Z
doses,3299,2021-06-04T00:00:00Z
bad,3298,2021-06-04T00:00:00Z
daily,3281,2021-06-04T00:00:00Z
biden,3252,2021-06-04T00:00:00Z
