word1,n,date
covid,201579,2021-04-29T00:00:00Z
pandemic,96381,2021-04-29T00:00:00Z
covid19,89788,2021-04-29T00:00:00Z
,64509,2021-04-29T00:00:00Z
people,49611,2021-04-29T00:00:00Z
india,39766,2021-04-29T00:00:00Z
vaccine,38523,2021-04-29T00:00:00Z
lockdown,36850,2021-04-29T00:00:00Z
dont,22160,2021-04-29T00:00:00Z
coronavirus,20941,2021-04-29T00:00:00Z
time,20226,2021-04-29T00:00:00Z
im,19107,2021-04-29T00:00:00Z
world,16796,2021-04-29T00:00:00Z
health,15940,2021-04-29T00:00:00Z
vaccines,14243,2021-04-29T00:00:00Z
deaths,13965,2021-04-29T00:00:00Z
due,13531,2021-04-29T00:00:00Z
quarantine,13472,2021-04-29T00:00:00Z
hospital,13458,2021-04-29T00:00:00Z
day,13024,2021-04-29T00:00:00Z
country,12784,2021-04-29T00:00:00Z
vaccinated,11806,2021-04-29T00:00:00Z
government,11708,2021-04-29T00:00:00Z
oxygen,11567,2021-04-29T00:00:00Z
days,11456,2021-04-29T00:00:00Z
2,10827,2021-04-29T00:00:00Z
home,10634,2021-04-29T00:00:00Z
1,10191,2021-04-29T00:00:00Z
news,10060,2021-04-29T00:00:00Z
support,10054,2021-04-29T00:00:00Z
vaccination,9991,2021-04-29T00:00:00Z
positive,9707,2021-04-29T00:00:00Z
care,9499,2021-04-29T00:00:00Z
virus,9201,2021-04-29T00:00:00Z
crisis,8872,2021-04-29T00:00:00Z
wave,8826,2021-04-29T00:00:00Z
19,8810,2021-04-29T00:00:00Z
patient,8560,2021-04-29T00:00:00Z
patients,8483,2021-04-29T00:00:00Z
million,7960,2021-04-29T00:00:00Z
3,7917,2021-04-29T00:00:00Z
govt,7777,2021-04-29T00:00:00Z
life,7768,2021-04-29T00:00:00Z
countries,7675,2021-04-29T00:00:00Z
situation,7672,2021-04-29T00:00:00Z
death,7600,2021-04-29T00:00:00Z
indias,7557,2021-04-29T00:00:00Z
lives,7440,2021-04-29T00:00:00Z
mask,7386,2021-04-29T00:00:00Z
didnt,7376,2021-04-29T00:00:00Z
test,7307,2021-04-29T00:00:00Z
sir,7264,2021-04-29T00:00:00Z
public,7250,2021-04-29T00:00:00Z
family,7032,2021-04-29T00:00:00Z
read,6784,2021-04-29T00:00:00Z
free,6717,2021-04-29T00:00:00Z
trump,6648,2021-04-29T00:00:00Z
months,6597,2021-04-29T00:00:00Z
stop,6569,2021-04-29T00:00:00Z
delhi,6438,2021-04-29T00:00:00Z
biden,6358,2021-04-29T00:00:00Z
times,6300,2021-04-29T00:00:00Z
week,6140,2021-04-29T00:00:00Z
spread,6135,2021-04-29T00:00:00Z
safe,6127,2021-04-29T00:00:00Z
2021,6108,2021-04-29T00:00:00Z
hope,6108,2021-04-29T00:00:00Z
died,6061,2021-04-29T00:00:00Z
money,6053,2021-04-29T00:00:00Z
appointments,6029,2021-04-29T00:00:00Z
global,5973,2021-04-29T00:00:00Z
modi,5921,2021-04-29T00:00:00Z
ive,5879,2021-04-29T00:00:00Z
pm,5861,2021-04-29T00:00:00Z
live,5860,2021-04-29T00:00:00Z
april,5834,2021-04-29T00:00:00Z
youre,5806,2021-04-29T00:00:00Z
medical,5745,2021-04-29T00:00:00Z
shot,5690,2021-04-29T00:00:00Z
stay,5687,2021-04-29T00:00:00Z
recovery,5674,2021-04-29T00:00:00Z
update,5599,2021-04-29T00:00:00Z
doesnt,5557,2021-04-29T00:00:00Z
friend,5527,2021-04-29T00:00:00Z
lost,5471,2021-04-29T00:00:00Z
doses,5461,2021-04-29T00:00:00Z
contact,5361,2021-04-29T00:00:00Z
masks,5342,2021-04-29T00:00:00Z
myanmarisprayingforindia,5320,2021-04-29T00:00:00Z
myanmarstandswithindia,5316,2021-04-29T00:00:00Z
school,5299,2021-04-29T00:00:00Z
uk,5284,2021-04-29T00:00:00Z
risk,5189,2021-04-29T00:00:00Z
humanity,5176,2021-04-29T00:00:00Z
media,5160,2021-04-29T00:00:00Z
restrictions,5106,2021-04-29T00:00:00Z
walgreens,5092,2021-04-29T00:00:00Z
fight,5075,2021-04-29T00:00:00Z
2020,5038,2021-04-29T00:00:00Z
4,4997,2021-04-29T00:00:00Z
narendramodi,4986,2021-04-29T00:00:00Z
start,4930,2021-04-29T00:00:00Z
feel,4923,2021-04-29T00:00:00Z
lot,4796,2021-04-29T00:00:00Z
job,4713,2021-04-29T00:00:00Z
person,4705,2021-04-29T00:00:00Z
data,4656,2021-04-29T00:00:00Z
dying,4650,2021-04-29T00:00:00Z
daily,4649,2021-04-29T00:00:00Z
worst,4646,2021-04-29T00:00:00Z
report,4588,2021-04-29T00:00:00Z
isnt,4576,2021-04-29T00:00:00Z
social,4571,2021-04-29T00:00:00Z
hospitals,4559,2021-04-29T00:00:00Z
dr,4558,2021-04-29T00:00:00Z
real,4554,2021-04-29T00:00:00Z
age,4552,2021-04-29T00:00:00Z
bad,4543,2021-04-29T00:00:00Z
students,4536,2021-04-29T00:00:00Z
response,4519,2021-04-29T00:00:00Z
relief,4516,2021-04-29T00:00:00Z
business,4513,2021-04-29T00:00:00Z
system,4496,2021-04-29T00:00:00Z
god,4485,2021-04-29T00:00:00Z
100,4483,2021-04-29T00:00:00Z
post,4453,2021-04-29T00:00:00Z
president,4428,2021-04-29T00:00:00Z
city,4401,2021-04-29T00:00:00Z
indian,4393,2021-04-29T00:00:00Z
travel,4393,2021-04-29T00:00:00Z
workers,4379,2021-04-29T00:00:00Z
hard,4375,2021-04-29T00:00:00Z
bed,4373,2021-04-29T00:00:00Z
weeks,4366,2021-04-29T00:00:00Z
5,4360,2021-04-29T00:00:00Z
love,4352,2021-04-29T00:00:00Z
started,4332,2021-04-29T00:00:00Z
prayers,4331,2021-04-29T00:00:00Z
millions,4312,2021-04-29T00:00:00Z
control,4291,2021-04-29T00:00:00Z
taking,4290,2021-04-29T00:00:00Z
economy,4272,2021-04-29T00:00:00Z
sick,4270,2021-04-29T00:00:00Z
suffering,4267,2021-04-29T00:00:00Z
kids,4262,2021-04-29T00:00:00Z
total,4252,2021-04-29T00:00:00Z
testing,4203,2021-04-29T00:00:00Z
call,4160,2021-04-29T00:00:00Z
link,4114,2021-04-29T00:00:00Z
10,4109,2021-04-29T00:00:00Z
plan,4075,2021-04-29T00:00:00Z
rate,4038,2021-04-29T00:00:00Z
check,4036,2021-04-29T00:00:00Z
wont,3987,2021-04-29T00:00:00Z
list,3960,2021-04-29T00:00:00Z
beds,3934,2021-04-29T00:00:00Z
community,3924,2021-04-29T00:00:00Z
coming,3826,2021-04-29T00:00:00Z
dose,3822,2021-04-29T00:00:00Z
die,3806,2021-04-29T00:00:00Z
children,3803,2021-04-29T00:00:00Z
china,3798,2021-04-29T00:00:00Z
save,3760,2021-04-29T00:00:00Z
tested,3754,2021-04-29T00:00:00Z
americans,3752,2021-04-29T00:00:00Z
hit,3681,2021-04-29T00:00:00Z
online,3667,2021-04-29T00:00:00Z
corona,3665,2021-04-29T00:00:00Z
friends,3661,2021-04-29T00:00:00Z
team,3581,2021-04-29T00:00:00Z
announced,3580,2021-04-29T00:00:00Z
share,3579,2021-04-29T00:00:00Z
pay,3564,2021-04-29T00:00:00Z
surge,3541,2021-04-29T00:00:00Z
watch,3529,2021-04-29T00:00:00Z
level,3527,2021-04-29T00:00:00Z
wear,3510,2021-04-29T00:00:00Z
drug,3499,2021-04-29T00:00:00Z
pmoindia,3493,2021-04-29T00:00:00Z
plasma,3478,2021-04-29T00:00:00Z
hes,3441,2021-04-29T00:00:00Z
6,3382,2021-04-29T00:00:00Z
follow,3359,2021-04-29T00:00:00Z
access,3351,2021-04-29T00:00:00Z
theyre,3338,2021-04-29T00:00:00Z
potus,3315,2021-04-29T00:00:00Z
food,3300,2021-04-29T00:00:00Z
mohfwindia,3276,2021-04-29T00:00:00Z
pfizer,3270,2021-04-29T00:00:00Z
nation,3269,2021-04-29T00:00:00Z
blood,3244,2021-04-29T00:00:00Z
flu,3229,2021-04-29T00:00:00Z
amid,3224,2021-04-29T00:00:00Z
continue,3224,2021-04-29T00:00:00Z
left,3222,2021-04-29T00:00:00Z
store,3215,2021-04-29T00:00:00Z
ago,3198,2021-04-29T00:00:00Z
2nd,3196,2021-04-29T00:00:00Z
ill,3192,2021-04-29T00:00:00Z
symptoms,3188,2021-04-29T00:00:00Z
crime,3167,2021-04-29T00:00:00Z
struggling,3152,2021-04-29T00:00:00Z
election,3144,2021-04-29T00:00:00Z
change,3143,2021-04-29T00:00:00Z
past,3143,2021-04-29T00:00:00Z
wait,3140,2021-04-29T00:00:00Z
current,3103,2021-04-29T00:00:00Z
minister,3099,2021-04-29T00:00:00Z
leave,3091,2021-04-29T00:00:00Z
impact,3088,2021-04-29T00:00:00Z
understand,3066,2021-04-29T00:00:00Z
month,3060,2021-04-29T00:00:00Z
jobs,3052,2021-04-29T00:00:00Z
national,3046,2021-04-29T00:00:00Z
pray,3046,2021-04-29T00:00:00Z
disease,3038,2021-04-29T00:00:00Z
treatment,3029,2021-04-29T00:00:00Z
learn,3027,2021-04-29T00:00:00Z
visit,3027,2021-04-29T00:00:00Z
hours,3015,2021-04-29T00:00:00Z
centre,3004,2021-04-29T00:00:00Z
dangerous,3003,2021-04-29T00:00:00Z
population,3002,2021-04-29T00:00:00Z
future,2990,2021-04-29T00:00:00Z
tests,2985,2021-04-29T00:00:00Z
reported,2984,2021-04-29T00:00:00Z
party,2978,2021-04-29T00:00:00Z
found,2976,2021-04-29T00:00:00Z
bc,2963,2021-04-29T00:00:00Z
schools,2955,2021-04-29T00:00:00Z
saved,2952,2021-04-29T00:00:00Z
reports,2951,2021-04-29T00:00:00Z
normal,2950,2021-04-29T00:00:00Z
doctors,2947,2021-04-29T00:00:00Z
safety,2937,2021-04-29T00:00:00Z
roy,2915,2021-04-29T00:00:00Z
treat,2906,2021-04-29T00:00:00Z
study,2899,2021-04-29T00:00:00Z
location,2890,2021-04-29T00:00:00Z
12,2889,2021-04-29T00:00:00Z
recovered,2888,2021-04-29T00:00:00Z
citizens,2882,2021-04-29T00:00:00Z
families,2865,2021-04-29T00:00:00Z
worse,2858,2021-04-29T00:00:00Z
staff,2855,2021-04-29T00:00:00Z
top,2849,2021-04-29T00:00:00Z
healthcare,2847,2021-04-29T00:00:00Z
called,2846,2021-04-29T00:00:00Z
shit,2842,2021-04-29T00:00:00Z
arundhati,2838,2021-04-29T00:00:00Z
havent,2833,2021-04-29T00:00:00Z
stand,2826,2021-04-29T00:00:00Z
office,2818,2021-04-29T00:00:00Z
whats,2809,2021-04-29T00:00:00Z
house,2803,2021-04-29T00:00:00Z
thursday,2797,2021-04-29T00:00:00Z
join,2795,2021-04-29T00:00:00Z
ppl,2793,2021-04-29T00:00:00Z
provide,2788,2021-04-29T00:00:00Z
18,2783,2021-04-29T00:00:00Z
issues,2780,2021-04-29T00:00:00Z
protect,2780,2021-04-29T00:00:00Z
local,2778,2021-04-29T00:00:00Z
effects,2772,2021-04-29T00:00:00Z
america,2766,2021-04-29T00:00:00Z
remember,2765,2021-04-29T00:00:00Z
makes,2739,2021-04-29T00:00:00Z
pls,2733,2021-04-29T00:00:00Z
information,2722,2021-04-29T00:00:00Z
vaccinations,2717,2021-04-29T00:00:00Z
research,2716,2021-04-29T00:00:00Z
address,2715,2021-04-29T00:00:00Z
businesses,2713,2021-04-29T00:00:00Z
including,2708,2021-04-29T00:00:00Z
wearing,2695,2021-04-29T00:00:00Z
helping,2682,2021-04-29T00:00:00Z
increase,2670,2021-04-29T00:00:00Z
set,2664,2021-04-29T00:00:00Z
registration,2657,2021-04-29T00:00:00Z
issue,2637,2021-04-29T00:00:00Z
lol,2637,2021-04-29T00:00:00Z
emergency,2626,2021-04-29T00:00:00Z
talk,2626,2021-04-29T00:00:00Z
icu,2623,2021-04-29T00:00:00Z
id,2620,2021-04-29T00:00:00Z
infection,2618,2021-04-29T00:00:00Z
economic,2599,2021-04-29T00:00:00Z
30,2595,2021-04-29T00:00:00Z
science,2595,2021-04-29T00:00:00Z
catastrophe,2587,2021-04-29T00:00:00Z
close,2583,2021-04-29T00:00:00Z
story,2582,2021-04-29T00:00:00Z
told,2582,2021-04-29T00:00:00Z
record,2580,2021-04-29T00:00:00Z
covid19india,2577,2021-04-29T00:00:00Z
urgent,2577,2021-04-29T00:00:00Z
related,2569,2021-04-29T00:00:00Z
wrong,2569,2021-04-29T00:00:00Z
reason,2559,2021-04-29T00:00:00Z
7,2558,2021-04-29T00:00:00Z
required,2553,2021-04-29T00:00:00Z
variant,2551,2021-04-29T00:00:00Z
dead,2546,2021-04-29T00:00:00Z
negative,2544,2021-04-29T00:00:00Z
happy,2531,2021-04-29T00:00:00Z
15,2529,2021-04-29T00:00:00Z
rules,2527,2021-04-29T00:00:00Z
witnessing,2513,2021-04-29T00:00:00Z
political,2502,2021-04-29T00:00:00Z
article,2500,2021-04-29T00:00:00Z
paid,2500,2021-04-29T00:00:00Z
giving,2493,2021-04-29T00:00:00Z
29,2487,2021-04-29T00:00:00Z
center,2475,2021-04-29T00:00:00Z
mental,2470,2021-04-29T00:00:00Z
low,2468,2021-04-29T00:00:00Z
middle,2456,2021-04-29T00:00:00Z
bjp,2440,2021-04-29T00:00:00Z
county,2439,2021-04-29T00:00:00Z
yesterday,2439,2021-04-29T00:00:00Z
congress,2436,2021-04-29T00:00:00Z
20,2425,2021-04-29T00:00:00Z
measures,2418,2021-04-29T00:00:00Z
single,2414,2021-04-29T00:00:00Z
arent,2407,2021-04-29T00:00:00Z
women,2394,2021-04-29T00:00:00Z
true,2392,2021-04-29T00:00:00Z
living,2389,2021-04-29T00:00:00Z
infections,2379,2021-04-29T00:00:00Z
book,2357,2021-04-29T00:00:00Z
detected,2343,2021-04-29T00:00:00Z
aid,2337,2021-04-29T00:00:00Z
cdc,2337,2021-04-29T00:00:00Z
market,2337,2021-04-29T00:00:00Z
thousands,2335,2021-04-29T00:00:00Z
canada,2333,2021-04-29T00:00:00Z
police,2331,2021-04-29T00:00:00Z
included,2325,2021-04-29T00:00:00Z
parents,2325,2021-04-29T00:00:00Z
