word1,n,date
covid,262577,2021-08-10T00:00:00Z
covid19,82693,2021-08-10T00:00:00Z
pandemic,73166,2021-08-10T00:00:00Z
people,57291,2021-08-10T00:00:00Z
,53441,2021-08-10T00:00:00Z
vaccine,43419,2021-08-10T00:00:00Z
vaccinated,30205,2021-08-10T00:00:00Z
dont,30180,2021-08-10T00:00:00Z
lockdown,27910,2021-08-10T00:00:00Z
im,25006,2021-08-10T00:00:00Z
vaccines,18470,2021-08-10T00:00:00Z
time,18315,2021-08-10T00:00:00Z
health,17124,2021-08-10T00:00:00Z
kids,15121,2021-08-10T00:00:00Z
deaths,14624,2021-08-10T00:00:00Z
coronavirus,14531,2021-08-10T00:00:00Z
mask,14256,2021-08-10T00:00:00Z
day,14124,2021-08-10T00:00:00Z
children,13914,2021-08-10T00:00:00Z
school,13116,2021-08-10T00:00:00Z
virus,12765,2021-08-10T00:00:00Z
masks,12586,2021-08-10T00:00:00Z
delta,12228,2021-08-10T00:00:00Z
vaccination,11672,2021-08-10T00:00:00Z
2,11443,2021-08-10T00:00:00Z
due,11117,2021-08-10T00:00:00Z
florida,10643,2021-08-10T00:00:00Z
spread,10631,2021-08-10T00:00:00Z
death,10598,2021-08-10T00:00:00Z
quarantine,10572,2021-08-10T00:00:00Z
days,10505,2021-08-10T00:00:00Z
government,10461,2021-08-10T00:00:00Z
test,10284,2021-08-10T00:00:00Z
care,10177,2021-08-10T00:00:00Z
stop,10111,2021-08-10T00:00:00Z
hospital,9810,2021-08-10T00:00:00Z
didnt,9510,2021-08-10T00:00:00Z
patients,9453,2021-08-10T00:00:00Z
doesnt,9271,2021-08-10T00:00:00Z
home,9259,2021-08-10T00:00:00Z
news,9134,2021-08-10T00:00:00Z
variant,9069,2021-08-10T00:00:00Z
youre,8968,2021-08-10T00:00:00Z
unvaccinated,8960,2021-08-10T00:00:00Z
world,8718,2021-08-10T00:00:00Z
week,8459,2021-08-10T00:00:00Z
1,8419,2021-08-10T00:00:00Z
positive,8217,2021-08-10T00:00:00Z
died,8176,2021-08-10T00:00:00Z
die,8131,2021-08-10T00:00:00Z
texas,8099,2021-08-10T00:00:00Z
risk,8037,2021-08-10T00:00:00Z
life,7932,2021-08-10T00:00:00Z
hospitals,7840,2021-08-10T00:00:00Z
wont,7832,2021-08-10T00:00:00Z
data,7817,2021-08-10T00:00:00Z
whatshappeninginmyanmar,7670,2021-08-10T00:00:00Z
public,7584,2021-08-10T00:00:00Z
isnt,7505,2021-08-10T00:00:00Z
sick,7475,2021-08-10T00:00:00Z
months,7431,2021-08-10T00:00:00Z
country,7417,2021-08-10T00:00:00Z
shot,7317,2021-08-10T00:00:00Z
ive,7097,2021-08-10T00:00:00Z
flu,6982,2021-08-10T00:00:00Z
dying,6911,2021-08-10T00:00:00Z
family,6688,2021-08-10T00:00:00Z
safe,6525,2021-08-10T00:00:00Z
3,6474,2021-08-10T00:00:00Z
cdc,6454,2021-08-10T00:00:00Z
schools,6426,2021-08-10T00:00:00Z
live,6331,2021-08-10T00:00:00Z
bad,6283,2021-08-10T00:00:00Z
medical,6260,2021-08-10T00:00:00Z
real,6104,2021-08-10T00:00:00Z
aug10coup,5973,2021-08-10T00:00:00Z
lot,5904,2021-08-10T00:00:00Z
students,5899,2021-08-10T00:00:00Z
theyre,5886,2021-08-10T00:00:00Z
trump,5786,2021-08-10T00:00:00Z
read,5777,2021-08-10T00:00:00Z
feel,5735,2021-08-10T00:00:00Z
times,5681,2021-08-10T00:00:00Z
surge,5680,2021-08-10T00:00:00Z
weeks,5659,2021-08-10T00:00:00Z
hes,5621,2021-08-10T00:00:00Z
hope,5576,2021-08-10T00:00:00Z
rate,5571,2021-08-10T00:00:00Z
change,5568,2021-08-10T00:00:00Z
lives,5551,2021-08-10T00:00:00Z
free,5539,2021-08-10T00:00:00Z
wear,5423,2021-08-10T00:00:00Z
tested,5345,2021-08-10T00:00:00Z
start,5200,2021-08-10T00:00:00Z
2021,5189,2021-08-10T00:00:00Z
hard,5188,2021-08-10T00:00:00Z
2020,5147,2021-08-10T00:00:00Z
protect,5068,2021-08-10T00:00:00Z
person,5054,2021-08-10T00:00:00Z
india,5041,2021-08-10T00:00:00Z
stay,4987,2021-08-10T00:00:00Z
dr,4965,2021-08-10T00:00:00Z
military,4913,2021-08-10T00:00:00Z
10,4895,2021-08-10T00:00:00Z
19,4884,2021-08-10T00:00:00Z
desantis,4882,2021-08-10T00:00:00Z
climate,4853,2021-08-10T00:00:00Z
symptoms,4819,2021-08-10T00:00:00Z
support,4809,2021-08-10T00:00:00Z
money,4775,2021-08-10T00:00:00Z
restrictions,4769,2021-08-10T00:00:00Z
daily,4763,2021-08-10T00:00:00Z
testing,4730,2021-08-10T00:00:00Z
governor,4713,2021-08-10T00:00:00Z
shit,4705,2021-08-10T00:00:00Z
vax,4674,2021-08-10T00:00:00Z
myanmar,4662,2021-08-10T00:00:00Z
county,4654,2021-08-10T00:00:00Z
global,4644,2021-08-10T00:00:00Z
mandates,4644,2021-08-10T00:00:00Z
job,4618,2021-08-10T00:00:00Z
million,4618,2021-08-10T00:00:00Z
travel,4600,2021-08-10T00:00:00Z
gov,4479,2021-08-10T00:00:00Z
uk,4452,2021-08-10T00:00:00Z
parents,4448,2021-08-10T00:00:00Z
4,4440,2021-08-10T00:00:00Z
icu,4438,2021-08-10T00:00:00Z
response,4403,2021-08-10T00:00:00Z
media,4381,2021-08-10T00:00:00Z
arent,4354,2021-08-10T00:00:00Z
ill,4353,2021-08-10T00:00:00Z
worse,4348,2021-08-10T00:00:00Z
crisis,4338,2021-08-10T00:00:00Z
spreading,4326,2021-08-10T00:00:00Z
biden,4306,2021-08-10T00:00:00Z
science,4305,2021-08-10T00:00:00Z
china,4304,2021-08-10T00:00:00Z
mandate,4293,2021-08-10T00:00:00Z
nsw,4240,2021-08-10T00:00:00Z
fight,4229,2021-08-10T00:00:00Z
junta,4225,2021-08-10T00:00:00Z
effects,4183,2021-08-10T00:00:00Z
control,4177,2021-08-10T00:00:00Z
lost,4140,2021-08-10T00:00:00Z
taking,4140,2021-08-10T00:00:00Z
august,4116,2021-08-10T00:00:00Z
system,4104,2021-08-10T00:00:00Z
staff,4066,2021-08-10T00:00:00Z
5,4048,2021-08-10T00:00:00Z
love,4045,2021-08-10T00:00:00Z
12,4043,2021-08-10T00:00:00Z
coming,4037,2021-08-10T00:00:00Z
report,4033,2021-08-10T00:00:00Z
wrong,4028,2021-08-10T00:00:00Z
americans,3985,2021-08-10T00:00:00Z
disease,3978,2021-08-10T00:00:00Z
started,3957,2021-08-10T00:00:00Z
infected,3953,2021-08-10T00:00:00Z
city,3938,2021-08-10T00:00:00Z
tests,3927,2021-08-10T00:00:00Z
cuomo,3917,2021-08-10T00:00:00Z
workers,3896,2021-08-10T00:00:00Z
ago,3856,2021-08-10T00:00:00Z
border,3847,2021-08-10T00:00:00Z
twitter,3811,2021-08-10T00:00:00Z
community,3800,2021-08-10T00:00:00Z
business,3790,2021-08-10T00:00:00Z
situation,3756,2021-08-10T00:00:00Z
social,3725,2021-08-10T00:00:00Z
negative,3701,2021-08-10T00:00:00Z
population,3678,2021-08-10T00:00:00Z
told,3673,2021-08-10T00:00:00Z
current,3663,2021-08-10T00:00:00Z
save,3659,2021-08-10T00:00:00Z
reason,3625,2021-08-10T00:00:00Z
infection,3584,2021-08-10T00:00:00Z
plan,3569,2021-08-10T00:00:00Z
ppl,3524,2021-08-10T00:00:00Z
bc,3521,2021-08-10T00:00:00Z
wearing,3510,2021-08-10T00:00:00Z
hospitalizations,3509,2021-08-10T00:00:00Z
immunity,3504,2021-08-10T00:00:00Z
understand,3495,2021-08-10T00:00:00Z
gop,3493,2021-08-10T00:00:00Z
local,3470,2021-08-10T00:00:00Z
pay,3464,2021-08-10T00:00:00Z
makes,3410,2021-08-10T00:00:00Z
whats,3403,2021-08-10T00:00:00Z
govrondesantis,3377,2021-08-10T00:00:00Z
wait,3371,2021-08-10T00:00:00Z
including,3346,2021-08-10T00:00:00Z
post,3343,2021-08-10T00:00:00Z
reported,3341,2021-08-10T00:00:00Z
beds,3340,2021-08-10T00:00:00Z
havent,3331,2021-08-10T00:00:00Z
hours,3326,2021-08-10T00:00:00Z
continue,3322,2021-08-10T00:00:00Z
thousands,3302,2021-08-10T00:00:00Z
lol,3301,2021-08-10T00:00:00Z
abbott,3295,2021-08-10T00:00:00Z
political,3288,2021-08-10T00:00:00Z
infections,3286,2021-08-10T00:00:00Z
total,3282,2021-08-10T00:00:00Z
100,3278,2021-08-10T00:00:00Z
friends,3275,2021-08-10T00:00:00Z
variants,3269,2021-08-10T00:00:00Z
month,3241,2021-08-10T00:00:00Z
6,3236,2021-08-10T00:00:00Z
literally,3234,2021-08-10T00:00:00Z
call,3224,2021-08-10T00:00:00Z
hit,3223,2021-08-10T00:00:00Z
vaxxed,3217,2021-08-10T00:00:00Z
remember,3210,2021-08-10T00:00:00Z
vaccinations,3206,2021-08-10T00:00:00Z
id,3197,2021-08-10T00:00:00Z
child,3188,2021-08-10T00:00:00Z
chance,3174,2021-08-10T00:00:00Z
left,3153,2021-08-10T00:00:00Z
rates,3153,2021-08-10T00:00:00Z
kill,3151,2021-08-10T00:00:00Z
watch,3150,2021-08-10T00:00:00Z
party,3141,2021-08-10T00:00:00Z
hospitalized,3120,2021-08-10T00:00:00Z
means,3119,2021-08-10T00:00:00Z
safety,3113,2021-08-10T00:00:00Z
misinformation,3112,2021-08-10T00:00:00Z
doctors,3106,2021-08-10T00:00:00Z
prevent,3103,2021-08-10T00:00:00Z
past,3101,2021-08-10T00:00:00Z
rise,3093,2021-08-10T00:00:00Z
healthcare,3092,2021-08-10T00:00:00Z
dose,3088,2021-08-10T00:00:00Z
wasnt,3088,2021-08-10T00:00:00Z
rules,3084,2021-08-10T00:00:00Z
yeah,3065,2021-08-10T00:00:00Z
pfizer,3061,2021-08-10T00:00:00Z
gonna,3038,2021-08-10T00:00:00Z
office,3020,2021-08-10T00:00:00Z
happy,3015,2021-08-10T00:00:00Z
information,3009,2021-08-10T00:00:00Z
effective,3007,2021-08-10T00:00:00Z
yall,3005,2021-08-10T00:00:00Z
results,2963,2021-08-10T00:00:00Z
kid,2956,2021-08-10T00:00:00Z
study,2952,2021-08-10T00:00:00Z
wave,2951,2021-08-10T00:00:00Z
god,2933,2021-08-10T00:00:00Z
require,2930,2021-08-10T00:00:00Z
issues,2925,2021-08-10T00:00:00Z
talking,2911,2021-08-10T00:00:00Z
check,2895,2021-08-10T00:00:00Z
fucking,2895,2021-08-10T00:00:00Z
outbreak,2860,2021-08-10T00:00:00Z
jab,2856,2021-08-10T00:00:00Z
hear,2853,2021-08-10T00:00:00Z
true,2851,2021-08-10T00:00:00Z
sense,2846,2021-08-10T00:00:00Z
research,2835,2021-08-10T00:00:00Z
