word1,n,date
covid,287087,2020-12-21T00:00:00Z
covid19,129234,2020-12-21T00:00:00Z
pandemic,126541,2020-12-21T00:00:00Z
,86587,2020-12-21T00:00:00Z
people,79732,2020-12-21T00:00:00Z
lockdown,72896,2020-12-21T00:00:00Z
coronavirus,57210,2020-12-21T00:00:00Z
vaccine,56809,2020-12-21T00:00:00Z
dont,39306,2020-12-21T00:00:00Z
uk,38578,2020-12-21T00:00:00Z
im,36732,2020-12-21T00:00:00Z
strain,30377,2020-12-21T00:00:00Z
time,29536,2020-12-21T00:00:00Z
quarantine,27033,2020-12-21T00:00:00Z
christmas,26733,2020-12-21T00:00:00Z
virus,23889,2020-12-21T00:00:00Z
relief,23516,2020-12-21T00:00:00Z
government,22304,2020-12-21T00:00:00Z
health,21328,2020-12-21T00:00:00Z
day,20321,2020-12-21T00:00:00Z
deaths,18826,2020-12-21T00:00:00Z
due,18749,2020-12-21T00:00:00Z
trump,17946,2020-12-21T00:00:00Z
home,16738,2020-12-21T00:00:00Z
world,16326,2020-12-21T00:00:00Z
bill,16049,2020-12-21T00:00:00Z
months,15741,2020-12-21T00:00:00Z
2,15632,2020-12-21T00:00:00Z
2020,15559,2020-12-21T00:00:00Z
country,15268,2020-12-21T00:00:00Z
news,14815,2020-12-21T00:00:00Z
care,14231,2020-12-21T00:00:00Z
days,14192,2020-12-21T00:00:00Z
travel,13585,2020-12-21T00:00:00Z
didnt,13469,2020-12-21T00:00:00Z
family,13088,2020-12-21T00:00:00Z
1,13048,2020-12-21T00:00:00Z
test,12818,2020-12-21T00:00:00Z
vaccines,12681,2020-12-21T00:00:00Z
spread,12643,2020-12-21T00:00:00Z
mask,12486,2020-12-21T00:00:00Z
stop,12348,2020-12-21T00:00:00Z
week,12298,2020-12-21T00:00:00Z
600,12088,2020-12-21T00:00:00Z
money,12061,2020-12-21T00:00:00Z
countries,12059,2020-12-21T00:00:00Z
workers,11731,2020-12-21T00:00:00Z
brexit,11701,2020-12-21T00:00:00Z
variant,11548,2020-12-21T00:00:00Z
4,11131,2020-12-21T00:00:00Z
youre,11036,2020-12-21T00:00:00Z
stimulus,11013,2020-12-21T00:00:00Z
deal,10958,2020-12-21T00:00:00Z
positive,10957,2020-12-21T00:00:00Z
doesnt,10847,2020-12-21T00:00:00Z
ive,10715,2020-12-21T00:00:00Z
americans,10570,2020-12-21T00:00:00Z
live,10491,2020-12-21T00:00:00Z
