word1,n,date
covid,127082,2021-10-27T00:00:00Z
pandemic,46952,2021-10-27T00:00:00Z
covid19,46141,2021-10-27T00:00:00Z
,30966,2021-10-27T00:00:00Z
people,26679,2021-10-27T00:00:00Z
vaccine,23549,2021-10-27T00:00:00Z
dont,13555,2021-10-27T00:00:00Z
im,11889,2021-10-27T00:00:00Z
vaccinated,11427,2021-10-27T00:00:00Z
lockdown,10768,2021-10-27T00:00:00Z
time,10270,2021-10-27T00:00:00Z
deaths,10246,2021-10-27T00:00:00Z
health,10168,2021-10-27T00:00:00Z
vaccines,9346,2021-10-27T00:00:00Z
kids,8012,2021-10-27T00:00:00Z
children,7822,2021-10-27T00:00:00Z
coronavirus,7624,2021-10-27T00:00:00Z
2,6337,2021-10-27T00:00:00Z
due,6276,2021-10-27T00:00:00Z
test,6013,2021-10-27T00:00:00Z
day,5962,2021-10-27T00:00:00Z
vaccination,5784,2021-10-27T00:00:00Z
virus,5605,2021-10-27T00:00:00Z
world,5554,2021-10-27T00:00:00Z
quarantine,5466,2021-10-27T00:00:00Z
death,5401,2021-10-27T00:00:00Z
died,5256,2021-10-27T00:00:00Z
news,5217,2021-10-27T00:00:00Z
shot,5014,2021-10-27T00:00:00Z
government,4892,2021-10-27T00:00:00Z
risk,4845,2021-10-27T00:00:00Z
care,4843,2021-10-27T00:00:00Z
flu,4784,2021-10-27T00:00:00Z
booster,4773,2021-10-27T00:00:00Z
days,4769,2021-10-27T00:00:00Z
mask,4640,2021-10-27T00:00:00Z
didnt,4610,2021-10-27T00:00:00Z
1,4572,2021-10-27T00:00:00Z
school,4568,2021-10-27T00:00:00Z
months,4561,2021-10-27T00:00:00Z
public,4512,2021-10-27T00:00:00Z
positive,4511,2021-10-27T00:00:00Z
home,4320,2021-10-27T00:00:00Z
uk,4266,2021-10-27T00:00:00Z
doesnt,4229,2021-10-27T00:00:00Z
trump,4197,2021-10-27T00:00:00Z
youre,4172,2021-10-27T00:00:00Z
data,4062,2021-10-27T00:00:00Z
3,4059,2021-10-27T00:00:00Z
country,3980,2021-10-27T00:00:00Z
spread,3953,2021-10-27T00:00:00Z
ive,3925,2021-10-27T00:00:00Z
week,3913,2021-10-27T00:00:00Z
masks,3881,2021-10-27T00:00:00Z
life,3852,2021-10-27T00:00:00Z
stop,3767,2021-10-27T00:00:00Z
2021,3764,2021-10-27T00:00:00Z
rate,3676,2021-10-27T00:00:00Z
5,3618,2021-10-27T00:00:00Z
read,3570,2021-10-27T00:00:00Z
vax,3517,2021-10-27T00:00:00Z
times,3489,2021-10-27T00:00:00Z
patients,3341,2021-10-27T00:00:00Z
hospital,3336,2021-10-27T00:00:00Z
unvaccinated,3329,2021-10-27T00:00:00Z
isnt,3318,2021-10-27T00:00:00Z
live,3315,2021-10-27T00:00:00Z
safe,3308,2021-10-27T00:00:00Z
2020,3258,2021-10-27T00:00:00Z
die,3158,2021-10-27T00:00:00Z
post,3150,2021-10-27T00:00:00Z
response,3091,2021-10-27T00:00:00Z
global,3064,2021-10-27T00:00:00Z
money,2999,2021-10-27T00:00:00Z
fda,2996,2021-10-27T00:00:00Z
restrictions,2992,2021-10-27T00:00:00Z
cdc,2990,2021-10-27T00:00:00Z
support,2987,2021-10-27T00:00:00Z
workers,2987,2021-10-27T00:00:00Z
free,2932,2021-10-27T00:00:00Z
family,2930,2021-10-27T00:00:00Z
lot,2924,2021-10-27T00:00:00Z
dr,2912,2021-10-27T00:00:00Z
sick,2910,2021-10-27T00:00:00Z
report,2882,2021-10-27T00:00:00Z
start,2854,2021-10-27T00:00:00Z
feel,2824,2021-10-27T00:00:00Z
lost,2813,2021-10-27T00:00:00Z
shots,2802,2021-10-27T00:00:00Z
real,2771,2021-10-27T00:00:00Z
19,2766,2021-10-27T00:00:00Z
bad,2735,2021-10-27T00:00:00Z
lives,2723,2021-10-27T00:00:00Z
wont,2721,2021-10-27T00:00:00Z
4,2712,2021-10-27T00:00:00Z
million,2702,2021-10-27T00:00:00Z
economy,2698,2021-10-27T00:00:00Z
tested,2672,2021-10-27T00:00:00Z
hope,2630,2021-10-27T00:00:00Z
job,2603,2021-10-27T00:00:00Z
testing,2596,2021-10-27T00:00:00Z
business,2558,2021-10-27T00:00:00Z
pfizer,2542,2021-10-27T00:00:00Z
schools,2518,2021-10-27T00:00:00Z
immunity,2515,2021-10-27T00:00:00Z
weeks,2502,2021-10-27T00:00:00Z
countries,2485,2021-10-27T00:00:00Z
tests,2482,2021-10-27T00:00:00Z
effects,2463,2021-10-27T00:00:00Z
hes,2461,2021-10-27T00:00:00Z
travel,2460,2021-10-27T00:00:00Z
medical,2448,2021-10-27T00:00:00Z
theyre,2445,2021-10-27T00:00:00Z
dying,2387,2021-10-27T00:00:00Z
mandate,2360,2021-10-27T00:00:00Z
research,2356,2021-10-27T00:00:00Z
person,2349,2021-10-27T00:00:00Z
infection,2337,2021-10-27T00:00:00Z
ill,2326,2021-10-27T00:00:00Z
students,2282,2021-10-27T00:00:00Z
worse,2270,2021-10-27T00:00:00Z
started,2252,2021-10-27T00:00:00Z
stay,2247,2021-10-27T00:00:00Z
change,2236,2021-10-27T00:00:00Z
symptoms,2230,2021-10-27T00:00:00Z
mandates,2223,2021-10-27T00:00:00Z
social,2210,2021-10-27T00:00:00Z
10,2198,2021-10-27T00:00:00Z
daily,2191,2021-10-27T00:00:00Z
disease,2191,2021-10-27T00:00:00Z
system,2177,2021-10-27T00:00:00Z
rates,2158,2021-10-27T00:00:00Z
issues,2145,2021-10-27T00:00:00Z
october,2143,2021-10-27T00:00:00Z
impact,2139,2021-10-27T00:00:00Z
dose,2134,2021-10-27T00:00:00Z
hard,2128,2021-10-27T00:00:00Z
china,2116,2021-10-27T00:00:00Z
plan,2110,2021-10-27T00:00:00Z
total,2107,2021-10-27T00:00:00Z
budget,2105,2021-10-27T00:00:00Z
media,2097,2021-10-27T00:00:00Z
