word1,n,date
coronavirus,370470,2020-04-10T00:00:00Z
covid19,302980,2020-04-10T00:00:00Z
covid,122973,2020-04-10T00:00:00Z
people,77129,2020-04-10T00:00:00Z
pandemic,58645,2020-04-10T00:00:00Z
trump,40713,2020-04-10T00:00:00Z
deaths,40370,2020-04-10T00:00:00Z
virus,36064,2020-04-10T00:00:00Z
health,33940,2020-04-10T00:00:00Z
,33103,2020-04-10T00:00:00Z
news,32957,2020-04-10T00:00:00Z
dont,32024,2020-04-10T00:00:00Z
time,31610,2020-04-10T00:00:00Z
19,31143,2020-04-10T00:00:00Z
home,29392,2020-04-10T00:00:00Z
death,27966,2020-04-10T00:00:00Z
world,27513,2020-04-10T00:00:00Z
lockdown,27187,2020-04-10T00:00:00Z
china,27113,2020-04-10T00:00:00Z
crisis,26546,2020-04-10T00:00:00Z
im,23392,2020-04-10T00:00:00Z
due,22949,2020-04-10T00:00:00Z
patients,22574,2020-04-10T00:00:00Z
spread,21160,2020-04-10T00:00:00Z
testing,20842,2020-04-10T00:00:00Z
wuhan,19831,2020-04-10T00:00:00Z
government,19548,2020-04-10T00:00:00Z
positive,19168,2020-04-10T00:00:00Z
day,18967,2020-04-10T00:00:00Z
realdonaldtrump,18722,2020-04-10T00:00:00Z
response,18430,2020-04-10T00:00:00Z
stay,18158,2020-04-10T00:00:00Z
care,18137,2020-04-10T00:00:00Z
fight,17650,2020-04-10T00:00:00Z
workers,17558,2020-04-10T00:00:00Z
country,17278,2020-04-10T00:00:00Z
outbreak,16845,2020-04-10T00:00:00Z
hospital,15945,2020-04-10T00:00:00Z
social,15743,2020-04-10T00:00:00Z
died,15681,2020-04-10T00:00:00Z
support,15192,2020-04-10T00:00:00Z
2,14957,2020-04-10T00:00:00Z
test,14926,2020-04-10T00:00:00Z
covidー19,14884,2020-04-10T00:00:00Z
live,14833,2020-04-10T00:00:00Z
read,14784,2020-04-10T00:00:00Z
times,13941,2020-04-10T00:00:00Z
stop,13720,2020-04-10T00:00:00Z
april,13572,2020-04-10T00:00:00Z
uk,13465,2020-04-10T00:00:00Z
days,13251,2020-04-10T00:00:00Z
public,13140,2020-04-10T00:00:00Z
york,12907,2020-04-10T00:00:00Z
1,12774,2020-04-10T00:00:00Z
tested,12755,2020-04-10T00:00:00Z
amid,12669,2020-04-10T00:00:00Z
medical,12634,2020-04-10T00:00:00Z
americans,12498,2020-04-10T00:00:00Z
president,12295,2020-04-10T00:00:00Z
week,11816,2020-04-10T00:00:00Z
2020,11670,2020-04-10T00:00:00Z
life,11426,2020-04-10T00:00:00Z
family,11368,2020-04-10T00:00:00Z
data,11269,2020-04-10T00:00:00Z
daily,11155,2020-04-10T00:00:00Z
total,11071,2020-04-10T00:00:00Z
economy,10980,2020-04-10T00:00:00Z
global,10932,2020-04-10T00:00:00Z
die,10888,2020-04-10T00:00:00Z
safe,10619,2020-04-10T00:00:00Z
tests,10593,2020-04-10T00:00:00Z
lives,10550,2020-04-10T00:00:00Z
3,10515,2020-04-10T00:00:00Z
million,10485,2020-04-10T00:00:00Z
dr,10451,2020-04-10T00:00:00Z
india,10427,2020-04-10T00:00:00Z
easter,10307,2020-04-10T00:00:00Z
hope,10193,2020-04-10T00:00:00Z
weeks,10113,2020-04-10T00:00:00Z
flu,10043,2020-04-10T00:00:00Z
update,10037,2020-04-10T00:00:00Z
community,10021,2020-04-10T00:00:00Z
business,10014,2020-04-10T00:00:00Z
free,9992,2020-04-10T00:00:00Z
doctors,9947,2020-04-10T00:00:00Z
doesnt,9881,2020-04-10T00:00:00Z
10,9876,2020-04-10T00:00:00Z
food,9762,2020-04-10T00:00:00Z
distancing,9679,2020-04-10T00:00:00Z
america,9669,2020-04-10T00:00:00Z
house,9651,2020-04-10T00:00:00Z
youre,9616,2020-04-10T00:00:00Z
vaccine,9610,2020-04-10T00:00:00Z
friday,9559,2020-04-10T00:00:00Z
risk,9536,2020-04-10T00:00:00Z
toll,9520,2020-04-10T00:00:00Z
confirmed,9408,2020-04-10T00:00:00Z
masks,9305,2020-04-10T00:00:00Z
video,9279,2020-04-10T00:00:00Z
media,9271,2020-04-10T00:00:00Z
chinese,9174,2020-04-10T00:00:00Z
money,9152,2020-04-10T00:00:00Z
county,9045,2020-04-10T00:00:00Z
relief,8967,2020-04-10T00:00:00Z
hospitals,8947,2020-04-10T00:00:00Z
trumps,8913,2020-04-10T00:00:00Z
watch,8777,2020-04-10T00:00:00Z
didnt,8691,2020-04-10T00:00:00Z
quarantine,8681,2020-04-10T00:00:00Z
check,8676,2020-04-10T00:00:00Z
report,8640,2020-04-10T00:00:00Z
countries,8632,2020-04-10T00:00:00Z
impact,8581,2020-04-10T00:00:00Z
staff,8493,2020-04-10T00:00:00Z
disease,8488,2020-04-10T00:00:00Z
city,8477,2020-04-10T00:00:00Z
information,8405,2020-04-10T00:00:00Z
corona,8360,2020-04-10T00:00:00Z
real,8305,2020-04-10T00:00:00Z
story,8257,2020-04-10T00:00:00Z
call,8215,2020-04-10T00:00:00Z
isnt,8158,2020-04-10T00:00:00Z
economic,7957,2020-04-10T00:00:00Z
infected,7939,2020-04-10T00:00:00Z
online,7917,2020-04-10T00:00:00Z
rate,7890,2020-04-10T00:00:00Z
updates,7810,2020-04-10T00:00:00Z
job,7789,2020-04-10T00:00:00Z
