word1,n,date
covid,200571,2021-09-15T00:00:00Z
covid19,65448,2021-09-15T00:00:00Z
pandemic,65027,2021-09-15T00:00:00Z
people,47368,2021-09-15T00:00:00Z
,43092,2021-09-15T00:00:00Z
vaccine,38454,2021-09-15T00:00:00Z
dont,23284,2021-09-15T00:00:00Z
vaccinated,21812,2021-09-15T00:00:00Z
lockdown,20096,2021-09-15T00:00:00Z
im,19396,2021-09-15T00:00:00Z
health,15757,2021-09-15T00:00:00Z
vaccines,14813,2021-09-15T00:00:00Z
time,14723,2021-09-15T00:00:00Z
deaths,14086,2021-09-15T00:00:00Z
died,12049,2021-09-15T00:00:00Z
quarantine,11257,2021-09-15T00:00:00Z
1,10679,2021-09-15T00:00:00Z
coronavirus,10248,2021-09-15T00:00:00Z
due,9547,2021-09-15T00:00:00Z
day,9252,2021-09-15T00:00:00Z
vaccination,9207,2021-09-15T00:00:00Z
school,9078,2021-09-15T00:00:00Z
death,9064,2021-09-15T00:00:00Z
2,9045,2021-09-15T00:00:00Z
test,8361,2021-09-15T00:00:00Z
virus,8342,2021-09-15T00:00:00Z
care,8247,2021-09-15T00:00:00Z
hospital,8159,2021-09-15T00:00:00Z
die,7841,2021-09-15T00:00:00Z
unvaccinated,7769,2021-09-15T00:00:00Z
kids,7758,2021-09-15T00:00:00Z
children,7346,2021-09-15T00:00:00Z
news,7337,2021-09-15T00:00:00Z
didnt,7315,2021-09-15T00:00:00Z
doesnt,7313,2021-09-15T00:00:00Z
home,7266,2021-09-15T00:00:00Z
government,7194,2021-09-15T00:00:00Z
youre,7179,2021-09-15T00:00:00Z
days,7160,2021-09-15T00:00:00Z
mask,7140,2021-09-15T00:00:00Z
months,7043,2021-09-15T00:00:00Z
world,7038,2021-09-15T00:00:00Z
data,6994,2021-09-15T00:00:00Z
public,6754,2021-09-15T00:00:00Z
patients,6723,2021-09-15T00:00:00Z
stop,6419,2021-09-15T00:00:00Z
risk,6416,2021-09-15T00:00:00Z
positive,6371,2021-09-15T00:00:00Z
masks,6287,2021-09-15T00:00:00Z
life,6277,2021-09-15T00:00:00Z
spread,6190,2021-09-15T00:00:00Z
week,6009,2021-09-15T00:00:00Z
ive,5982,2021-09-15T00:00:00Z
flu,5859,2021-09-15T00:00:00Z
family,5719,2021-09-15T00:00:00Z
dying,5596,2021-09-15T00:00:00Z
3,5593,2021-09-15T00:00:00Z
americans,5588,2021-09-15T00:00:00Z
isnt,5412,2021-09-15T00:00:00Z
live,5232,2021-09-15T00:00:00Z
country,5194,2021-09-15T00:00:00Z
shot,5185,2021-09-15T00:00:00Z
schools,4960,2021-09-15T00:00:00Z
times,4940,2021-09-15T00:00:00Z
2020,4932,2021-09-15T00:00:00Z
read,4931,2021-09-15T00:00:00Z
sick,4900,2021-09-15T00:00:00Z
medical,4876,2021-09-15T00:00:00Z
wont,4766,2021-09-15T00:00:00Z
2021,4752,2021-09-15T00:00:00Z
vax,4695,2021-09-15T00:00:00Z
bad,4688,2021-09-15T00:00:00Z
uk,4626,2021-09-15T00:00:00Z
rate,4619,2021-09-15T00:00:00Z
theyre,4601,2021-09-15T00:00:00Z
feel,4599,2021-09-15T00:00:00Z
weeks,4565,2021-09-15T00:00:00Z
safe,4489,2021-09-15T00:00:00Z
lot,4482,2021-09-15T00:00:00Z
hospitals,4464,2021-09-15T00:00:00Z
free,4451,2021-09-15T00:00:00Z
person,4411,2021-09-15T00:00:00Z
testing,4404,2021-09-15T00:00:00Z
real,4386,2021-09-15T00:00:00Z
money,4325,2021-09-15T00:00:00Z
tested,4317,2021-09-15T00:00:00Z
biden,4313,2021-09-15T00:00:00Z
plan,4313,2021-09-15T00:00:00Z
support,4254,2021-09-15T00:00:00Z
trump,4209,2021-09-15T00:00:00Z
immunity,4179,2021-09-15T00:00:00Z
500,4173,2021-09-15T00:00:00Z
hope,4123,2021-09-15T00:00:00Z
million,4094,2021-09-15T00:00:00Z
election,3948,2021-09-15T00:00:00Z
system,3919,2021-09-15T00:00:00Z
4,3865,2021-09-15T00:00:00Z
lost,3865,2021-09-15T00:00:00Z
start,3864,2021-09-15T00:00:00Z
job,3859,2021-09-15T00:00:00Z
restrictions,3848,2021-09-15T00:00:00Z
5,3845,2021-09-15T00:00:00Z
hes,3783,2021-09-15T00:00:00Z
stay,3769,2021-09-15T00:00:00Z
lives,3756,2021-09-15T00:00:00Z
global,3745,2021-09-15T00:00:00Z
19,3741,2021-09-15T00:00:00Z
hard,3704,2021-09-15T00:00:00Z
students,3688,2021-09-15T00:00:00Z
delta,3687,2021-09-15T00:00:00Z
symptoms,3682,2021-09-15T00:00:00Z
mandates,3667,2021-09-15T00:00:00Z
taking,3654,2021-09-15T00:00:00Z
workers,3636,2021-09-15T00:00:00Z
response,3579,2021-09-15T00:00:00Z
staff,3550,2021-09-15T00:00:00Z
county,3533,2021-09-15T00:00:00Z
mandate,3515,2021-09-15T00:00:00Z
science,3511,2021-09-15T00:00:00Z
love,3472,2021-09-15T00:00:00Z
dr,3431,2021-09-15T00:00:00Z
ill,3424,2021-09-15T00:00:00Z
business,3417,2021-09-15T00:00:00Z
started,3416,2021-09-15T00:00:00Z
september,3402,2021-09-15T00:00:00Z
study,3369,2021-09-15T00:00:00Z
protect,3358,2021-09-15T00:00:00Z
booster,3343,2021-09-15T00:00:00Z
shit,3339,2021-09-15T00:00:00Z
worse,3305,2021-09-15T00:00:00Z
recall,3271,2021-09-15T00:00:00Z
research,3266,2021-09-15T00:00:00Z
california,3250,2021-09-15T00:00:00Z
post,3247,2021-09-15T00:00:00Z
wear,3245,2021-09-15T00:00:00Z
media,3242,2021-09-15T00:00:00Z
tests,3242,2021-09-15T00:00:00Z
friends,3233,2021-09-15T00:00:00Z
15,3227,2021-09-15T00:00:00Z
report,3207,2021-09-15T00:00:00Z
arent,3205,2021-09-15T00:00:00Z
6,3203,2021-09-15T00:00:00Z
social,3202,2021-09-15T00:00:00Z
effects,3198,2021-09-15T00:00:00Z
change,3184,2021-09-15T00:00:00Z
disease,3175,2021-09-15T00:00:00Z
total,3154,2021-09-15T00:00:00Z
control,3132,2021-09-15T00:00:00Z
infection,3130,2021-09-15T00:00:00Z
population,3109,2021-09-15T00:00:00Z
told,3091,2021-09-15T00:00:00Z
bc,3083,2021-09-15T00:00:00Z
nickiminaj,3071,2021-09-15T00:00:00Z
vaxxed,3070,2021-09-15T00:00:00Z
india,3038,2021-09-15T00:00:00Z
daily,3028,2021-09-15T00:00:00Z
issues,3005,2021-09-15T00:00:00Z
10,2995,2021-09-15T00:00:00Z
reason,2992,2021-09-15T00:00:00Z
ivermectin,2974,2021-09-15T00:00:00Z
jab,2969,2021-09-15T00:00:00Z
treatment,2968,2021-09-15T00:00:00Z
12,2960,2021-09-15T00:00:00Z
healthcare,2932,2021-09-15T00:00:00Z
negative,2931,2021-09-15T00:00:00Z
wrong,2928,2021-09-15T00:00:00Z
makes,2915,2021-09-15T00:00:00Z
reported,2887,2021-09-15T00:00:00Z
catch,2880,2021-09-15T00:00:00Z
community,2871,2021-09-15T00:00:00Z
havent,2857,2021-09-15T00:00:00Z
dies,2851,2021-09-15T00:00:00Z
icu,2851,2021-09-15T00:00:00Z
crisis,2849,2021-09-15T00:00:00Z
100,2847,2021-09-15T00:00:00Z
ago,2842,2021-09-15T00:00:00Z
coming,2842,2021-09-15T00:00:00Z
understand,2819,2021-09-15T00:00:00Z
lol,2814,2021-09-15T00:00:00Z
spreading,2814,2021-09-15T00:00:00Z
gop,2810,2021-09-15T00:00:00Z
pfizer,2798,2021-09-15T00:00:00Z
parents,2768,2021-09-15T00:00:00Z
call,2745,2021-09-15T00:00:00Z
shots,2729,2021-09-15T00:00:00Z
power,2711,2021-09-15T00:00:00Z
wait,2695,2021-09-15T00:00:00Z
travel,2676,2021-09-15T00:00:00Z
florida,2662,2021-09-15T00:00:00Z
talk,2647,2021-09-15T00:00:00Z
ppl,2640,2021-09-15T00:00:00Z
economy,2639,2021-09-15T00:00:00Z
month,2635,2021-09-15T00:00:00Z
hit,2627,2021-09-15T00:00:00Z
variant,2620,2021-09-15T00:00:00Z
continue,2617,2021-09-15T00:00:00Z
dead,2600,2021-09-15T00:00:00Z
dose,2582,2021-09-15T00:00:00Z
whats,2572,2021-09-15T00:00:00Z
talking,2569,2021-09-15T00:00:00Z
heart,2559,2021-09-15T00:00:00Z
hours,2553,2021-09-15T00:00:00Z
cdc,2544,2021-09-15T00:00:00Z
past,2533,2021-09-15T00:00:00Z
safety,2526,2021-09-15T00:00:00Z
countries,2520,2021-09-15T00:00:00Z
friend,2516,2021-09-15T00:00:00Z
update,2498,2021-09-15T00:00:00Z
measures,2496,2021-09-15T00:00:00Z
natural,2491,2021-09-15T00:00:00Z
doctors,2490,2021-09-15T00:00:00Z
including,2485,2021-09-15T00:00:00Z
wasnt,2485,2021-09-15T00:00:00Z
fight,2479,2021-09-15T00:00:00Z
issue,2477,2021-09-15T00:00:00Z
true,2476,2021-09-15T00:00:00Z
rates,2467,2021-09-15T00:00:00Z
local,2465,2021-09-15T00:00:00Z
cnn,2463,2021-09-15T00:00:00Z
effective,2453,2021-09-15T00:00:00Z
yeah,2448,2021-09-15T00:00:00Z
id,2428,2021-09-15T00:00:00Z
information,2425,2021-09-15T00:00:00Z
rules,2424,2021-09-15T00:00:00Z
prevent,2417,2021-09-15T00:00:00Z
evidence,2409,2021-09-15T00:00:00Z
living,2407,2021-09-15T00:00:00Z
infected,2401,2021-09-15T00:00:00Z
newsom,2399,2021-09-15T00:00:00Z
team,2396,2021-09-15T00:00:00Z
vaccinations,2389,2021-09-15T00:00:00Z
chance,2384,2021-09-15T00:00:00Z
age,2379,2021-09-15T00:00:00Z
left,2379,2021-09-15T00:00:00Z
nicki,2375,2021-09-15T00:00:00Z
online,2372,2021-09-15T00:00:00Z
winter,2368,2021-09-15T00:00:00Z
18,2361,2021-09-15T00:00:00Z
literally,2357,2021-09-15T00:00:00Z
pay,2354,2021-09-15T00:00:00Z
check,2342,2021-09-15T00:00:00Z
china,2338,2021-09-15T00:00:00Z
story,2322,2021-09-15T00:00:00Z
watch,2319,2021-09-15T00:00:00Z
impact,2316,2021-09-15T00:00:00Z
means,2312,2021-09-15T00:00:00Z
govt,2305,2021-09-15T00:00:00Z
remember,2302,2021-09-15T00:00:00Z
healthy,2291,2021-09-15T00:00:00Z
city,2286,2021-09-15T00:00:00Z
20,2284,2021-09-15T00:00:00Z
called,2263,2021-09-15T00:00:00Z
found,2259,2021-09-15T00:00:00Z
sense,2248,2021-09-15T00:00:00Z
house,2245,2021-09-15T00:00:00Z
party,2245,2021-09-15T00:00:00Z
close,2239,2021-09-15T00:00:00Z
reports,2239,2021-09-15T00:00:00Z
republicans,2235,2021-09-15T00:00:00Z
half,2231,2021-09-15T00:00:00Z
wouldnt,2229,2021-09-15T00:00:00Z
policy,2216,2021-09-15T00:00:00Z
article,2212,2021-09-15T00:00:00Z
misinformation,2191,2021-09-15T00:00:00Z
political,2191,2021-09-15T00:00:00Z
guess,2182,2021-09-15T00:00:00Z
child,2178,2021-09-15T00:00:00Z
recovery,2174,2021-09-15T00:00:00Z
president,2171,2021-09-15T00:00:00Z
fear,2164,2021-09-15T00:00:00Z
fucking,2151,2021-09-15T00:00:00Z
vote,2151,2021-09-15T00:00:00Z
god,2148,2021-09-15T00:00:00Z
wearing,2147,2021-09-15T00:00:00Z
increase,2140,2021-09-15T00:00:00Z
pretty,2139,2021-09-15T00:00:00Z
low,2138,2021-09-15T00:00:00Z
fuck,2128,2021-09-15T00:00:00Z
learn,2118,2021-09-15T00:00:00Z
yall,2103,2021-09-15T00:00:00Z
future,2097,2021-09-15T00:00:00Z
deal,2093,2021-09-15T00:00:00Z
hear,2091,2021-09-15T00:00:00Z
top,2090,2021-09-15T00:00:00Z
current,2089,2021-09-15T00:00:00Z
gonna,2085,2021-09-15T00:00:00Z
situation,2084,2021-09-15T00:00:00Z
question,2070,2021-09-15T00:00:00Z
employees,2068,2021-09-15T00:00:00Z
normal,2067,2021-09-15T00:00:00Z
infections,2053,2021-09-15T00:00:00Z
immune,2047,2021-09-15T00:00:00Z
radio,2047,2021-09-15T00:00:00Z
stupid,2047,2021-09-15T00:00:00Z
wave,2038,2021-09-15T00:00:00Z
doses,2028,2021-09-15T00:00:00Z
food,2028,2021-09-15T00:00:00Z
politicians,2028,2021-09-15T00:00:00Z
national,2022,2021-09-15T00:00:00Z
shouldnt,2003,2021-09-15T00:00:00Z
residents,1994,2021-09-15T00:00:00Z
office,1992,2021-09-15T00:00:00Z
businesses,1970,2021-09-15T00:00:00Z
severe,1963,2021-09-15T00:00:00Z
heres,1961,2021-09-15T00:00:00Z
choice,1959,2021-09-15T00:00:00Z
killed,1954,2021-09-15T00:00:00Z
results,1953,2021-09-15T00:00:00Z
yesterday,1930,2021-09-15T00:00:00Z
happened,1928,2021-09-15T00:00:00Z
doctor,1926,2021-09-15T00:00:00Z
save,1920,2021-09-15T00:00:00Z
worst,1919,2021-09-15T00:00:00Z
related,1916,2021-09-15T00:00:00Z
agree,1903,2021-09-15T00:00:00Z
7,1902,2021-09-15T00:00:00Z
australia,1901,2021-09-15T00:00:00Z
weve,1897,2021-09-15T00:00:00Z
hospitalized,1895,2021-09-15T00:00:00Z
pm,1895,2021-09-15T00:00:00Z
rest,1894,2021-09-15T00:00:00Z
gov,1893,2021-09-15T00:00:00Z
huge,1893,2021-09-15T00:00:00Z
fda,1892,2021-09-15T00:00:00Z
follow,1891,2021-09-15T00:00:00Z
