word1,n,date
covid,408849,2022-01-05T00:00:00Z
covid19,85513,2022-01-05T00:00:00Z
pandemic,83323,2022-01-05T00:00:00Z
,81392,2022-01-05T00:00:00Z
people,70581,2022-01-05T00:00:00Z
im,41902,2022-01-05T00:00:00Z
dont,40670,2022-01-05T00:00:00Z
vaccine,30505,2022-01-05T00:00:00Z
test,30334,2022-01-05T00:00:00Z
positive,29470,2022-01-05T00:00:00Z
lockdown,28169,2022-01-05T00:00:00Z
time,26980,2022-01-05T00:00:00Z
vaccinated,25941,2022-01-05T00:00:00Z
omicron,25283,2022-01-05T00:00:00Z
health,21650,2022-01-05T00:00:00Z
due,19964,2022-01-05T00:00:00Z
2,19819,2022-01-05T00:00:00Z
day,19077,2022-01-05T00:00:00Z
days,18582,2022-01-05T00:00:00Z
tests,18418,2022-01-05T00:00:00Z
home,18193,2022-01-05T00:00:00Z
testing,17925,2022-01-05T00:00:00Z
quarantine,17924,2022-01-05T00:00:00Z
tested,16427,2022-01-05T00:00:00Z
sick,15794,2022-01-05T00:00:00Z
school,15695,2022-01-05T00:00:00Z
kids,14815,2022-01-05T00:00:00Z
vaccines,14425,2022-01-05T00:00:00Z
coronavirus,14201,2022-01-05T00:00:00Z
variant,13352,2022-01-05T00:00:00Z
deaths,13240,2022-01-05T00:00:00Z
hospital,13150,2022-01-05T00:00:00Z
week,12900,2022-01-05T00:00:00Z
virus,12782,2022-01-05T00:00:00Z
3,12649,2022-01-05T00:00:00Z
care,12494,2022-01-05T00:00:00Z
doesnt,12245,2022-01-05T00:00:00Z
ive,12165,2022-01-05T00:00:00Z
didnt,12131,2022-01-05T00:00:00Z
youre,12103,2022-01-05T00:00:00Z
stop,11889,2022-01-05T00:00:00Z
news,11748,2022-01-05T00:00:00Z
symptoms,11721,2022-01-05T00:00:00Z
unvaccinated,11541,2022-01-05T00:00:00Z
1,11457,2022-01-05T00:00:00Z
government,11341,2022-01-05T00:00:00Z
schools,11202,2022-01-05T00:00:00Z
flu,11079,2022-01-05T00:00:00Z
world,10987,2022-01-05T00:00:00Z
mask,10516,2022-01-05T00:00:00Z
spread,10275,2022-01-05T00:00:00Z
public,10030,2022-01-05T00:00:00Z
risk,9837,2022-01-05T00:00:00Z
isnt,9790,2022-01-05T00:00:00Z
5,9583,2022-01-05T00:00:00Z
staff,9579,2022-01-05T00:00:00Z
feel,9468,2022-01-05T00:00:00Z
children,9406,2022-01-05T00:00:00Z
patients,9263,2022-01-05T00:00:00Z
booster,9220,2022-01-05T00:00:00Z
life,9165,2022-01-05T00:00:00Z
2022,9138,2022-01-05T00:00:00Z
bad,9124,2022-01-05T00:00:00Z
stay,9056,2022-01-05T00:00:00Z
weeks,8944,2022-01-05T00:00:00Z
death,8938,2022-01-05T00:00:00Z
masks,8654,2022-01-05T00:00:00Z
months,8653,2022-01-05T00:00:00Z
