word1,n,date
covid,190718,2021-09-07T00:00:00Z
pandemic,66932,2021-09-07T00:00:00Z
covid19,62541,2021-09-07T00:00:00Z
people,43955,2021-09-07T00:00:00Z
,43738,2021-09-07T00:00:00Z
lockdown,30039,2021-09-07T00:00:00Z
vaccine,26876,2021-09-07T00:00:00Z
dont,23051,2021-09-07T00:00:00Z
im,20463,2021-09-07T00:00:00Z
vaccinated,18584,2021-09-07T00:00:00Z
time,15113,2021-09-07T00:00:00Z
health,14226,2021-09-07T00:00:00Z
day,13427,2021-09-07T00:00:00Z
coronavirus,12752,2021-09-07T00:00:00Z
deaths,12174,2021-09-07T00:00:00Z
vaccines,11990,2021-09-07T00:00:00Z
quarantine,11041,2021-09-07T00:00:00Z
care,10815,2021-09-07T00:00:00Z
school,10619,2021-09-07T00:00:00Z
2,10299,2021-09-07T00:00:00Z
due,9848,2021-09-07T00:00:00Z
hospital,9423,2021-09-07T00:00:00Z
patients,9401,2021-09-07T00:00:00Z
government,9230,2021-09-07T00:00:00Z
virus,9213,2021-09-07T00:00:00Z
test,8486,2021-09-07T00:00:00Z
vaccination,7894,2021-09-07T00:00:00Z
days,7830,2021-09-07T00:00:00Z
home,7763,2021-09-07T00:00:00Z
kids,7761,2021-09-07T00:00:00Z
mask,7681,2021-09-07T00:00:00Z
news,7558,2021-09-07T00:00:00Z
world,7496,2021-09-07T00:00:00Z
didnt,7272,2021-09-07T00:00:00Z
1,7258,2021-09-07T00:00:00Z
ivermectin,7199,2021-09-07T00:00:00Z
positive,7049,2021-09-07T00:00:00Z
doesnt,6920,2021-09-07T00:00:00Z
stop,6801,2021-09-07T00:00:00Z
week,6778,2021-09-07T00:00:00Z
youre,6724,2021-09-07T00:00:00Z
masks,6698,2021-09-07T00:00:00Z
death,6677,2021-09-07T00:00:00Z
died,6622,2021-09-07T00:00:00Z
country,6572,2021-09-07T00:00:00Z
live,6551,2021-09-07T00:00:00Z
children,6490,2021-09-07T00:00:00Z
unvaccinated,6218,2021-09-07T00:00:00Z
3,6170,2021-09-07T00:00:00Z
ive,6160,2021-09-07T00:00:00Z
public,6037,2021-09-07T00:00:00Z
spread,5963,2021-09-07T00:00:00Z
isnt,5888,2021-09-07T00:00:00Z
life,5866,2021-09-07T00:00:00Z
months,5837,2021-09-07T00:00:00Z
risk,5811,2021-09-07T00:00:00Z
data,5661,2021-09-07T00:00:00Z
money,5543,2021-09-07T00:00:00Z
fauci,5477,2021-09-07T00:00:00Z
variant,5378,2021-09-07T00:00:00Z
research,5301,2021-09-07T00:00:00Z
family,5182,2021-09-07T00:00:00Z
lot,5090,2021-09-07T00:00:00Z
read,5068,2021-09-07T00:00:00Z
sick,5050,2021-09-07T00:00:00Z
wuhan,5041,2021-09-07T00:00:00Z
social,5028,2021-09-07T00:00:00Z
september,5012,2021-09-07T00:00:00Z
delta,5002,2021-09-07T00:00:00Z
die,4953,2021-09-07T00:00:00Z
schools,4918,2021-09-07T00:00:00Z
uk,4918,2021-09-07T00:00:00Z
flu,4910,2021-09-07T00:00:00Z
wont,4905,2021-09-07T00:00:00Z
million,4900,2021-09-07T00:00:00Z
support,4824,2021-09-07T00:00:00Z
weeks,4773,2021-09-07T00:00:00Z
start,4735,2021-09-07T00:00:00Z
hospitals,4714,2021-09-07T00:00:00Z
free,4709,2021-09-07T00:00:00Z
real,4656,2021-09-07T00:00:00Z
times,4617,2021-09-07T00:00:00Z
4,4610,2021-09-07T00:00:00Z
safe,4609,2021-09-07T00:00:00Z
5,4463,2021-09-07T00:00:00Z
testing,4439,2021-09-07T00:00:00Z
bad,4420,2021-09-07T00:00:00Z
lives,4366,2021-09-07T00:00:00Z
theyre,4363,2021-09-07T00:00:00Z
students,4356,2021-09-07T00:00:00Z
restrictions,4352,2021-09-07T00:00:00Z
pay,4337,2021-09-07T00:00:00Z
tested,4322,2021-09-07T00:00:00Z
hope,4319,2021-09-07T00:00:00Z
dying,4309,2021-09-07T00:00:00Z
2021,4307,2021-09-07T00:00:00Z
2020,4301,2021-09-07T00:00:00Z
rate,4284,2021-09-07T00:00:00Z
taking,4262,2021-09-07T00:00:00Z
person,4246,2021-09-07T00:00:00Z
