word1,n,date
covid,214098,2021-01-13T00:00:00Z
pandemic,107654,2021-01-13T00:00:00Z
covid19,97228,2021-01-13T00:00:00Z
,73229,2021-01-13T00:00:00Z
lockdown,70828,2021-01-13T00:00:00Z
people,55833,2021-01-13T00:00:00Z
vaccine,40680,2021-01-13T00:00:00Z
im,31427,2021-01-13T00:00:00Z
coronavirus,29591,2021-01-13T00:00:00Z
dont,28699,2021-01-13T00:00:00Z
time,24479,2021-01-13T00:00:00Z
deaths,22321,2021-01-13T00:00:00Z
health,19595,2021-01-13T00:00:00Z
quarantine,19004,2021-01-13T00:00:00Z
day,18346,2021-01-13T00:00:00Z
home,16538,2021-01-13T00:00:00Z
due,15252,2021-01-13T00:00:00Z
test,14423,2021-01-13T00:00:00Z
uk,13736,2021-01-13T00:00:00Z
government,13628,2021-01-13T00:00:00Z
mask,12694,2021-01-13T00:00:00Z
days,12523,2021-01-13T00:00:00Z
positive,12464,2021-01-13T00:00:00Z
care,11900,2021-01-13T00:00:00Z
2,11887,2021-01-13T00:00:00Z
virus,11705,2021-01-13T00:00:00Z
trump,11146,2021-01-13T00:00:00Z
week,10793,2021-01-13T00:00:00Z
world,10592,2021-01-13T00:00:00Z
vaccines,10591,2021-01-13T00:00:00Z
news,10269,2021-01-13T00:00:00Z
death,10044,2021-01-13T00:00:00Z
ive,9982,2021-01-13T00:00:00Z
country,9638,2021-01-13T00:00:00Z
1,9353,2021-01-13T00:00:00Z
masks,9315,2021-01-13T00:00:00Z
school,9204,2021-01-13T00:00:00Z
months,9117,2021-01-13T00:00:00Z
stay,8946,2021-01-13T00:00:00Z
didnt,8937,2021-01-13T00:00:00Z
2021,8768,2021-01-13T00:00:00Z
3,8633,2021-01-13T00:00:00Z
life,8571,2021-01-13T00:00:00Z
died,8305,2021-01-13T00:00:00Z
youre,8300,2021-01-13T00:00:00Z
stop,8224,2021-01-13T00:00:00Z
2020,8157,2021-01-13T00:00:00Z
spread,8083,2021-01-13T00:00:00Z
wear,8054,2021-01-13T00:00:00Z
vaccination,7845,2021-01-13T00:00:00Z
public,7786,2021-01-13T00:00:00Z
live,7772,2021-01-13T00:00:00Z
safe,7712,2021-01-13T00:00:00Z
support,7596,2021-01-13T00:00:00Z
hope,7568,2021-01-13T00:00:00Z
doesnt,7553,2021-01-13T00:00:00Z
family,7457,2021-01-13T00:00:00Z
read,7391,2021-01-13T00:00:00Z
tested,7323,2021-01-13T00:00:00Z
patients,7303,2021-01-13T00:00:00Z
hospital,7137,2021-01-13T00:00:00Z
free,7061,2021-01-13T00:00:00Z
rules,6952,2021-01-13T00:00:00Z
feel,6914,2021-01-13T00:00:00Z
start,6886,2021-01-13T00:00:00Z
times,6794,2021-01-13T00:00:00Z
isnt,6658,2021-01-13T00:00:00Z
lost,6655,2021-01-13T00:00:00Z
testing,6627,2021-01-13T00:00:00Z
staff,6626,2021-01-13T00:00:00Z
real,6593,2021-01-13T00:00:00Z
weeks,6466,2021-01-13T00:00:00Z
workers,6463,2021-01-13T00:00:00Z
19,6457,2021-01-13T00:00:00Z
restrictions,6445,2021-01-13T00:00:00Z
job,6423,2021-01-13T00:00:00Z
business,6348,2021-01-13T00:00:00Z
lot,6333,2021-01-13T00:00:00Z
love,6333,2021-01-13T00:00:00Z
money,6287,2021-01-13T00:00:00Z
risk,6246,2021-01-13T00:00:00Z
january,6141,2021-01-13T00:00:00Z
house,6091,2021-01-13T00:00:00Z
lives,6086,2021-01-13T00:00:00Z
hard,5971,2021-01-13T00:00:00Z
bad,5889,2021-01-13T00:00:00Z
global,5875,2021-01-13T00:00:00Z
daily,5870,2021-01-13T00:00:00Z
wont,5785,2021-01-13T00:00:00Z
social,5747,2021-01-13T00:00:00Z
kids,5681,2021-01-13T00:00:00Z
students,5634,2021-01-13T00:00:00Z
online,5603,2021-01-13T00:00:00Z
10,5590,2021-01-13T00:00:00Z
response,5550,2021-01-13T00:00:00Z
data,5545,2021-01-13T00:00:00Z
4,5538,2021-01-13T00:00:00Z
negative,5441,2021-01-13T00:00:00Z
flu,5418,2021-01-13T00:00:00Z
schools,5397,2021-01-13T00:00:00Z
travel,5342,2021-01-13T00:00:00Z
hes,5336,2021-01-13T00:00:00Z
theyre,5280,2021-01-13T00:00:00Z
children,5173,2021-01-13T00:00:00Z
shit,5169,2021-01-13T00:00:00Z
die,5153,2021-01-13T00:00:00Z
team,5102,2021-01-13T00:00:00Z
