word1,n,date
covid,137463,2021-11-04T00:00:00Z
covid19,51976,2021-11-04T00:00:00Z
pandemic,47038,2021-11-04T00:00:00Z
,30423,2021-11-04T00:00:00Z
vaccine,30128,2021-11-04T00:00:00Z
people,28271,2021-11-04T00:00:00Z
vaccinated,15897,2021-11-04T00:00:00Z
dont,14164,2021-11-04T00:00:00Z
im,12198,2021-11-04T00:00:00Z
vaccines,10889,2021-11-04T00:00:00Z
health,10785,2021-11-04T00:00:00Z
time,10135,2021-11-04T00:00:00Z
deaths,10093,2021-11-04T00:00:00Z
lockdown,9325,2021-11-04T00:00:00Z
kids,9216,2021-11-04T00:00:00Z
coronavirus,8688,2021-11-04T00:00:00Z
children,8275,2021-11-04T00:00:00Z
world,6613,2021-11-04T00:00:00Z
vaccination,6599,2021-11-04T00:00:00Z
uk,6530,2021-11-04T00:00:00Z
2,6489,2021-11-04T00:00:00Z
due,6097,2021-11-04T00:00:00Z
virus,5973,2021-11-04T00:00:00Z
test,5794,2021-11-04T00:00:00Z
day,5744,2021-11-04T00:00:00Z
news,5683,2021-11-04T00:00:00Z
death,5595,2021-11-04T00:00:00Z
positive,5430,2021-11-04T00:00:00Z
data,5347,2021-11-04T00:00:00Z
died,5299,2021-11-04T00:00:00Z
quarantine,5152,2021-11-04T00:00:00Z
risk,5122,2021-11-04T00:00:00Z
flu,5099,2021-11-04T00:00:00Z
didnt,5086,2021-11-04T00:00:00Z
pill,5056,2021-11-04T00:00:00Z
care,5045,2021-11-04T00:00:00Z
doesnt,5006,2021-11-04T00:00:00Z
4,4946,2021-11-04T00:00:00Z
shot,4860,2021-11-04T00:00:00Z
unvaccinated,4803,2021-11-04T00:00:00Z
home,4617,2021-11-04T00:00:00Z
week,4571,2021-11-04T00:00:00Z
workers,4566,2021-11-04T00:00:00Z
youre,4536,2021-11-04T00:00:00Z
days,4529,2021-11-04T00:00:00Z
country,4516,2021-11-04T00:00:00Z
1,4513,2021-11-04T00:00:00Z
spread,4471,2021-11-04T00:00:00Z
school,4424,2021-11-04T00:00:00Z
mandate,4416,2021-11-04T00:00:00Z
5,4395,2021-11-04T00:00:00Z
government,4364,2021-11-04T00:00:00Z
life,4323,2021-11-04T00:00:00Z
months,4270,2021-11-04T00:00:00Z
stop,4183,2021-11-04T00:00:00Z
public,4179,2021-11-04T00:00:00Z
3,4107,2021-11-04T00:00:00Z
hospital,4019,2021-11-04T00:00:00Z
ive,3977,2021-11-04T00:00:00Z
biden,3960,2021-11-04T00:00:00Z
booster,3907,2021-11-04T00:00:00Z
vax,3901,2021-11-04T00:00:00Z
mask,3834,2021-11-04T00:00:00Z
tested,3693,2021-11-04T00:00:00Z
2020,3652,2021-11-04T00:00:00Z
rodgers,3619,2021-11-04T00:00:00Z
isnt,3579,2021-11-04T00:00:00Z
global,3568,2021-11-04T00:00:00Z
2021,3547,2021-11-04T00:00:00Z
patients,3502,2021-11-04T00:00:00Z
testing,3436,2021-11-04T00:00:00Z
tests,3432,2021-11-04T00:00:00Z
die,3425,2021-11-04T00:00:00Z
mandates,3384,2021-11-04T00:00:00Z
sick,3371,2021-11-04T00:00:00Z
family,3295,2021-11-04T00:00:00Z
read,3295,2021-11-04T00:00:00Z
live,3272,2021-11-04T00:00:00Z
lot,3236,2021-11-04T00:00:00Z
rate,3178,2021-11-04T00:00:00Z
safe,3178,2021-11-04T00:00:00Z
times,3167,2021-11-04T00:00:00Z
lost,3130,2021-11-04T00:00:00Z
100,3123,2021-11-04T00:00:00Z
masks,3118,2021-11-04T00:00:00Z
parents,3070,2021-11-04T00:00:00Z
19,3065,2021-11-04T00:00:00Z
million,3050,2021-11-04T00:00:00Z
feel,3034,2021-11-04T00:00:00Z
bad,2961,2021-11-04T00:00:00Z
pfizer,2938,2021-11-04T00:00:00Z
start,2938,2021-11-04T00:00:00Z
aaron,2888,2021-11-04T00:00:00Z
real,2882,2021-11-04T00:00:00Z
free,2831,2021-11-04T00:00:00Z
hes,2817,2021-11-04T00:00:00Z
person,2810,2021-11-04T00:00:00Z
shots,2803,2021-11-04T00:00:00Z
wont,2802,2021-11-04T00:00:00Z
treat,2788,2021-11-04T00:00:00Z
money,2760,2021-11-04T00:00:00Z
research,2743,2021-11-04T00:00:00Z
immunity,2739,2021-11-04T00:00:00Z
study,2733,2021-11-04T00:00:00Z
hope,2709,2021-11-04T00:00:00Z
medical,2703,2021-11-04T00:00:00Z
theyre,2667,2021-11-04T00:00:00Z
daily,2639,2021-11-04T00:00:00Z
dying,2617,2021-11-04T00:00:00Z
