word1,n,date
coronavirus,61720,2020-02-20T00:00:00Z
china,14077,2020-02-20T00:00:00Z
covid19,11895,2020-02-20T00:00:00Z
wuhan,7940,2020-02-20T00:00:00Z
outbreak,6411,2020-02-20T00:00:00Z
people,5719,2020-02-20T00:00:00Z
cruise,5002,2020-02-20T00:00:00Z
virus,4840,2020-02-20T00:00:00Z
ship,4528,2020-02-20T00:00:00Z
chinese,4279,2020-02-20T00:00:00Z
japan,3874,2020-02-20T00:00:00Z
passengers,3648,2020-02-20T00:00:00Z
,3609,2020-02-20T00:00:00Z
news,3466,2020-02-20T00:00:00Z
health,3190,2020-02-20T00:00:00Z
princess,3110,2020-02-20T00:00:00Z
south,3007,2020-02-20T00:00:00Z
diamond,2992,2020-02-20T00:00:00Z
spread,2760,2020-02-20T00:00:00Z
korea,2757,2020-02-20T00:00:00Z
iran,2432,2020-02-20T00:00:00Z
due,2418,2020-02-20T00:00:00Z
quarantine,2289,2020-02-20T00:00:00Z
2,2284,2020-02-20T00:00:00Z
global,2264,2020-02-20T00:00:00Z
infected,2218,2020-02-20T00:00:00Z
deaths,2217,2020-02-20T00:00:00Z
die,2204,2020-02-20T00:00:00Z
death,2165,2020-02-20T00:00:00Z
world,2126,2020-02-20T00:00:00Z
confirmed,2099,2020-02-20T00:00:00Z
reports,2075,2020-02-20T00:00:00Z
chinas,2011,2020-02-20T00:00:00Z
dont,1984,2020-02-20T00:00:00Z
impact,1860,2020-02-20T00:00:00Z
live,1837,2020-02-20T00:00:00Z
home,1774,2020-02-20T00:00:00Z
patients,1771,2020-02-20T00:00:00Z
city,1728,2020-02-20T00:00:00Z
time,1651,2020-02-20T00:00:00Z
amid,1574,2020-02-20T00:00:00Z
fears,1570,2020-02-20T00:00:00Z
died,1545,2020-02-20T00:00:00Z
hospital,1502,2020-02-20T00:00:00Z
government,1477,2020-02-20T00:00:00Z
2020,1467,2020-02-20T00:00:00Z
flu,1437,2020-02-20T00:00:00Z
chloroquine,1434,2020-02-20T00:00:00Z
disease,1335,2020-02-20T00:00:00Z
travel,1332,2020-02-20T00:00:00Z
reported,1328,2020-02-20T00:00:00Z
im,1317,2020-02-20T00:00:00Z
update,1295,2020-02-20T00:00:00Z
quarantined,1277,2020-02-20T00:00:00Z
pandemic,1267,2020-02-20T00:00:00Z
hit,1234,2020-02-20T00:00:00Z
economy,1213,2020-02-20T00:00:00Z
updates,1203,2020-02-20T00:00:00Z
risk,1150,2020-02-20T00:00:00Z
medical,1145,2020-02-20T00:00:00Z
infection,1130,2020-02-20T00:00:00Z
market,1127,2020-02-20T00:00:00Z
coronavirusoutbreak,1115,2020-02-20T00:00:00Z
