word1,n,date
covid,183094,2020-07-21T00:00:00Z
covid19,152331,2020-07-21T00:00:00Z
coronavirus,99091,2020-07-21T00:00:00Z
,50477,2020-07-21T00:00:00Z
people,42728,2020-07-21T00:00:00Z
trump,29204,2020-07-21T00:00:00Z
pandemic,26561,2020-07-21T00:00:00Z
dont,23930,2020-07-21T00:00:00Z
deaths,20532,2020-07-21T00:00:00Z
virus,18105,2020-07-21T00:00:00Z
vaccine,17462,2020-07-21T00:00:00Z
realdonaldtrump,17395,2020-07-21T00:00:00Z
im,17034,2020-07-21T00:00:00Z
mask,16949,2020-07-21T00:00:00Z
time,16856,2020-07-21T00:00:00Z
health,16617,2020-07-21T00:00:00Z
positive,15633,2020-07-21T00:00:00Z
due,14701,2020-07-21T00:00:00Z
news,14504,2020-07-21T00:00:00Z
masks,14142,2020-07-21T00:00:00Z
19,14105,2020-07-21T00:00:00Z
test,13452,2020-07-21T00:00:00Z
testing,12384,2020-07-21T00:00:00Z
day,11931,2020-07-21T00:00:00Z
world,11410,2020-07-21T00:00:00Z
home,11182,2020-07-21T00:00:00Z
death,11093,2020-07-21T00:00:00Z
tested,10654,2020-07-21T00:00:00Z
spread,10416,2020-07-21T00:00:00Z
school,9744,2020-07-21T00:00:00Z
patients,9673,2020-07-21T00:00:00Z
care,9569,2020-07-21T00:00:00Z
2,9430,2020-07-21T00:00:00Z
response,9192,2020-07-21T00:00:00Z
wear,9140,2020-07-21T00:00:00Z
public,9024,2020-07-21T00:00:00Z
country,8920,2020-07-21T00:00:00Z
government,8554,2020-07-21T00:00:00Z
data,8385,2020-07-21T00:00:00Z
days,8372,2020-07-21T00:00:00Z
china,8259,2020-07-21T00:00:00Z
months,8004,2020-07-21T00:00:00Z
president,7915,2020-07-21T00:00:00Z
2020,7913,2020-07-21T00:00:00Z
kids,7841,2020-07-21T00:00:00Z
july,7826,2020-07-21T00:00:00Z
live,7603,2020-07-21T00:00:00Z
stop,7585,2020-07-21T00:00:00Z
1,7538,2020-07-21T00:00:00Z
read,7526,2020-07-21T00:00:00Z
crisis,7288,2020-07-21T00:00:00Z
times,7224,2020-07-21T00:00:00Z
doesnt,7210,2020-07-21T00:00:00Z
safe,7174,2020-07-21T00:00:00Z
died,7155,2020-07-21T00:00:00Z
tests,6923,2020-07-21T00:00:00Z
youre,6877,2020-07-21T00:00:00Z
schools,6862,2020-07-21T00:00:00Z
risk,6809,2020-07-21T00:00:00Z
hospital,6799,2020-07-21T00:00:00Z
wearing,6566,2020-07-21T00:00:00Z
week,6528,2020-07-21T00:00:00Z
3,6489,2020-07-21T00:00:00Z
results,6446,2020-07-21T00:00:00Z
flu,6408,2020-07-21T00:00:00Z
support,6407,2020-07-21T00:00:00Z
americans,6403,2020-07-21T00:00:00Z
students,6394,2020-07-21T00:00:00Z
didnt,6263,2020-07-21T00:00:00Z
life,6071,2020-07-21T00:00:00Z
social,6043,2020-07-21T00:00:00Z
rate,6038,2020-07-21T00:00:00Z
children,5914,2020-07-21T00:00:00Z
hes,5899,2020-07-21T00:00:00Z
die,5895,2020-07-21T00:00:00Z
family,5839,2020-07-21T00:00:00Z
research,5793,2020-07-21T00:00:00Z
lockdown,5763,2020-07-21T00:00:00Z
county,5746,2020-07-21T00:00:00Z
recovery,5744,2020-07-21T00:00:00Z
report,5710,2020-07-21T00:00:00Z
workers,5704,2020-07-21T00:00:00Z
pay,5668,2020-07-21T00:00:00Z
lives,5663,2020-07-21T00:00:00Z
business,5654,2020-07-21T00:00:00Z
stay,5643,2020-07-21T00:00:00Z
reported,5597,2020-07-21T00:00:00Z
daily,5574,2020-07-21T00:00:00Z
