word1,n,date
covid,248808,2021-08-09T00:00:00Z
covid19,81517,2021-08-09T00:00:00Z
pandemic,69299,2021-08-09T00:00:00Z
people,58799,2021-08-09T00:00:00Z
,50637,2021-08-09T00:00:00Z
vaccine,44370,2021-08-09T00:00:00Z
vaccinated,30043,2021-08-09T00:00:00Z
dont,28278,2021-08-09T00:00:00Z
lockdown,28244,2021-08-09T00:00:00Z
im,24013,2021-08-09T00:00:00Z
time,17225,2021-08-09T00:00:00Z
vaccines,16549,2021-08-09T00:00:00Z
health,14800,2021-08-09T00:00:00Z
whatshappeninginmyanmar,14692,2021-08-09T00:00:00Z
coronavirus,14353,2021-08-09T00:00:00Z
kids,13752,2021-08-09T00:00:00Z
virus,13135,2021-08-09T00:00:00Z
aug9coup,12620,2021-08-09T00:00:00Z
due,12476,2021-08-09T00:00:00Z
mask,12403,2021-08-09T00:00:00Z
vaccination,12333,2021-08-09T00:00:00Z
children,12139,2021-08-09T00:00:00Z
deaths,12055,2021-08-09T00:00:00Z
masks,11587,2021-08-09T00:00:00Z
day,11551,2021-08-09T00:00:00Z
delta,11426,2021-08-09T00:00:00Z
quarantine,10672,2021-08-09T00:00:00Z
test,10580,2021-08-09T00:00:00Z
death,10473,2021-08-09T00:00:00Z
school,10375,2021-08-09T00:00:00Z
2,10291,2021-08-09T00:00:00Z
hearmyanmaryouths,9844,2021-08-09T00:00:00Z
news,9608,2021-08-09T00:00:00Z
care,9467,2021-08-09T00:00:00Z
florida,9167,2021-08-09T00:00:00Z
variant,8999,2021-08-09T00:00:00Z
world,8863,2021-08-09T00:00:00Z
doesnt,8735,2021-08-09T00:00:00Z
home,8682,2021-08-09T00:00:00Z
unvaccinated,8678,2021-08-09T00:00:00Z
didnt,8639,2021-08-09T00:00:00Z
spread,8567,2021-08-09T00:00:00Z
youre,8539,2021-08-09T00:00:00Z
hospital,8522,2021-08-09T00:00:00Z
days,8496,2021-08-09T00:00:00Z
stop,8369,2021-08-09T00:00:00Z
country,8296,2021-08-09T00:00:00Z
die,8217,2021-08-09T00:00:00Z
died,8144,2021-08-09T00:00:00Z
week,8109,2021-08-09T00:00:00Z
positive,7919,2021-08-09T00:00:00Z
1,7892,2021-08-09T00:00:00Z
life,7646,2021-08-09T00:00:00Z
risk,7514,2021-08-09T00:00:00Z
military,7450,2021-08-09T00:00:00Z
government,7374,2021-08-09T00:00:00Z
19,7127,2021-08-09T00:00:00Z
junta,7082,2021-08-09T00:00:00Z
data,6980,2021-08-09T00:00:00Z
isnt,6924,2021-08-09T00:00:00Z
months,6900,2021-08-09T00:00:00Z
sick,6899,2021-08-09T00:00:00Z
ive,6836,2021-08-09T00:00:00Z
patients,6789,2021-08-09T00:00:00Z
public,6736,2021-08-09T00:00:00Z
family,6562,2021-08-09T00:00:00Z
