lang,n,date
en,364350,2022-01-15
es,85424,2022-01-15
pt,41155,2022-01-15
fr,25993,2022-01-15
it,15112,2022-01-15
und,14349,2022-01-15
in,7329,2022-01-15
de,6899,2022-01-15
nl,5692,2022-01-15
tr,5598,2022-01-15
tl,4878,2022-01-15
ja,3867,2022-01-15
pl,3159,2022-01-15
hi,3002,2022-01-15
ca,1915,2022-01-15
sv,1151,2022-01-15
et,884,2022-01-15
ru,865,2022-01-15
el,848,2022-01-15
cs,726,2022-01-15
or,672,2022-01-15
fi,499,2022-01-15
zh,492,2022-01-15
ar,476,2022-01-15
ro,457,2022-01-15
da,411,2022-01-15
th,356,2022-01-15
no,353,2022-01-15
ht,309,2022-01-15
bn,269,2022-01-15
ta,260,2022-01-15
ml,233,2022-01-15
lv,221,2022-01-15
mr,184,2022-01-15
ur,184,2022-01-15
kn,159,2022-01-15
sl,130,2022-01-15
uk,129,2022-01-15
is,128,2022-01-15
gu,119,2022-01-15
hu,116,2022-01-15
vi,115,2022-01-15
te,100,2022-01-15
lt,75,2022-01-15
ko,69,2022-01-15
cy,65,2022-01-15
iw,58,2022-01-15
bg,52,2022-01-15
eu,47,2022-01-15
ne,40,2022-01-15
fa,31,2022-01-15
pa,26,2022-01-15
sr,22,2022-01-15
my,6,2022-01-15
si,5,2022-01-15
bo,2,2022-01-15
dv,2,2022-01-15
hy,1,2022-01-15
lo,1,2022-01-15
ps,1,2022-01-15
sd,1,2022-01-15
